汉字	最终规范拆分	编码首根	编码末根
凹	丨 ＋ 折 ＋ 见二 ＋ 一	竖	横
出	出	山	山
击	击	击	击
凼	水 ＋ 凵	氵	匚
函	折 ＋ 氺 ＋ 凵	折	匚
凿	业 ＋ 南字心 ＋ 凵	业	匚
刀	刀	刀	刀
刁	折 ＋ 一	折	横
刃	刀 ＋ 丶	刀	点
分	八 ＋ 刀	八	刀
切	七 ＋ 刀	匕	刀
刈	㐅 ＋ 刂	交	刀
刊	干 ＋ 刂	干	刀
刍	刍	刍	刍
刎	勿 ＋ 刂	勿	刀
刑	一 ＋ 廾 ＋ 刂	横	刀
划	戈 ＋ 刂	戈	刀
刖	月 ＋ 刂	月	刀
列	歹 ＋ 刂	夕	刀
刘	文 ＋ 刂	文	刀
则	贝 ＋ 刂	见	刀
刚	冂 ＋ 㐅 ＋ 刂	匚	刀
创	全字头 ＋ 㔾 ＋ 刂	人	刀
初	衤 ＋ 刀	礻	刀
删	周字框 ＋ 周字框 ＋ 一 ＋ 刂	几	刀
判	丷 ＋ 二 ＋ 丿 ＋ 刂	八	刀
刨	勹 ＋ 巳 ＋ 刂	匚	刀
利	利	利	利
别	口 ＋ 力 ＋ 刂	口	刀
刬	戋 ＋ 刂	戈	刀
刭	轻字边 ＋ 刂	工	刀
刮	千 ＋ 口 ＋ 刂	干	刀
到	至 ＋ 刂	至	刀
刳	大 ＋ 二 ＋ 折 ＋ 刂	大	刀
制	制字旁 ＋ 刂	牛	刀
刷	尸 ＋ 巾 ＋ 刂	尸	刀
券	龹 ＋ 刀	美字头	刀
刹	㐅 ＋ 一 ＋ 小 ＋ 刂	交	刀
刺	朿 ＋ 刂	束	刀
刻	亠 ＋ 折 ＋ 丿 ＋ 人 ＋ 刂	亠	刀
刽	全字头 ＋ 二 ＋ 厶 ＋ 刂	人	刀
刿	山 ＋ 夕 ＋ 刂	山	刀
剀	山 ＋ 己 ＋ 刂	山	刀
剁	几 ＋ 木 ＋ 刂	几	刀
剂	文 ＋ 乔字底 ＋ 刂	文	刀
剃	弟 ＋ 刂	弟	刀
剅	一 ＋ 口 ＋ 丷 ＋ 一 ＋ 刂	横	刀
削	尚字头 ＋ 青字底 ＋ 刂	小	刀
剋	古 ＋ 儿 ＋ 刂	古	刀
剌	束 ＋ 刂	束	刀
前	丷 ＋ 一 ＋ 青字底 ＋ 刂	八	刀
剐	口 ＋ 冂 ＋ 人 ＋ 刂	口	刀
剑	佥 ＋ 刂	佥	刀
剔	日 ＋ 勿 ＋ 刂	日	刀
剕	非 ＋ 刂	片	刀
剖	立 ＋ 口 ＋ 刂	立	刀
剜	宀 ＋ 夕 ＋ 㔾 ＋ 刂	宀	刀
剞	大 ＋ 可 ＋ 刂	大	刀
剟	又 ＋ 又 ＋ 又 ＋ 又 ＋ 刂	又	刀
剡	火 ＋ 火 ＋ 刂	火	刀
剥	录字头 ＋ 氺 ＋ 刂	争字底	刀
剧	居 ＋ 刂	居	刀
剩	禾 ＋ 北字旁 ＋ 匕 ＋ 刂	禾	刀
剪	丷 ＋ 一 ＋ 青字底 ＋ 刂 ＋ 刀	八	刀
副	一 ＋ 口 ＋ 田 ＋ 刂	横	刀
割	宀 ＋ 丰 ＋ 口 ＋ 刂	宀	刀
剽	覀 ＋ 示 ＋ 刂	西	刀
剿	巛 ＋ 日 ＋ 木 ＋ 刂	巛	刀
劁	隹 ＋ 灬 ＋ 刂	隹	刀
劂	厂 ＋ 丷 ＋ 一 ＋ 凵 ＋ 丿 ＋ ⺈ ＋ 人 ＋ 刂	广	刀
劄	竹头 ＋ 全字头 ＋ 一 ＋ 口 ＋ 刂	竹	刀
劈	尸 ＋ 口 ＋ 辛 ＋ 刀	尸	刀
劐	艹 ＋ 隹 ＋ 又 ＋ 刂	艹	刀
劓	自 ＋ 田 ＋ 丌 ＋ 刂	白	刀
力	力	力	力
劝	又 ＋ 力	又	力
办	办	力	力
功	工 ＋ 力	工	力
加	力 ＋ 口	力	口
务	夂 ＋ 力	又	力
劢	横 ＋ 撇 ＋ 折 ＋ 力	横	力
劣	少三 ＋ 丿 ＋ 力	小	力
动	二 ＋ 厶 ＋ 力	二	力
助	且 ＋ 力	且	力
努	女 ＋ 又 ＋ 力	女	力
劫	土 ＋ 厶 ＋ 力	土	力
劬	勹 ＋ 口 ＋ 力	匚	力
劭	刀 ＋ 口 ＋ 力	刀	力
励	厉 ＋ 力	厉	力
劲	轻字边 ＋ 力	工	力
劳	艹 ＋ 冖 ＋ 力	艹	力
劼	士 ＋ 口 ＋ 力	土	力
劾	亠 ＋ 折 ＋ 丿 ＋ 人 ＋ 力	亠	力
势	扌 ＋ 丸 ＋ 力	扌	力
勃	十 ＋ 冖 ＋ 子 ＋ 力	十	力
勇	龴 ＋ 冂 ＋ 举字底 ＋ 力	厶	力
勉	免 ＋ 力	兔	力
勋	口 ＋ 贝 ＋ 力	口	力
勍	享字头 ＋ 小 ＋ 力	享字头	力
勐	子 ＋ 皿 ＋ 力	子	力
勒	革 ＋ 力	廿	力
勔	面 ＋ 力	雨	力
勖	见二 ＋ 二 ＋ 目 ＋ 力	匚	力
勘	其字头 ＋ 八 ＋ 折 ＋ 力	廿	力
勚	廿 ＋ 折 ＋ 贝 ＋ 力	廿	力
募	莫 ＋ 力	莫	力
勠	习 ＋ 习 ＋ 全字头 ＋ 彡 ＋ 力	习	力
勤	廿 ＋ 口 ＋ 龶 ＋ 力	廿	力
勰	力 ＋ 力 ＋ 力 ＋ 田 ＋ 心	力	忄
勺	勹 ＋ 丶	匚	点
勾	勹 ＋ 厶	匚	厶
勿	勿	勿	勿
匀	勹 ＋ 冫	匚	氵
包	勹 ＋ 巳	匚	已
匆	勿 ＋ 点	勿	点
匈	勹 ＋ 㐅 ＋ 凵	匚	匚
匍	勹 ＋ 甫	匚	甫
匏	大 ＋ 二 ＋ 折 ＋ 勹 ＋ 巳	大	已
匐	勹 ＋ 一 ＋ 口 ＋ 田	匚	田
匕	匕	匕	匕
化	亻 ＋ 化字边	亻	匕
北	北字旁 ＋ 匕	片	匕
匙	日 ＋ 定字底 ＋ 匕	日	匕
匜	匚 ＋ 也	匚	也
匝	匚 ＋ 巾	匚	巾
匠	匚 ＋ 斤	匚	斤
匡	匚 ＋ 王	匚	王
匣	匚 ＋ 甲	匚	田
匦	匚 ＋ 车旁 ＋ 九	匚	九
匪	匚 ＋ 非	匚	片
匮	匚 ＋ 贵字头 ＋ 贝	匚	见
匹	匚 ＋ 儿	匚	儿
区	匚 ＋ 㐅	匚	交
医	匚 ＋ 矢	匚	矢
匼	匚 ＋ 全字头 ＋ 一 ＋ 口	匚	口
匾	匚 ＋ 户 ＋ 冂 ＋ 艹	匚	艹
匿	匚 ＋ 艹 ＋ 左字框 ＋ 口	匚	口
十	十	十	十
千	千	干	干
卅	卅	艹	艹
升	撇 ＋ 廾	撇	艹
午	卧人 ＋ 十	卧人	十
卉	十 ＋ 廾	十	艹
半	丷 ＋ 举字底	八	扌
华	亻 ＋ 化字边 ＋ 十	亻	十
协	十 ＋ 办	十	力
卑	白 ＋ 丿 ＋ 十	白	十
卒	亠 ＋ 人 ＋ 人 ＋ 十	亠	十
卓	卢字头 ＋ 日 ＋ 十	卜	十
单	单	单	单
卖	十 ＋ 折 ＋ 冬字底 ＋ 大	十	大
南	十 ＋ 冂 ＋ 南字心	十	南字心
博	十 ＋ 甫 ＋ 寸	十	寸
卜	卜	卜	卜
卞	亠 ＋ 卜	亠	卜
卟	口 ＋ 卜	口	卜
占	卢字头 ＋ 口	卜	口
卡	卢字头 ＋ 一 ＋ 卜	卜	卜
卢	卢字头 ＋ 尸	卜	尸
卣	卢字头 ＋ 囗 ＋ 折 ＋ 一	卜	横
卤	卢字头 ＋ 囗 ＋ 㐅	卜	交
卦	土 ＋ 土 ＋ 卜	土	卜
卧	臣 ＋ 卜	臣	卜
卫	节字底 ＋ 一	卩	横
卬	卬	卩	卩
卮	反字框 ＋ 一 ＋ 㔾	撇	已
卯	卯	卵	卵
印	印	卵	卵
危	⺈ ＋ 厂 ＋ 㔾	刀	已
即	即字旁 ＋ 卩	艮	卩
却	土 ＋ 厶 ＋ 卩	土	卩
卵	卵	卵	卵
卷	龹 ＋ 㔾	美字头	已
卸	卧人 ＋ 一 ＋ 止 ＋ 卩	卧人	卩
卺	折 ＋ 水 ＋ 一 ＋ 㔾	折	已
卿	卯字旁 ＋ 即字旁 ＋ 卩	卵	卩
厂	厂	广	广
厄	厂 ＋ 㔾	广	已
厅	厂 ＋ 丁	广	寸
历	厂 ＋ 力	广	力
厉	厉	厉	厉
压	厂 ＋ 土 ＋ 丶	广	点
厌	厂 ＋ 犬	广	大
厍	厂 ＋ 车	广	车
厕	厂 ＋ 贝 ＋ 刂	广	刀
厖	厂 ＋ 左字框 ＋ 折 ＋ 彡 ＋ 丶	广	点
厘	厂 ＋ 里	广	里
厚	厂 ＋ 日 ＋ 子	广	子
厝	厂 ＋ 龷 ＋ 日	广	日
原	厂 ＋ 白 ＋ 小	广	小
厢	厂 ＋ 木 ＋ 目	广	日
厣	厂 ＋ 犬 ＋ 甲	广	田
厥	厂 ＋ 丷 ＋ 一 ＋ 凵 ＋ 丿 ＋ ⺈ ＋ 人	广	人
厦	厂 ＋ 一 ＋ 自 ＋ 夂	广	又
厨	厂 ＋ 一 ＋ 口 ＋ 丷 ＋ 一 ＋ 寸	广	寸
厩	厂 ＋ 即字旁 ＋ 一 ＋ 折 ＋ 儿	广	儿
厮	厂 ＋ 其字头 ＋ 八 ＋ 斤	广	斤
去	土 ＋ 厶	土	厶
厾	折 ＋ 土 ＋ 厶	折	厶
县	且 ＋ 厶	且	厶
叁	厶 ＋ 大 ＋ 三	厶	三
参	厶 ＋ 大 ＋ 彡	厶	彡
叆	二 ＋ 厶 ＋ 爫 ＋ 冖 ＋ 左字框 ＋ 又	二	又
叇	二 ＋ 厶 ＋ 折 ＋ 二 ＋ 氺 ＋ 辶	二	辶
又	又	又	又
叉	又 ＋ 丶	又	点
及	及	及	及
友	左字框 ＋ 又	十	又
双	又 ＋ 又	又	又
反	反字框 ＋ 又	撇	又
发	折 ＋ 撇 ＋ 又 ＋ 点	折	点
叔	卜 ＋ 横 ＋ 小 ＋ 又	卜	又
叕	又 ＋ 又 ＋ 又 ＋ 又	又	又
取	耳 ＋ 又	耳	又
受	爫 ＋ 冖 ＋ 又	爫	又
变	变字头 ＋ 又	变字头	又
叙	全字头 ＋ 于 ＋ 八 ＋ 又	人	又
叚	折 ＋ 一 ＋ 卢字头 ＋ 一 ＋ 折 ＋ 一 ＋ 又	折	又
叛	丷 ＋ 二 ＋ 丿 ＋ 反字框 ＋ 又	八	又
叟	叟字头 ＋ 又	白	又
叠	又 ＋ 又 ＋ 又 ＋ 冖 ＋ 且	又	且
口	口	口	口
古	古	古	古
句	勹 ＋ 口	匚	口
另	口 ＋ 力	口	力
叨	口 ＋ 刀	口	刀
叩	口 ＋ 卩	口	卩
只	口 ＋ 八	口	八
叫	口 ＋ 折 ＋ 丨	口	竖
召	刀 ＋ 口	刀	口
叭	口 ＋ 八	口	八
叮	口 ＋ 丁	口	寸
可	可	寸	寸
台	厶 ＋ 口	厶	口
叱	口 ＋ 化字边	口	匕
史	口 ＋ 乂	口	交
右	左字框 ＋ 口	十	口
叵	匚 ＋ 口	匚	口
叶	口 ＋ 十	口	十
号	口 ＋ 一 ＋ 折	口	折
司	折 ＋ 一 ＋ 口	折	口
叹	口 ＋ 又	口	又
叻	口 ＋ 力	口	力
叼	口 ＋ 折 ＋ 一	口	横
叽	口 ＋ 几	口	几
吁	口 ＋ 于	口	干
吃	口 ＋ 卧人 ＋ 乙	口	乙
各	各	又	又
吆	口 ＋ 幺	口	纟
合	全字头 ＋ 一 ＋ 口	人	口
吉	士 ＋ 口	土	口
吊	口 ＋ 巾	口	巾
同	冂 ＋ 一 ＋ 口	匚	口
名	夕 ＋ 口	夕	口
后	反字框 ＋ 一 ＋ 口	撇	口
吏	横 ＋ 口 ＋ 乂	横	交
吐	口 ＋ 土	口	土
向	向	向	向
吒	口 ＋ 撇 ＋ 七	口	匕
吓	口 ＋ 横 ＋ 卜	口	卜
吕	口 ＋ 口	口	口
吖	口 ＋ 丷 ＋ 丨	口	竖
吗	口 ＋ 马	口	马
君	争字底 ＋ 撇 ＋ 口	争字底	口
吝	文 ＋ 口	文	口
吞	天 ＋ 口	大	口
吟	口 ＋ 今	口	今
吠	口 ＋ 犬	口	大
吡	口 ＋ 比字旁 ＋ 匕	口	匕
吣	口 ＋ 心	口	忄
否	一 ＋ 亻 ＋ 点 ＋ 口	横	口
吧	口 ＋ 巴	口	已
吨	口 ＋ 一 ＋ 凵 ＋ 折	口	折
吩	口 ＋ 八 ＋ 刀	口	刀
含	今 ＋ 口	今	口
听	口 ＋ 斤	口	斤
吭	口 ＋ 亠 ＋ 几	口	几
吮	口 ＋ 厶 ＋ 儿	口	儿
启	户 ＋ 口	尸	口
吱	口 ＋ 十 ＋ 又	口	又
吲	口 ＋ 弓 ＋ 丨	口	竖
吴	口 ＋ 天	口	大
吵	口 ＋ 少三 ＋ 丿	口	撇
吸	口 ＋ 及	口	及
吹	口 ＋ ⺈ ＋ 人	口	人
吻	口 ＋ 勿	口	勿
吼	口 ＋ 子 ＋ 折	口	折
吽	口 ＋ 牛	口	牛
吾	五 ＋ 口	五	口
呀	口 ＋ 牙	口	牙
呃	口 ＋ 厂 ＋ 㔾	口	已
呆	口 ＋ 木	口	木
呇	水 ＋ 口	氵	口
呈	口 ＋ 王	口	王
告	告字头 ＋ 口	牛	口
呋	口 ＋ 夫	口	大
呐	口 ＋ 冂 ＋ 人	口	人
呒	口 ＋ 无	口	无
呓	口 ＋ 艹 ＋ 乙	口	乙
呔	口 ＋ 太	口	大
呕	口 ＋ 匚 ＋ 㐅	口	交
呖	口 ＋ 厂 ＋ 力	口	力
呗	口 ＋ 贝	口	见
员	口 ＋ 贝	口	见
呙	口 ＋ 冂 ＋ 人	口	人
呛	口 ＋ 全字头 ＋ 㔾	口	已
呜	口 ＋ 乌	口	鸟
呢	口 ＋ 尸 ＋ 匕	口	匕
呣	口 ＋ 母	口	母
呤	口 ＋ 令	口	今
呦	口 ＋ 幺 ＋ 力	口	力
周	周字框 ＋ 土 ＋ 口	几	口
呱	口 ＋ 瓜	口	爫
呲	口 ＋ 止 ＋ 匕	口	匕
味	口 ＋ 未	口	未
呵	口 ＋ 可	口	寸
呶	口 ＋ 女 ＋ 又	口	又
呷	口 ＋ 甲	口	田
呸	口 ＋ 一 ＋ 亻 ＋ 点 ＋ 一	口	横
呻	口 ＋ 申	口	田
呼	口 ＋ 撇 ＋ 丷 ＋ 一 ＋ 竖	口	竖
命	全字头 ＋ 一 ＋ 口 ＋ 卩	人	卩
咀	口 ＋ 且	口	且
咂	口 ＋ 匚 ＋ 巾	口	巾
咄	口 ＋ 出	口	山
咆	口 ＋ 勹 ＋ 巳	口	已
咇	口 ＋ 必	口	忄
咉	口 ＋ 见二 ＋ 大	口	大
咋	口 ＋ 卧人 ＋ 卢字头 ＋ 一	口	横
和	禾 ＋ 口	禾	口
咍	口 ＋ 厶 ＋ 口	口	口
咎	夂 ＋ 卜 ＋ 口	又	口
咏	口 ＋ 永	口	永
咐	口 ＋ 付	口	付
咒	口 ＋ 口 ＋ 几	口	几
咔	口 ＋ 卢字头 ＋ 一 ＋ 卜	口	卜
咕	口 ＋ 古	口	古
咖	口 ＋ 力 ＋ 口	口	口
咙	口 ＋ 龙	口	龙
咚	口 ＋ 夂 ＋ 冬字底	口	点
咛	口 ＋ 宀 ＋ 丁	口	寸
咝	口 ＋ 纟 ＋ 纟	口	纟
咡	口 ＋ 耳	口	耳
咣	口 ＋ 尚字头 ＋ 兀	口	儿
咤	口 ＋ 宀 ＋ 撇 ＋ 七	口	匕
咥	口 ＋ 至	口	至
咦	口 ＋ 夷	口	夷
咧	口 ＋ 歹 ＋ 刂	口	刀
咨	冫 ＋ ⺈ ＋ 人 ＋ 口	氵	口
咩	口 ＋ 羊	口	羊
咪	口 ＋ 米	口	米
咫	尺 ＋ 口 ＋ 八	尸	八
咬	口 ＋ 交	口	交
咯	口 ＋ 各	口	又
咱	口 ＋ 自	口	白
咳	口 ＋ 亠 ＋ 折 ＋ 丿 ＋ 人	口	人
咴	口 ＋ 左字框 ＋ 火	口	火
咸	戊 ＋ 一 ＋ 口	戈	口
咺	口 ＋ 一 ＋ 日 ＋ 一	口	横
咻	口 ＋ 亻 ＋ 木	口	木
咽	口 ＋ 囗 ＋ 大	口	大
咿	口 ＋ 亻 ＋ 争字底 ＋ 撇	口	撇
哀	衣 ＋ 口	衣	口
品	口 ＋ 口 ＋ 口	口	口
哂	口 ＋ 西	口	西
哃	口 ＋ 冂 ＋ 一 ＋ 口	口	口
哄	口 ＋ 龷 ＋ 八	口	八
哆	口 ＋ 夕 ＋ 夕	口	夕
哇	口 ＋ 土 ＋ 土	口	土
哈	口 ＋ 全字头 ＋ 一 ＋ 口	口	口
哉	十 ＋ 戈 ＋ 口	十	口
哌	口 ＋ 反字框 ＋ 旅下角	口	氏
响	口 ＋ 向	口	向
哎	口 ＋ 艹 ＋ 㐅	口	交
哏	口 ＋ 艮	口	艮
哐	口 ＋ 匚 ＋ 王	口	王
哑	口 ＋ 亚	口	业
哒	口 ＋ 大 ＋ 辶	口	辶
哓	口 ＋ 尧	口	尧
哔	口 ＋ 比字旁 ＋ 匕 ＋ 十	口	十
哕	口 ＋ 山 ＋ 夕	口	夕
哗	口 ＋ 亻 ＋ 化字边 ＋ 十	口	十
哙	口 ＋ 全字头 ＋ 二 ＋ 厶	口	厶
哚	口 ＋ 几 ＋ 木	口	木
哝	口 ＋ 冖 ＋ 衣省	口	衣
哞	口 ＋ 厶 ＋ 牛	口	牛
哟	口 ＋ 纟 ＋ 勹 ＋ 丶	口	点
哢	口 ＋ 王 ＋ 廾	口	艹
哥	可 ＋ 可	寸	寸
哦	口 ＋ 撇 ＋ 横 ＋ 折 ＋ 横 ＋ 戈	口	戈
哧	口 ＋ 土 ＋ 亦字底	口	变字头
哨	口 ＋ 尚字头 ＋ 青字底	口	月
哩	口 ＋ 里	口	里
哪	口 ＋ 折 ＋ 二 ＋ 丿 ＋ 阝	口	卩
哭	口 ＋ 口 ＋ 犬	口	大
哮	口 ＋ 耂 ＋ 子	口	子
哱	口 ＋ 十 ＋ 冖 ＋ 子	口	子
哲	扌 ＋ 斤 ＋ 口	扌	口
哳	口 ＋ 扌 ＋ 斤	口	斤
哺	口 ＋ 甫	口	甫
哼	口 ＋ 享字头 ＋ 了	口	子
哽	口 ＋ 一 ＋ 日 ＋ 㐅	口	交
哿	力 ＋ 口 ＋ 可	力	寸
唁	口 ＋ 言	口	讠
唆	口 ＋ 厶 ＋ 八 ＋ 夂	口	又
唇	厂 ＋ 一 ＋ 畏字底带横 ＋ 口	广	口
唉	口 ＋ 厶 ＋ 矢	口	矢
唏	口 ＋ 㐅 ＋ 左字框 ＋ 巾	口	巾
唐	广 ＋ 肀 ＋ 口	广	口
唑	口 ＋ 人 ＋ 人 ＋ 土	口	土
唔	口 ＋ 五 ＋ 口	口	口
唛	口 ＋ 龶 ＋ 夂	口	又
唝	口 ＋ 工 ＋ 贝	口	见
唠	口 ＋ 艹 ＋ 冖 ＋ 力	口	力
唢	口 ＋ 尚字头 ＋ 贝	口	见
唣	口 ＋ 白 ＋ 七	口	匕
唤	口 ＋ ⺈ ＋ 见二 ＋ 大	口	大
唧	口 ＋ 即字旁 ＋ 卩	口	卩
唪	口 ＋ 春字头 ＋ 举字底	口	扌
唬	口 ＋ 卜 ＋ 厂 ＋ 匕 ＋ 几	口	几
售	隹 ＋ 口	隹	口
唯	口 ＋ 隹	口	隹
唰	口 ＋ 尸 ＋ 巾 ＋ 刂	口	刀
唱	口 ＋ 日 ＋ 日	口	日
唳	口 ＋ 户 ＋ 犬	口	大
唵	口 ＋ 大 ＋ 电	口	田
唷	口 ＋ 亠 ＋ 厶 ＋ 青字底	口	月
唼	口 ＋ 立 ＋ 女	口	女
唾	口 ＋ 千 ＋ 龷 ＋ 一	口	横
唿	口 ＋ 勿 ＋ 心	口	忄
啁	口 ＋ 周字框 ＋ 土 ＋ 口	口	口
啃	口 ＋ 止 ＋ 青字底	口	月
啄	口 ＋ 豖	口	豕
商	商	商	商
啉	口 ＋ 木 ＋ 木	口	木
啊	口 ＋ 阝 ＋ 可	口	寸
啐	口 ＋ 亠 ＋ 人 ＋ 人 ＋ 十	口	十
啕	口 ＋ 勹 ＋ 缶	口	击
啖	口 ＋ 火 ＋ 火	口	火
啜	口 ＋ 又 ＋ 又 ＋ 又 ＋ 又	口	又
啡	口 ＋ 非	口	片
啤	口 ＋ 白 ＋ 丿 ＋ 十	口	十
啥	口 ＋ 全字头 ＋ 干 ＋ 口	口	口
啦	口 ＋ 扌 ＋ 立	口	立
啧	口 ＋ 龶 ＋ 贝	口	见
啪	口 ＋ 扌 ＋ 白	口	白
啫	口 ＋ 耂 ＋ 日	口	日
啬	十 ＋ 丷 ＋ 一 ＋ 囗 ＋ 口	十	口
啭	口 ＋ 车旁 ＋ 专	口	专
啮	口 ＋ 止 ＋ 人 ＋ 凵	口	匚
啰	口 ＋ 罒 ＋ 夕	口	夕
啴	口 ＋ 单	口	单
啵	口 ＋ 氵 ＋ 皮	口	皮
啶	口 ＋ 宀 ＋ 定字底	口	定字底
啷	口 ＋ 丶 ＋ 即字旁 ＋ 阝	口	卩
啸	口 ＋ 肀 ＋ 乔字底 ＋ 八	口	八
啻	帝字头 ＋ 巾 ＋ 口	宀	口
啼	口 ＋ 帝字头 ＋ 巾	口	巾
啾	口 ＋ 禾 ＋ 火	口	火
喀	口 ＋ 宀 ＋ 各	口	又
喁	口 ＋ 日 ＋ 禺字底	口	禸
喂	口 ＋ 田 ＋ 畏字底带横	口	定字底
喃	口 ＋ 十 ＋ 冂 ＋ 南字心	口	南字心
善	羊 ＋ 丷 ＋ 一 ＋ 口	羊	口
喆	士 ＋ 口 ＋ 士 ＋ 口	土	口
喇	口 ＋ 束 ＋ 刂	口	刀
喈	口 ＋ 比字旁 ＋ 匕 ＋ 白	口	白
喉	口 ＋ 亻 ＋ 折 ＋ 一 ＋ 矢	口	矢
喊	口 ＋ 戊 ＋ 一 ＋ 口	口	口
喋	口 ＋ 廿 ＋ 折 ＋ 木	口	木
喏	口 ＋ 艹 ＋ 左字框 ＋ 口	口	口
喑	口 ＋ 音	口	音
喔	口 ＋ 尸 ＋ 至	口	至
喘	口 ＋ 山 ＋ 而	口	雨
喙	口 ＋ 互中间 ＋ 豕	口	豕
喜	士 ＋ 口 ＋ 丷 ＋ 一 ＋ 口	土	口
喝	口 ＋ 日 ＋ 匃	口	匚
喟	口 ＋ 田 ＋ 青字底	口	月
喤	口 ＋ 白 ＋ 王	口	王
喧	口 ＋ 宀 ＋ 一 ＋ 日 ＋ 一	口	横
喱	口 ＋ 厂 ＋ 里	口	里
喳	口 ＋ 木 ＋ 日 ＋ 一	口	横
喵	口 ＋ 艹 ＋ 田	口	田
喷	口 ＋ 十 ＋ 艹 ＋ 贝	口	见
喹	口 ＋ 大 ＋ 土 ＋ 土	口	土
喻	口 ＋ 俞	口	俞
喽	口 ＋ 米 ＋ 女	口	女
喾	学无子 ＋ 告字头 ＋ 口	宀	口
嗄	口 ＋ 一 ＋ 自 ＋ 夂	口	又
嗅	口 ＋ 自 ＋ 犬	口	大
嗉	口 ＋ 龶 ＋ 糸	口	纟
嗌	口 ＋ 丷 ＋ 一 ＋ 八 ＋ 皿	口	皿
嗍	口 ＋ 丷 ＋ 一 ＋ 凵 ＋ 丿 ＋ 月	口	月
嗐	口 ＋ 宀 ＋ 丰 ＋ 口	口	口
嗑	口 ＋ 土 ＋ 厶 ＋ 皿	口	皿
嗒	口 ＋ 艹 ＋ 全字头 ＋ 一 ＋ 口	口	口
嗓	口 ＋ 又 ＋ 又 ＋ 又 ＋ 木	口	木
嗔	口 ＋ 十 ＋ 具字头 ＋ 八	口	八
嗖	口 ＋ 叟字头 ＋ 又	口	又
嗜	口 ＋ 耂 ＋ 匕 ＋ 日	口	日
嗝	口 ＋ 鬲	口	鬲
嗞	口 ＋ 丷 ＋ 一 ＋ 幺 ＋ 幺	口	纟
嗟	口 ＋ 差字头 ＋ 工	口	工
嗡	口 ＋ 八 ＋ 厶 ＋ 习 ＋ 习	口	习
嗣	口 ＋ 冂 ＋ 艹 ＋ 折 ＋ 一 ＋ 口	口	口
嗤	口 ＋ 凵 ＋ 丨 ＋ 一 ＋ 虫	口	虫
嗥	口 ＋ 白 ＋ 大 ＋ 十	口	十
嗦	口 ＋ 十 ＋ 冖 ＋ 糸	口	纟
嗨	口 ＋ 氵 ＋ 卧人 ＋ 母	口	母
嗪	口 ＋ 春字头 ＋ 禾	口	禾
嗫	口 ＋ 耳 ＋ 又 ＋ 又	口	又
嗬	口 ＋ 艹 ＋ 亻 ＋ 可	口	寸
嗯	口 ＋ 囗 ＋ 大 ＋ 心	口	忄
嗲	口 ＋ 八 ＋ 㐅 ＋ 夕 ＋ 夕	口	夕
嗳	口 ＋ 爫 ＋ 冖 ＋ 左字框 ＋ 又	口	又
嗵	口 ＋ 龴 ＋ 冂 ＋ 举字底 ＋ 辶	口	辶
嗷	口 ＋ 龶 ＋ 折 ＋ 丿 ＋ 攵	口	又
嗽	口 ＋ 束 ＋ ⺈ ＋ 人	口	人
嗾	口 ＋ 方 ＋ 卧人 ＋ 矢	口	矢
嘀	口 ＋ 啇	口	商
嘁	口 ＋ 戊 ＋ 卜 ＋ 横 ＋ 小	口	小
嘈	口 ＋ 一 ＋ 囗 ＋ 艹 ＋ 日	口	日
嘉	士 ＋ 口 ＋ 丷 ＋ 一 ＋ 力 ＋ 口	土	口
嘌	口 ＋ 覀 ＋ 示	口	示
嘎	口 ＋ 一 ＋ 自 ＋ 戈	口	戈
嘏	古 ＋ 折 ＋ 一 ＋ 卢字头 ＋ 一 ＋ 折 ＋ 一 ＋ 又	古	又
嘘	口 ＋ 卜 ＋ 厂 ＋ 匕 ＋ 业	口	业
嘚	口 ＋ 彳 ＋ 日 ＋ 一 ＋ 寸	口	寸
嘛	口 ＋ 广 ＋ 木 ＋ 木	口	木
嘞	口 ＋ 革 ＋ 力	口	力
嘟	口 ＋ 耂 ＋ 日 ＋ 阝	口	卩
嘡	口 ＋ 尚头 ＋ 土	口	土
嘣	口 ＋ 山 ＋ 月 ＋ 月	口	月
嘤	口 ＋ 贝 ＋ 贝 ＋ 女	口	女
嘧	口 ＋ 宀 ＋ 必 ＋ 山	口	山
嘬	口 ＋ 日 ＋ 耳 ＋ 又	口	又
嘭	口 ＋ 士 ＋ 口 ＋ 丷 ＋ 一 ＋ 彡	口	彡
嘱	口 ＋ 尸 ＋ 撇 ＋ 口 ＋ 禺字底	口	禸
嘲	口 ＋ 十 ＋ 日 ＋ 十 ＋ 月	口	月
嘴	口 ＋ 止 ＋ 匕 ＋ 角	口	角
嘶	口 ＋ 其字头 ＋ 八 ＋ 斤	口	斤
嘹	口 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	口	小
嘻	口 ＋ 士 ＋ 口 ＋ 丷 ＋ 一 ＋ 口	口	口
嘿	口 ＋ 黑	口	黑
噀	口 ＋ 巳 ＋ 巳 ＋ 龷 ＋ 八	口	八
噂	口 ＋ 丷 ＋ 酉 ＋ 寸	口	寸
噇	口 ＋ 立 ＋ 里	口	里
噌	口 ＋ 丷 ＋ 囗 ＋ 尚字头 ＋ 日	口	日
噍	口 ＋ 隹 ＋ 灬	口	火
噎	口 ＋ 士 ＋ 冖 ＋ 一 ＋ 口 ＋ 丷 ＋ 一	口	横
