aaaa=2,吖吖
pwvi=2,配制
pwvi=3,培植
pwvs=1,配种
pwvs=2,配重
pwvu=1,陪住
pwwc=1,片瓦无存
pwwj=1,陪玩
pwwo=1,陪我
pwwo=2,赔我
pwwu=1,配伍
pwwu=2,陪舞
pwww=1,配位
pwxb=1,培新
pwxi=1,配戏
pwxk=1,配型
pwxm=1,配线
pwxm=2,沛县
pwxn=1,赔笑
pwxn=2,陪笑
pwxy=1,培训
pwya=1,胚芽
pwyb=1,配音
pwyc=1,配药
pwye=1,陪夜
pwye=2,配液
pwye=3,破玩意儿
pwyh=1,培养
pwyj=1,陪演
pwyk=1,培英
pwys=1,配用
pwyu=1,培育
pwyu=2,佩玉
pwyz=1,配有
pwyz=2,培优
pwzh=1,陪葬
pwzi=1,胚子
pwzi=2,配子
pwzv=1,赔罪
pwzv=2,陪罪
pxdw=1,爬行动物
pxdy=1,披星戴月
pxel=1,平心而论
pxhd=1,评选活动
pxjq=1,平心静气
pxjy=1,品学兼优
pxqu=1,旁系亲属
pxqw=1,翩跹起舞
pxrl=1,咆哮如雷
pxvn=1,贫下中农
pxvu=1,皮下注射
pxvx=1,培训中心
pxxq=1,旁系血亲
pxza=1,偏信则暗
pxzv=1,皮下组织
pybb=1,疲于奔波
pybd=1,飘摇不定
pybm=1,疲于奔命
pygh=1,漂洋过海
pygh=2,飘洋过海
pyjh=1,泼油救火
pyjn=1,排忧解难
pyjr=1,平易近人
pylu=1,破衣烂衫
pytw=1,喷云吐雾
pywq=1,平庸无奇
pywz=1,拼音文字
pyzm=1,拼音字母
pyzy=1,片言只语
pyzz=1,片言只字
pzbu=1,贫嘴薄舌
pzdu=1,剖肚
pzfu=1,剖腹
pzjp=1,剖解
pzju=1,贫嘴贱舌
pzkd=1,剖开
pzlj=1,萍踪浪迹
pzmj=1,迫在眉睫
pzmm=1,剖面
pzui=1,剖视
pzxi=1,剖析
qagl=1,乞哀告怜
qatm=1,弃暗投明
qbai=1,亲爱
qbax=1,寝不安席
qbba=2,亲爸
qbbf=2,亲本
qbbi=1,亲笔
qbbk=1,亲兵
qbcd=1,芹菜
qbcr=1,弃笔从戎
qbcs=1,七步成诗
qbdd=1,秦代
qbdd=2,亲代
qbdd=3,区别对待
qbdi=1,亲弟
qbdi=2,秦地
qbdj=1,禽蛋
qbdk=1,钦定
qbdm=1,钦点
qbdm=2,亲电
qbdo=1,侵夺
qbdp=1,亲爹
qbdu=1,勤读
qbdv=1,七八点钟
qbdw=1,穷兵黩武
qbdz=2,秦都
qber=1,亲耳
qber=2,亲儿
qbff=1,勤奋
qbff=2,秦奋
qbfh=1,琴房
qbfj=1,侵犯
qbfu=1,亲夫
qbfu=2,亲赴
qbge=1,亲哥
qbgo=1,秦国
qbgs=1,寝宫
qbgs=2,勤工
qbgu=1,亲故
qbgu=2,沁骨
qbgv=1,秦桧
qbhc=2,亲好
qbhd=1,侵害
qbhe=1,亲和
qbhj=1,秦汉
qbhk=1,秦淮
qbhl=1,秦皇
qbho=1,擒获
qbhu=1,取保候审
qbhx=1,侵华
qbhx=2,亲华
qbia=1,钦差
qbia=4,勤查
qbic=1,秦朝
qbie=1,寝车
qbif=1,侵晨
qbir=1,亲传
qbir=2,秦川
qbiu=1,泣不成声
qbjb=1,亲近
qbjb=2,秦晋
qbji=1,琴技
qbjj=1,情比金坚
qbjk=1,钦敬
qbjm=1,勤俭
qbjm=2,亲见
qbjm=3,琴键
qbjp=1,亲姐
qbjq=1,琴酒
qbjr=1,亲眷
qbju=1,寝具
qbjx=1,勤加
qbjx=2,琴架
qbjx=3,亲家
qbjy=1,秦军
qbkf=1,勤恳
qbkk=1,勤快
qbkq=2,情不可却
qbku=1,勤苦
qbkz=1,亲口
qblb=1,亲临
qblc=1,勤劳
qbli=1,亲历
qbli=2,勤励
qbli=3,勤力
qblk=1,秦岭
qblk=2,秦陵
qblk=3,曲不离口
qbll=1,沁凉
qbll=2,去不了了
qblm=1,勤练
qblm=2,亲脸
qbln=2,禽料
qblt=1,侵略
qblu=1,拳不离手
qblv=1,秦律
qblv=2,亲率
qblw=1,禽类
qblw=2,噙泪
qbma=1,亲妈
qbmb=1,亲民
qbmi=1,亲密
qbmk=1,钦命
qbmk=2,秦明
qbmm=1,勤勉
qbmu=1,钦慕
qbmu=2,亲母
qbmw=1,亲妹
qbmw=2,亲美
qbna=1,擒拿
qbni=1,亲昵
qbnl=1,亲娘
qbnl=2,千百年来
qbnn=1,禽鸟
qbpg=1,亲朋
qbpu=1,琴谱
qbpw=1,钦佩
qbqb=1,亲亲
qbqi=1,亲戚
qbqi=2,亲启
qbqk=1,亲情
qbql=1,秦腔
qbqm=1,亲签
qbqn=1,琴桥
qbqp=1,亲切
qbqr=1,侵权
qbqr=2,瞧不起人
qbqs=1,秦琼
qbqu=1,琴曲
qbqu=2,寝取
qbrc=1,侵扰
qbre=1,亲热
qbrf=1,亲人
qbrf=2,秦人
qbri=1,亲日
qbri=2,侵日
qbrj=1,侵染
qbru=1,侵入
qbru=2,沁入
qbrz=1,禽肉
qbse=1,琴瑟
qbsv=1,亲随
qbty=1,侵吞
qbue=1,禽舍
qbuf=1,亲身
qbug=1,亲生
qbug=2,琴声
qbui=1,侵蚀
qbui=2,寝室
qbui=3,亲事
qbuj=1,亲善
qbuj=2,秦山
qbuu=1,亲属
qbuu=2,亲疏
qbuv=1,亲水
qbuz=1,亲手
qbuz=2,禽兽
qbuz=3,螓首
qbvc=1,七步之才
qbvg=1,勤政
qbvg=2,亲政
qbvi=1,亲炙
qbvj=1,侵占
qbvr=1,秦篆
qbvz=1,钦州
qbwf=1,亲吻
qbwf=2,勤问
qbwh=1,亲王
qbwh=2,秦王
qbwh=3,千变万化
qbwu=1,勤务
qbxb=1,亲信
qbxi=1,侵袭
qbxi=2,禽戏
qbxk=1,琴行
qbxm=1,琴弦
qbxq=2,勤修
qbxt=1,勤学
qbyb=1,琴音
qbyb=2,侵淫
qbye=2,勤业
qbyf=1,七八月份
qbyh=1,钦仰
qbyh=2,沁阳
qbyj=1,亲眼
qbyk=1,亲迎
qbyn=1,祛病延年
qbyr=1,沁园
qbyr=2,亲缘
qbys=1,秦俑
qbyt=1,侵越
qbyu=1,勤于
qbyy=1,琴韵
qbyz=1,亲友
qbyz=3,琴友
qbza=1,勤杂
qbzi=1,亲自
qbzi=2,亲子
qbzj=1,情不自禁
qbzu=1,亲族
qbzv=1,亲嘴
qbzw=1,擒贼
qbzy=1,情不自已
qcbk=1,憔悴不堪
qcdl=1,强词夺理
qcgy=1,青藏高原
qcqf=1,群测群防
qcqj=1,去粗取精
qcql=1,群策群力
qcrk=1,求才若渴
qcth=1,切齿痛恨
qcwc=1,千错万错
qcxc=1,缺吃少穿
qcyd=1,青翠欲滴
qczj=1,遣词造句
qczm=1,切磋琢磨
qdbd=1,七颠八倒
qdbf=1,气度不凡
qddl=1,强大动力
qdgf=1,青灯古佛
qdgx=3,裙带关系
qdhi=1,恰到好处
qdhj=1,青灯黄卷
qdik=1,情窦初开
qdiv=1,屈打成招
qdji=1,去冬今春
qdjl=1,驱动精灵
qdjt=1,拳打脚踢
qdms=1,庆大霉素
qdqd=1,千岛群岛
qdqg=1,全党全国
qdtg=1,巧夺天工
qdtv=1,全党同志
qduj=1,前段时间
qdux=1,气定神闲
qdwg=1,千刀万剐
qdwv=1,千叮万嘱
qdyj=2,穷当益坚
qdyx=1,取大优先
qebb=1,千儿八百
qebd=2,群而不党
qebu=1,锲而不舍
qecu=1,弃恶从善
qedv=1,取而代之
qeet=1,倾耳而听
qeff=1,去而复返
qehg=1,穷而后工
qelt=1,翘二郎腿
qelx=1,妻儿老小
qeuv=1,锲而舍之
qewx=1,千恩万谢
qexv=1,起而行之
qeyj=1,轻而易举
qeyl=1,强而有力
qeyu=1,弃恶扬善
qfbd=1,起伏不定
qfbj=1,千方百计
qfdd=1,起伏跌宕
qfdu=1,棋逢对手
qfdy=1,情非得已
qfge=1,秋风过耳
qfhj=1,前赴后继
qfhy=1,前俯后仰
qfjf=1,千帆竞发
qfky=1,凄风苦雨
qflx=1,清风两袖
qfly=1,凄风冷雨
qfly=2,秋风落叶
qfly=3,清风朗月
qfmy=1,清风明月
qfqu=1,恰逢其时
qfqv=1,巧发奇中
qfsv=1,千夫所指
qfty=1,气愤填膺
qfvt=1,切肤之痛
qfvy=1,千分之一
qfvy=2,七分之一
qfwh=1,千峰万壑
qfwv=1,全副武装
qfys=1,奇风异俗
qfyu=1,确非易事
qfyv=1,怯防勇战
qgbb=1,千古不变
qgbg=1,七拐八拐
qgbi=1,勤耕不辍
qgbx=1,千古不朽
qgdd=1,窃国大盗
qgdd=2,乾纲独断
qgfm=1,强国富民
qggd=1,全国各地
qggj=1,全国冠军
qghg=1,曲高和寡
qgih=1,气贯长虹
qgjd=1,穷根究底
qgji=1,千古绝唱
qgjl=1,清规戒律
qgjq=1,前功尽弃
qgjx=1,勤工俭学
qglf=1,千古流芳
qglf=2,乔戈里峰
qgli=1,千古流传
qgls=2,全国联赛
qgmm=1,千古骂名
qgmw=1,轻歌曼舞
qgqi=1,倾国倾城
qgqu=1,秋高气爽
qgqw=1,千古奇闻
qgrd=1,全国人大
qgrm=1,全国人民
qgrv=1,强干弱枝
qgvh=1,窃国者侯
qgvv=1,窃钩者诛
qgvx=1,勤工助学
qgvx=2,全国政协
qgwh=1,千沟万壑
qgwl=1,切格瓦拉
qgxd=1,旗鼓相当
qgxs=1,敲骨吸髓
qgyb=1,轻工业部
qgyc=1,奇光异彩
qgyd=1,千古一帝
qgyg=1,求过于供
qgyk=1,抢购一空
qgyl=1,千古以来
qgyv=1,棋高一着
qgzr=1,千古罪人
qhbd=1,清华北大
qhbd=2,强横霸道
qhbh=1,气候变化
qhbj=1,青黄不接
qhbs=1,七荤八素
qhbu=1,欺行霸市
qhbu=2,七横八竖
qhbv=1,千回百转
qhbv=2,千回百折
qhdx=1,清华大学
qhgj=1,前后夹击
qhhw=1,秦皇汉武
qhhy=1,前呼后拥
qhkj=1,奇货可居
qhlb=1,权衡利弊
qhnx=1,骑虎难下
qhqv=1,权衡轻重
qhsv=1,秋后算账
qhtf=1,清华同方
qhuj=1,切合实际
qhvm=1,秋毫之末
qhwf=1,秋毫无犯
qhwh=1,千呼万唤
qhxf=1,恰好相反
qhyc=1,奇花异草
qhyh=1,奇花异卉
qhyk=1,情何以堪
qhym=1,奇花异木
qhyt=1,漆黑一团
qhzb=1,青红皂白
qhzs=1,权衡再三
qhzy=1,前后左右
qian=1,奇案
qiba=3,七八
qibc=1,起爆
qibd=1,取长补短
qibd=2,七百
qibg=1,气泵
qibi=1,起笔
qibi=2,齐逼
qibj=1,七班
qibk=1,骑兵
qibk=2,起兵
qibk=3,千疮百孔
qibk=4,奇兵
qibl=2,千锤百炼
qibo=2,汽博
qibo=3,起搏
qibp=2,泣别
qibu=1,岂不
qibu=2,起步
qibu=3,齐步
qibw=1,七倍
qibw=2,齐备
qicc=1,起草
qicd=1,器材
qicd=2,奇才
qicd=3,七彩
qice=1,凄恻
qicg=2,七层
qici=1,其次
qici=2,七次
qici=3,齐次
qicj=1,凄惨
qicu=1,气促
qicy=3,七寸
qida=1,骐达
qida=2,七大
qidc=1,起到
qidc=2,祈祷
qidd=1,期待
qidd=2,脐带
qide=2,气得
qidg=1,汽灯
qidg=2,奇等
qidh=1,七档
qidi=1,启迪
qidi=2,汽笛
qidj=1,契丹
qidk=2,起订
qidl=1,驱除鞑虏
qidm=1,起点
qidm=2,七点
qidm=3,气垫
qidn=1,弃掉
qidn=2,起吊
qidr=1,气短
qidr=2,奇耻大辱
qids=1,启动
qids=2,气动
qids=3,起动
qids=4,启东
qidu=1,气度
qidu=2,器度
qidz=1,起痘
qiee=1,企鹅
qiei=1,倾巢而出
qier=1,妻儿
qier=2,弃儿
qier=3,其二
qier=4,齐耳
qifa=1,启发
qifa=2,齐发
qifa=3,气阀
qiff=1,气氛
qiff=2,气愤
qifg=1,起风
qifg=2,启封
qifg=3,奇峰
qifh=1,期房
qifh=2,齐放
qifu=1,欺负
qifu=2,起伏
qifu=3,祈福
qifu=4,其父
qifw=1,起飞
qifw=2,岂非
qigc=1,起稿
qigd=1,乞丐
qigd=2,气概
qigd=3,牵肠挂肚
qigg=1,弃耕
qigh=1,汽缸
qigh=2,气缸
qigi=1,泉城广场
qigj=1,岂敢
qigj=2,旗杆
qigk=1,奇怪
qigk=2,七怪
qigo=1,齐国
qigo=2,骑过
qigr=1,器官
qigr=2,气管
qigr=3,奇观
qigs=1,气功
qigs=2,奇功
qigu=1,起鼓
qigu=2,旗鼓
qigv=2,奇诡
qigv=3,气柜
qigx=1,起卦
qihc=1,旗号
qihc=2,起号
qihe=1,契合
qihh=1,起航
qihh=3,启航
qihj=1,气焊
qihj=2,凄寒
qihk=1,气坏
qihl=1,凄惶
qiho=1,起火
qiho=2,齐活
qiho=3,期货
qihr=1,奇幻
qihr=2,脐环
qihs=1,起哄
qihs=2,欺哄
qihu=1,骑虎
qihu=2,奇虎
qihv=1,岂会
qihv=2,骑回
qihw=1,漆黑
qihx=1,气化
qihx=2,企划
qihx=3,气话
qihx=4,汽化
qihy=1,气昏
qihz=1,气候
qihz=2,其后
qiia=1,沏茶
qiia=2,奇差
qiid=1,倾巢出动
qiie=1,汽车
qiie=2,骑车
qiig=1,启程
qiig=2,骑乘
qiig=3,气盛
qiig=4,起程
qiih=1,气场
qiih=3,颀长
qiii=1,启齿
qiil=1,起床
qiil=2,凄怆
qiir=1,气喘
qiir=2,汽船
qiiu=1,起初
qiiv=1,气锤
qijb=1,迄今
qijb=2,起劲
qijc=1,轻车简从
qijd=1,清澈见底
qiji=1,奇迹
qiji=2,契机
qiji=3,企及
qiji=4,齐集
qijk=1,奇景
qijk=2,骑警
qijl=1,弃将
qijl=2,綦江
qijl=3,起降
qijm=1,期间
qijm=2,其间
qijm=3,旗舰
qijm=4,起见
qijm=5,器件
qijn=2,起脚
qijn=5,期缴
qijp=1,气节
qijp=2,七届
qijq=1,妻舅
qijt=1,气绝
qijt=2,七绝
qiju=1,起居
qiju=2,齐聚
qiju=3,栖居
qiju=4,器具
qiju=5,棋局
qijv=1,浅尝即止
qijv=2,鹊巢鸠占
qijx=1,起家
qijx=2,起价
qijy=2,奇骏
qijy=4,欺君
qikc=1,弃考
qikd=1,起开
qike=1,岂可
qike=2,欺客
qike=3,起课
qikf=1,岂肯
qikf=2,雀巢咖啡
qikg=1,弃坑
qikj=1,期刊
qikj=2,骑砍
qikj=3,前车可鉴
qikk=1,七块
qikk=2,砌块
qiks=1,气孔
qiku=1,凄苦
qiku=2,气哭
qikz=1,气口
qikz=2,骑扣
qilb=1,麒麟
qilc=1,耆老
qild=1,起来
qild=2,穷愁潦倒
qile=1,起了
qile=2,齐了
qile=3,骑了
qile=4,器乐
qilg=1,凄冷
qilh=1,气浪
qili=1,起立
qili=2,凄厉
qili=3,气力
qili=4,绮丽
qilk=1,欺凌
qilk=2,器灵
qill=1,凄凉
qill=2,气量
qilm=1,骑脸
qilm=2,乞怜
qiln=1,岂料
qiln=2,弃疗
qilo=1,起落
qilq=1,气流
qilu=1,齐鲁
qilu=2,歧路
qilv=1,骑驴
qilv=2,七律
qilw=1,棋类
qilw=2,起雷
qily=1,汽轮
qilz=1,七楼
qima=1,起码
qima=5,骑马
qimb=1,器皿
qimc=1,起锚
qimc=2,汽贸
qimc=3,七猫
qimd=1,起卖
qimd=2,气脉
qimf=1,气闷
qimf=2,奇门
qimf=3,气门
qimg=2,启蒙
qimg=4,起猛
qimi=1,凄迷
qimi=2,气密
qimj=2,期满
qimj=3,欺瞒
qimk=1,起名
qimk=2,齐名
qimk=3,齐鸣
qimk=4,启明
qimm=2,漆面
qimn=1,奇妙
qimo=1,期末
qimu=1,其母
qimw=1,凄美
qimw=2,七妹
qimw=3,齐眉
qimz=1,奇谋
qinc=1,气恼
qind=1,气冲牛斗
qing=1,岂能
qinh=1,气囊
qinm=1,七年
qinm=3,祈年
qinn=2,栖鸟
qinq=5,骑牛
qinr=4,奇暖
qinr=5,汽暖
qinu=1,妻奴
qinu=2,青春年少
qinv=1,妻女
qinw=1,气馁
qinw=2,期内
qiou=1,奇偶
qipa=1,奇葩
qipb=1,七品
qipc=1,气泡
qipc=2,旗袍
qipc=3,起跑
qipc=4,起泡
qipd=1,气派
qipd=2,棋牌
qipi=1,起皮
qipi=2,漆皮
qipj=1,期盼
qipj=2,棋盘
qipj=3,企盼
qipk=1,齐平
qipk=2,气瓶
qipm=1,欺骗
qipm=2,漆片
qipn=1,期票
qipo=1,气魄
qipu=1,棋谱
qipw=1,汽配
qiqg=1,倾城倾国
qiqi=1,齐齐
qiqi=2,凄凄
qiqi=3,七七
qiqi=4,漆器
qiqi=5,琪琪
qiqk=1,凄清
qiqk=2,七情
qiql=1,砌墙
qiql=2,气枪
qiqm=1,七千
qiqn=1,七窍
qiqn=2,奇巧
qiqp=1,妻妾
qiqp=2,凄切
qiqq=1,气球
qiqq=2,祈求
qiqq=3,乞求
qiqq=4,企求
qiqr=1,齐全
qiqr=2,弃权
qiqr=3,期权
qiqt=1,奇缺
qiqu=1,崎岖
qiqu=2,奇趣
qire=1,奇热
qirf=1,气人
qirf=2,奇人
qiri=1,七日
qirj=1,凄然
qirn=1,气喘如牛
qirr=2,欺软
qirs=1,岂容
qiru=1,欺辱
qirv=1,奇瑞
qisd=1,弃赛
qisd=2,棋赛
qise=1,气色
qise=2,起色
qisi=1,气死
qisi=2,起司
qisj=1,其三
qisj=2,前程似锦
qiso=1,其所
qisr=1,起算
qisu=1,起诉
qita=1,其他
qita=2,其它
qitc=1,乞讨
qitd=1,气态
qite=1,奇特
qiti=1,气体
qitj=1,奇谈
qitj=2,棋坛
qitk=1,汽艇
qitk=2,启停
qitm=1,七天
qitm=2,齐天
qitm=3,气田
qitn=1,起跳
qitn=3,七条
qitr=1,气团
qits=1,气筒
qits=2,棋童
qitu=1,企图
qitu=2,歧途
qity=5,气吞
qitz=1,起头
qitz=2,齐头
qiua=3,七杀
qiua=4,气煞
qiuf=1,起身
qiuf=2,栖身
qiug=1,齐声
qiuh=1,骑上
qiuh=2,其上
qiui=1,其实
qiui=2,气势
qiui=3,歧视
qiui=4,七十
qiui=5,骑士
qiui=6,启示
qiui=7,启事
qiui=8,起誓
qiui=9,起始
qiui=10,其时
qiui=11,奇事
qiuj=2,岐山
qiul=1,气爽
qiul=2,轻车熟路
qiuu=1,奇书
qiuu=2,气数
qiuu=3,骑术
qiuu=4,奇数
qiuv=1,汽水
qiuv=2,契税
qiux=1,漆刷
qiux=2,七刷
qiuy=2,启顺
qiuz=1,棋手
qiuz=2,骑手
qiuz=3,旗手
qiva=2,欺诈
qiva=3,气炸
qivc=1,奇招
qivc=2,气爪
qive=1,骑着
qive=2,七折
qivf=1,奇珍
qivf=2,前车之覆
qivg=1,齐整
qivh=1,气胀
qivh=2,起承转合
qivi=1,气质
qivi=2,旗帜
qivi=3,岂止
qivi=4,弃置
qivj=1,前车之鉴
qivl=1,气壮
qivr=1,砌砖
qivs=1,其中
qivs=2,器重
qivs=3,期中
qivs=4,起重
qivu=1,砌筑
qivv=1,浅尝辄止
qivx=2,齐抓
qivz=2,起皱
qiwb=1,千差万别
qiwb=3,奇丑无比
qiwd=1,其外
qiwf=1,气温
qiwf=2,奇闻
qiwh=1,期望
qiwh=2,齐王
qiwh=3,企望
qiwh=4,祈望
qiwj=1,七万
qiwj=2,凄婉
qiwl=1,前程万里
qiwo=2,气我
qiwo=3,欺我
qiwu=1,起舞
qiwu=2,欺侮
qiwu=4,器物
qiww=1,气味
qiww=2,七位
qixb=1,齐心
qixb=2,起薪
qixh=1,气冲霄汉
qixi=1,气息
qixi=2,栖息
qixi=3,七夕
qixi=4,奇袭
qixk=1,七星
qixk=3,骑行
qixk=4,奇形
qixl=1,气象
qixl=2,奇想
qixm=1,期限
qixm=2,起先
qixn=1,奇效
qixn=2,起效
qixn=5,气笑
qixp=1,器械
qixp=2,棋协
qixp=3,气血
qixq=1,汽修
qixq=2,奇秀
qixr=1,气旋
qixs=1,齐胸
qixs=2,气胸
qixt=1,弃学
qixu=1,期许
qixu=2,气虚
qixx=1,旗下
qixx=2,奇侠
qixx=3,气喘吁吁
qixx=4,栖霞
qixy=3,七旬
qiya=1,气压
qiya=3,欺压
qiyb=1,起因
qiyb=2,起印
qiyc=1,齐腰
qiyc=2,七曜
qiye=1,企业
qiye=2,起夜
qiyh=1,奇痒
qiyh=2,弃养
qiyi=1,奇异
qiyi=2,起义
qiyi=3,歧义
qiyi=4,七一
qiyi=5,其一
qiyi=6,七亿
qiyi=7,起疑
qiyi=8,棋艺
qiyi=9,奇艺
qiyj=1,气焰
qiyj=2,起眼
qiyk=1,弃婴
qiyl=1,青出于蓝
qiyr=1,起源
qiyr=2,祈愿
qiyr=3,奇缘
qiys=1,启用
qiys=2,弃用
qiys=3,起用
qiyt=1,七月
qiyt=2,契约
qiyu=1,其余
qiyu=2,奇遇
qiyu=3,琦玉
qiyy=1,气晕
qiyy=3,气运
qiyy=4,气韵
qiyy=8,启运
qiyz=1,汽油
qiyz=3,弃游
qizc=1,起早
qizd=1,骑在
qizd=2,七仔
qizi=1,妻子
qizi=2,棋子
qizi=3,旗子
qizi=4,起子
qizi=5,弃子
qizs=1,气宗
qizv=2,气嘴
qizz=1,气走
qizz=2,启奏
qjbd=1,奇迹般地
qjbh=1,气急败坏
qjbm=1,奇经八脉
qjbm=2,千娇百媚
qjbx=1,趋吉避凶
qjdi=1,倾家荡产
qjdj=2,乞浆得酒
qjdl=1,缺斤短两
qjdy=1,晴间多云
qjfm=1,全军覆没
qjfm=2,全军覆灭
qjft=1,七级浮屠
qjgk=1,前景广阔
qjgx=1,秦镜高悬
qjhc=1,情见乎辞
qjhg=1,前倨后恭
qjhs=1,前紧后松
qjij=1,勤俭持家
qjjr=1,情景交融
qjjy=1,勤俭节约
qjmy=1,强奸民意
qjnm=1,千金难买
qjpl=1,琴剑飘零
qjpo=1,勤俭朴素
qjqm=1,曲尽其妙
qjrw=1,请君入瓮
qjtx=1,弃旧图新
qjty=1,曲径通幽
qjul=1,缺斤少两
qjuq=1,情见势屈
qjuv=1,情急生智
qjuw=1,气绝身亡
qjvg=1,齐家治国
qjvh=1,秦晋之好
qjvl=1,千钧之力
qjvu=1,情急智生
qjvv=1,情急之中
qjvx=1,情急之下
qjvz=1,欺君之罪
qjwd=1,轻举妄动
qjwg=1,欺君误国
qjwh=1,千家万户
qjwl=1,穷极无聊
qjwm=1,千军万马
qjwu=1,欺君罔上
qjwu=2,清洁卫生
qjwv=1,迄今为止
qjww=1,清静无为
qjww=2,清净无为
qjwx=1,抢救无效
qjxj=1,千金小姐
qjxx=1,拳脚相向
qjyb=1,弃甲曳兵
qjyd=1,千军易得
qjyf=1,千钧一发
qjyh=1,取精用弘
qjyh=2,取精用宏
qjyn=1,千金一诺
qjyq=1,奇技淫巧
qjyr=1,强加于人
qjyt=1,齐聚一堂
qjyy=1,琼浆玉液
qkai=1,情爱
qkan=1,请安
qkan=2,请按
qkba=2,请把
qkba=3,清吧
qkbc=1,情报
qkbc=2,轻薄
qkbd=1,清白
qkbd=2,青白
qkbh=1,请帮
qkbh=2,青帮
qkbk=1,清兵
qkbk=2,轻兵
qkbm=1,轻便
qkbm=2,请便
qkbn=2,清表
qkbn=3,清飙
qkbo=1,清波
qkbp=1,请别
qkbu=1,清补
qkbw=1,清北
qkbw=2,倾杯
qkcc=1,青草
qkcc=2,情操
qkcd=1,青菜
qkcd=2,轻财
qkce=1,清册
qkce=2,倾侧
qkch=1,清仓
qkch=2,青藏
qkci=1,请辞
qkci=2,青瓷
qkcs=1,青葱
qkcv=1,清脆
qkcv=3,青翠
qkda=1,请打
qkda=2,轻打
qkdc=1,青岛
qkdc=2,倾倒
qkdd=1,清代
qkdd=2,青黛
qkdg=1,请等
qkdg=2,青灯
qkdi=1,轻敌
qkdi=2,情敌
qkdj=1,清单
qkdj=2,清淡
qkdm=1,庆典
qkdm=2,清点
qkdm=3,轻点
qkdn=1,情调
qkdn=2,清掉
qkdo=1,请多
qkdu=1,轻度
qkdu=2,旗开得胜
qkdv=3,请对
qkdv=4,清队
qkdy=1,清炖
qkdz=1,青豆
qkdz=2,情窦
qker=1,晴儿
qker=2,倾耳
qkfa=1,请发
qkfa=4,轻罚
qkff=1,情分
qkff=2,情份
qkfg=1,清风
qkfg=2,轻风
qkfg=3,青峰
qkfh=1,轻纺
qkfh=2,轻放
qkfj=1,请饭
qkfj=2,倾翻
qkfu=1,情妇
qkfu=2,轻浮
qkfu=3,轻抚
qkfu=4,情夫
qkfu=5,倾覆
qkfw=1,清肺
qkgc=1,清高
qkge=1,情歌
qkge=2,清歌
qkgh=1,轻钢
qkgj=1,情感
qkgj=2,清肝
qkgl=1,青光
qkgo=1,请过
qkgo=2,倾国
qkgo=3,青果
qkgr=1,清官
qkgr=2,情关
qkgr=3,清馆
qkgs=1,轻功
qkgs=2,清宫
qkgs=3,轻工
qkgs=4,庆功
qkgs=5,青工
qkgv=1,轻轨
qkgv=2,清规
qkgx=1,青瓜
qkhb=1,情况汇报
qkhc=1,晴好
qkhc=2,青蒿
qkhd=1,青海
qkhe=1,庆贺
qkhe=2,清河
qkhh=1,青杭
qkhj=1,清寒
qkhk=1,情怀
qkhl=1,青黄
qkho=1,清货
qkho=2,清火
qkho=3,轻活
qkhr=1,轻缓
qkhr=2,轻唤
qkhs=1,青红
qkhv=1,请回
qkhv=2,清灰
qkhv=3,青灰
qkhw=1,青黑
qkhx=1,清华
qkhx=2,情话
qkia=1,清查
qkia=2,清茶
qkic=1,清朝
qkic=2,清炒
qkie=1,清澈
qkif=1,清晨
qkig=1,倾城
qkig=2,青橙
qkig=3,青城
qkih=1,清唱
qkih=2,清场
qkih=3,情场
qkih=4,清偿
qkii=1,情痴
qkii=2,请吃
qkij=3,轻颤
qkil=1,清创
qkir=1,青川
qkis=1,青虫
qkiu=1,清楚
qkiu=2,清除
qkiy=1,青春
qkiy=2,清纯
qkiz=1,情仇
qkiz=2,情愁
qkjb=1,请进
qkjb=2,倾尽
qkjb=3,青筋
qkjd=1,清可见底
qkji=1,情急
qkji=2,轻击
qkjk=1,情景
qkjk=2,清净
qkjk=3,清静
qkjk=4,情境
qkjl=1,请将
qkjl=2,请讲
qkjl=3,清江
qkjm=1,请柬
qkjm=2,请见
qkjn=1,请教
qkjn=2,青椒
qkjn=3,倾角
qkjn=4,清剿
qkjp=1,情节
qkjp=3,清洁
qkjp=4,青桔
qkjp=5,情结
qkjq=1,清酒
qkjx=1,请假
qkjy=1,清军
qkjy=2,清俊
qkkc=1,清考
qkke=1,请客
qkke=2,顷刻
qkke=3,青稞
qkkj=1,请看
qkkj=2,轻看
qkkk=1,轻快
qkkl=1,情况
qkkl=2,轻狂
qkks=1,清空
qkks=2,晴空
qkku=1,清苦
qkku=2,清库
qkkz=1,青口
qkld=1,青睐
qkld=2,穷困潦倒
qkld=3,请来
qklg=1,清冷
qklh=1,晴朗
qklh=2,清朗
qklh=5,情郎
qkli=1,清理
qkli=2,清丽
qkli=3,情理
qklj=1,青蓝
qklk=1,清零
qklk=2,轻灵
qkll=1,清凉
qkll=2,轻量
qkll=4,清亮
qklm=1,清廉
qklm=2,青莲
qklm=3,青联
qklp=1,清冽
qklq=1,清流
qkls=1,青龙
qklu=1,情路
qklu=2,青庐
qklv=1,情侣
qklv=2,青旅
qklv=3,青绿
qklw=1,清泪
qkly=1,晴纶
qklz=1,青楼
qklz=2,清楼
qkmh=1,青芒
qkmi=1,情迷
qkmj=1,轻慢
qkmj=2,情满
qkmk=1,清明
qkmk=2,请命
qkmm=1,情面
qkmn=1,轻渺
qkmn=2,青苗
