汉字	完整拆分	首根	末根
漙	氵 ＋ 一 ＋ 申 ＋ 一 ＋ 丶 ＋ 寸	氵	寸
祅	礻 ＋ 撇 ＋ 大	礻	大
颺	⺇ ＋ 撇 ＋ 虫 ＋ 日 ＋ 一 ＋ 勿	⺇	勿
緵	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 㐅 ＋ 凵 ＋ 八 ＋ 夂	幺	夂
晬	日 ＋ 亠 ＋ 人 ＋ 人 ＋ 十	日	十
靉	⻗ ＋ 二 ＋ 厶 ＋ 爫 ＋ 冖 ＋ 心 ＋ 夂	⻗	夂
坺	土 ＋ 𠂇 ＋ 又 ＋ 丶	土	丶
铇	钅 ＋ 勹 ＋ 巳	钅	巳
椗	木 ＋ 宀 ＋ 定字底	木	定字底
咢	口 ＋ 口 ＋ 二 ＋ 折	口	折
蚡	虫 ＋ 八 ＋ 刀	虫	刀
妚	女 ＋ 不	女	不
羮	𦍌 ＋ 灬 ＋ 一 ＋ 夫	𦍌	夫
塨	土 ＋ 龷 ＋ 八 ＋ ⺗	土	⺗
嘷	口 ＋ 自 ＋ 冫 ＋ 撇 ＋ 点 ＋ 十	口	十
鄐	亠 ＋ 幺 ＋ 田 ＋ 阝	亠	阝
閦	門 ＋ 全字头 ＋ 人 ＋ 人	門	人
虀	艹 ＋ 亠 ＋ 丷 ＋ 丨 ＋ 刀 ＋ 撇 ＋ 折 ＋ 丶 ＋ 非 ＋ 一	艹	一
豜	豕 ＋ 一 ＋ 廾	豕	廾
瑮	王 ＋ 覀 ＋ 木	王	木
狑	犭 ＋ 令	犭	令
皊	白 ＋ 令	白	令
暸	日 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	日	小
呡	口 ＋ 民	口	民
粎	米 ＋ 尺	米	尺
媺	女 ＋ 山 ＋ 一 ＋ 几 ＋ 攵	女	攵
憇	千 ＋ 口 ＋ 甘 ＋ 心	千	心
靑	龶 ＋ 冂 ＋ 丨 ＋ 一	龶	一
穣	禾 ＋ 亠 ＋ 八 ＋ 𠀎 ＋ 𧘇	禾	𧘇
羢	⺶ ＋ 戈 ＋ 𠂇	⺶	𠂇
仐	全字头 ＋ 十	全字头	十
搯	扌 ＋ 爫 ＋ 臼	扌	臼
獞	犭 ＋ 立 ＋ 里	犭	里
渉	氵 ＋ 止 ＋ 小 ＋ 丿	氵	丿
鰤	魚 ＋ 𠂤 ＋ 一 ＋ 巾	魚	巾
苲	艹 ＋ 乍	艹	乍
錱	金 ＋ 玨	金	玨
徯	彳 ＋ 爫 ＋ 幺 ＋ 大	彳	大
尟	日 ＋ 定字底 ＋ 小 ＋ 丿	日	丿
絪	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 囗 ＋ 大	幺	大
飖	爫 ＋ 缶 ＋ ⺇ ＋ 㐅	爫	㐅
栘	木 ＋ 夕 ＋ 夕	木	夕
桜	木 ＋ 丶 ＋ 丷 ＋ 女	木	女
檇	木 ＋ 隹 ＋ 丨 ＋ 折 ＋ 冂	木	冂
嫑	不 ＋ 覀 ＋ 女	不	女
佊	亻 ＋ 皮	亻	皮
箥	⺮ ＋ 氵 ＋ 皮	⺮	皮
擗	扌 ＋ 尸 ＋ 口 ＋ 辛	扌	辛
發	癶 ＋ 弓 ＋ 殳	癶	殳
曽	丷 ＋ 田 ＋ 日	丷	日
龘	立 ＋ ⺝ ＋ 一 ＋ 折 ＋ 一 ＋ 折 ＋ 三 ＋ 立 ＋ ⺝ ＋ 一 ＋ 折 ＋ 一 ＋ 折 ＋ 三 ＋ 立 ＋ ⺝ ＋ 一 ＋ 折 ＋ 一 ＋ 折 ＋ 三	立	三
魤	魚 ＋ 亻 ＋ 𠤎	魚	𠤎
坆	土 ＋ 攵	土	攵
柫	木 ＋ 弗	木	弗
墎	土 ＋ 亠 ＋ 口 ＋ 子 ＋ 阝	土	阝
芶	艹 ＋ 勹 ＋ 厶	艹	厶
譀	言 ＋ 折 ＋ 耳 ＋ 攵	言	攵
歛	全字头 ＋ 一 ＋ 口 ＋ 口 ＋ 人 ＋ 人 ＋ ⺈ ＋ 人	全字头	人
虖	卜 ＋ 厂 ＋ 七 ＋ 撇 ＋ 丷 ＋ 一 ＋ 竖	卜	竖
崋	山 ＋ 𠀎 ＋ 十	山	十
踰	⻊ ＋ 全字头 ＋ 一 ＋ ⺝ ＋ 刂	⻊	刂
搢	扌 ＋ 亚 ＋ 日	扌	日
旡	一 ＋ 折 ＋ 儿	一	儿
冋	冂 ＋ 口	冂	口
踘	⻊ ＋ 勹 ＋ 米	⻊	米
冧	冖 ＋ 木 ＋ 木	冖	木
亇	⺈ ＋ 竖	⺈	竖
麛	广 ＋ 折 ＋ 丨 ＋ 丨 ＋ 一 ＋ 比左 ＋ 匕 ＋ 弓 ＋ 耳	广	耳
眀	目 ＋ 月	目	月
眛	目 ＋ 未	目	未
砯	石 ＋ 丶 ＋ 水	石	水
旂	方 ＋ 𠂉 ＋ 斤	方	斤
洤	氵 ＋ 全字头 ＋ 王	氵	王
叒	又 ＋ 又 ＋ 又	又	又
餸	全字头 ＋ 丶 ＋ 即字旁 ＋ 丷 ＋ 天 ＋ 辶	全字头	辶
繐	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 一 ＋ 申 ＋ 一 ＋ 丶 ＋ 心	幺	心
遝	罒 ＋ 丨 ＋ 丿 ＋ 丿 ＋ 丶 ＋ 丶 ＋ 辶	罒	辶
禵	礻 ＋ 日 ＋ 定字底 ＋ 一 ＋ 自 ＋ 八	礻	八
葠	艹 ＋ 亻 ＋ 彐 ＋ 冖 ＋ 又	艹	又
脤	月 ＋ 辰	月	辰
枡	木 ＋ 撇 ＋ 廾	木	廾
喴	口 ＋ 戊 ＋ 一 ＋ 女	口	女
軎	車 ＋ 口	車	口
揻	扌 ＋ 戊 ＋ 一 ＋ 女	扌	女
嫈	火 ＋ 火 ＋ 冖 ＋ 女	火	女
卨	⺊ ＋ 贝字框 ＋ 折 ＋ 冂 ＋ 口	⺊	口
泶	学无子 ＋ 水	学无子	水
蕸	艹 ＋ 折 ＋ 一 ＋ ⺊ ＋ 一 ＋ 折 ＋ 一 ＋ 又 ＋ 辶	艹	辶
鮣	魚 ＋ 印	魚	印
籲	⺮ ＋ 全字头 ＋ 一 ＋ 口 ＋ 口 ＋ 口 ＋ 冂 ＋ 艹 ＋ 一 ＋ 自 ＋ 八	⺮	八
硲	石 ＋ 八 ＋ 全字头 ＋ 口	石	口
嵕	山 ＋ 㐅 ＋ 凵 ＋ 八 ＋ 夂	山	夂
豵	豕 ＋ 彳 ＋ 人 ＋ 人 ＋ 龰	豕	龰
岇	山 ＋ 卬	山	卬
醠	酉 ＋ 贝字框 ＋ 大 ＋ 皿	酉	皿
昻	日 ＋ 工 ＋ 卩	日	卩
枊	木 ＋ 卬	木	卬
啀	口 ＋ 厂 ＋ 土 ＋ 土	口	土
譪	言 ＋ 艹 ＋ 日 ＋ 匃	言	匃
溾	氵 ＋ 鬼	氵	鬼
溰	氵 ＋ 山 ＋ 一 ＋ 口 ＋ 丷 ＋ 一	氵	一
鴱	艹 ＋ 㐅 ＋ 鳥	艹	鳥
皧	白 ＋ 爫 ＋ 冖 ＋ 心 ＋ 夂	白	夂
餲	全字头 ＋ 丶 ＋ 即字旁 ＋ 日 ＋ 匃	全字头	匃
瞹	目 ＋ 爫 ＋ 冖 ＋ 心 ＋ 夂	目	夂
阨	阝 ＋ 厂 ＋ 㔾	阝	㔾
賹	目 ＋ 八 ＋ 丷 ＋ 一 ＋ 八 ＋ 皿	目	皿
獃	山 ＋ 一 ＋ 口 ＋ 丷 ＋ 一 ＋ 犬	山	犬
敳	山 ＋ 一 ＋ 口 ＋ 丷 ＋ 一 ＋ 攵	山	攵
絠	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 𠂇 ＋ ⺝	幺	⺝
閡	門 ＋ 亥	門	亥
昹	日 ＋ 永	日	永
懓	忄 ＋ 爫 ＋ 冖 ＋ 心 ＋ 夂	忄	夂
硋	石 ＋ 亥	石	亥
磑	石 ＋ 山 ＋ 一 ＋ 口 ＋ 丷 ＋ 一	石	一
懝	忄 ＋ 匕 ＋ 矢 ＋ 龴 ＋ 疋	忄	疋
凒	冫 ＋ 山 ＋ 一 ＋ 口 ＋ 丷 ＋ 一	冫	一
伌	亻 ＋ 厂 ＋ 㔾	亻	㔾
鱫	魚 ＋ 爫 ＋ 冖 ＋ 心 ＋ 夂	魚	夂
躷	身 ＋ 禾 ＋ 女	身	女
璦	王 ＋ 爫 ＋ 冖 ＋ 心 ＋ 夂	王	夂
塧	土 ＋ 丷 ＋ 一 ＋ 八 ＋ 皿	土	皿
壒	土 ＋ 艹 ＋ 土 ＋ 厶 ＋ 皿	土	皿
啽	口 ＋ 全字头 ＋ 一 ＋ 口 ＋ 廾	口	廾
媕	女 ＋ 全字头 ＋ 一 ＋ 口 ＋ 廾	女	廾
裺	衤 ＋ 大 ＋ 电	衤	电
萻	艹 ＋ 音	艹	音
葊	艹 ＋ 全字头 ＋ 一 ＋ 口 ＋ 廾	艹	廾
痷	疒 ＋ 大 ＋ 电	疒	电
韽	今 ＋ 酉 ＋ 音	今	音
鶕	音 ＋ 鳥	音	鳥
隌	阝 ＋ 音	阝	音
峖	山 ＋ 宀 ＋ 女	山	女
厈	厂 ＋ 干	厂	干
屽	山 ＋ 干	山	干
揞	扌 ＋ 音	扌	音
豻	豸 ＋ 干	豸	干
貋	豸 ＋ 日 ＋ 干	豸	干
晻	日 ＋ 大 ＋ 电	日	电
侒	亻 ＋ 宀 ＋ 女	亻	女
鵪	大 ＋ 电 ＋ 鳥	大	鳥
雸	⻗ ＋ 甘	⻗	甘
鮟	魚 ＋ 宀 ＋ 女	魚	女
堓	土 ＋ 山 ＋ 厂 ＋ 干	土	干
玵	王 ＋ 甘	王	甘
囂	口 ＋ 口 ＋ 一 ＋ 自 ＋ 八 ＋ 口 ＋ 口	口	口
謸	言 ＋ 敖左 ＋ 攵	言	攵
媼	女 ＋ 囗 ＋ 人 ＋ 皿	女	皿
爊	火 ＋ 广 ＋ 折 ＋ 丨 ＋ 丨 ＋ 一 ＋ 比左 ＋ 匕 ＋ 灬	火	灬
熝	火 ＋ 广 ＋ 折 ＋ 丨 ＋ 丨 ＋ 一 ＋ 比左 ＋ 匕	火	匕
泑	氵 ＋ 幺 ＋ 力	氵	力
芺	艹 ＋ 撇 ＋ 大	艹	大
獓	犭 ＋ 敖左 ＋ 攵	犭	攵
眑	目 ＋ 幺 ＋ 力	目	力
厫	厂 ＋ 敖左 ＋ 攵	厂	攵
抝	扌 ＋ 幺 ＋ 折	扌	折
擙	扌 ＋ 丿 ＋ 冂 ＋ 米 ＋ 大	扌	大
鴢	幺 ＋ 力 ＋ 鳥	幺	鳥
嗸	敖左 ＋ 攵 ＋ 口	敖左	口
嫯	敖左 ＋ 攵 ＋ 女	敖左	女
謷	敖左 ＋ 攵 ＋ 言	敖左	言
摮	敖左 ＋ 攵 ＋ 手	敖左	手
鷔	敖左 ＋ 攵 ＋ 鳥	敖左	鳥
墽	土 ＋ 白 ＋ 方 ＋ 攵	土	攵
垇	土 ＋ 丨 ＋ 折 ＋ 贝字框 ＋ 一	土	一
墺	土 ＋ 丿 ＋ 冂 ＋ 米 ＋ 大	土	大
哵	口 ＋ 口 ＋ 力 ＋ 刂	口	刂
詙	言 ＋ 𠂇 ＋ 又 ＋ 丶	言	丶
炦	火 ＋ 𠂇 ＋ 又 ＋ 丶	火	丶
釟	全字头 ＋ 金字底 ＋ 八	全字头	八
釛	全字头 ＋ 金字底 ＋ 力	全字头	力
鼥	臼 ＋ 折 ＋ 冬字底 ＋ 折 ＋ 冬字底 ＋ 折 ＋ 𠂇 ＋ 又 ＋ 丶	臼	丶
皅	白 ＋ 巴	白	巴
抪	扌 ＋ 𠂇 ＋ 巾	扌	巾
抜	扌 ＋ 𠂇 ＋ 又	扌	又
癹	癶 ＋ 殳	癶	殳
叐	撇 ＋ 𠂇 ＋ 又	撇	又
弝	弓 ＋ 巴	弓	巴
紦	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 巴	幺	巴
仈	亻 ＋ 八	亻	八
魞	魚 ＋ 入	魚	入
柭	木 ＋ 𠂇 ＋ 又 ＋ 丶	木	丶
豝	豕 ＋ 巴	豕	巴
巼	巴 ＋ 口 ＋ 匕	巴	匕
欛	木 ＋ ⻗ ＋ 革 ＋ 月	木	月
墢	土 ＋ 癶 ＋ 弓 ＋ 殳	土	殳
垻	土 ＋ 目 ＋ 八	土	八
髕	骨 ＋ 宀 ＋ 一 ＋ 丨 ＋ 丿 ＋ 丿 ＋ 目 ＋ 八	骨	八
訜	言 ＋ 八 ＋ 刀	言	刀
瀕	氵 ＋ 止 ＋ 丨 ＋ 丿 ＋ 丿 ＋ 一 ＋ 自 ＋ 八	氵	八
頻	止 ＋ 丨 ＋ 丿 ＋ 丿 ＋ 一 ＋ 自 ＋ 八	止	八
顮	宀 ＋ 一 ＋ 丨 ＋ 丿 ＋ 丿 ＋ 目 ＋ 八 ＋ 一 ＋ 自 ＋ 八	宀	八
氞	气 ＋ 一 ＋ 冂 ＋ 人	气	人
鬂	一 ＋ ⺊ ＋ 二 ＋ 厶 ＋ 彡 ＋ 丘 ＋ 八	一	八
虨	卜 ＋ 厂 ＋ 七 ＋ 木 ＋ 木 ＋ 彡	卜	彡
椕	木 ＋ 八 ＋ 刀 ＋ 木	木	木
豩	豕 ＋ 豕	豕	豕
璸	王 ＋ 宀 ＋ 一 ＋ 丨 ＋ 丿 ＋ 丿 ＋ 目 ＋ 八	王	八
嚗	口 ＋ 日 ＋ 龷 ＋ 八 ＋ 氺	口	氺
骲	骨 ＋ 勹 ＋ 巳	骨	巳
笣	⺮ ＋ 勹 ＋ 巳	⺮	巳
蕔	艹 ＋ 土 ＋ 南字心 ＋ 卩 ＋ 又	艹	又
菢	艹 ＋ 扌 ＋ 勹 ＋ 巳	艹	巳
寶	宀 ＋ 王 ＋ 缶 ＋ 目 ＋ 八	宀	八
寚	宀 ＋ 王 ＋ 缶	宀	缶
宲	宀 ＋ 口 ＋ 木	宀	木
窇	宀 ＋ 八 ＋ 勹 ＋ 巳	宀	巳
蚫	虫 ＋ 勹 ＋ 巳	虫	巳
飹	全字头 ＋ 丶 ＋ 即字旁 ＋ 卯	全字头	卯
虣	一 ＋ 弋 ＋ 止 ＋ 卜 ＋ 厂 ＋ 七 ＋ 几	一	几
靤	面 ＋ 勹 ＋ 巳	面	巳
髱	一 ＋ ⺊ ＋ 二 ＋ 厶 ＋ 彡 ＋ 勹 ＋ 巳	一	巳
忁	彳 ＋ 日 ＋ 凵 ＋ 山 ＋ 大 ＋ 氺	彳	氺
曓	日 ＋ 凵 ＋ 山 ＋ 大 ＋ 木 ＋ 一	日	一
闁	門 ＋ 門	門	門
賲	亻 ＋ 口 ＋ 木 ＋ 目 ＋ 八	亻	八
儤	亻 ＋ 日 ＋ 龷 ＋ 八 ＋ 氺	亻	氺
佨	亻 ＋ 勹 ＋ 巳	亻	巳
靌	⻗ ＋ 宀 ＋ 王 ＋ ⺈ ＋ 小 ＋ 目 ＋ 八	⻗	八
勽	勹 ＋ 人	勹	人
駂	匕 ＋ 十 ＋ 馬	匕	馬
珤	王 ＋ 缶	王	缶
堢	土 ＋ 亻 ＋ 口 ＋ 木	土	木
唄	口 ＋ 目 ＋ 八	口	八
粨	米 ＋ 一 ＋ 白	米	白
襬	衤 ＋ 罒 ＋ 厶 ＋ ⺝ ＋ 匕 ＋ 匕	衤	匕
薭	艹 ＋ 禾 ＋ 白 ＋ 丿 ＋ 十	艹	十
竡	立 ＋ 一 ＋ 白	立	白
贁	目 ＋ 八 ＋ 目 ＋ 八 ＋ 攵	目	攵
拝	扌 ＋ 一 ＋ 丰	扌	丰
挀	扌 ＋ 𠂆 ＋ 旅下角	扌	旅下角
韛	折 ＋ 丨 ＋ 一 ＋ 口 ＋ 㐄 ＋ 龷 ＋ 丿 ＋ 甬字底	折	甬字底
炃	八 ＋ 刀 ＋ 火	八	火
燌	火 ＋ 十 ＋ 艹 ＋ 目 ＋ 八	火	八
泍	氵 ＋ 木 ＋ 一	氵	一
渀	氵 ＋ 大 ＋ 十 ＋ 廾	氵	廾
蟦	虫 ＋ 十 ＋ 艹 ＋ 目 ＋ 八	虫	八
輽	車 ＋ 厶 ＋ 大 ＋ 田	車	田
捹	扌 ＋ 大 ＋ 十 ＋ 廾	扌	廾
撪	扌 ＋ 厶 ＋ 大 ＋ 車	扌	車
夲	大 ＋ 十	大	十
楍	木 ＋ 口 ＋ 口 ＋ 口	木	口
翉	木 ＋ 一 ＋ 习 ＋ 习	木	习
鞛	革 ＋ 立 ＋ 口	革	口
鏰	全字头 ＋ 金字底 ＋ 山 ＋ 月 ＋ 月	全字头	月
嵭	山 ＋ 帝字头 ＋ 方	山	方
揼	扌 ＋ 石 ＋ 水	扌	水
絣	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 丷 ＋ 一 ＋ 廾	幺	廾
閍	門 ＋ 方	門	方
伻	亻 ＋ 一 ＋ 丷 ＋ 十	亻	十
琣	王 ＋ 立 ＋ 口	王	口
埄	土 ＋ 夂 ＋ 丰	土	丰
塴	土 ＋ 山 ＋ 月 ＋ 月	土	月
艕	舟 ＋ 帝字头 ＋ 方	舟	方
稖	禾 ＋ 立 ＋ 口	禾	口
捠	扌 ＋ 丘 ＋ 八	扌	八
騯	馬 ＋ 帝字头 ＋ 方	馬	方
牓	片 ＋ 帝字头 ＋ 方	片	方
幚	三 ＋ 丿 ＋ 阝 ＋ 白 ＋ 巾	三	巾
邫	三 ＋ 丿 ＋ 口 ＋ 巴	三	巴
幇	土 ＋ 土 ＋ 寸 ＋ 巾	土	巾
垹	土 ＋ 三 ＋ 丿 ＋ 阝	土	阝
啚	口 ＋ 十 ＋ 囗 ＋ 口	口	口
魓	鬼 ＋ 日 ＋ 龷 ＋ 十	鬼	十
妼	女 ＋ 必	女	必
嬶	女 ＋ 自 ＋ 田 ＋ 丌	女	丌
煏	火 ＋ 一 ＋ 口 ＋ 田	火	田
熚	火 ＋ 日 ＋ 龷 ＋ 十	火	十
袐	衤 ＋ 必	衤	必
襣	衤 ＋ 自 ＋ 田 ＋ 丌	衤	丌
箄	⺮ ＋ 白 ＋ 丿 ＋ 十	⺮	十
箆	⺮ ＋ 贝字框 ＋ 人 ＋ 比左 ＋ 匕	⺮	匕
滭	氵 ＋ 日 ＋ 龷 ＋ 十	氵	十
萞	艹 ＋ 贝字框 ＋ 人 ＋ 比左 ＋ 匕	艹	匕
獙	犭 ＋ 㡀 ＋ 攵	犭	攵
幤	⺌ ＋ 冂 ＋ 口 ＋ 攵 ＋ 巾	⺌	巾
蜌	虫 ＋ 比左 ＋ 匕 ＋ 土	虫	土
飶	全字头 ＋ 丶 ＋ 即字旁 ＋ 必	全字头	必
鼊	尸 ＋ 口 ＋ 辛 ＋ 黽	尸	黽
鞞	革 ＋ 白 ＋ 丿 ＋ 十	革	十
皀	白 ＋ 匕	白	匕
鎞	全字头 ＋ 金字底 ＋ 丿 ＋ 囗 ＋ 㐅 ＋ 比左 ＋ 匕	全字头	匕
鏎	全字头 ＋ 金字底 ＋ 日 ＋ 龷 ＋ 十	全字头	十
饆	全字头 ＋ 丶 ＋ 即字旁 ＋ 日 ＋ 龷 ＋ 十	全字头	十
駜	馬 ＋ 必	馬	必
畐	一 ＋ 口 ＋ 田	一	田
粊	比左 ＋ 匕 ＋ 米	比左	米
髲	一 ＋ ⺊ ＋ 二 ＋ 厶 ＋ 彡 ＋ 皮	一	皮
聛	耳 ＋ 白 ＋ 丿 ＋ 十	耳	十
鶝	一 ＋ 口 ＋ 田 ＋ 鳥	一	鳥
驆	馬 ＋ 日 ＋ 龷 ＋ 十	馬	十
獘	㡀 ＋ 攵 ＋ 犬	㡀	犬
鄪	弗 ＋ 目 ＋ 八 ＋ 阝	弗	阝
弻	弓 ＋ 一 ＋ 囗 ＋ 人 ＋ 弓	弓	弓
奰	罒 ＋ 罒 ＋ 罒 ＋ 大	罒	大
綼	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 白 ＋ 丿 ＋ 十	幺	十
鄨	㡀 ＋ 攵 ＋ 口 ＋ 巴	㡀	巴
鷩	㡀 ＋ 攵 ＋ 鳥	㡀	鳥
毴	毛 ＋ 非	毛	非
彃	弓 ＋ 日 ＋ 龷 ＋ 十	弓	十
縪	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 日 ＋ 龷 ＋ 十	幺	十
韠	折 ＋ 丨 ＋ 一 ＋ 口 ＋ 㐄 ＋ 日 ＋ 龷 ＋ 十	折	十
閟	門 ＋ 必	門	必
閇	門 ＋ 横 ＋ 卜	門	卜
鷝	日 ＋ 龷 ＋ 十 ＋ 鳥	日	鳥
愊	忄 ＋ 一 ＋ 口 ＋ 田	忄	田
悂	忄 ＋ 比左 ＋ 匕 ＋ 土	忄	土
偪	亻 ＋ 一 ＋ 口 ＋ 田	亻	田
夶	大 ＋ 大	大	大
鴓	必 ＋ 鳥	必	鳥
鰏	魚 ＋ 一 ＋ 口 ＋ 田	魚	田
鮩	魚 ＋ 丷 ＋ 一 ＋ 廾	魚	廾
柲	木 ＋ 必	木	必
楅	木 ＋ 一 ＋ 口 ＋ 田	木	田
柀	木 ＋ 皮	木	皮
榌	木 ＋ 飞 ＋ 撇 ＋ 丿 ＋ 飞 ＋ 丨	木	丨
朼	木 ＋ 匕	木	匕
梐	木 ＋ 比左 ＋ 匕 ＋ 土	木	土
腷	月 ＋ 一 ＋ 口 ＋ 田	月	田
堛	土 ＋ 一 ＋ 口 ＋ 田	土	田
姅	女 ＋ 丷 ＋ 举字底	女	举字底
搫	舟 ＋ 殳 ＋ 手	舟	手
螌	舟 ＋ 殳 ＋ 虫	舟	虫
褩	舟 ＋ 殳 ＋ 衣	舟	衣
秚	禾 ＋ 丷 ＋ 举字底	禾	举字底
螁	虫 ＋ 艮 ＋ 辶	虫	辶
斒	亠 ＋ 㐅 ＋ 户 ＋ 冂 ＋ 艹	亠	艹
鉡	全字头 ＋ 金字底 ＋ 丷 ＋ 举字底	全字头	举字底
岅	山 ＋ 𠂆 ＋ 又	山	又
瓪	一 ＋ 折 ＋ 乙 ＋ 丶 ＋ 𠂆 ＋ 又	一	又
辦	辡 ＋ 力	辡	力
辬	辡 ＋ 亠 ＋ 㐅	辡	㐅
辯	辡 ＋ 言	辡	言
魬	魚 ＋ 𠂆 ＋ 又	魚	又
坢	土 ＋ 丷 ＋ 举字底	土	举字底
誁	言 ＋ 丷 ＋ 一 ＋ 廾	言	廾
苪	艹 ＋ 一 ＋ 冂 ＋ 人	艹	人
窉	宀 ＋ 八 ＋ 一 ＋ 冂 ＋ 人	宀	人
鋲	全字头 ＋ 金字底 ＋ 丘 ＋ 八	全字头	八
仌	人 ＋ 人	人	人
竝	立 ＋ 立	立	立
鈵	全字头 ＋ 金字底 ＋ 一 ＋ 冂 ＋ 人	全字头	人
鞆	革 ＋ 一 ＋ 冂 ＋ 人	革	人
仒	全字头 ＋ 冬字底	全字头	冬字底
鉼	全字头 ＋ 金字底 ＋ 丷 ＋ 一 ＋ 廾	全字头	廾
陃	阝 ＋ 一 ＋ 冂 ＋ 人	阝	人
庰	广 ＋ 丷 ＋ 一 ＋ 廾	广	廾
抦	扌 ＋ 一 ＋ 冂 ＋ 人	扌	人
倂	亻 ＋ 丿 ＋ 一 ＋ 𠂇 ＋ 丿 ＋ 干	亻	干
傡	亻 ＋ 立 ＋ 立	亻	立
併	亻 ＋ 丷 ＋ 一 ＋ 廾	亻	廾
靐	⻗ ＋ 田 ＋ ⻗ ＋ 田 ＋ ⻗ ＋ 田	⻗	田
棅	木 ＋ 禾 ＋ 争字底	木	争字底
栤	木 ＋ 冫 ＋ 水	木	水
幷	丿 ＋ 一 ＋ 𠂇 ＋ 丿 ＋ 干	丿	干
垪	土 ＋ 丷 ＋ 一 ＋ 廾	土	廾
艑	舟 ＋ 户 ＋ 冂 ＋ 艹	舟	艹
炞	火 ＋ 亠 ＋ 卜	火	卜
箯	⺮ ＋ 亻 ＋ 一 ＋ 日 ＋ 㐅	⺮	㐅
籩	⺮ ＋ 自 ＋ 宀 ＋ 八 ＋ 方 ＋ 辶	⺮	辶
辺	刀 ＋ 辶	刀	辶
藊	艹 ＋ 禾 ＋ 户 ＋ 冂 ＋ 艹	艹	艹
猵	犭 ＋ 户 ＋ 冂 ＋ 艹	犭	艹
缏	纟 ＋ 亻 ＋ 一 ＋ 日 ＋ 㐅	纟	㐅
窆	宀 ＋ 八 ＋ 撇 ＋ 之	宀	之
変	变字头 ＋ 夂	变字头	夂
邉	自 ＋ 宀 ＋ 八 ＋ 口 ＋ 辶	自	辶
鴘	厶 ＋ 廾 ＋ 鳥	厶	鳥
辡	辡	辡	辡
辧	立 ＋ 𠂇 ＋ 刀 ＋ 辛	立	辛
辮	立 ＋ 𠂇 ＋ 糸 ＋ 辛	立	辛
徧	彳 ＋ 户 ＋ 冂 ＋ 艹	彳	艹
惼	忄 ＋ 户 ＋ 冂 ＋ 艹	忄	艹
鯿	魚 ＋ 户 ＋ 冂 ＋ 艹	魚	艹
鯾	魚 ＋ 亻 ＋ 一 ＋ 日 ＋ 㐅	魚	㐅
鶣	户 ＋ 冂 ＋ 艹 ＋ 鳥	户	鳥
玣	王 ＋ 亠 ＋ 卜	王	卜
諘	言 ＋ 龶 ＋ 𧘇	言	𧘇
飊	火 ＋ 火 ＋ 火 ＋ ⺇ ＋ 撇 ＋ 虫	火	虫
篻	⺮ ＋ 覀 ＋ 示	⺮	示
滮	氵 ＋ 卜 ＋ 厂 ＋ 七 ＋ 几 ＋ 彡	氵	彡
穮	禾 ＋ 广 ＋ 折 ＋ 丨 ＋ 丨 ＋ 一 ＋ 比左 ＋ 匕 ＋ 灬	禾	灬
錶	全字头 ＋ 金字底 ＋ 龶 ＋ 𧘇	全字头	𧘇
鑣	全字头 ＋ 金字底 ＋ 广 ＋ 折 ＋ 丨 ＋ 丨 ＋ 一 ＋ 比左 ＋ 匕 ＋ 灬	全字头	灬
颷	⺇ ＋ 撇 ＋ 虫 ＋ 火 ＋ 火	⺇	火
贆	目 ＋ 八 ＋ 犬 ＋ 犬 ＋ 犬	目	犬
飇	⺇ ＋ 撇 ＋ 虫 ＋ 犬 ＋ 犬 ＋ 犬	⺇	犬
麃	广 ＋ 折 ＋ 丨 ＋ 丨 ＋ 一 ＋ 比左 ＋ 匕 ＋ 灬	广	灬
爂	撇 ＋ ⺊ ＋ 一 ＋ 冂 ＋ 一 ＋ 口 ＋ 折 ＋ 二 ＋ 冖 ＋ 火	撇	火
磦	石 ＋ 覀 ＋ 示	石	示
檦	木 ＋ 覀 ＋ 示 ＋ 刂	木	刂
膔	月 ＋ 广 ＋ 折 ＋ 丨 ＋ 丨 ＋ 一 ＋ 比左 ＋ 匕	月	匕
墂	土 ＋ 覀 ＋ 示	土	示
噃	口 ＋ 釆 ＋ 田	口	田
髆	骨 ＋ 甫 ＋ 寸	骨	寸
帗	巾 ＋ 𠂇 ＋ 又 ＋ 丶	巾	丶
艊	舟 ＋ 白 ＋ 巾	舟	巾
煿	火 ＋ 甫 ＋ 寸	火	寸
襮	衤 ＋ 日 ＋ 龷 ＋ 八 ＋ 氺	衤	氺
簙	⺮ ＋ 十 ＋ 甫 ＋ 寸	⺮	寸
淿	氵 ＋ 白 ＋ 巾	氵	巾
溊	氵 ＋ 折 ＋ 一 ＋ ⺊ ＋ 一 ＋ 折 ＋ 一 ＋ 又	氵	又
葧	艹 ＋ 十 ＋ 冖 ＋ 子 ＋ 力	艹	力
苩	艹 ＋ 白	艹	白
