汉字	完整拆分	首根	末根
凑	冫 ＋ 𡗗 ＋ 天	冫	天
凓	冫 ＋ 覀 ＋ 木	冫	木
凘	冫 ＋ 其字头 ＋ 八 ＋ 斤	冫	斤
凛	冫 ＋ 亠 ＋ 囗 ＋ 口 ＋ 示	冫	示
凝	冫 ＋ 匕 ＋ 矢 ＋ 龴 ＋ 疋	冫	疋
几	几	几	几
凡	凡	凡	凡
凤	⺇ ＋ 又	⺇	又
凫	鸟省 ＋ 几	鸟省	几
凭	亻 ＋ 壬 ＋ 几	亻	几
凯	山 ＋ 己 ＋ 几	山	几
凰	⺇ ＋ 白 ＋ 王	⺇	王
凳	癶 ＋ 一 ＋ 口 ＋ 丷 ＋ 一 ＋ 几	癶	几
凶	㐅 ＋ 凵	㐅	凵
凸	丨 ＋ 一 ＋ 丨 ＋ 折 ＋ 一	丨	一
凹	丨 ＋ 折 ＋ 贝字框 ＋ 一	丨	一
出	凵 ＋ 山	凵	山
击	二 ＋ 山	二	山
凼	水 ＋ 凵	水	凵
函	折 ＋ 氺 ＋ 凵	折	凵
凿	业 ＋ 南字心 ＋ 凵	业	凵
刀	刀	刀	刀
刁	折 ＋ 一	折	一
刃	刃	刃	刃
分	八 ＋ 刀	八	刀
切	七 ＋ 刀	七	刀
刈	㐅 ＋ 刂	㐅	刂
刊	干 ＋ 刂	干	刂
刍	⺈ ＋ 彐	⺈	彐
刎	勿 ＋ 刂	勿	刂
刑	一 ＋ 廾 ＋ 刂	一	刂
划	戈 ＋ 刂	戈	刂
刖	月 ＋ 刂	月	刂
列	歹 ＋ 刂	歹	刂
刘	亠 ＋ 㐅 ＋ 刂	亠	刂
则	贝 ＋ 刂	贝	刂
刚	冂 ＋ 㐅 ＋ 刂	冂	刂
创	全字头 ＋ 㔾 ＋ 刂	全字头	刂
初	衤 ＋ 刀	衤	刀
删	⺆ ＋ ⺆ ＋ 一 ＋ 刂	⺆	刂
判	丷 ＋ 二 ＋ 丿 ＋ 刂	丷	刂
刨	勹 ＋ 巳 ＋ 刂	勹	刂
利	禾 ＋ 刂	禾	刂
别	口 ＋ 力 ＋ 刂	口	刂
刬	戋 ＋ 刂	戋	刂
刭	𢀖 ＋ 刂	𢀖	刂
刮	千 ＋ 口 ＋ 刂	千	刂
到	至 ＋ 刂	至	刂
刳	大 ＋ 二 ＋ 折 ＋ 刂	大	刂
制	制字旁 ＋ 刂	制字旁	刂
刷	尸 ＋ 巾 ＋ 刂	尸	刂
券	龹 ＋ 刀	龹	刀
刹	㐅 ＋ 一 ＋ 小 ＋ 刂	㐅	刂
刺	朿 ＋ 刂	朿	刂
刻	亥 ＋ 刂	亥	刂
刽	全字头 ＋ 二 ＋ 厶 ＋ 刂	全字头	刂
刿	山 ＋ 夕 ＋ 刂	山	刂
剀	山 ＋ 己 ＋ 刂	山	刂
剁	几 ＋ 木 ＋ 刂	几	刂
剂	亠 ＋ 㐅 ＋ 乔字底 ＋ 刂	亠	刂
剃	弟 ＋ 刂	弟	刂
剅	一 ＋ 口 ＋ 丷 ＋ 一 ＋ 刂	一	刂
削	⺌ ＋ ⺝ ＋ 刂	⺌	刂
剋	十 ＋ 口 ＋ 儿 ＋ 刂	十	刂
剌	束 ＋ 刂	束	刂
前	丷 ＋ 一 ＋ ⺝ ＋ 刂	丷	刂
剐	口 ＋ 冂 ＋ 人 ＋ 刂	口	刂
剑	全字头 ＋ 一 ＋ 应字心 ＋ 刂	全字头	刂
剔	日 ＋ 勿 ＋ 刂	日	刂
剕	非 ＋ 刂	非	刂
剖	立 ＋ 口 ＋ 刂	立	刂
剜	宀 ＋ 夕 ＋ 㔾 ＋ 刂	宀	刂
剞	大 ＋ 可 ＋ 刂	大	刂
剟	又 ＋ 又 ＋ 又 ＋ 又 ＋ 刂	又	刂
剡	火 ＋ 火 ＋ 刂	火	刂
剥	录字头 ＋ 氺 ＋ 刂	录字头	刂
剧	尸 ＋ 十 ＋ 口 ＋ 刂	尸	刂
剩	禾 ＋ 北字旁 ＋ 匕 ＋ 刂	禾	刂
剪	丷 ＋ 一 ＋ ⺝ ＋ 刂 ＋ 刀	丷	刀
副	一 ＋ 口 ＋ 田 ＋ 刂	一	刂
割	宀 ＋ 丰 ＋ 口 ＋ 刂	宀	刂
剽	覀 ＋ 示 ＋ 刂	覀	刂
剿	巛 ＋ 果 ＋ 刂	巛	刂
劁	隹 ＋ 灬 ＋ 刂	隹	刂
劂	厂 ＋ 丷 ＋ 一 ＋ 凵 ＋ 丿 ＋ ⺈ ＋ 人 ＋ 刂	厂	刂
劄	⺮ ＋ 全字头 ＋ 一 ＋ 口 ＋ 刂	⺮	刂
劈	尸 ＋ 口 ＋ 辛 ＋ 刀	尸	刀
劐	艹 ＋ 隹 ＋ 又 ＋ 刂	艹	刂
劓	自 ＋ 田 ＋ 丌 ＋ 刂	自	刂
力	力	力	力
劝	又 ＋ 力	又	力
办	办	办	办
功	工 ＋ 力	工	力
加	力 ＋ 口	力	口
务	夂 ＋ 力	夂	力
劢	万 ＋ 力	万	力
劣	小 ＋ 丿 ＋ 力	小	力
动	二 ＋ 厶 ＋ 力	二	力
助	且 ＋ 力	且	力
努	女 ＋ 又 ＋ 力	女	力
劫	土 ＋ 厶 ＋ 力	土	力
劬	勹 ＋ 口 ＋ 力	勹	力
劭	刀 ＋ 口 ＋ 力	刀	力
励	厉 ＋ 力	厉	力
劲	𢀖 ＋ 力	𢀖	力
劳	艹 ＋ 冖 ＋ 力	艹	力
劼	士 ＋ 口 ＋ 力	士	力
劾	亥 ＋ 力	亥	力
势	扌 ＋ 丸 ＋ 力	扌	力
勃	十 ＋ 冖 ＋ 子 ＋ 力	十	力
勇	龴 ＋ 甬字底 ＋ 力	龴	力
勉	免 ＋ 力	免	力
勋	口 ＋ 贝 ＋ 力	口	力
勍	亠 ＋ 口 ＋ 小 ＋ 力	亠	力
勐	子 ＋ 皿 ＋ 力	子	力
勒	革 ＋ 力	革	力
勔	面 ＋ 力	面	力
勖	贝字框 ＋ 二 ＋ 目 ＋ 力	贝字框	力
勘	其字头 ＋ 八 ＋ 折 ＋ 力	其字头	力
勚	廿 ＋ 折 ＋ 贝 ＋ 力	廿	力
募	莫 ＋ 力	莫	力
勠	习 ＋ 习 ＋ 全字头 ＋ 彡 ＋ 力	习	力
勤	廿 ＋ 口 ＋ 龶 ＋ 力	廿	力
勰	力 ＋ 力 ＋ 力 ＋ 田 ＋ 心	力	心
勺	勹 ＋ 丶	勹	丶
勾	勹 ＋ 厶	勹	厶
勿	勿	勿	勿
匀	勹 ＋ 冫	勹	冫
包	勹 ＋ 巳	勹	巳
匆	勿 ＋ 点	勿	点
匈	匈	匈	匈
匍	勹 ＋ 甫	勹	甫
匏	大 ＋ 二 ＋ 折 ＋ 勹 ＋ 巳	大	巳
匐	勹 ＋ 一 ＋ 口 ＋ 田	勹	田
匕	匕	匕	匕
化	亻 ＋ 𠤎	亻	𠤎
北	北字旁 ＋ 匕	北字旁	匕
匙	日 ＋ 定字底 ＋ 匕	日	匕
匜	匚 ＋ 也	匚	也
匝	匚 ＋ 巾	匚	巾
匠	匚 ＋ 斤	匚	斤
匡	匚 ＋ 王	匚	王
匣	匚 ＋ 甲	匚	甲
匦	匚 ＋ 车旁 ＋ 九	匚	九
匪	匚 ＋ 非	匚	非
匮	匚 ＋ 𠀐 ＋ 贝	匚	贝
匹	匚 ＋ 儿	匚	儿
区	匚 ＋ 㐅	匚	㐅
医	匚 ＋ 矢	匚	矢
匼	匚 ＋ 全字头 ＋ 一 ＋ 口	匚	口
匾	匚 ＋ 户 ＋ 冂 ＋ 艹	匚	艹
匿	匚 ＋ 艹 ＋ 𠂇 ＋ 口	匚	口
十	十	十	十
千	千	千	千
卅	卅	卅	卅
升	撇 ＋ 廾	撇	廾
午	午	午	午
卉	十 ＋ 廾	十	廾
半	丷 ＋ 举字底	丷	举字底
华	亻 ＋ 𠤎 ＋ 十	亻	十
协	十 ＋ 办	十	办
卑	白 ＋ 丿 ＋ 十	白	十
卒	亠 ＋ 人 ＋ 人 ＋ 十	亠	十
卓	⺊ ＋ 日 ＋ 十	⺊	十
单	单	单	单
卖	十 ＋ 折 ＋ 冬字底 ＋ 大	十	大
南	十 ＋ 冂 ＋ 南字心	十	南字心
博	十 ＋ 甫 ＋ 寸	十	寸
卜	卜	卜	卜
卞	亠 ＋ 卜	亠	卜
卟	口 ＋ 卜	口	卜
占	⺊ ＋ 口	⺊	口
卡	⺊ ＋ 一 ＋ 卜	⺊	卜
卢	⺊ ＋ 尸	⺊	尸
卣	⺊ ＋ 囗 ＋ 折 ＋ 一	⺊	一
卤	⺊ ＋ 囗 ＋ 㐅	⺊	㐅
卦	土 ＋ 土 ＋ 卜	土	卜
卧	臣 ＋ 卜	臣	卜
卫	节字底 ＋ 一	节字底	一
卬	卬	卬	卬
卮	𠂆 ＋ 一 ＋ 㔾	𠂆	㔾
卯	卯	卯	卯
印	印	印	印
危	⺈ ＋ 厂 ＋ 㔾	⺈	㔾
即	即字旁 ＋ 卩	即字旁	卩
却	土 ＋ 厶 ＋ 卩	土	卩
卵	卵	卵	卵
卷	龹 ＋ 㔾	龹	㔾
卸	卸左 ＋ 卩	卸左	卩
卺	折 ＋ 水 ＋ 一 ＋ 㔾	折	㔾
卿	卯左 ＋ 即字旁 ＋ 卩	卯左	卩
厂	厂	厂	厂
厄	厂 ＋ 㔾	厂	㔾
厅	厂 ＋ 丁	厂	丁
历	厂 ＋ 力	厂	力
厉	厉	厉	厉
压	厂 ＋ 土 ＋ 丶	厂	丶
厌	厂 ＋ 犬	厂	犬
厍	厂 ＋ 车	厂	车
厕	厂 ＋ 贝 ＋ 刂	厂	刂
厖	厂 ＋ 𠂇 ＋ 折 ＋ 彡 ＋ 丶	厂	丶
厘	厂 ＋ 里	厂	里
厚	厂 ＋ 日 ＋ 子	厂	子
厝	厂 ＋ 龷 ＋ 日	厂	日
原	厂 ＋ 白 ＋ 小	厂	小
厢	厂 ＋ 木 ＋ 目	厂	目
厣	厂 ＋ 犬 ＋ 甲	厂	甲
厥	厂 ＋ 丷 ＋ 一 ＋ 凵 ＋ 丿 ＋ ⺈ ＋ 人	厂	人
厦	厂 ＋ 一 ＋ 自 ＋ 夂	厂	夂
厨	厂 ＋ 一 ＋ 口 ＋ 丷 ＋ 一 ＋ 寸	厂	寸
厩	厂 ＋ 即字旁 ＋ 一 ＋ 折 ＋ 儿	厂	儿
厮	厂 ＋ 其字头 ＋ 八 ＋ 斤	厂	斤
去	土 ＋ 厶	土	厶
厾	折 ＋ 土 ＋ 厶	折	厶
县	且 ＋ 厶	且	厶
叁	厶 ＋ 大 ＋ 三	厶	三
参	厶 ＋ 大 ＋ 彡	厶	彡
叆	二 ＋ 厶 ＋ 爫 ＋ 冖 ＋ 𠂇 ＋ 又	二	又
叇	二 ＋ 厶 ＋ 肀 ＋ 氺 ＋ 辶	二	辶
又	又	又	又
叉	又 ＋ 丶	又	丶
及	及	及	及
友	𠂇 ＋ 又	𠂇	又
双	又 ＋ 又	又	又
反	𠂆 ＋ 又	𠂆	又
发	折 ＋ 撇 ＋ 又 ＋ 点	折	点
叔	卜 ＋ 横 ＋ 小 ＋ 又	卜	又
叕	又 ＋ 又 ＋ 又 ＋ 又	又	又
取	耳 ＋ 又	耳	又
受	爫 ＋ 冖 ＋ 又	爫	又
变	变字头 ＋ 又	变字头	又
叙	全字头 ＋ 于 ＋ 八 ＋ 又	全字头	又
叚	折 ＋ 一 ＋ ⺊ ＋ 一 ＋ 折 ＋ 一 ＋ 又	折	又
叛	丷 ＋ 二 ＋ 丿 ＋ 𠂆 ＋ 又	丷	又
叟	叟字头 ＋ 又	叟字头	又
叠	又 ＋ 又 ＋ 又 ＋ 冖 ＋ 且	又	且
口	口	口	口
古	十 ＋ 口	十	口
句	勹 ＋ 口	勹	口
另	口 ＋ 力	口	力
叨	口 ＋ 刀	口	刀
叩	口 ＋ 卩	口	卩
只	口 ＋ 八	口	八
叫	口 ＋ 折 ＋ 丨	口	丨
召	刀 ＋ 口	刀	口
叭	口 ＋ 八	口	八
叮	口 ＋ 丁	口	丁
可	可	可	可
台	厶 ＋ 口	厶	口
叱	口 ＋ 𠤎	口	𠤎
史	口 ＋ 乂	口	乂
右	𠂇 ＋ 口	𠂇	口
叵	匚 ＋ 口	匚	口
叶	口 ＋ 十	口	十
号	口 ＋ 一 ＋ 折	口	折
司	折 ＋ 一 ＋ 口	折	口
叹	口 ＋ 又	口	又
叻	口 ＋ 力	口	力
叼	口 ＋ 折 ＋ 一	口	一
叽	口 ＋ 几	口	几
吁	口 ＋ 于	口	于
吃	口 ＋ 𠂉 ＋ 乙	口	乙
各	各	各	各
吆	口 ＋ 幺	口	幺
合	全字头 ＋ 一 ＋ 口	全字头	口
吉	士 ＋ 口	士	口
吊	口 ＋ 巾	口	巾
同	冂 ＋ 一 ＋ 口	冂	口
名	夕 ＋ 口	夕	口
后	𠂆 ＋ 一 ＋ 口	𠂆	口
吏	横 ＋ 口 ＋ 乂	横	乂
吐	口 ＋ 土	口	土
向	丿 ＋ 冂 ＋ 口	丿	口
吒	口 ＋ 撇 ＋ 七	口	七
吓	口 ＋ 横 ＋ 卜	口	卜
吕	口 ＋ 口	口	口
吖	口 ＋ 丷 ＋ 丨	口	丨
吗	口 ＋ 马	口	马
君	争字底 ＋ 撇 ＋ 口	争字底	口
吝	亠 ＋ 㐅 ＋ 口	亠	口
吞	天 ＋ 口	天	口
吟	口 ＋ 今	口	今
吠	口 ＋ 犬	口	犬
吡	口 ＋ 比左 ＋ 匕	口	匕
吣	口 ＋ 心	口	心
否	不 ＋ 口	不	口
吧	口 ＋ 巴	口	巴
吨	口 ＋ 一 ＋ 凵 ＋ 折	口	折
吩	口 ＋ 八 ＋ 刀	口	刀
含	今 ＋ 口	今	口
听	口 ＋ 斤	口	斤
吭	口 ＋ 亠 ＋ 几	口	几
吮	口 ＋ 厶 ＋ 儿	口	儿
启	户 ＋ 口	户	口
吱	口 ＋ 支	口	支
吲	口 ＋ 弓 ＋ 丨	口	丨
吴	口 ＋ 天	口	天
吵	口 ＋ 小 ＋ 丿	口	丿
吸	口 ＋ 及	口	及
吹	口 ＋ ⺈ ＋ 人	口	人
吻	口 ＋ 勿	口	勿
吼	口 ＋ 子 ＋ 折	口	折
吽	口 ＋ 牛	口	牛
吾	五 ＋ 口	五	口
呀	口 ＋ 牙	口	牙
呃	口 ＋ 厂 ＋ 㔾	口	㔾
呆	口 ＋ 木	口	木
呇	水 ＋ 口	水	口
呈	口 ＋ 王	口	王
告	⺧ ＋ 口	⺧	口
呋	口 ＋ 夫	口	夫
呐	口 ＋ 冂 ＋ 人	口	人
呒	口 ＋ 无	口	无
呓	口 ＋ 艹 ＋ 乙	口	乙
呔	口 ＋ 太	口	太
呕	口 ＋ 匚 ＋ 㐅	口	㐅
呖	口 ＋ 厂 ＋ 力	口	力
呗	口 ＋ 贝	口	贝
员	口 ＋ 贝	口	贝
呙	口 ＋ 冂 ＋ 人	口	人
呛	口 ＋ 全字头 ＋ 㔾	口	㔾
呜	口 ＋ 乌	口	乌
呢	口 ＋ 尸 ＋ 匕	口	匕
呣	口 ＋ 母	口	母
呤	口 ＋ 令	口	令
呦	口 ＋ 幺 ＋ 力	口	力
周	⺆ ＋ 土 ＋ 口	⺆	口
呱	口 ＋ 瓜	口	瓜
呲	口 ＋ 止 ＋ 匕	口	匕
味	口 ＋ 未	口	未
呵	口 ＋ 可	口	可
呶	口 ＋ 女 ＋ 又	口	又
呷	口 ＋ 甲	口	甲
呸	口 ＋ 不 ＋ 一	口	一
呻	口 ＋ 申	口	申
呼	口 ＋ 撇 ＋ 丷 ＋ 一 ＋ 竖	口	竖
命	全字头 ＋ 一 ＋ 口 ＋ 卩	全字头	卩
咀	口 ＋ 且	口	且
咂	口 ＋ 匚 ＋ 巾	口	巾
咄	口 ＋ 凵 ＋ 山	口	山
咆	口 ＋ 勹 ＋ 巳	口	巳
咇	口 ＋ 必	口	必
咉	口 ＋ 贝字框 ＋ 大	口	大
咋	口 ＋ 乍	口	乍
和	禾 ＋ 口	禾	口
咍	口 ＋ 厶 ＋ 口	口	口
咎	夂 ＋ 卜 ＋ 口	夂	口
咏	口 ＋ 永	口	永
咐	口 ＋ 付	口	付
咒	口 ＋ 口 ＋ 几	口	几
咔	口 ＋ ⺊ ＋ 一 ＋ 卜	口	卜
咕	口 ＋ 十 ＋ 口	口	口
咖	口 ＋ 力 ＋ 口	口	口
咙	口 ＋ 龙	口	龙
咚	口 ＋ 夂 ＋ 冬字底	口	冬字底
咛	口 ＋ 宀 ＋ 丁	口	丁
咝	口 ＋ 纟 ＋ 纟	口	纟
咡	口 ＋ 耳	口	耳
咣	口 ＋ ⺌ ＋ 兀	口	兀
咤	口 ＋ 宀 ＋ 撇 ＋ 七	口	七
咥	口 ＋ 至	口	至
咦	口 ＋ 夷	口	夷
咧	口 ＋ 歹 ＋ 刂	口	刂
咨	冫 ＋ ⺈ ＋ 人 ＋ 口	冫	口
咩	口 ＋ 羊	口	羊
咪	口 ＋ 米	口	米
咫	尺 ＋ 口 ＋ 八	尺	八
咬	口 ＋ 亠 ＋ 八 ＋ 㐅	口	㐅
咯	口 ＋ 各	口	各
咱	口 ＋ 自	口	自
咳	口 ＋ 亥	口	亥
咴	口 ＋ 𠂇 ＋ 火	口	火
咸	戊 ＋ 一 ＋ 口	戊	口
咺	口 ＋ 一 ＋ 日 ＋ 一	口	一
咻	口 ＋ 亻 ＋ 木	口	木
咽	口 ＋ 囗 ＋ 大	口	大
咿	口 ＋ 亻 ＋ 争字底 ＋ 撇	口	撇
哀	衣 ＋ 口	衣	口
品	口 ＋ 口 ＋ 口	口	口
哂	口 ＋ 西	口	西
哃	口 ＋ 冂 ＋ 一 ＋ 口	口	口
哄	口 ＋ 龷 ＋ 八	口	八
哆	口 ＋ 夕 ＋ 夕	口	夕
哇	口 ＋ 土 ＋ 土	口	土
哈	口 ＋ 全字头 ＋ 一 ＋ 口	口	口
哉	十 ＋ 戈 ＋ 口	十	口
哌	口 ＋ 𠂆 ＋ 旅下角	口	旅下角
响	口 ＋ 丿 ＋ 冂 ＋ 口	口	口
哎	口 ＋ 艹 ＋ 㐅	口	㐅
哏	口 ＋ 艮	口	艮
哐	口 ＋ 匚 ＋ 王	口	王
哑	口 ＋ 亚	口	亚
哒	口 ＋ 大 ＋ 辶	口	辶
哓	口 ＋ 一 ＋ 折 ＋ 撇 ＋ 兀	口	兀
哔	口 ＋ 比左 ＋ 匕 ＋ 十	口	十
哕	口 ＋ 山 ＋ 夕	口	夕
哗	口 ＋ 亻 ＋ 𠤎 ＋ 十	口	十
哙	口 ＋ 全字头 ＋ 二 ＋ 厶	口	厶
哚	口 ＋ 几 ＋ 木	口	木
哝	口 ＋ 冖 ＋ 𧘇	口	𧘇
哞	口 ＋ 厶 ＋ 牛	口	牛
哟	口 ＋ 纟 ＋ 勹 ＋ 丶	口	丶
哢	口 ＋ 王 ＋ 廾	口	廾
哥	可 ＋ 可	可	可
哦	口 ＋ 撇 ＋ 横 ＋ 折 ＋ 横 ＋ 戈	口	戈
哧	口 ＋ 土 ＋ 亦字底	口	亦字底
哨	口 ＋ ⺌ ＋ ⺝	口	⺝
哩	口 ＋ 里	口	里
哪	口 ＋ 折 ＋ 二 ＋ 丿 ＋ 阝	口	阝
哭	口 ＋ 口 ＋ 犬	口	犬
哮	口 ＋ 耂 ＋ 子	口	子
哱	口 ＋ 十 ＋ 冖 ＋ 子	口	子
哲	扌 ＋ 斤 ＋ 口	扌	口
哳	口 ＋ 扌 ＋ 斤	口	斤
哺	口 ＋ 甫	口	甫
哼	口 ＋ 亠 ＋ 口 ＋ 了	口	了
哽	口 ＋ 一 ＋ 日 ＋ 㐅	口	㐅
哿	力 ＋ 口 ＋ 可	力	可
唁	口 ＋ 言	口	言
唆	口 ＋ 厶 ＋ 八 ＋ 夂	口	夂
唇	辰 ＋ 口	辰	口
唉	口 ＋ 厶 ＋ 矢	口	矢
唏	口 ＋ 㐅 ＋ 𠂇 ＋ 巾	口	巾
唐	广 ＋ 肀 ＋ 口	广	口
唑	口 ＋ 人 ＋ 人 ＋ 土	口	土
唔	口 ＋ 五 ＋ 口	口	口
唛	口 ＋ 龶 ＋ 夂	口	夂
唝	口 ＋ 工 ＋ 贝	口	贝
唠	口 ＋ 艹 ＋ 冖 ＋ 力	口	力
唢	口 ＋ ⺌ ＋ 贝	口	贝
唣	口 ＋ 白 ＋ 七	口	七
唤	口 ＋ ⺈ ＋ 贝字框 ＋ 大	口	大
唧	口 ＋ 即字旁 ＋ 卩	口	卩
唪	口 ＋ 𡗗 ＋ 举字底	口	举字底
唬	口 ＋ 卜 ＋ 厂 ＋ 七 ＋ 几	口	几
售	隹 ＋ 口	隹	口
唯	口 ＋ 隹	口	隹
唰	口 ＋ 尸 ＋ 巾 ＋ 刂	口	刂
唱	口 ＋ 日 ＋ 日	口	日
唳	口 ＋ 户 ＋ 犬	口	犬
唵	口 ＋ 大 ＋ 电	口	电
唷	口 ＋ 亠 ＋ 厶 ＋ ⺝	口	⺝
唼	口 ＋ 立 ＋ 女	口	女
唾	口 ＋ 千 ＋ 龷 ＋ 一	口	一
唿	口 ＋ 勿 ＋ 心	口	心
啁	口 ＋ ⺆ ＋ 土 ＋ 口	口	口
啃	口 ＋ 止 ＋ ⺝	口	⺝
啄	口 ＋ 豖	口	豖
商	亠 ＋ 丷 ＋ 冂 ＋ 八 ＋ 口	亠	口
啉	口 ＋ 木 ＋ 木	口	木
啊	口 ＋ 阝 ＋ 可	口	可
啐	口 ＋ 亠 ＋ 人 ＋ 人 ＋ 十	口	十
啕	口 ＋ 勹 ＋ 缶	口	缶
啖	口 ＋ 火 ＋ 火	口	火
啜	口 ＋ 又 ＋ 又 ＋ 又 ＋ 又	口	又
啡	口 ＋ 非	口	非
啤	口 ＋ 白 ＋ 丿 ＋ 十	口	十
啥	口 ＋ 全字头 ＋ 干 ＋ 口	口	口
啦	口 ＋ 扌 ＋ 立	口	立
啧	口 ＋ 龶 ＋ 贝	口	贝
啪	口 ＋ 扌 ＋ 白	口	白
啫	口 ＋ 耂 ＋ 日	口	日
啬	十 ＋ 丷 ＋ 一 ＋ 囗 ＋ 口	十	口
啭	口 ＋ 车旁 ＋ 二 ＋ 折 ＋ 点	口	点
啮	口 ＋ 止 ＋ 人 ＋ 凵	口	凵
啰	口 ＋ 罒 ＋ 夕	口	夕
啴	口 ＋ 单	口	单
啵	口 ＋ 氵 ＋ 皮	口	皮
啶	口 ＋ 宀 ＋ 定字底	口	定字底
啷	口 ＋ 丶 ＋ 即字旁 ＋ 阝	口	阝
啸	口 ＋ 肀 ＋ 乔字底 ＋ 八	口	八
啻	帝字头 ＋ 巾 ＋ 口	帝字头	口
啼	口 ＋ 帝字头 ＋ 巾	口	巾
啾	口 ＋ 禾 ＋ 火	口	火
喀	口 ＋ 宀 ＋ 各	口	各
喁	口 ＋ 日 ＋ 禺字底	口	禺字底
喂	口 ＋ 田 ＋ 畏下	口	畏下
喃	口 ＋ 十 ＋ 冂 ＋ 南字心	口	南字心
善	羊 ＋ 丷 ＋ 一 ＋ 口	羊	口
喆	士 ＋ 口 ＋ 士 ＋ 口	士	口
喇	口 ＋ 束 ＋ 刂	口	刂
喈	口 ＋ 比左 ＋ 匕 ＋ 白	口	白
喉	口 ＋ 亻 ＋ 折 ＋ 一 ＋ 矢	口	矢
喊	口 ＋ 戊 ＋ 一 ＋ 口	口	口
喋	口 ＋ 廿 ＋ 折 ＋ 木	口	木
喏	口 ＋ 艹 ＋ 𠂇 ＋ 口	口	口
喑	口 ＋ 音	口	音
喔	口 ＋ 尸 ＋ 至	口	至
喘	口 ＋ 山 ＋ 而	口	而
喙	口 ＋ 互中间 ＋ 豕	口	豕
喜	士 ＋ 口 ＋ 丷 ＋ 一 ＋ 口	士	口
喝	口 ＋ 日 ＋ 匃	口	匃
喟	口 ＋ 田 ＋ ⺝	口	⺝
喤	口 ＋ 白 ＋ 王	口	王
喧	口 ＋ 宀 ＋ 一 ＋ 日 ＋ 一	口	一
喱	口 ＋ 厂 ＋ 里	口	里
喳	口 ＋ 木 ＋ 日 ＋ 一	口	一
喵	口 ＋ 艹 ＋ 田	口	田
喷	口 ＋ 十 ＋ 艹 ＋ 贝	口	贝
喹	口 ＋ 大 ＋ 土 ＋ 土	口	土
喻	口 ＋ 全字头 ＋ 一 ＋ ⺝ ＋ 刂	口	刂
喽	口 ＋ 米 ＋ 女	口	女
喾	学无子 ＋ ⺧ ＋ 口	学无子	口
嗄	口 ＋ 一 ＋ 自 ＋ 夂	口	夂
嗅	口 ＋ 自 ＋ 犬	口	犬
嗉	口 ＋ 龶 ＋ 糸	口	糸
嗌	口 ＋ 丷 ＋ 一 ＋ 八 ＋ 皿	口	皿
嗍	口 ＋ 丷 ＋ 一 ＋ 凵 ＋ 丿 ＋ 月	口	月
嗐	口 ＋ 宀 ＋ 丰 ＋ 口	口	口
嗑	口 ＋ 土 ＋ 厶 ＋ 皿	口	皿
嗒	口 ＋ 艹 ＋ 全字头 ＋ 一 ＋ 口	口	口
嗓	口 ＋ 又 ＋ 又 ＋ 又 ＋ 木	口	木
嗔	口 ＋ 十 ＋ 具字头 ＋ 八	口	八
嗖	口 ＋ 叟字头 ＋ 又	口	又
嗜	口 ＋ 耂 ＋ 匕 ＋ 日	口	日
嗝	口 ＋ 一 ＋ 口 ＋ 冂 ＋ 丷 ＋ 一 ＋ 丨	口	丨
嗞	口 ＋ 丷 ＋ 一 ＋ 幺 ＋ 幺	口	幺
嗟	口 ＋ ⺶ ＋ 工	口	工
嗡	口 ＋ 八 ＋ 厶 ＋ 习 ＋ 习	口	习
嗣	口 ＋ 冂 ＋ 艹 ＋ 折 ＋ 一 ＋ 口	口	口
嗤	口 ＋ 凵 ＋ 丨 ＋ 一 ＋ 虫	口	虫
嗥	口 ＋ 白 ＋ 大 ＋ 十	口	十
嗦	口 ＋ 十 ＋ 冖 ＋ 糸	口	糸
嗨	口 ＋ 氵 ＋ 𠂉 ＋ 母	口	母
嗪	口 ＋ 𡗗 ＋ 禾	口	禾
嗫	口 ＋ 耳 ＋ 又 ＋ 又	口	又
嗬	口 ＋ 艹 ＋ 亻 ＋ 可	口	可
嗯	口 ＋ 囗 ＋ 大 ＋ 心	口	心
嗲	口 ＋ 八 ＋ 㐅 ＋ 夕 ＋ 夕	口	夕
嗳	口 ＋ 爫 ＋ 冖 ＋ 𠂇 ＋ 又	口	又
嗵	口 ＋ 龴 ＋ 甬字底 ＋ 辶	口	辶
嗷	口 ＋ 敖左 ＋ 攵	口	攵
嗽	口 ＋ 束 ＋ ⺈ ＋ 人	口	人
嗾	口 ＋ 方 ＋ 𠂉 ＋ 矢	口	矢
嘀	口 ＋ 亠 ＋ 丷 ＋ 冂 ＋ 十 ＋ 口	口	口
嘁	口 ＋ 戊 ＋ 卜 ＋ 横 ＋ 小	口	小
嘈	口 ＋ 一 ＋ 囗 ＋ 艹 ＋ 日	口	日
嘉	士 ＋ 口 ＋ 丷 ＋ 一 ＋ 力 ＋ 口	士	口
嘌	口 ＋ 覀 ＋ 示	口	示
嘎	口 ＋ 一 ＋ 自 ＋ 戈	口	戈
嘏	十 ＋ 口 ＋ 折 ＋ 一 ＋ ⺊ ＋ 一 ＋ 折 ＋ 一 ＋ 又	十	又
嘘	口 ＋ 卜 ＋ 厂 ＋ 七 ＋ 业	口	业
嘚	口 ＋ 彳 ＋ 日 ＋ 一 ＋ 寸	口	寸
嘛	口 ＋ 广 ＋ 木 ＋ 木	口	木
嘞	口 ＋ 革 ＋ 力	口	力
嘟	口 ＋ 耂 ＋ 日 ＋ 阝	口	阝
