aaa=1,啊啊啊
phi=2,跑火车
phj=2,平滑肌
phl=2,破坏了
phl=3,破坏力
phm=1,平衡木
phq=2,喷火器
pht=1,皮划艇
pht=2,平衡态
phu=1,破坏神
phv=1,破坏者
phx=2,破坏性
phx=3,平衡性
pic=2,怕出错
pif=1,排除法
pif=2,赔偿费
pij=1,赔偿金
pij=2,潘长江
pik=2,怕吃苦
pil=2,跑出来
pil=3,爬出来
piq=2,跑出去
piq=3,爬出去
pir=2,平常人
pis=2,派出所
pix=2,平常心
piz=2,皮搋子
pj=2,评价
pj=3,平静
pjb=2,破解版
pjd=2,啤酒肚
pjd=3,普及度
pjf=1,平均分
pjh=2,啤酒花
pji=1,配件厂
pjk=1,皮夹克
pjl=2,破纪录
pjl=3,潘金莲
pjm=1,片假名
pjm=2,平假名
pjp=2,啤酒瓶
pjp=3,迫击炮
pjq=1,瓶颈期
pjs=2,帕金森
pju=1,判决书
pju=2,平均数
pjv=1,凭借着
pjv=2,平均值
pjz=2,皮夹子
pkh=1,贫困户
pkj=1,片刻间
pkl=2,扑克脸
pkp=2,扑克牌
pks=2,皮克斯
pku=1,贫困生
pkx=2,贫困县
pky=1,偏口鱼
pl=1,漂亮
pl=2,评论
plc=1,平流层
pld=1,派来的
pld=2,拍立得
plg=1,疲劳感
plh=1,漂亮话
plh=2,霹雳火
plj=1,评论家
plk=1,普朗克
plm=1,拼了命
plm=2,婆罗门
plp=1,拍了拍
plp=2,瞥了瞥
plp=3,漂流瓶
plq=1,评论区
plq=2,排卵期
plt=1,爬楼梯
plt=2,跑龙套
plt=3,普拉提
plu=1,泼冷水
plu=2,铺路石
plw=1,霹雳舞
plx=1,凭良心
ply=1,评论员
pm=2,排名
pmb=2,排名榜
pmd=1,跑马灯
pmf=2,怕麻烦
pmf=3,平民愤
pmh=2,拍卖会
pmh=3,拍卖行
pmj=1,平面镜
pmk=2,贫民窟
pml=1,庞麦郎
pmm=1,跑买卖
pmp=1,拍马屁
pmq=2,贫民区
pmt=1,平面图
pmt=2,跑码头
pmu=1,屏幕上
pmx=1,泡沫箱
pmx=2,片面性
pmx=3,怕毛线
pmy=1,抛媚眼
pnc=1,匹诺曹
pnv=2,叛逆者
pp=2,品牌
pp=3,批评
ppd=1,胖胖的
ppi=1,碰碰车
ppj=1,批评家
ppj=2,品牌机
ppl=2,评评理
ppl=3,泡泡龙
ppp=1,啪啪啪
ppp=2,呸呸呸
ppp=3,噗噗噗
ppq=1,乒乓球
ppr=1,飘飘然
ppt=1,泡泡糖
ppt=2,泡泡堂
ppu=2,拍拍手
ppu=3,皮皮鳝
ppv=1,拍拍照
ppw=1,泡泡网
ppx=1,皮皮虾
ppx=2,砰砰响
ppx=3,批判性
ppy=1,枇杷叶
ppz=2,撇撇嘴
ppz=3,排排坐
pq=1,脾气
pqd=1,迫切的
pqd=2,贫穷的
pqd=3,聘请的
pqg=1,排气管
pqh=1,脾气好
pqh=2,赔钱货
pqh=3,爬墙虎
pqi=1,排球场
pqj=1,喷气机
pqk=1,排气口
pql=1,爬起来
pql=2,抛弃了
pql=3,排气量
pqq=1,皮卡丘
pqs=1,排球赛
pqu=1,爬起身
pqu=2,排气扇
pqu=3,喷气式
pqv=1,派遣证
pqw=1,排球网
pqx=1,迫切性
pqx=2,脾气虚
pqy=1,盆腔炎
pqz=1,脾气躁
prf=1,烹饪法
prl=1,平日里
pru=1,譬如说
pru=2,皮肉伤
prv=1,聘任制
prx=1,怕人笑
psf=1,配送费
psl=1,蒲松龄
psm=1,菩萨庙
pss=1,扑簌簌
pst=1,帕萨特
psv=1,盘算着
psx=1,判死刑
psy=1,配送员
psz=1,破嗓子
pt=1,普通
pt=2,平台
ptb=1,普通班
ptb=2,排头兵
ptd=1,普通的
ptg=1,葡萄干
ptg=2,皮套狗
pth=1,普通话
pth=2,破天荒
pth=3,碰头会
ptj=1,葡萄酒
ptl=1,泡汤了
ptl=2,抛头颅
ptq=1,片头曲
ptq=2,普通群
ptr=1,普通人
ptr=2,皮套人
ptt=1,葡萄糖
ptt=2,偏头痛
ptu=1,菩提树
ptu=2,平台上
ptu=3,莆田市
ptv=1,葡萄汁
ptw=1,骈体文
ptx=1,平天下
ptx=2,陪同下
ptx=3,排他性
pty=1,葡萄牙
pty=2,胖头鱼
pty=3,蟠桃园
ptz=1,批条子
ptz=2,炮筒子
pu=2,平时
pu=3,拍摄
puc=1,派生词
pue=2,破事儿
puf=2,破伤风
pug=2,排水沟
pug=3,排水管
puh=1,爬山虎
pui=1,喷水池
puj=2,泼水节
pul=2,盘山路
pul=3,排水量
pum=2,凭什么
pum=3,怕什么
puq=2,拼手气
put=2,陪审团
put=3,评审团
puu=2,破事水
puv=1,拍摄者
puv=2,喷射状
pux=2,普适性
puy=1,陪审员
puy=2,平舌音
puz=2,凭啥子
puz=3,怕啥子
pv=1,拍照
pvb=1,屏占比
pvb=2,平装本
pvc=1,盘中餐
pvh=1,破折号
pvh=2,攀枝花
pvi=1,炮制出
pvk=1,偏执狂
pvk=2,铺展开
pvp=1,拍照片
pvp=2,怕只怕
pvu=1,批准书
pvx=1,皮脂腺
pvy=1,偏重于
pwb=1,泡网吧
pwb=2,潘玮柏
pwf=1,偏微分
pwh=1,评委会
pwj=2,喷雾剂
pwj=3,拍外景
pwk=2,排污口
pwq=2,泡温泉
pwq=3,片尾曲
pws=1,排位赛
pwu=2,皮外伤
pwv=1,盼望着
pwv=2,篇文章
pwx=1,抛物线
pwy=2,破玩意
px=1,培训
pxb=1,培训班
pxd=1,爬行垫
pxf=1,培训费
pxj=1,批小将
pxl=1,赔笑脸
pxp=1,拍胸脯
pxq=1,抛绣球
pxw=1,排泄物
pxw=2,评选为
pxx=1,平行线
pxx=2,拼夕夕
pxx=3,偏向性
pxz=1,胖小子
py=1,朋友
py=2,便宜
py=3,培养
pyf=1,培养费
pyh=1,便宜货
pyh=2,鄱阳湖
pyh=3,拼音化
pyi=1,培养出
pyi=2,配钥匙
pyl=1,盼月亮
pyl=2,偏移量
pym=1,朋友们
pym=2,培养皿
pyp=1,评一评
pyq=1,朋友圈
pyq=2,碰运气
pyt=1,跑一趟
pyu=1,胖与瘦
pyv=1,聘用制
pyw=1,跑业务
pyx=1,皮影戏
pyx=2,皮一下
pyy=1,彭于晏
pyz=1,喷油嘴
pz=2,胖子
pzp=1,陪葬品
pzu=1,泼脏水
qa=1,亲爱
qaa=1,气昂昂
qad=1,亲爱哒
qad=2,亲爱的
qaw=1,求安慰
qb=2,全部
qb=3,确保
qbb=1,情报部
qbb=2,千百遍
qbb=3,前半部
qbc=1,千百次
qbd=1,全部的
qbd=2,起不到
qbd=3,前半段
qbf=1,七八分
qbg=2,七八个
qbg=3,千百个
qbh=2,铅笔盒
qbh=3,铅笔画
qbi=1,瞧不出
qbi=2,前半场
qbi=3,去不成
qbj=2,前不久
qbj=3,起步价
qbk=2,切不可
qbk=3,前半块
qbl=1,去不了
qbl=2,起不来
qbl=3,确保了
qbn=1,却不能
qbn=2,千百年
qbn=3,七八年
qbq=2,瞧不起
qbq=3,去不去
qbr=2,却不让
qbr=3,却不如
qbs=1,乔布斯
qbs=2,七八岁
qbt=2,丘比特
qbu=2,岂不是
qbu=3,瞧不上
qbv=2,却不知
qbv=3,岂不知
qbw=2,情报网
qbw=3,千百万
qbx=2,却不想
qbx=3,却不行
qby=1,请不要
qby=2,区别于
qby=3,情报员
qbz=1,卡脖子
qbz=2,翘辫子
qbz=3,抢不走
qcb=1,千层饼
qch=1,七彩虹
qck=1,请参考
qcl=1,千层浪
qcr=1,全村人
qcu=1,其次是
qcx=1,青藏线
qcy=1,请参阅
qcy=2,全瓷牙
qcy=3,取材与
qd=1,期待
qd=2,确定
qd=3,取得
qdb=1,全都被
qdb=2,七点半
qdb=3,签到表
qdd=1,强得多
qdf=1,清道夫
qdf=2,穷大方
qdf=3,裙带风
qdg=1,缺德鬼
qdg=2,确定感
qdh=1,巧得很
qdi=1,气垫床
qdi=2,气垫船
qdj=1,秋冬季
qdl=1,取得了
qdl=2,起到了
qdl=3,强多了
qdm=1,敲代码
qdp=1,驱动盘
qdp=2,启动盘
qdq=1,瞧得起
qdq=2,驱动器
qdq=3,启动器
qdt=1,抢答题
qdt=2,求大同
qdu=1,全都是
qdu=2,确定是
qdu=3,青岛市
qdv=1,牵动着
qdv=2,期待着
qdv=3,敲打着
qdw=1,确定为
qdx=1,确定性
qdx=2,启动项
qdy=1,全都要
qdy=2,全都有
qdy=3,秋刀鱼
qdz=1,起得早
qex=1,切尔西
qez=1,亲儿子
qf=1,气氛
qf=2,缺乏
qf=3,欺负
qfb=1,全封闭
qfd=1,千分点
qfh=1,千分号
qfk=1,区分开
qfk=2,七分裤
qfl=1,清风楼
qfm=1,全方面
qfq=1,潜伏期
qfq=2,起飞前
qfv=1,千分之
qfv=2,求发展
qfv=3,骑缝章
qfw=1,全方位
qfw=2,欺负我
qfw=3,抢饭碗
qfx=1,却发现
qfx=2,请放心
qfx=3,启发性
qfy=1,屈服于
qfy=2,起反应
qg=1,奇怪
qg=2,全国
qg=3,情感
qgd=1,穷光蛋
qgf=1,前滚翻
qgg=1,气鼓鼓
qgg=2,群公告
qgh=1,庆功会
qgh=2,钱够花
qgi=1,全过程
qgj=1,切割机
qgj=2,缺根筋
qgl=1,奇怪了
qgl=2,去过了
qgl=3,全攻略
qgn=1,俏姑娘
qgq=1,曲棍球
qgq=2,全高清
qgq=3,泉港区
qgr=1,亲骨肉
qgv=1,求关注
qgx=1,全国性
qgx=2,缺根弦
qgx=3,趋光性
qgy=1,庆功宴
qgy=2,气管炎
qgy=3,妻管严
qgz=1,潜规则
qgz=2,枪杆子
qhb=1,抢红包
qhb=2,敲黑板
qhc=1,青花瓷
qhd=1,秦皇岛
qhd=2,契合度
qhd=3,切换到
qhf=1,全画幅
qhg=1,齐桓公
qhh=1,气呼呼
qhh=2,青海湖
qhh=3,秦淮河
qhj=1,前后脚
qhj=2,切换键
qhj=3,券后价
qhl=1,亲和力
qhm=1,取货码
qhn=1,恰好能
qhn=2,却还能
qhn=3,却很难
qhs=1,枪灰色
qht=1,签合同
qhu=1,青海省
qhu=2,恰好是
qhu=3,却还是
qhw=1,氰化物
qhw=2,前后文
qhx=1,牵红线
qhy=1,全行业
qhy=2,清华园
qi=2,清楚
qi=3,起床
qic=2,全尺寸
qid=2,牵扯到
qid=3,青春痘
qif=2,请吃饭
qif=3,青春饭
qii=2,气冲冲
qii=3,气喘喘
qij=1,驱虫剂
qil=2,清楚了
qil=3,取出来
qip=2,汽车票
qiq=2,青春期
qiq=3,起床气
qit=2,强出头
qit=3,起冲突
qiu=2,切除术
qiu=3,屈臣氏
qix=2,七成新
qiy=2,群成员
qiy=3,驱虫药
qj=1,期间
qj=2,前进
qj=3,奇迹
qja=1,抢劫案
qja=2,枪击案
qja=3,强奸案
qjb=1,奇迹般
qjb=2,旗舰版
qjc=1,前几次
qjc=2,清君侧
qjd=1,旗舰店
qjd=2,千斤顶
qjd=3,全聚德
qje=1,丘吉尔
qjf=1,全家福
qjf=2,抢劫犯
qjf=3,强奸犯
qjg=1,清洁工
qjg=2,戚继光
qjg=3,其结果
qji=1,抢救出
qji=2,全接触
qjj=1,清洁剂
qjj=2,去解决
qjj=3,旗舰机
qjl=1,瞧见了
qjl=2,请见谅
qjm=1,前几名
qjm=2,取件码
qjm=3,亲姐妹
qjn=1,前几年
qjp=1,敲键盘
qjp=2,全键盘
qjq=1,取景器
qjq=2,轻机枪
qjr=1,前几日
qjr=2,全家人
qjs=1,拳击赛
qjt=1,前几天
qjt=2,请假条
qjt=3,全家桶
qju=1,拳击手
qju=2,抢救室
qju=3,起居室
qjv=1,全剧终
qjv=2,敲警钟
qjw=1,请叫我
qjx=1,请教下
qjx=2,全局性
qjy=1,取决于
qjy=2,趋近于
qjy=3,强加于
qk=2,情况
qka=2,敲可爱
qkc=2,清库存
qkf=2,前空翻
qkj=2,顷刻间
qkj=3,取款机
qkk=2,去看看
qkl=2,巧克力
qkl=3,欠考虑
qkm=2,青稞面
qkn=1,切克闹
qkp=1,求科普
qku=1,亲口说
qku=2,枪口上
qkv=2,取卡针
qkx=2,情况下
qkx=3,穷开心
ql=2,起来
ql=3,强烈
qlb=2,请留步
qlb=3,麒麟臂
qlc=1,前两次
qld=2,强烈的
qld=3,起来的
qle=1,千里耳
qlf=1,清凉峰
qlg=2,禽流感
qlg=3,前两个
qlh=1,秋老虎
qlh=2,齐刘海
qlh=3,清凉鹤
qlj=1,起落架
qlj=2,轻量级
qlj=3,侵略军
qll=1,清理了
qll=2,起来了
qll=3,起来啦
qlm=2,千里马
qlm=3,前两名
qln=2,前两年
qlq=2,敲了敲
qlq=3,亲了亲
qls=2,浅蓝色
qlt=2,前两天
qlt=3,群论坛
qlu=2,情侣树
qlv=1,侵略者
qlv=2,情侣装
qlx=2,前列腺
qlx=3,七里香
qly=1,千里眼
qm=2,前面
qm=3,全面
qmd=2,亲密度
qmd=3,签名档
qmf=2,全免费
qmf=3,亲密付
qmg=2,全满贯
qmj=2,清明节
qmm=2,悄咪咪
qmm=3,荞麦面
qmp=2,全面屏
qmp=3,曲面屏
qmq=2,去没去
qmq=3,球门球
qms=1,青霉素
qmt=1,骑摩托
qmu=2,敲门声
qmu=3,秋名山
qmv=2,敲门砖
qmx=2,全明星
qmx=3,全面性
qmy=2,却没有
qmy=3,球门员
qmz=2,起名字
qmz=3,全民族
qn=2,去年
qn=3,青年
qnb=2,青年报
qnd=1,去你的
qnd=2,去年底
qnd=3,青年队
qne=2,去哪儿
qng=1,青年宫
qnh=2,牵牛花
qni=2,去哪吃
qni=3,千年虫
qnj=2,全年级
qnj=3,青年节
qnl=2,去哪里
qnl=3,去哪了
qnm=2,去你妹
qnq=2,取暖器
qnr=2,青年人
qnr=3,圈内人
qnt=2,青年团
qnu=2,擒拿术
qnu=3,全能神
qnv=2,钱难赚
qnw=2,全能王
qnx=2,全能型
qnx=3,牵牛星
qny=2,前女友
qny=3,前男友
qpg=1,青苹果
qph=2,俏皮话
qpl=1,七匹狼
qpm=2,全屏幕
qpp=2,轻飘飘
qpq=2,起跑器
qpt=2,全平台
qpt=3,清平调
qpu=2,枪炮声
qpu=3,棋牌室
qpv=2,期盼着
qpv=3,强迫症
qpx=1,起跑线
qpx=2,欺骗性
qq=2,全球
qq=3,瞧瞧
qqb=1,轻骑兵
qqb=2,跷跷板
qqb=3,七巧板
qqd=2,轻轻地
qqd=3,轻轻的
qqe=1,蛐蛐儿
qqg=2,亲切感
qqh=2,悄悄话
qqh=3,全球化
qqn=2,求求你
qqq=2,轻悄悄
qqq=3,氢气球
qqt=2,全球通
qqu=2,恰恰是
qqw=2,千千万
qqw=3,亲情网
qqx=1,全球性
qqx=2,确切性
qqy=1,倾情于
qr=2,情人
qrd=2,切入点
qrd=3,强弱电
qrj=2,情人节
qrj=3,气溶胶
qrl=1,全人类
qrl=2,氢燃料
qrp=2,亲日派
qrq=2,千人群
qrt=1,却如同
qrt=2,抢人头
qru=2,嵌入式
qrv=2,强忍着
qrv=3,强忍住
qrw=2,却认为
qrw=3,确认为
qrz=1,穷日子
qs=2,轻松
qsb=1,去死吧
qsb=2,七色板
qsd=1,轻松点
qsd=2,轻松度
qsg=1,轻松感
qsi=1,轻松筹
qsl=1,气死了
qsl=2,前苏联
qsm=2,前三名
qsm=3,前四名
qsn=1,恰似那
qsp=1,情色片
qsq=1,穷酸气
qsr=2,气死人
qsr=3,清算人
qsu=1,起诉书
qsx=1,牵丝戏
qsx=2,起色心
qt=2,其他
qt=3,其它
qtb=1,桥头堡
qtc=2,墙头草
qtc=3,潜台词
qtf=1,强台风
qth=1,全天候
qth=2,洽谈会
qth=3,全贴合
qti=1,钱塘潮
qtj=2,钦天监
qtm=2,清汤面
qtm=3,去他妈
qtn=2,去他娘
qtq=2,青铜器
qtq=3,窃听器
qtr=1,其他人
qtu=1,前提是
qtu=2,气头上
qtu=3,洽谈室
qtv=2,擎天柱
qtv=3,群通知
qtw=2,祁同伟
qtw=3,千图网
qtx=2,前提下
qtx=3,全天下
qu=2,其实
qu=3,确实
qub=2,青石板
qub=3,潜水版
qud=2,请稍等
qud=3,轻声地
quf=2,清水房
qug=2,穷山沟
qug=3,全手工
quh=2,秦始皇
quh=3,签售会
quj=2,全世界
quj=3,抢时间
quk=2,请收看
qul=1,启示录
qum=2,前十名
qum=3,牵涉面
qun=2,青少年
qup=2,群视频
quq=2,钱生钱
qus=2,七十岁
qut=2,潜水艇
quu=1,确实是
quu=2,其实是
quu=3,齐刷刷
quv=2,求生者
quw=2,穷山窝
qux=2,全身心
qux=3,全属性
quy=1,确实有
quy=2,求生欲
quy=3,潜水员
qv=1,其中
qv=2,群众
qv=3,庆祝
qvd=1,圈重点
qvd=2,其中的
qvd=3,铅中毒
qvf=1,区政府
qvf=2,清政府
qvf=3,前政府
qvg=1,全中国
qvg=2,敲竹杠
qvh=1,千纸鹤
qvh=2,前中后
qvi=1,清障车
qvj=1,起重机
qvj=2,请指教
qvj=3,驱逐舰
qvl=1,驱逐令
qvl=2,强制力
qvl=3,权志龙
qvn=1,却只能
qvn=2,青壮年
qvr=1,圈中人
qvs=1,清真寺
qvt=1,穷折腾
qvu=1,岂止是
qvu=2,泉州市
qvu=3,牵着手
qvv=1,求职者
qvv=2,群众中
qvw=1,球状物
qvw=2,全中文
qvw=3,千兆网
qvx=1,强制性
qvx=2,前瞻性
qvx=3,求职信
qvy=1,请注意
qvy=2,其中有
qvy=3,求助于
qvz=1,前阵子
qvz=2,牵着走
qw=1,千万
qw=2,请问
qw=3,前往
qwb=1,前五百
qwb=2,翘尾巴
qwd=1,轻微地
qwd=2,强无敌
qwf=1,千万分
qwf=2,全微分
qwg=1,千万个
qwj=1,群文件
qwj=2,潜望镜
qwj=3,气温计
qwl=1,情未了
qwm=1,去外面
qwm=2,前五名
qwn=1,前五年
qwq=1,轻武器
qwq=2,驱蚊器
qwt=1,全网通
qwt=2,曲婉婷
qwu=1,七位数
qwu=2,轻微伤
qwu=3,千瓦时
qwv=1,期望值
qwx=1,权威性
qwx=2,趣味性
qwy=1,千万要
qwy=2,千万元
qx=2,情绪
qx=3,取消
qxc=1,穷秀才
qxc=2,群相册
qxd=2,亲兄弟
qxd=3,清晰度
qxf=1,娶媳妇
qxg=2,权限狗
qxh=1,情绪化
qxi=1,抢险车
qxj=1,强心剂
qxj=2,气象局
qxj=3,七夕节
qxl=1,取消了
qxm=2,亲兄妹
qxm=3,曲线美
qxn=1,前些年
qxn=2,七仙女
qxn=3,千禧年
qxr=2,前些日
qxs=1,钱学森
qxt=1,前些天
qxt=2,曲线图
qxt=3,气象台
qxu=1,轻小说
qxv=2,去寻找
qxx=1,倾向性
qxx=2,群消息
qxx=3,气汹汹
qxy=1,倾向于
qxy=2,缺心眼
qxy=3,趋向于
qxz=1,请选择
qy=2,企业
qy=3,区域
qyb=1,去一边
qyb=2,前一百
qyb=3,七月半
qyc=2,前一次
qyc=3,全一册
qyd=2,其余的
qyd=3,前一段
qyf=1,七月份
qyf=2,企业法
qyf=3,全音符
qyg=1,前一个
qyg=2,奇异果
qyg=3,签约国
qyh=2,区域化
qyh=3,抢银行
qyi=1,犬夜叉
qyi=2,牵引车
qyi=3,情与仇
qyj=2,企业家
qyj=3,却已经
qyl=1,请原谅
qyl=2,强有力
qyl=3,牵引力
qym=1,群友们
qyn=1,区域内
qyp=2,强硬派
qyp=3,前一排
qyq=1,瞧一瞧
qyq=2,敲一敲
qyq=3,亲一亲
qyr=1,千余人
qyr=2,前一日
qys=1,清一色
qys=2,青一色
qyt=1,前一天
qyt=2,亲友团
qyt=3,汽油桶
qyu=1,潜意识
qyu=2,请愿书
qyu=3,七言诗
qyv=1,前一阵
qyv=2,前一种
qyw=1,窃以为
qyx=1,区域性
qyx=2,起疑心
qyx=3,请允许
qyy=1,起源于
qyy=2,其原因
qyy=3,轻音乐
qz=1,妻子
qz=2,亲自
qz=3,裙子
qzb=1,却总被
qzb=2,却总把
qzb=3,签字笔
qzd=1,全自动
qzd=2,潜在的
qze=1,枪子儿
qzf=1,群租房
qzg=1,勤杂工
qzi=1,千足虫
qzl=1,圈子里
qzl=2,前总理
qzs=1,浅紫色
qzt=1,前总统
qzw=1,千字文
qzx=1,请自行
qzx=2,却总想
qzx=3,潜在性
qzy=1,起作用
qzy=2,却早已
qzy=3,却再也
rb=1,日本
rbb=1,日报表
rbd=1,容不得
rbd=2,日本队
rbf=1,热备份
rbg=1,日本国
rbh=1,日本海
rbi=1,认不出
rbl=1,忍不了
rbl=2,饶不了
rbl=3,日不落
rbn=1,若不能
rbn=2,仍不能
rbq=1,惹不起
rbq=2,认不清
rbq=3,肉便器
rbr=1,日本人
rbr=2,让别人
rbr=3,让不让
rbs=1,乳白色
rbu=1,若不是
rbu=2,仍不是
rbv=1,忍不住
rbv=2,肉搏战
rbv=3,软包装
rbx=1,容不下
rbx=2,忍不下
rby=1,日本语
rbz=1,肉包子
rbz=2,肉饼子
rc=2,如此
rc=3,人才
rcg=1,人参果
rck=1,人才库
rcm=2,容错码
rcp=1,软磁盘
rcr=1,认错人
rcv=1,如此之
rdd=1,肉嘟嘟
rdf=1,让对方
rdh=1,惹的祸
rdj=1,让大家
rdk=1,热得快
rdk=2,肉豆蔻
rdl=1,日德兰
rdm=1,认倒霉
rdr=1,瑞典人
rdv=1,忍得住
rdv=2,热电站
rdw=1,认定为
rdx=1,软底鞋
rdy=1,热带鱼
rdz=1,软刀子
rdz=2,软钉子
re=2,然而
rem=2,日耳曼
reu=1,入耳式
rfj=1,染发剂
rfl=1,热风炉
rfq=2,热风枪
rfu=1,热辐射
rfu=2,润肤霜
rfz=1,人贩子
rg=2,如果
rgb=1,如果把
rgb=2,软骨病
rgb=3,柔光布
rgd=2,日光灯
rgd=3,柔光灯
rgf=1,人工费
rgg=1,若干个
rgg=2,软广告
rgg=3,热滚滚
rgh=1,人工湖
rgh=2,人格化
rgl=1,让给了
rgl=2,绕过来
rgl=3,扔给了
rgm=1,热干面
rgn=1,若干年
rgn=2,如果能
rgp=1,柔光屏
rgq=1,绕过去
rgq=2,扔过去
rgq=3,绕个圈
rgt=1,软骨头
rgt=2,人工台
rgu=1,如果说
rgu=2,如果是
rgv=1,柔光罩
rgw=1,如果我
rgx=1,如果想
rgx=2,柔光箱
rgy=1,如果有
rgy=2,如果要
rgy=3,日光浴
rgz=1,日工资
rh=2,然后
rh=3,任何
rhb=1,然后被
rhd=2,任何的
rhd=3,如何的
rhh=1,热乎乎
rhh=2,软乎乎
rhj=1,然后就
rhj=2,润滑剂
rhj=3,热乎劲
rhk=2,入海口
rhl=1,熔化炉
rhn=2,然后呢
rhn=3,若还能
rhr=1,人和人
rhr=2,任何人
rhr=3,如何让
rhu=1,然后是
rhu=2,任何事
rhu=3,人和事
rhv=1,润滑脂
rhy=1,润滑油
rhy=2,润滑液
rib=2,日程表
rib=3,热插拔
rid=1,热传导
rif=1,入场费
rif=2,肉炒饭
rig=1,润唇膏
rij=1,入出境
ril=1,认出来
ril=2,让出来
ril=3,染成了
riq=1,入场券
riq=2,榕城区
rir=1,人传人
riy=1,仍处于
rj=2,人家
rj=3,如今
rjb=1,日记本
rjb=2,软件部
rjb=3,软件包
rjd=1,溶解度
rjg=2,热加工
rjm=2,肉夹馍
rjn=2,软胶囊
rjp=2,软键盘
rjq=1,乳胶漆
rjv=1,软件站
rjx=1,软脚虾
rjx=2,日界线
rjy=1,软件园
rjz=1,热加载
rk=1,人口
rkd=1,认可度
rki=1,入口处
rkl=1,绕口令
rkq=1,热空气
rkt=1,热炕头
rku=1,人口数
rl=1,人类
rl=2,热烈
rlb=1,认了吧
rlc=1,燃料舱
rlf=1,人来疯
rlf=2,如来佛
rlg=1,日了狗
rli=1,人力车
rlj=1,扔垃圾
rll=1,人流量
rll=2,人老了
rll=3,热辣辣
rlr=1,揉了揉
rls=1,软懒散
rlu=1,入殓师
rlv=1,热恋中
rlx=1,热力学
rlx=2,人类学
rlx=3,燃料箱
rly=1,燃料油
rm=1,人民
rm=2,人们
rmb=1,人民币
rmd=1,人民的
rmd=2,人们的
rmd=3,人们对
rmf=1,惹麻烦
rmh=1,热门货
rmj=1,人民军
rmk=1,入门课
rml=1,人麻了
rml=2,人满了
rml=3,人没了
rmm=1,软绵绵
rmm=2,容嬷嬷
rmm=3,绒毛膜
rms=1,软木塞
rmu=1,任命书
rmu=2,人们说
rmu=3,人马兽
rmv=1,软妹纸
rmw=1,人民网
rmy=1,若没有
rmz=1,软妹子
rmz=2,人马座
rnd=1,让你的
rnl=1,忍耐力
rnm=1,让你们
rnm=2,日尼玛
rnm=3,日你妈
rnw=1,日内瓦
rnz=1,弱女子
rph=1,热平衡
rpj=1,日平均
rpj=2,软盘机
rpp=1,软趴趴
rpt=1,肉蒲团
rpu=1,日偏食
rpv=1,热膨胀
rq=1,热情
rqd=1,热切地
rqd=2,软启动
rqj=1,燃气具
rql=1,人群里
rql=2,认清了
rql=3,燃起了
rqm=1,如其名
rqq=1,热气球
rqu=1,日全食
rqv=1,人情债
rqv=2,人群中
rqv=3,入侵者
rqw=1,人情味
rqw=2,人气旺
rqz=1,绕圈子
rqz=2,燃气灶
rr=2,仍然
rr=3,人人
rrd=1,弱弱的
rrd=2,软软的
rrd=3,弱弱地
rrf=1,让人烦
rrg=1,荣辱观
rrh=1,仍然会
rrj=1,让人家
rrl=1,热容量
rrm=1,让人们
rrr=2,热热热
rrr=3,日日日
rru=1,仍然是
rrw=1,人人网
rrx=1,柔韧性
rry=2,惹人厌
rry=3,如人愿
rrz=2,仍然在
rsj=2,乳酸菌
rsl=1,热死了
rsq=1,软色情
rst=1,染色体
rsx=1,热塑性
rtd=1,让他的
rtg=1,认同感
rtm=1,让他们
rtm=2,日他妈
rtm=3,人头马
rtn=1,人体内
rtq=1,热天气
rtt=1,热腾腾
rtt=2,软塌塌
rtt=3,肉坨坨
rtu=1,人头税
rty=1,如他意
ru=2,认识
ru=3,人生
rub=1,人事部
rub=2,软设备
rud=2,人生的
rud=3,认识到
ruf=1,热伤风
rug=2,人生观
ruh=2,热水壶
ruh=3,热升华
rui=2,人事处
ruj=1,人世间
ruj=2,人事局
ruj=3,入射角
rul=2,认识了
rul=3,染上了
rup=2,热水瓶
rup=3,肉食品
ruq=1,热水器
ruq=2,妊娠期
rur=1,人上人
rus=2,热身赛
rut=2,燃烧弹
rut=3,如上图
ruu=2,如是说
ruu=3,认识上
ruv=1,人生中
ruv=2,肉食者
rux=2,榕树下
rux=3,肉食性
ruz=2,软柿子
ruz=3,热水澡
rv=1,认真
rvc=1,肉中刺
rvd=1,认真的
rvd=2,认真地
rvd=3,认真点
rvl=1,软着陆
rvl=2,人中龙
rvp=1,肉制品
rvp=2,乳制品
rvq=1,软重启
rvr=2,绕指柔
rvw=2,绕着弯
rvy=1,热衷于
rvy=2,任职于
rvz=1,绕着走
rw=1,认为
rw=2,任务
rw=3,人物
rwb=1,日文版
rwd=1,让我的
rwd=2,认为的
rwd=3,人为的
rwe=1,人味儿
rwh=1,人物画
rwl=1,让我来
rwl=2,任务栏
rwm=1,让我们
rwr=1,人外人
rwu=1,认为是
rwu=2,任务书
rwv=1,任务重
rww=1,绕弯弯
rwx=1,任我行
rwy=1,让位于
rwz=1,让我再
rwz=2,让我走
rwz=3,绕弯子
rxa=1,乳腺癌
rxd=1,人行道
rxh=1,人性化
rxh=2,热循环
rxi=1,热心肠
rxi=2,软心肠
rxl=1,日销量
rxl=2,入学率
rxq=1,绕线器
rxq=2,任贤齐
rxr=1,热心人
rxr=2,人下人
rxt=1,如下图
rxu=1,日心说
rxw=1,日下午
rxy=1,热心于
ry=1,容易
ry=2,人员
rye=1,人缘儿
