问题ID	原文摘录	状态	目标码表	格式	操作	原编码	原字词	新编码	新字词	目标候选位	备注	处理时间	处理结果	修改前SHA256	修改后SHA256
P0049-01	55，哎唉简码互换，优先唉	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1单字版.txt	纯表	简码换字	aih	哎	aih	唉	1	哎回全码aihn首选；唉aihr保留；自然前缀	2026-09-06T04:41:02+10:00	仅三简aih由哎改唉，全码候选不变	b6e849030ae6d7125786b7986aef85bca3b47de842c356fe0dc1759590c0f0c6	0e6c3bed6524e067ea071cce811bc911eddc8a2b57e0af28dc33ea76ece40f96
P0049-02	55，哎唉简码互换，优先唉	已修复	releases/v0.9.1/01_正式码表/夜莺0.9.1字词表.txt	纯表	简码换字	aih	哎	aih	唉	1	哎回全码aihn首选；唉aihr保留；自然前缀	2026-09-06T04:41:03+10:00	仅三简aih由哎改唉，全码候选不变	25ad6e7b4ae99b4c4c8df93656caaf6552ce837b969cb4531e820904a49962be	0c99628c91b645fa0d9ffc4729e085aa39e0bcec2da2338857489a4d7488aaeb
P0050-01	56，修正缺分词阻挡一词前移	已修复	releases/v0.9.1/01_正式码表/夜莺0.9.1字词表.txt	纯表	词频调序	原序	一开头二字全码词	原码	原词	综合分与人工裁决	仅调整一开头二字全码词；有综合分的一词按分数降序插入，放在分数更高的已知词之后，可越过缺分词与三字以上词。缺分不作零分，缺分词之间及非一词之间保留原序；单字位置不动；简码不动；人工指定首选优先，yivi/yibm/yidj整位守序。	2026-09-06T05:21:49+10:00	71码位；104条一词位置变化	0c99628c91b645fa0d9ffc4729e085aa39e0bcec2da2338857489a4d7488aaeb	36ff71102dadf376e2bc0bc73129c74d3e5ce4c9a832f86ca32ea05cdf4ffd3f
P0051-01	57，扩展字不挡一词前移	已修复	releases/v0.9.1/01_正式码表/夜莺0.9.1字词表.txt	纯表	词频调序	18码位原序	一开头二字全码词	原码	原词	综合分与人工裁决	沿用一词综合分排序，但扩展字不再阻挡有评分的一开头二字全码词；核心字位置、简码、非一词相对顺序及人工裁决保留。	2026-09-06T06:38:00+10:00	18码位；一定yidk首选	36ff71102dadf376e2bc0bc73129c74d3e5ce4c9a832f86ca32ea05cdf4ffd3f	a140e9d5c6d6a7d24881af9db06cc5e477a79307c670712192e8c5ebe55799b8
P0052-01	58，知识首选，只是次选	已修复	releases/v0.9.1/01_正式码表/夜莺0.9.1字词表.txt	纯表	调序	viui	只是 知识	viui	知识 只是	1、2	只换viui前两位，其余候选及只是简词保留	2026-09-06T06:40:15+10:00	知识、只是、之十、指示等	a140e9d5c6d6a7d24881af9db06cc5e477a79307c670712192e8c5ebe55799b8	28511cc6494064aa0ac536ee7d1b8e95f167b56fbe9aecb319762ef4c518f48e
P0053-01	60，小鹤传统简码eh给鹤	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1单字版.txt	纯表	新增特殊简码	空码位	鹤	eh	鹤	1	按用户传统手艺裁决；hei、heiy保留，登记无理码	2026-09-06T15:21:26+10:00	新增eh=鹤首选	0e6c3bed6524e067ea071cce811bc911eddc8a2b57e0af28dc33ea76ece40f96	9dc8cbf1d63de0a52c66e58bc429fe3766412cc19092b117c29b938030f54b81
P0053-02	60，小鹤传统简码eh给鹤	已修复	releases/v0.9.1/01_正式码表/夜莺0.9.1字词表.txt	纯表	新增特殊简码	空码位	鹤	eh	鹤	1	按用户传统手艺裁决；hei、heiy保留，登记无理码	2026-09-06T15:21:26+10:00	新增eh=鹤首选	28511cc6494064aa0ac536ee7d1b8e95f167b56fbe9aecb319762ef4c518f48e	7fa54bfd9ee6fa96cc12816fc2bbfa229b4048f23a1f9473766a32f8c29368fa
P0054-01	61，古故简码互换	已撤销	releases/v0.9.1/01_正式码表/夜莺码v0.9.1单字版.txt	纯表	简码换字	gup	古	gup	故	1	古保全码gupp首选，故保gupq；简词原序不动；最终裁决见第62条/P0055，gup已恢复古	2026-09-06T15:26:53+10:00	gup故首选；均为自然前缀	9dc8cbf1d63de0a52c66e58bc429fe3766412cc19092b117c29b938030f54b81	05cc39361c61b818748074cb6c3823cef11862d51a9f60ec3e243c4109d8cd62
P0054-02	61，古故简码互换	已撤销	releases/v0.9.1/01_正式码表/夜莺0.9.1字词表.txt	纯表	简码换字	gup	古	gup	故	1	古保全码gupp首选，故保gupq；简词原序不动；最终裁决见第62条/P0055，gup已恢复古	2026-09-06T15:26:53+10:00	gup故首选；均为自然前缀	7fa54bfd9ee6fa96cc12816fc2bbfa229b4048f23a1f9473766a32f8c29368fa	4e0483cd6c88fe635b95f1cd7b1c0dac6c152981c5517ca023a5baf00f5406b3
P0055-01	62，撤销古故简码互换	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1单字版.txt	纯表	撤销简码换字	gup	故	gup	古	1	用户重新裁决保留古三简；第61条撤销	2026-09-06T15:28:14+10:00	恢复原状，古gupp及故gupq不变	05cc39361c61b818748074cb6c3823cef11862d51a9f60ec3e243c4109d8cd62	9dc8cbf1d63de0a52c66e58bc429fe3766412cc19092b117c29b938030f54b81
P0055-02	62，撤销古故简码互换	已修复	releases/v0.9.1/01_正式码表/夜莺0.9.1字词表.txt	纯表	撤销简码换字	gup	故	gup	古	1	用户重新裁决保留古三简；第61条撤销	2026-09-06T15:28:14+10:00	恢复原状，古gupp及故gupq不变	4e0483cd6c88fe635b95f1cd7b1c0dac6c152981c5517ca023a5baf00f5406b3	7fa54bfd9ee6fa96cc12816fc2bbfa229b4048f23a1f9473766a32f8c29368fa
P0056-01	59，搜狗yige显式词序导出修正（补记）	已修复	work/夜莺0.85/scripts/build_v085_derived_tables_from_masters.py	Python	导出规则修复	普通挂接过滤yige普通词	一个 一哥 亿个 已隔	yige	原词原序	1—4	无主表变更；显式码位清单与独立补丁纳入重建，五笔版原本正确	2026-09-06T15:38:38+10:00	四种普通搜狗挂接均导出yige,1=一个；三项针对性测试通过	25bc66875687449277e198eb54bf8914c4d830d55b49bb08684cb5650b2552a6	832af16fe533817340490f2da969e8b9c9c2bd18b3359300f01b576bdc0dbfe8
P0057-01	63，帧贞互换简码与全码首选	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1单字版.txt	纯表	简码换字及全码调序	vfa贞；vfaz帧贞	帧 贞	vfa帧；vfaz贞帧	帧 贞	1	帧取得自然三简；帧有简让全，贞升四码首选，帧全码保留次选	2026-09-06T15:39:29+10:00	vfa帧；vfaz贞、帧	9dc8cbf1d63de0a52c66e58bc429fe3766412cc19092b117c29b938030f54b81	34cf46e858cb8a78d4f3c741c75d965fe8380db1033795a8722b18bce8683180
P0057-02	63，帧贞互换简码与全码首选	已修复	releases/v0.9.1/01_正式码表/夜莺0.9.1字词表.txt	纯表	简码换字及全码调序	vfa贞；vfaz帧贞	帧 贞	vfa帧；vfaz贞帧	帧 贞	1	帧取得自然三简；帧有简让全，贞升四码首选，帧全码保留次选	2026-09-06T15:39:29+10:00	vfa帧；vfaz贞、帧	7fa54bfd9ee6fa96cc12816fc2bbfa229b4048f23a1f9473766a32f8c29368fa	5786515b85df5836afd8a1410dd291d3828895a4dcc3a564145872868e50988b
P0058-01	64，平拍排及评屏简码调整	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1单字版.txt	纯表	简码调整	p平 pd拍 pk评	平 拍 排 评 屏	p拍 pd排 pk屏 pkn平	拍 排 屏 平	1	pdl排、pki屏、pkd评及全码保持；新增pkn平	2026-09-06T15:56:54+10:00	三处换字、一处新增简码	34cf46e858cb8a78d4f3c741c75d965fe8380db1033795a8722b18bce8683180	81406054d6cabe2d822361af013ab2609d896d0e37aabed5be8f5e6040c8a71b
P0058-02	64，平拍排及评屏简码调整	已修复	releases/v0.9.1/01_正式码表/夜莺0.9.1字词表.txt	纯表	简码调整	p平 pd拍 pk评	平 拍 排 评 屏	p拍 pd排 pk屏 pkn平	拍 排 屏 平	1	pdl排、pki屏、pkd评及全码保持；新增pkn平	2026-09-06T15:56:55+10:00	三处换字、一处新增简码	5786515b85df5836afd8a1410dd291d3828895a4dcc3a564145872868e50988b	4f356ed5de9618fb889d715c628c13c6af040c368679e9aac199bd6327d75df5
P0059-01	65，个更梗各简码调整	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1单字版.txt	纯表	简码换字	g更 gg梗 ge个	个 更 梗 各	g个 gg更 ge各	个 更 各	1	ggo梗、geq各和所有全码保持；简词原序不变	2026-09-06T16:07:06+10:00	三处简码换字	81406054d6cabe2d822361af013ab2609d896d0e37aabed5be8f5e6040c8a71b	11e66ce6f3696dda0fd15032878c54a92b252367490c1a765723044c4b74a44d
P0059-02	65，个更梗各简码调整	已修复	releases/v0.9.1/01_正式码表/夜莺0.9.1字词表.txt	纯表	简码换字	g更 gg梗 ge个	个 更 梗 各	g个 gg更 ge各	个 更 各	1	ggo梗、geq各和所有全码保持；简词原序不变	2026-09-06T16:07:07+10:00	三处简码换字	4f356ed5de9618fb889d715c628c13c6af040c368679e9aac199bd6327d75df5	a625179a667c1a88c6a2cc5f74a49aef3d78a70b1927acec103c3c5f3951d7a1
P0060-01	66，蹦泵绷简码调整	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1单字版.txt	纯表	简码换字	bg泵 bgj绷	蹦 泵 绷	bg蹦 bgj泵	蹦 泵	1	绷退回bgjv；bgz蹦保留，原全码和简词位置不变	2026-09-06T16:12:54+10:00	两处简码换字	11e66ce6f3696dda0fd15032878c54a92b252367490c1a765723044c4b74a44d	2473c7400312303b2dd69a536cff19a6b248d6f6f08f9dfc0544c3b7d4e35f59
P0060-02	66，蹦泵绷简码调整	已修复	releases/v0.9.1/01_正式码表/夜莺0.9.1字词表.txt	纯表	简码换字	bg泵 bgj绷	蹦 泵 绷	bg蹦 bgj泵	蹦 泵	1	绷退回bgjv；bgz蹦保留，原全码和简词位置不变	2026-09-06T16:12:54+10:00	两处简码换字	a625179a667c1a88c6a2cc5f74a49aef3d78a70b1927acec103c3c5f3951d7a1	bbed3fda9915d6f5579afbacd9e460e7e70bb7dc1a2a3766d6bbaefe9aa546d5
P0061-01	67，版般二简调整	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1单字版.txt	纯表	简码换字	bj	版	bj	般	1	版保留bjn，般保留bje，其他候选及全码不变	2026-09-06T16:16:29+10:00	bj首选由版改为般	2473c7400312303b2dd69a536cff19a6b248d6f6f08f9dfc0544c3b7d4e35f59	bd49cec9058195d20f3a280987b51fa4262524711474da6e9450fbe57a6122c5
P0061-02	67，版般二简调整	已修复	releases/v0.9.1/01_正式码表/夜莺0.9.1字词表.txt	纯表	简码换字	bj	版	bj	般	1	版保留bjn，般保留bje，其他候选及全码不变	2026-09-06T16:16:29+10:00	bj首选由版改为般	bbed3fda9915d6f5579afbacd9e460e7e70bb7dc1a2a3766d6bbaefe9aa546d5	48b6424dd978ad6ef7ec5d32055431db0a63c30ce6a4c92a4e6212daf14ee518
P0062-01	68，残参二简调整	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1单字版.txt	纯表	简码换字	cj	参	cj	残	1	参保留cjt及其他读音入口，残cjlr及其他候选不变	2026-09-06T16:21:22+10:00	cj首选由参改为残	bd49cec9058195d20f3a280987b51fa4262524711474da6e9450fbe57a6122c5	87e61fcab4405dfb6896c4b5be320ecd436527f682253b40f71da9cc78047f66
P0062-02	68，残参二简调整	已修复	releases/v0.9.1/01_正式码表/夜莺0.9.1字词表.txt	纯表	简码换字	cj	参	cj	残	1	参保留cjt及其他读音入口，残cjlr及其他候选不变	2026-09-06T16:21:22+10:00	cj首选由参改为残	48b6424dd978ad6ef7ec5d32055431db0a63c30ce6a4c92a4e6212daf14ee518	8493c7e471de91d4de2ec1ef5d13adcd6d9db5a2ad22ac8716605b8343170a26
P0063-01	69，粗促二简调整	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1单字版.txt	纯表	简码换字	cu	促	cu	粗	1	促保留cuf，粗保留cud；全码及其他候选不变	2026-09-06T16:23:30+10:00	cu首选由促改为粗	87e61fcab4405dfb6896c4b5be320ecd436527f682253b40f71da9cc78047f66	b2677a1718e6622aef8cc96ff81c4427180db735757cd9fe2701560b4611ad9b
P0063-02	69，粗促二简调整	已修复	releases/v0.9.1/01_正式码表/夜莺0.9.1字词表.txt	纯表	简码换字	cu	促	cu	粗	1	促保留cuf，粗保留cud；全码及其他候选不变	2026-09-06T16:23:30+10:00	cu首选由促改为粗	8493c7e471de91d4de2ec1ef5d13adcd6d9db5a2ad22ac8716605b8343170a26	87e8125f9307ff6108daecd8ec41def2beed8ee2264e825e0e199ac24fe63453
P0064-01	70，成组简码及候选调整	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1单字版.txt	纯表	简码调整及调序	原码位	原候选	dr dx ee fz ga gj gu gv gz 等	新候选	按人工裁决	成组调整：dr断，段保留dre；dx东西首选，嗲保留dxh；ee恶、eei额，屙退全码eeiy；fz复杂首选，否保留fzn；ga嘎、gah噶；gj干、gjr感，gjrw竿首选、关键人物次选；gu古、gup故、guv股，臌退全码guvq；gv归、gvm贵保留；gz够、gzz购，gzzt依次媾、故作姿态、购。其余既有简码与全码保留。本条覆盖第62条gup保留古的裁决。	2026-09-06T17:23:42+10:00	主表与简词候选位同步	b2677a1718e6622aef8cc96ff81c4427180db735757cd9fe2701560b4611ad9b	960856c4f8798e7d043d2864bc33d606f77a6988154e26e6c76e390fd0d22568
P0064-02	70，成组简码及候选调整	已修复	releases/v0.9.1/01_正式码表/夜莺0.9.1字词表.txt	纯表	简码调整及调序	原码位	原候选	dr dx ee fz ga gj gu gv gz 等	新候选	按人工裁决	成组调整：dr断，段保留dre；dx东西首选，嗲保留dxh；ee恶、eei额，屙退全码eeiy；fz复杂首选，否保留fzn；ga嘎、gah噶；gj干、gjr感，gjrw竿首选、关键人物次选；gu古、gup故、guv股，臌退全码guvq；gv归、gvm贵保留；gz够、gzz购，gzzt依次媾、故作姿态、购。其余既有简码与全码保留。本条覆盖第62条gup保留古的裁决。	2026-09-06T17:23:42+10:00	主表与简词候选位同步	87e8125f9307ff6108daecd8ec41def2beed8ee2264e825e0e199ac24fe63453	4ecdab89c1083efbd3496ea8d278b5233197e9a9241ad4cf603565640097f42d
P0064-03	70，成组简码及候选调整	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1简词表.tsv	TSV	简码调整及调序	原码位	原候选	dr dx ee fz ga gj gu gv gz 等	新候选	按人工裁决	成组调整：dr断，段保留dre；dx东西首选，嗲保留dxh；ee恶、eei额，屙退全码eeiy；fz复杂首选，否保留fzn；ga嘎、gah噶；gj干、gjr感，gjrw竿首选、关键人物次选；gu古、gup故、guv股，臌退全码guvq；gv归、gvm贵保留；gz够、gzz购，gzzt依次媾、故作姿态、购。其余既有简码与全码保留。本条覆盖第62条gup保留古的裁决。	2026-09-06T17:23:42+10:00	主表与简词候选位同步	285090c379afc1f2f5441970698ae75114caa20028c611179123cb4c0843bfa7	9964190b62574602f299a0eb14e699303dc5835f827c1ae2f594b7034d4fd3d1
P0065-01	71，成组简码及候选调整	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1单字版.txt	纯表	简码调整及调序	原码位	原候选	he至nj成组码位	新候选	按人工裁决	成组调整：he喝、heh呵、heg合、hega盒；hg横、hgc恒；hh行、hhe航；hx话、hxf化、hxfp华；il窗、ilg创；iy蠢、iyi春；jk竟、jkj经；js就算首选、jsr炯；jt绝、jti觉；jy君、jyq郡、jyt均；kc靠、kcp考；kh抗、khs康、khl扛；kl狂、klb况、klbg洭；kr宽、krt款；ku哭、kus库；kw可谓首选、kwp剋；lh郎、lha朗；lj了解首选、lja兰、ljap斓；lk令、lkh另、lkhz呤；ln聊；mol抹；mu木、muq目，muqt睦、马失前蹄；mwz妹，mwzo媒、每座；nc闹、ncv脑、ncvo猱；ni泥、nii尼；nj男、njp南。了和摸撤去本次让位简码，其他既有入口与全码保留；简词候选位同步。	2026-09-06T18:32:21+10:00	主表与简词候选位同步	960856c4f8798e7d043d2864bc33d606f77a6988154e26e6c76e390fd0d22568	ed973d6a640488ee8528fbcb1e33c7da8d1bc65bc79d7f664acbbe32247c90d2
P0065-02	71，成组简码及候选调整	已修复	releases/v0.9.1/01_正式码表/夜莺0.9.1字词表.txt	纯表	简码调整及调序	原码位	原候选	he至nj成组码位	新候选	按人工裁决	成组调整：he喝、heh呵、heg合、hega盒；hg横、hgc恒；hh行、hhe航；hx话、hxf化、hxfp华；il窗、ilg创；iy蠢、iyi春；jk竟、jkj经；js就算首选、jsr炯；jt绝、jti觉；jy君、jyq郡、jyt均；kc靠、kcp考；kh抗、khs康、khl扛；kl狂、klb况、klbg洭；kr宽、krt款；ku哭、kus库；kw可谓首选、kwp剋；lh郎、lha朗；lj了解首选、lja兰、ljap斓；lk令、lkh另、lkhz呤；ln聊；mol抹；mu木、muq目，muqt睦、马失前蹄；mwz妹，mwzo媒、每座；nc闹、ncv脑、ncvo猱；ni泥、nii尼；nj男、njp南。了和摸撤去本次让位简码，其他既有入口与全码保留；简词候选位同步。	2026-09-06T18:32:21+10:00	主表与简词候选位同步	4ecdab89c1083efbd3496ea8d278b5233197e9a9241ad4cf603565640097f42d	e9f69159af055576e592e92105b0fe3ecaa36b66bac93a4b72046fe9afd20630
P0065-03	71，成组简码及候选调整	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1简词表.tsv	TSV	简码调整及调序	原码位	原候选	he至nj成组码位	新候选	按人工裁决	成组调整：he喝、heh呵、heg合、hega盒；hg横、hgc恒；hh行、hhe航；hx话、hxf化、hxfp华；il窗、ilg创；iy蠢、iyi春；jk竟、jkj经；js就算首选、jsr炯；jt绝、jti觉；jy君、jyq郡、jyt均；kc靠、kcp考；kh抗、khs康、khl扛；kl狂、klb况、klbg洭；kr宽、krt款；ku哭、kus库；kw可谓首选、kwp剋；lh郎、lha朗；lj了解首选、lja兰、ljap斓；lk令、lkh另、lkhz呤；ln聊；mol抹；mu木、muq目，muqt睦、马失前蹄；mwz妹，mwzo媒、每座；nc闹、ncv脑、ncvo猱；ni泥、nii尼；nj男、njp南。了和摸撤去本次让位简码，其他既有入口与全码保留；简词候选位同步。	2026-09-06T18:32:21+10:00	主表与简词候选位同步	9964190b62574602f299a0eb14e699303dc5835f827c1ae2f594b7034d4fd3d1	3e5d2ec55bd1460568dd006590d521afe4d061d8a0a491393faa1ae265e5f18c
P0066-01	72，成组简码及候选调整	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1单字版.txt	纯表	简码调整及调序	原码位	原候选	nc至zy成组码位	新候选	按人工裁决	成组调整：nc闹/ncv脑/ncvo猱、ni泥/nii尼、nj男/njp南复核保持；nu怒/nuz奴/nuzp努；pg碰/pgv朋/pgvy鹏首选；ph旁/phv胖/phvs膀；pu扑/pua普；qn敲/qno桥/qnor樵；qq求/qqg球/qqge璆首选；sv随/svy岁/svyy祟；tk听/tkl挺；to拖/tol托；tv推/tvc退；ue射/ued设（用户反馈设的字频受词频拉高，本次仅调简码）；uff伸/uffp什、伸；vd知道首选/vdf债；vj战/vja站；wa挖/wal瓦；wh王/whv新增望，简词顺延；wj玩/wjn万/wjnz顽；wo握/wob沃/wobg涡；xi系/xie西；xn笑/xno校/xnoo枵；xu许/xuc需/xuca恤；xy需要首选/xydp讯；ya牙/yaw亚；yy云/yyn运；zh藏/zhv脏；zj咱/zjc赞/zjcp酂；zy怎样首选/zya尊/zyap遵。其他入口保留；本条覆盖此前战站、王望、云运相关安排。	2026-09-07T14:53:57+10:00	主表、简词及扩展字候选位同步	ed973d6a640488ee8528fbcb1e33c7da8d1bc65bc79d7f664acbbe32247c90d2	d56a55fce9d7d8fb860bd4ce2355f1efb75c9ee3e91543945b44285d6d8bbd3c
P0066-02	72，成组简码及候选调整	已修复	releases/v0.9.1/01_正式码表/夜莺0.9.1字词表.txt	纯表	简码调整及调序	原码位	原候选	nc至zy成组码位	新候选	按人工裁决	成组调整：nc闹/ncv脑/ncvo猱、ni泥/nii尼、nj男/njp南复核保持；nu怒/nuz奴/nuzp努；pg碰/pgv朋/pgvy鹏首选；ph旁/phv胖/phvs膀；pu扑/pua普；qn敲/qno桥/qnor樵；qq求/qqg球/qqge璆首选；sv随/svy岁/svyy祟；tk听/tkl挺；to拖/tol托；tv推/tvc退；ue射/ued设（用户反馈设的字频受词频拉高，本次仅调简码）；uff伸/uffp什、伸；vd知道首选/vdf债；vj战/vja站；wa挖/wal瓦；wh王/whv新增望，简词顺延；wj玩/wjn万/wjnz顽；wo握/wob沃/wobg涡；xi系/xie西；xn笑/xno校/xnoo枵；xu许/xuc需/xuca恤；xy需要首选/xydp讯；ya牙/yaw亚；yy云/yyn运；zh藏/zhv脏；zj咱/zjc赞/zjcp酂；zy怎样首选/zya尊/zyap遵。其他入口保留；本条覆盖此前战站、王望、云运相关安排。	2026-09-07T14:53:57+10:00	主表、简词及扩展字候选位同步	e9f69159af055576e592e92105b0fe3ecaa36b66bac93a4b72046fe9afd20630	b34dedeab6d2966bdebfcc6fe5c31a8c780a5155074eb668cd0a58617e8a1644
P0066-03	72，成组简码及候选调整	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1简词表.tsv	TSV	简码调整及调序	原码位	原候选	nc至zy成组码位	新候选	按人工裁决	成组调整：nc闹/ncv脑/ncvo猱、ni泥/nii尼、nj男/njp南复核保持；nu怒/nuz奴/nuzp努；pg碰/pgv朋/pgvy鹏首选；ph旁/phv胖/phvs膀；pu扑/pua普；qn敲/qno桥/qnor樵；qq求/qqg球/qqge璆首选；sv随/svy岁/svyy祟；tk听/tkl挺；to拖/tol托；tv推/tvc退；ue射/ued设（用户反馈设的字频受词频拉高，本次仅调简码）；uff伸/uffp什、伸；vd知道首选/vdf债；vj战/vja站；wa挖/wal瓦；wh王/whv新增望，简词顺延；wj玩/wjn万/wjnz顽；wo握/wob沃/wobg涡；xi系/xie西；xn笑/xno校/xnoo枵；xu许/xuc需/xuca恤；xy需要首选/xydp讯；ya牙/yaw亚；yy云/yyn运；zh藏/zhv脏；zj咱/zjc赞/zjcp酂；zy怎样首选/zya尊/zyap遵。其他入口保留；本条覆盖此前战站、王望、云运相关安排。	2026-09-07T14:53:57+10:00	主表、简词及扩展字候选位同步	3e5d2ec55bd1460568dd006590d521afe4d061d8a0a491393faa1ae265e5f18c	17471ddfdbbbfbdf8e1b5e31c2c5731f68f4da34aad79161913d1fb516899b80
P0066-04	72，成组简码及候选调整	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1扩展字表.tsv	TSV	简码调整及调序	原码位	原候选	nc至zy成组码位	新候选	按人工裁决	成组调整：nc闹/ncv脑/ncvo猱、ni泥/nii尼、nj男/njp南复核保持；nu怒/nuz奴/nuzp努；pg碰/pgv朋/pgvy鹏首选；ph旁/phv胖/phvs膀；pu扑/pua普；qn敲/qno桥/qnor樵；qq求/qqg球/qqge璆首选；sv随/svy岁/svyy祟；tk听/tkl挺；to拖/tol托；tv推/tvc退；ue射/ued设（用户反馈设的字频受词频拉高，本次仅调简码）；uff伸/uffp什、伸；vd知道首选/vdf债；vj战/vja站；wa挖/wal瓦；wh王/whv新增望，简词顺延；wj玩/wjn万/wjnz顽；wo握/wob沃/wobg涡；xi系/xie西；xn笑/xno校/xnoo枵；xu许/xuc需/xuca恤；xy需要首选/xydp讯；ya牙/yaw亚；yy云/yyn运；zh藏/zhv脏；zj咱/zjc赞/zjcp酂；zy怎样首选/zya尊/zyap遵。其他入口保留；本条覆盖此前战站、王望、云运相关安排。	2026-09-07T14:53:57+10:00	主表、简词及扩展字候选位同步	8809f8b844804ba698a36d9108b6cf5f83487ea0744da62bfad07fc577f294ae	58af40ec21da848413efc37d6ca814b776901a631958ef9778fc89da618339a0
P0067-01	73，成组简码及全码候选调整	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1单字版.txt	纯表	简码调整及调序	原码位	原候选	cur至kah成组码位	新候选	按人工裁决	成组调整：cur蹙/curr簇；hvxt回血、蘳、荟；hvc悔/hvcr恢；hri宦/hrin寰；jijn计较、矶（其余原序）；jnj绞，jnjn教教、绞（其余原序），jnjq缴；jth噘/jthy嚼；jbb浸，jbbq津、溍、浸、濅；tau祂/taum褟；xyx荀/xyxr薰；xmp险/xmpc限；yel揶/yell掖（用户按手感裁决，认为yelp不便）；yjf偃/yjfe俨（用户确认原文yjr为笔误，炎yjr保留）；yyxt晕血、芸、蕓；kah咔/kahh咖。回血hvxp、晕血yyxp原入口保留，新增指定四码简词入口；简词与扩展字候选位同步。	2026-09-07T15:02:26+10:00	主表、简词及扩展字候选位同步	d56a55fce9d7d8fb860bd4ce2355f1efb75c9ee3e91543945b44285d6d8bbd3c	2e7014f48d212f75b5ea35858b59496ea81705351a457a7767cc635e3777a694
P0067-02	73，成组简码及全码候选调整	已修复	releases/v0.9.1/01_正式码表/夜莺0.9.1字词表.txt	纯表	简码调整及调序	原码位	原候选	cur至kah成组码位	新候选	按人工裁决	成组调整：cur蹙/curr簇；hvxt回血、蘳、荟；hvc悔/hvcr恢；hri宦/hrin寰；jijn计较、矶（其余原序）；jnj绞，jnjn教教、绞（其余原序），jnjq缴；jth噘/jthy嚼；jbb浸，jbbq津、溍、浸、濅；tau祂/taum褟；xyx荀/xyxr薰；xmp险/xmpc限；yel揶/yell掖（用户按手感裁决，认为yelp不便）；yjf偃/yjfe俨（用户确认原文yjr为笔误，炎yjr保留）；yyxt晕血、芸、蕓；kah咔/kahh咖。回血hvxp、晕血yyxp原入口保留，新增指定四码简词入口；简词与扩展字候选位同步。	2026-09-07T15:02:26+10:00	主表、简词及扩展字候选位同步	b34dedeab6d2966bdebfcc6fe5c31a8c780a5155074eb668cd0a58617e8a1644	f14d6c04a330978c2707070ca78fd46a509650289166af20b76e79966fbf711d
P0067-03	73，成组简码及全码候选调整	已修复	releases/v0.9.1/01_正式码表/夜莺码v0.9.1简词表.tsv	TSV	简码调整及调序	原码位	原候选	cur至kah成组码位	新候选	按人工裁决	成组调整：cur蹙/curr簇；hvxt回血、蘳、荟；hvc悔/hvcr恢；hri宦/hrin寰；jijn计较、矶（其余原序）；jnj绞，jnjn教教、绞（其余原序），jnjq缴；jth噘/jthy嚼；jbb浸，jbbq津、溍、浸、濅；tau祂/taum褟；xyx荀/xyxr薰；xmp险/xmpc限；yel揶/yell掖（用户按手感裁决，认为yelp不便）；yjf偃/yjfe俨（用户确认原文yjr为笔误，炎yjr保留）；yyxt晕血、芸、蕓；kah咔/kahh咖。回血hvxp、晕血yyxp原入口保留，新增指定四码简词入口；简词与扩展字候选位同步。	2026-09-07T15:02:26+10:00	主表、简词及扩展字候选位同步	17471ddfdbbbfbdf8e1b5e31c2c5731f68f4da34aad79161913d1fb516899b80	1f8c80d53320477ca531f1b6dece152de31914808c5c15a0ad06fa0c34ca98a3
