a=1,也
naff=3,拿分
nafg=1,那封
nafh=1,那方
nafh=2,哪方
nafj=1,那番
nafj=2,拿饭
nafj=3,哪番
nafu=1,那副
nafu=2,那幅
nafu=3,纳福
nafx=1,捺
nag=1,哪个
nagc=1,拿稿
nagd=1,那该
nage=1,那个
nage=2,哪个
nage=3,拿个
nagf=1,那根
nagg=1,那更
nagj=1,哪敢
nagk=1,那怪
nagl=1,拿光
nago=1,拿过
nagp=1,哪管
nagp=2,那关
nagr=1,哪管
nagr=2,那关
nags=1,纳贡
nagu=1,那股
nagw=1,拿给
nagx=1,那挂
nagz=1,那狗
naha=1,哪哈
nahc=1,那好
nahc=2,拿好
nahc=3,拿号
nahd=1,那还
nahe=1,那和
nahf=1,那很
nahh=1,哪行
nahj=1,呐喊
nahj=2,纳罕
nahl=1,拿皇
naho=1,那伙
naho=2,拿货
naho=3,那货
nahs=1,拿红
nahu=1,哪壶
nahu=2,那户
nahv=1,拿回
nahv=2,那会
nahv=3,那回
nahv=4,哪会
nahx=1,那话
naia=1,纳差
naie=1,那车
naig=1,那成
naig=2,哪成
naih=1,那场
naih=2,哪场
naii=1,那吃
nail=1,那床
nair=1,那串
nais=1,纳宠
naiu=1,拿出
naiu=2,那处
naiu=3,哪出
naj=1,钠
najb=1,拿进
najb=2,那劲
naje=1,哪几
naje=2,那几
najf=1,那道
najf=2,哪道
naji=1,那集
naji=2,哪集
naji=3,哪几
najk=1,那劲
najl=1,拿奖
najl=2,纳降
najm=1,那件
najm=2,那间
najm=3,纳谏
najn=1,那叫
najn=2,钠
najo=1,哪几
najo=2,那几
najp=1,那届
najp=2,娜姐
najp=3,纳戒
najq=1,那就
najr=1,那卷
naju=1,镎
naju=2,那句
najx=1,那家
najx=2,哪家
najy=1,娜俊
najz=1,那件
najz=2,那间
najz=3,纳谏
nak=1,呐
nak=2,哪
naka=1,拿卡
nakc=1,哪考
nakd=1,拿开
nake=1,那颗
nake=2,那棵
nake=3,哪
nakf=1,哪肯
nakj=1,那看
nakk=1,那块
nakk=2,哪块
nakn=1,呐
nakn=2,吶
nakr=1,那款
naku=1,嗱
naku=2,纳库
nakz=1,那口
nal=1,哪里
nala=1,哪啦
nalb=1,娜琳
nalc=1,那老
nald=1,拿来
nald=2,哪来
nale=1,拿了
nale=2,哪了
nalf=1,那列
nali=1,那里
nali=2,哪里
nalj=1,纳兰
nalj=2,拿蓝
nall=1,纳凉
nall=2,那两
nall=3,那辆
nall=4,纳粮
nalm=1,那连
nalm=2,那脸
naln=1,哪料
naln=2,那了
nalp=1,那列
nals=1,拿龙
nalu=1,哪路
nalv=1,纳滤
nalw=1,那类
nalw=2,哪类
nalx=1,那俩
nalz=1,那楼
nama=1,那马
namb=1,那敏
namd=1,哪买
name=1,那么
namf=1,纳闷
namf=2,哪门
namg=1,那梦
namh=1,那忙
nami=1,纳米
namk=1,那名
namk=2,拿命
namm=1,那面
namm=2,哪面
namn=1,纳秒
namo=1,那抹
namo=2,南无
namo=3,那末
namq=1,那谬
namu=1,娜姆
namw=1,那没
namw=2,娜美
namw=3,那枚
namx=1,娜姆
nan=1,娜
nan=2,哪年
nana=1,娜娜
nana=2,呐呐
nana=3,哪哪
nanb=1,那您
nane=1,哪呢
nane=2,娜
nane=3,那呢
nang=1,哪能
nanh=1,纳囊
nani=1,那你
nani=2,纳尼
nani=3,拿你
nanm=1,那年
nanm=2,哪年
nano=1,纳诺
nanp=1,拿捏
nans=1,哪弄
nanu=1,纳努
nanv=1,那女
nao=1,肭
naon=1,肭
nap=1,衲
napa=1,哪怕
napb=1,纳品
napd=1,那排
napd=2,拿牌
nape=1,那批
nape=2,那匹
napf=1,那盆
napi=1,那批
napi=2,那匹
napj=1,那盘
napk=1,那瓶
napm=1,那片
napm=2,那篇
napn=1,衲
napo=1,那坡
napx=1,那瓶
naqb=1,那亲
naqe=1,拿起
naqi=1,拿起
naqi=2,那期
naqk=1,那请
naql=1,拿枪
naqm=1,拿钱
naqn=1,拿乔
naqp=1,纳妾
naqq=1,拿球
naqr=1,那圈
naqr=2,拿权
naqu=1,拿去
naqu=2,哪去
naqy=1,那群
nar=1,拿
narf=1,那人
narh=1,那让
nari=1,那日
naru=1,纳入
narv=1,纳瑞
narz=1,那肉
nas=1,纳
nasa=1,那仨
nasf=1,纳森
nasi=1,那厮
nasj=1,拿伞
nasn=1,纳
naso=1,那所
naso=2,哪所
nasr=1,哪算
nass=1,那送
nat=1,哪天
nata=1,那他
natc=1,那套
natc=2,哪套
natd=1,那台
natd=2,哪台
nate=1,纳特
natg=1,哪疼
nath=1,那趟
nath=2,哪趟
nati=1,那题
natj=1,那摊
natj=2,那滩
natk=1,那挺
natm=1,那天
natm=2,哪天
natn=1,那条
natn=2,哪条
nato=1,那坨
natp=1,拿铁
natr=1,那团
nats=1,那桐
natu=1,那图
natu=2,拿图
natu=3,那兔
natz=1,那头
natz=2,哪头
natz=3,拿头
nau=1,那也是
nau=2,那要是
nau=3,南安市
naua=1,那啥
nauf=1,那身
nauf=2,纳什
naug=1,南
nauh=1,拿上
naui=1,那时
naui=2,哪是
naui=3,纳什
naui=4,那是
nauj=1,那扇
naul=1,那双
nauo=1,那说
naus=1,那扇
nauu=1,拿书
nauv=1,纳税
nauw=1,那谁
nauz=1,拿手
nauz=2,那首
nav=1,哪种
nav=2,拿着
nava=1,娜扎
navc=1,哪找
navc=2,那招
nave=1,拿着
nave=2,那这
navf=1,那真
navf=2,那阵
navg=1,拿证
navg=2,纳徵
navh=1,那张
navh=2,哪张
navi=1,那只
navi=2,哪知
navi=3,那支
navi=4,哪只
navj=1,那盏
navj=2,哪站
navk=1,拿证
navk=2,纳徵
navl=1,那幢
navl=2,那桩
navo=1,那桌
navo=2,哪桌
navs=1,那种
navs=2,哪种
navu=1,拿住
navu=2,那株
navy=1,拿准
navz=1,那周
navz=2,哪周
naw=1,哪位
nawa=1,那娃
nawf=1,拿稳
nawh=1,那网
nawj=1,那晚
nawj=2,拿完
nawo=1,那我
nawo=2,拿我
nawu=1,那屋
naww=1,那位
naww=2,哪位
naww=3,纳为
nax=1,哪些
naxb=1,纳新
naxi=1,纳西
naxk=1,那行
naxk=2,哪行
naxl=1,哪像
naxl=2,那项
naxm=1,纳贤
naxm=2,那先
naxn=1,那笑
naxn=2,拿小
naxp=1,那些
naxp=2,哪些
naxp=3,拿些
naxp=4,纳鞋
naxt=1,那血
naxx=1,拿下
nay=1,哪样
nay=2,哪有
naya=1,哪呀
naya=2,那丫
nayb=1,捺印
nayb=2,纳音
nayc=1,那要
nayc=2,哪要
nayc=3,拿药
naye=1,那也
naye=2,那夜
naye=3,哪也
naye=4,那页
nayf=1,钠盐
nayf=2,拿烟
nayg=1,那与
nayh=1,那样
nayh=2,哪样
nayj=1,钠盐
nayj=2,拿烟
nayj=3,那岩
nayk=1,那英
naym=1,乸
nayr=1,纳元
nayr=2,那怨
nays=1,那用
nays=2,纳雍
nayt=1,那月
nayt=2,哪月
nayu=1,那与
nayu=2,那鱼
nayx=1,雫
nayz=1,哪有
nayz=2,那有
nayz=3,那又
naz=1,䟜
naza=1,那咋
naza=2,那咱
nazd=1,拿在
nazd=2,那在
naze=1,那咋
naze=2,纳泽
nazf=1,那怎
nazi=1,那字
nazi=2,纳兹
nazj=1,那咱
nazo=1,那座
nazo=2,哪座
nazs=1,那总
nazs=2,那宗
nazu=1,那组
nazu=2,哪组
nazv=1,那最
nazv=2,那嘴
nazy=1,那尊
nazz=1,拿走
nazz=2,哪走
nb=1,您
nb=2,那边
nb=3,内部
nb=4,牛逼
nba=1,你不要
nbb=1,暖宝宝
nbba=1,您把
nbbl=1,你被捕了
nbbp=1,您别
nbbu=1,您不
nbbu=2,你并不是
nbbx=1,你别不信
nbcd=1,您猜
nbcd=2,您才
nbcw=1,内部财务
nbd=1,你不懂
nbd=2,拿不到
nbd=3,拿不定
nbd=4,弄不到
nbdc=1,您到
nbde=1,您的
nbdh=1,牛逼的很
nbdh=2,南北对话
nbdh=3,您拨打的电话是空号
nbdj=1,你不对劲
nbdj=2,您拨打的电话已关机
nbdj=3,您拨打的电话已停机
nbdk=1,您定
nbdl=1,您到
nbdo=1,您多
nbdt=1,难比登天
nbdt=2,您拨打的电话暂时无人接听
nbdv=1,您对
nbdw=1,您得
nbdy=1,拿不定主意
nbdz=1,您都
nbe=1,尼泊尔
nbe=2,诺贝尔
nbej=1,诺贝尔奖
nbey=1,那不一样
nbey=2,你不一样
nbf=1,那部分
nbf=2,哪部分
nbf=3,南北方
nbfa=1,您发
nbfh=1,那不废话
nbfp=1,内部分配
nbfu=1,您付
nbfu=2,你比方说
nbgf=1,您跟
nbgl=1,内部管理
nbgu=1,那不过是
nbgw=1,您给
nbgz=1,内部构造
nbh=1,弄不好
nbh=2,捏把汗
nbhc=1,您好
nbhd=1,您还
nbhe=1,您和
nbhh=1,牛逼哄哄
nbhj=1,内部环境
nbhl=1,牛逼坏了
nbhr=1,您换
nbht=1,牛不喝水强按头
nbhv=1,您会
nbi=1,难不成
nbi=2,拿不出
nbi=3,南北朝
nbij=1,南北差距
nbil=1,拿不出来
nbiu=1,拿不出手
nbiu=2,难不成是
nbiy=1,南北差异
nbiz=1,您瞅
nbj=1,那不就
nbj=2,南北极
nbj=3,脑白金
nbjd=1,你不觉得
nbjl=1,您将
nbjl=2,那不就行了
nbjl=3,内部交流
nbjq=1,您就
nbju=1,那不就是
nbjx=1,您家
nbjx=2,那不就行
nbke=1,怒不可遏
nbkf=1,纳博科夫
nbkj=1,您看
nbkj=2,内部空间
nbkk=1,您快
nbkn=1,那不可能
nbks=1,牛逼克拉斯
nbkw=1,内部刊物
nbl=1,泥巴路
nbla=1,您啦
nblc=1,您老
nblc=2,南北两侧
nbld=1,您来
nbld=2,南北绿豆
nble=1,您了
nbli=1,内部流出
nblj=1,内布拉斯加
nbls=1,那不勒斯
nblu=1,鸟不拉屎
nblw=1,您嘞
nbm=1,南北美
nbma=1,您吗
nbmb=1,弄不明白
nbmb=2,闹不明白
nbmd=1,内部矛盾
nbmd=2,您买
nbmf=1,您们
nbmh=1,您忙
nbmj=1,您慢
nbml=1,你币没了
nbmr=1,您慢
nbn=1,闹别扭
nbn=2,能不能
nbn=3,难不难
nbna=1,您那
nbna=2,您呐
nbne=1,您呢
nbng=1,您能
nbng=2,能不能够
nbnl=1,努不努力
nbnn=1,男不男女不女
nbnv=1,女扮男装
nbnv=2,男扮女装
nbny=1,能不能用
nbpd=1,您拍
nbpl=1,你被骗了
nbq=1,弄不清
nbq=2,南半球
nbq=3,逆变器
nbqd=1,你不确定
nbqi=1,弄不清楚
nbqk=1,您请
nbqn=1,您瞧
nbqu=1,您去
nbr=1,您
nbr=2,馕包肉
nbrh=1,您让
nbro=1,您若
nbru=1,内部人士
nbru=2,你比如说
nbrx=1,您
nbry=1,你不仁我不义
nbry=2,内部人员
nbs=1,那不是
nbsl=1,你爸死了
nbso=1,您所
nbt=1,闹半天
nbtd=1,您太
nbti=1,您提
nbtj=1,内部条件
nbtq=1,南北通衢
nbtt=1,南北通透
nbu=1,那便是
nbu=2,那不是
nbu=3,你别说
nbud=1,你不是一个人在战斗
nbui=1,您是
nbum=1,农本商末
nbuo=1,您说
nbuq=1,南部山区
nbur=1,你不是一个人
nbuu=1,你不是说
nbuu=2,那不是说
nbv=1,耐不住
nbv=2,拿不准
nbvc=1,您找
nbvd=1,你不知道
nbvd=2,能不知道
nbve=1,您这
nbvf=1,您真
nbvg=1,你把这个
nbvm=1,耐不住寂寞
nbvq=1,南部战区
nbvv=1,南北战争
nbvw=1,难辨真伪
nbvz=1,耐不住性子
nbw=1,内部网
nbw=2,南北纬
nbwj=1,你别忘记
nbwj=2,内部文件
nbwl=1,你别忘了
nbx=1,那必须
nbx=2,那不行
nbxd=1,那必须的
nbxh=1,内部消化
nbxl=1,您想
nbxm=1,您先
nbxw=1,你不希望
nbxx=1,内部消息
nby=1,你不要
nby=2,努比亚
nby=3,南冰洋
nbya=1,您呀
nbyc=1,您要
nbyd=1,那不一定
nbye=1,您也
nbyg=1,女不养狗
nbym=1,男不养猫
nbys=1,您用
nbyu=1,你不也是
nbyy=1,那不一样
nbyy=2,你不一样
nbyz=1,您有
nbz=1,牛鼻子
nbz=2,哪辈子
nbz=3,牛蒡子
nbzc=1,您早
nbzd=1,您在
nbzl=1,内部资料
nbzo=1,您做
nbzo=2,您坐
nbzu=1,你不早说
nbzy=1,内部资源
nc=1,闹
nc=2,那次
nc=3,农村
nc=4,内存
ncai=1,脑癌
ncan=1,脑安
ncb=1,孬
ncb=2,内测版
ncba=1,闹吧
ncbc=1,脑暴
ncbd=1,闹掰
ncbd=2,挠败
ncbd=3,脑白
ncbf=1,脑笨
ncbk=1,脑病
ncbk=2,闹病
ncbn=1,闹表
ncbo=1,脑波
ncbo=2,铙钹
ncbu=1,脑补
ncbu=2,脑部
ncbx=1,农村保险
ncbz=1,孬
ncbz=2,内存不足
nccj=1,脑残
ncd=1,淖
ncd=2,纳粹党
ncda=1,闹大
ncdc=1,闹到
ncdd=1,脑袋
ncde=1,闹得
ncde=2,挠的
ncdj=1,孬蛋
ncdj=2,脑弹
ncdl=1,闹到
ncdq=1,农村地区
ncds=1,脑洞
ncds=2,闹动
ncdu=1,淖
ncdu=2,挠度
nce=1,の
ncer=1,淖尔
ncf=1,挠
ncf=2,脑残粉
ncfh=1,脑放
ncfh=2,闹访
ncfj=1,闹翻
ncfn=1,农村妇女
ncfu=1,脑斧
ncfu=2,脑腐
ncfw=1,挠
ncge=1,闹个
ncgg=1,脑梗
ncgi=1,闹鬼
ncgj=1,脑干
ncgo=1,闹过
ncgs=1,脑公
ncgu=1,闹菇
ncgv=1,闹鬼
ncgx=1,脑瓜
ncgz=1,闹够
ncgz=2,挠钩
nchc=1,孬好
nchd=1,脑海
nchd=2,闹海
nche=1,①
nche=2,②
nche=3,③
nche=4,闹闹和和
nchf=1,恼恨
nchk=1,农村户口
nchl=1,闹荒
ncho=1,恼火
ncho=2,孬货
nchr=1,闹唤
nchs=1,闹哄
nchs=2,②
nchs=3,③
nchs=4,闹闹哄哄
nchv=1,臑会
nchv=2,脑回
nchx=1,脑花
nchz=1,脑后
nci=1,蛲
ncia=1,脑插
ncig=1,闹成
ncih=1,闹场
nciq=1,内存储器
ncis=1,蛲虫
nciu=1,闹出
nciw=1,蛲
nciy=1,闹春
nciz=1,脑抽
ncj=1,铙
ncj=2,内错角
ncjb=1,脑筋
ncji=1,脑机
ncji=2,脑际
ncjl=1,脑浆
ncjl=2,闹僵
ncjm=1,脑间
ncjm=2,脑奸
ncjn=1,脑交
ncjq=1,闹酒
ncju=1,闹剧
ncjw=1,铙
ncjx=1,闹架
ncjz=1,脑间
nck=1,呶
nck=2,内存卡
ncka=1,脑卡
nckd=1,闹开
ncke=1,脑壳
ncke=2,脑科
nckh=1,脑康
ncko=1,脑阔
ncks=1,脑控
ncku=1,脑库
ncky=1,呶
ncl=1,你错了
ncl=2,弄错了
ncld=1,闹来
ncle=1,恼了
ncle=2,闹了
ncli=1,脑力
nclk=1,闹铃
ncll=1,脑量
nclp=1,挠裂
nclq=1,脑瘤
nclr=1,恼乱
nclu=1,脑颅
nclu=2,瑙鲁
ncm=1,桡
ncma=1,闹麻
ncmc=1,闹猫
ncmf=1,脑门
ncmg=1,闹猛
ncmh=1,闹忙
ncmj=1,闹
ncmj=2,脑满
ncmk=1,脑鸣
ncmo=1,脑膜
ncmw=1,桡
ncn=1,嫐
ncnc=1,挠挠
ncnc=2,呶呶
ncnc=3,闹闹
ncne=1,闹呢
ncni=1,挠你
ncnj=1,脑男
ncnm=1,男才女貌
ncnn=1,嫐
ncnu=1,恼怒
ncnw=1,脑内
ncnz=1,脑男
nco=1,脑
ncoe=1,臑
ncok=1,脑
ncpe=1,脑皮
ncpi=1,脑皮
ncpj=1,脑畔
ncpo=1,挠破
ncpo=2,脑婆
ncps=1,挠破
ncps=2,脑婆
ncq=1,猱
ncqe=1,峱
ncqi=1,闹气
ncqj=1,难辞其咎
ncqk=1,闹清
ncql=1,挠墙
ncqm=1,猱
ncqn=1,脑桥
ncqt=1,脑缺
ncqu=1,闹区
ncqu=2,挠曲
ncqu=3,脑区
ncqu=4,闹去
ncqv=1,农村群众
ncqy=1,闹群
ncr=1,农村人
ncre=1,㑎
ncre=2,脑热
ncrf=1,恼人
ncrf=2,脑仁
ncrf=3,闹人
ncrf=4,挠人
ncrh=1,闹嚷
ncrk=1,农村人口
ncs=1,女厕所
ncs=2,男厕所
ncsh=1,脑颡
ncsh=2,恼丧
ncsi=1,闹死
ncsi=2,脑死
ncsu=1,脑速
ncsv=1,脑髓
ncsy=1,孬孙
nct=1,垴
nct=2,内存条
ncta=1,挠他
ncte=1,闹特
nctg=1,闹腾
nctg=2,脑疼
nctj=1,脑瘫
nctk=1,垴
nctm=1,闹天
nctu=1,脑图
nctz=1,挠头
ncu=1,硇
ncu=2,那才是
ncu=3,宁财神
ncua=1,闹啥
ncuc=1,脑勺
ncuf=1,闹甚
ncuf=2,猱身
ncuf=3,内存释放
ncuh=1,闹上
ncui=1,闹事
ncui=2,闹市
ncui=3,脑室
ncuj=1,脑疝
ncus=1,脑疝
ncux=1,硇
ncuz=1,闹手
ncv=1,①
ncv=2,闹着
ncve=1,闹着
ncve=2,挠着
ncvh=1,脑胀
ncvh=2,脑涨
ncvh=3,那次之后
ncvi=1,脑汁
ncvs=1,闹钟
ncvs=2,孬种
ncvs=3,脑中
ncvy=1,纳粹主义
ncvz=1,硇洲
ncw=1,瑙
ncwd=1,脑外
ncwh=1,脑王
ncwh=2,你猜我画
ncwj=1,闹完
ncwj=2,闹玩
ncwj=3,内测玩家
ncwo=1,闹我
ncwu=1,脑雾
ncwx=1,瑙
ncx=1,恼
ncxb=1,闹心
ncxi=1,闹戏
ncxk=1,恼
ncxk=2,闹醒
ncxl=1,内存泄漏
ncxm=1,脑线
ncxo=1,恼羞
ncxq=1,恼羞
ncxq=2,怒从心头起
ncxs=1,孬熊
ncyf=1,脑炎
ncyh=1,挠痒
ncyh=2,挠秧
ncyj=1,脑炎
ncyk=1,闹应
ncyq=1,内测邀请
ncyz=1,脑油
nczd=1,闹灾
nczg=1,内测资格
nczi=1,脑子
nczw=1,闹贼
nd=1,难道
nd=2,你的
nd=3,拿到
nd=4,脑袋
ndan=1,萘胺
ndb=1,脑电波
ndb=2,难道不
ndb=3,女代表
ndba=1,奶爸
ndbc=1,奶包
ndbd=1,那倒不一定
ndbd=2,奶白
ndbg=1,年度报告
ndbg=2,南帝北丐
ndbh=1,那倒不会
ndbh=2,奶棒
ndbj=1,奶瓣
ndbl=1,女大不中留
ndbl=2,脑袋被驴踢了
ndbm=1,难道不行吗
ndbm=2,难道不是吗
ndbn=1,女大不由娘
ndbn=2,难道不能
ndbp=1,难道不怕
ndbr=1,那倒不如
ndbu=1,那倒不是
ndbu=2,难道不是
ndbw=1,奶贝
ndbw=2,奶杯
ndby=1,难道不可以
ndbz=1,扭断脖子
ndc=1,萘
ndcc=1,耐操
ndcc=2,耐草
ndcc=3,耐艹
ndcd=1,耐材
ndci=1,奶次
ndcm=1,难得聪明
ndcn=1,艿
ndcr=1,难当此任
ndcw=1,年度财务
ndcx=1,萘
ndd=1,奈
ndd=2,你懂得
ndd=3,能得到
ndd=4,你到底
ndda=1,耐打
ndda=2,奶大
nddc=1,乃刀
nddc=2,奶刀
nddd=1,褦襶
ndde=1,奶德
ndde=2,年度第二
nddg=1,氖灯
nddh=1,男大当婚
nddh=2,难得的机会
nddi=1,乃弟
nddj=1,女大当嫁
nddj=2,奶蛋
nddk=1,脑洞大开
nddl=1,乃刀
nddm=1,耐点
nddp=1,奶爹
nddq=1,拿刀动枪
nddr=1,难当大任
ndds=1,奶冻
ndds=2,年度第三
nddt=1,难登大雅之堂
nddu=1,耐读
nddu=2,弄得到处都是
nddw=1,耐打
nddx=1,奈
nddy=1,年度第一
nddz=1,奶豆
nddz=2,奶兜
nddz=3,难度动作
nde=1,耐
nde=2,那点儿
ndec=1,耐
nden=1,奈恩
ndep=1,耏
nder=1,乃尔
ndf=1,闹洞房
ndf=2,那顿饭
ndfa=1,奈法
ndff=1,奶粉
ndfg=1,乃峰
ndfh=1,奶房
ndfj=1,耐烦
ndfu=1,乃父
ndfu=2,耐腐
ndfw=1,奈非
ndg=1,脑袋瓜
ndg=2,难度高
ndgc=1,奶糕
ndgd=1,奶盖
ndge=1,奶哥
ndge=2,奶嗝
ndge=3,南丁格尔
ndgf=1,耐根
ndgj=1,奶干
ndgj=2,耐干
ndgk=1,奶怪
ndgl=1,奶光
ndgo=1,奶锅
ndgp=1,奶罐
ndgp=2,氖管
ndgr=1,奶罐
ndgr=2,氖管
ndgs=1,耐攻
ndgs=2,乃公
ndgx=1,耐刮
ndgy=1,奶棍
ndgz=1,奶狗
ndgz=2,脑袋瓜子
ndh=1,难道还
ndh=2,难得很
ndhd=1,难度很大
ndhe=1,奈何
ndhg=1,难度很高
ndhj=1,耐寒
ndhj=2,耐旱
ndhl=1,奶黄
ndho=1,耐火
ndhq=1,年代后期
ndht=1,难得糊涂
ndhu=1,奶壶
ndhv=1,乃会
ndhw=1,你滴寒王
ndhx=1,奶花
ndhx=2,难度很小
ndhy=1,难道还要
ndhy=2,难道还有
ndhz=1,耐候
ndi=1,难得
ndi=2,拿得出
ndi=3,年代初
ndia=1,奶茶
ndic=1,耐潮
ndie=1,奶车
ndii=1,耐驰
ndil=1,奶疮
ndir=1,耐穿
ndiu=1,拿得出手
ndiu=2,耐储
ndiv=1,奶锤
ndj=1,南大街
ndjf=1,内地警方
ndjh=1,年度计划
ndji=1,耐饥
ndji=2,耐吉
ndjk=1,奶精
ndjl=1,奶浆
ndjl=2,乃将
ndjm=1,耐碱
ndjm=2,乃见
ndjp=1,奶姐
ndjq=1,耐久
ndjq=2,奶酒
ndju=1,奶狙
ndju=2,奶咀
ndjx=1,奶家
ndjy=1,年代久远
ndjz=1,耐碱
ndk=1,虐待狂
ndka=1,奶咖
ndke=1,耐克
ndke=2,耐渴
ndkh=1,耐抗
ndkj=1,耐看
ndkk=1,奶块
ndkk=2,脑袋空空
ndkr=1,奶款
ndkt=1,南达科他
ndku=1,耐苦
ndky=1,奶坤
ndky=2,难道可以
ndl=1,拿到了
ndl=2,弄丢了
ndl=3,脑袋里
ndla=1,奈拉
ndlb=1,乃林
ndlb=2,乃琳
ndlc=1,奶酪
ndlc=2,耐劳
ndli=1,耐力
ndll=1,奶量
ndll=2,奈良
ndlo=1,奈落
ndlr=1,年度利润
ndls=1,奶龙
ndlu=1,奶露
ndlv=1,奶绿
ndlw=1,奶类
ndly=1,耐纶
ndm=1,柰
ndm=2,年代末
ndma=1,奶妈
ndmc=1,奶猫
ndme=1,乃么
ndmf=1,乃们
ndmg=1,奶萌
ndmi=1,奈米
ndmj=1,奈曼
ndmk=1,奶名
ndmo=1,耐磨
ndmq=1,年代末期
ndmr=1,奈曼
ndmu=1,奶母
ndmw=1,奈美
ndmx=1,柰
ndmx=2,奶母
ndmy=1,难道没有
ndmz=1,你的名字
ndn=1,奶
ndn=2,难道你
ndn=3,难道能
ndn=4,年度内
ndnd=1,奶奶
ndnd=2,男的女的
ndni=1,男盗女娼
ndnl=1,奶娘
ndnl=2,女大难留
ndnn=1,奶
ndnq=1,奶牛
ndns=1,奶农
ndnu=1,难道你是
ndnu=2,男多女少
ndnv=1,鼐
ndnx=1,你的那些
ndp=1,乃
ndpb=1,奶品
ndpc=1,奶泡
ndpe=1,奶皮
ndph=1,奶胖
ndpi=1,奶皮
ndpk=1,奶瓶
ndpm=1,奶片
ndpo=1,耐破
ndpx=1,奶瓶
ndq=1,氖
ndqh=1,年底前后
ndqi=1,氖气
ndqi=2,奶企
ndqi=3,奶骑
ndqi=4,奶气
ndqn=1,氖
ndqq=1,乃求
ndqu=1,乃去
ndqx=1,拿得起放得下
ndqx=2,拿得起，放得下
ndr=1,佴
ndr=2,那当然
ndr=3,你的人
ndre=1,耐热
ndre=2,佴
ndrf=1,耐人
ndrl=1,那当然了
ndru=1,那当然是
nds=1,女屌丝
nds=2,男屌丝
ndsa=1,奶萨
ndsb=1,能
ndse=1,奈瑟
ndsg=1,奶僧
ndsi=1,奈斯
ndsl=1,你爹死了
ndsr=1,耐酸
ndsu=1,奶酥
ndsv=1,女大三抱金砖
ndt=1,你对他
ndt=2,难道他
ndt=3,脑袋疼
ndt=4,脑电图
ndte=1,奈特
ndth=1,奶糖
ndtk=1,耐听
ndtn=1,奶条
ndtr=1,乃团
ndtz=1,奶头
ndtz=2,乃投
ndu=1,那倒是
ndu=2,你倒是
ndu=3,难道是
ndu=4,难道说
ndub=1,女大十八变
ndud=1,耐晒
ndui=1,乃是
nduj=1,那段时间
nduj=2,牛刀杀鸡
nduk=1,耐摔
ndul=1,奶霜
nduv=1,奶水
nduv=2,耐水
nduw=1,难道是因为
nduw=2,年度爽文
ndux=1,耐刷
ndux=2,奶刷
ndux=3,那都是些
nduy=1,年度收益
nduz=1,耐受
ndv=1,乃
ndv=2,你等着
ndv=3,耐得住
ndv=4,尿毒症
ndva=1,奶渣
ndvc=1,奶罩
ndvd=1,你得知道
ndve=1,耐着
ndvf=1,耐震
ndvh=1,奶涨
ndvi=1,乃至
ndvi=2,奶汁
ndvi=3,萘酯
ndvj=1,奶站
ndvj=2,耐战
ndvl=1,奶装
ndvm=1,耐得住寂寞
ndvn=1,难道只能
ndvp=1,乃
ndvq=1,年代中期
ndvq=2,尿毒症晚期
ndvu=1,耐住
ndvu=2,奶猪
ndvx=1,你的这些
ndvy=1,拿定主意
ndvy=2,难道只有
ndvz=1,奶轴
ndw=1,你对我
ndw=2,难道我
ndw=3,弄得我
ndw=4,你当我
ndwa=1,奶娃
ndwf=1,耐温
ndwg=1,乃翁
ndwi=1,年底完成
ndwj=1,耐玩
ndwo=1,奶我
ndwt=1,你的问题
ndwu=1,你对我说
ndww=1,奶味
ndww=2,乃为
ndwx=1,你的微笑
ndx=1,能动性
ndx=2,那东西
ndxb=1,耐心
ndxi=1,奶昔
ndxi=2,耐洗
ndxk=1,耐性
ndxl=1,奶香
ndxl=2,奶箱
ndxq=1,奶秀
ndxr=1,奶癣
ndxs=1,奶凶
ndxt=1,奈雪
ndxu=1,牛刀小试
ndxu=2,女大学生
ndxu=3,男大学生
ndxu=4,难度系数
ndxv=1,你的心中
ndxy=1,难道需要
ndxz=1,难度选择
ndy=1,你大爷
ndy=2,难道有
ndy=3,哪都有
ndya=1,耐压
ndyb=1,耐音
ndyb=2,奶音
ndyc=1,耐药
ndyd=1,你大爷的
ndye=1,奶业
ndyg=1,难道应该
ndyh=1,奶羊
ndyh=2,难倒英雄汉
ndyj=1,难得一见
ndyk=1,乃瑛
ndyk=2,难得有空
ndyl=1,年代以来
ndyn=1,哪都有你
ndyp=1,脑袋有泡
ndyr=1,奶源
ndys=1,耐用
ndys=2,你的意思
ndyu=1,那倒也是
ndyu=2,你的意思是
ndyx=1,那倒也行
ndyx=2,年度游戏
ndyy=1,难得一遇
ndyz=1,奶油
ndyz=2,你的样子
ndz=1,闹肚子
ndzc=1,奶皂
ndzd=1,乃在
ndzh=1,耐脏
ndzi=1,奶子
ndzi=2,奈子
ndzi=3,柰子
ndzj=1,年度最佳
ndzj=2,年度总结
ndzu=1,那档子事
ndzv=1,奶嘴
ndzx=1,迺
ne=1,呢
ne=2,女儿
ne=3,那儿
ne=4,哪儿
nea=1,呢！
neaa=1,呢啊
neae=1,呢！”
neba=1,呢吧
nebm=1,呢边
nebs=1,男儿本色
nebw=1,呢呗
nebz=1,涅而不缁
nec=1,那一次
nec=2,哪一次
neci=1,呢次
nedh=1,哪儿的话
nedq=1,男儿当自强
nedy=1,你二大爷
