字	内部名次	外部名次	来源
叛	3115	1721	内部+外部
庞	2107	1722	内部+外部
拨	1895	1800	内部+外部
翠	1896	2005	内部+外部
叙	2490	1725	内部+外部
悟	2241	1726	内部+外部
罐	1900	2480	内部+外部
腐	1990	1728	内部+外部
摊	1901	2156	内部+外部
辽	1966	1729	内部+外部
祭	1902	1745	内部+外部
巷	1903	2399	内部+外部
割	1908	1733	内部+外部
臭	1907	2030	内部+外部
旨	2714	1734	内部+外部
娱	1909	2575	内部+外部
抖	2021	1736	内部+外部
披	1910	1954	内部+外部
炉	1911	2042	内部+外部
掠	3233	1738	内部+外部
狱	2766	1739	内部+外部
携	1913	2003	内部+外部
揭	2153	1740	内部+外部
晃	2317	1741	内部+外部
卜	1916	2020	内部+外部
怔	4666	1742	外部
猎	2291	1744	内部+外部
扒	1920	2937	内部+外部
瘤	1921	2345	内部+外部
诱	2366	1747	内部+外部
鹅	1922	2309	内部+外部
寂	2880	1748	内部+外部
遥	1996	1749	内部+外部
衰	1924	1807	内部+外部
兆	1925	2305	内部+外部
棉	1926	2015	内部+外部
禄	1927	2426	内部+外部
吞	2064	1752	内部+外部
咋	1928	2603	内部+外部
猴	1929	2097	内部+外部
哀	2505	1754	内部+外部
萍	1930	2209	内部+外部
牲	3375	1755	外部
卿	1931	1969	内部+外部
筹	1932	1762	内部+外部
厌	2695	1757	内部+外部
捧	1935	2201	内部+外部
吊	1936	2058	内部+外部
奎	1938		内部
鲍	1940	2083	内部+外部
瞪	3080	1765	内部+外部
恼	2983	1766	内部+外部
慎	1943	1888	内部+外部
僧	2231	1768	内部+外部
纠	2279	1769	内部+外部
缝	1946	1905	内部+外部
裤	1947	2098	内部+外部
睁	2633	1771	内部+外部
曝	1949	3247	内部
弥	2211	1772	内部+外部
塑	1950	2159	内部+外部
鹤	1951	2446	内部+外部
践	2517	1774	内部+外部
戳	1954	2783	内部+外部
坤	1955	2846	内部+外部
逻	2893	1778	内部+外部
噶	1956		内部
霞	1957	2007	内部+外部
疲	2726	1780	内部+外部
跪	2185	1781	内部+外部
阮	1960		内部
扇	1961	1918	内部+外部
丛	2356	1783	内部+外部
浇	1962	2819	内部+外部
遂	1964	1814	内部+外部
鉴	1968	1788	内部+外部
楠	1967		内部
翁	1970	2077	内部+外部
芯	1971	2650	内部+外部
邮	1972	1819	内部+外部
宠	1974	2263	内部+外部
悬	2025	1795	内部+外部
拦	2469	1796	内部+外部
遣	2736	1797	内部+外部
龟	1977	2332	内部+外部
捉	2569	1798	内部+外部
拓	1980	2185	内部+外部
趁	2172	1801	内部+外部
碑	1982	2301	内部+外部
仆	3061	1802	内部+外部
舌	1983	1986	内部+外部
椒	1984	3147	内部
穴	1985	1970	内部+外部
贪	2272	1805	内部+外部
削	2325	1806	内部+外部
弦	1987	2307	内部+外部
砂	1988	2684	内部+外部
娶	1989	2337	内部+外部
婷	1991		内部
瞬	2647	1810	内部+外部
趟	1992	2227	内部+外部
逾	1993	2565	内部+外部
琪	1995		内部
闷	2168	1816	内部+外部
芒	1998	2074	内部+外部
雕	2101	1817	内部+外部
夸	1999	1901	内部+外部
唇	2000	1889	内部+外部
狐	2001	1964	内部+外部
乾	2589	1820	内部+外部
螺	2003	2482	内部+外部
誉	2222	1821	内部+外部
勾	2004	1841	内部+外部
阔	2227	1822	内部+外部
缸	2005	2850	内部+外部
押	2246	1823	内部+外部
讷	2007		内部
祸	2561	1825	内部+外部
梯	2221	1826	内部+外部
歇	2360	1828	内部+外部
篮	2012	2376	内部+外部
坪	2015	2761	内部+外部
抑	2203	1833	内部+外部
贞	2017	2361	内部+外部
浙	2018	2195	内部+外部
契	2097	1835	内部+外部
坂	2019		内部
粤	2020	3049	内部
循	2156	1837	内部+外部
坛	2024	1849	内部+外部
址	2026	2066	内部+外部
渔	2286	1842	内部+外部
丙	2027	2599	内部+外部
渠	2029	2352	内部+外部
吼	2550	1845	内部+外部
呗	2030		内部
赋	2242	1846	内部+外部
惟	2306	1847	内部+外部
蝶	2032	2294	内部+外部
徽	2033	2374	内部+外部
磊	2034	3232	内部
勺	2035	3146	内部
械	2575	1851	内部+外部
莹	2037	2613	内部+外部
堪	2388	1852	内部+外部
虹	2038	2175	内部+外部
帽	2081	1853	内部+外部
厦	2039	2423	内部+外部
浸	2040	2380	内部+外部
傲	2510	1855	内部+外部
钓	2041	2356	内部+外部
蹲	2043	2369	内部+外部
窄	2045	2353	内部+外部
伞	2046	2314	内部+外部
筋	2047	2238	内部+外部
姿	2135	1861	内部+外部
闯	2336	1862	内部+外部
肿	2049	1975	内部+外部
愚	2739	1863	内部+外部
杉	2050	2780	内部+外部
痕	2468	1864	内部+外部
甩	2052	2370	内部+外部
牺	3627	1866	外部
赌	2123	1867	内部+外部
菇	2054	3210	内部
扁	2226	1869	内部+外部
咯	2056		内部
溜	2057	1917	内部+外部
拐	2058	2121	内部+外部
哩	2570	1871	内部+外部
舱	2059	1943	内部+外部
亨	2060		内部
玻	2456	1873	内部+外部
宴	2065	2110	内部+外部
峡	2470	1878	内部+外部
舟	2066	2246	内部+外部
寨	2067	2103	内部+外部
亩	2068	2405	内部+外部
睿	2069		内部
妥	2607	1881	内部+外部
圳	2071		内部
郁	2080	1883	内部+外部
枫	2072	2928	内部+外部
氢	2073	2763	内部+外部
卧	2074	1906	内部+外部
囊	2075	2125	内部+外部
谦	2076	2265	内部+外部
彬	2077	2731	内部+外部
桐	2079	2661	内部+外部
秩	2870	1890	内部+外部
苹	2082	2535	内部+外部
羞	2987	1893	内部+外部
帆	2086	2488	内部+外部
淑	2087	2569	内部+外部
糯	2088	3456	内部
蚊	2089	2855	内部+外部
惹	2091	2008	内部+外部
廉	2092	1959	内部+外部
喘	2789	1903	内部+外部
邹	2094		内部
愁	2095	2000	内部+外部
滋	2096	1912	内部+外部
槽	2098	2967	内部+外部
疏	2195	1908	内部+外部
斥	3075	1909	内部+外部
募	2100	2702	内部+外部
惩	3028	1910	内部+外部
哒	2102		内部
谨	2483	1911	内部+外部
吻	2103	2031	内部+外部
蘸	2104		内部
捐	2106	2315	内部+外部
漠	3027	1915	内部+外部
悔	2687	1916	内部+外部
腔	2108	2060	内部+外部
瓷	2109	2354	内部+外部
涮	2110	3485	内部
挨	2547	1919	内部+外部
敷	2112	2701	内部+外部
雇	2811	1920	内部+外部
勿	2114	2449	内部+外部
瞎	2116	2245	内部+外部
仕	2117		内部
硫	2118	2790	内部+外部
汝	2119	2430	内部+外部
歼	2639	1928	内部+外部
麟	2121		内部
糟	2303	1929	内部+外部
稻	2124	2547	内部+外部
骏	2125	2999	内部+外部
勋	2126	2404	内部+外部
屠	2788	1933	内部+外部
坝	2128	2853	内部+外部
勉	2935	1935	内部+外部
厄	2129		内部
蜂	2130	1983	内部+外部
蓉	2131	2720	内部+外部
掏	2132	2095	内部+外部
赐	2327	1939	内部+外部
捏	2133	2236	内部+外部
帖	2134	2685	内部+外部
裹	2136	2350	内部+外部
磁	2201	1944	内部+外部
雯	2139		内部
钦	2140	2109	内部+外部
茫	3324	1946	外部
咨	2141	2528	内部+外部
栖	2142	2501	内部+外部
嘿	2650	1948	内部+外部
珊	2144	2518	内部+外部
橙	2145	3281	内部
卵	2147	2165	内部+外部
粹	3254	1953	内部+外部
逗	2149	2491	内部+外部
吩	5296	1955	外部
妃	2151	2138	内部+外部
醇	2152	2633	内部+外部
履	2489	1957	内部+外部
煞	2526	1958	内部+外部
伐	2154	1960	内部+外部
灌	2158	2063	内部+外部
儒	2288	1962	内部+外部
邵	2159		内部
馨	2160	2668	内部+外部
鳍	2161	2923	内部+外部
姊	3528	1965	外部
矮	2189	1966	内部+外部
盲	2163	2181	内部+外部
缠	2425	1967	内部+外部
潭	2164	2649	内部+外部
壹	2165	3490	内部
辐	2166	2574	内部+外部
琼	2167	2202	内部+外部
叠	2169	2331	内部+外部
斩	2183	1972	内部+外部
茅	2171	2262	内部+外部
铃	2173	2046	内部+外部
芽	2174	2813	内部+外部
溶	2175	2401	内部+外部
芙	2176	2619	内部+外部
巫	2495	1979	内部+外部
嚼	2177	2707	内部+外部
衫	2178	2101	内部+外部
罩	2461	1981	内部+外部
溢	2180	2477	内部+外部
柄	2612	1982	内部+外部
禾	2181	3246	内部
颁	2182	2379	内部+外部
狄	2186		内部
悠	2307	1988	内部+外部
裔	2187		内部
隶	2772	1989	内部+外部
耕	2484	1990	内部+外部
斋	2190	2457	内部+外部
爵	2584	1991	内部+外部
洒	2191	2198	内部+外部
奸	2921	1992	内部+外部
藩	2192		内部
辨	2410	1993	内部+外部
绳	2275	1994	内部+外部
棵	2194	2142	内部+外部
溃	2894	1996	内部+外部
钾	2196	3421	内部
丫	2477	1997	内部+外部
怖	3009	1998	内部+外部
婴	2342	1999	内部+外部
翅	2199	2107	内部+外部
咽	2200	2032	内部+外部
泄	2389	2002	内部+外部
娅	2204		内部
疫	2606	2004	内部+外部
娟	2205	2593	内部+外部
株	2206	2419	内部+外部
禅	2207	2041	内部+外部
锌	2209	3341	内部
匀	2210	2751	内部+外部
翰	2370	2011	内部+外部
詹	2213		内部
昊	2214		内部
劈	2902	2013	内部+外部
淮	2215	2114	内部+外部
於	2217		内部
卑	2659	2016	内部+外部
耍	2218	2230	内部+外部
矣	2310	2017	内部+外部
罕	2219	2225	内部+外部
剥	2602	2018	内部+外部
卤	2220	3351	内部
袍	3064	2019	内部+外部
炫	2224	3013	内部
吟	2752	2022	内部+外部
蓬	2225	2192	内部+外部
宰	2439	2023	内部+外部
鞭	2831	2024	内部+外部
滩	2228	2205	内部+外部
脖	3213	2026	内部+外部
愉	2229	2051	内部+外部
俘	3715	2027	外部
啃	2230	3065	内部
辱	3094	2028	内部+外部
痒	2232	2643	内部+外部
俞	2233		内部
滕	2234		内部
歪	2235	2173	内部+外部
驴	2237	2470	内部+外部
疆	2436	2034	内部+外部
浆	2238	2692	内部+外部
愣	2948	2035	内部+外部
珀	2240		内部
畏	2875	2039	内部+外部
堤	2243	2539	内部+外部
骤	2796	2040	内部+外部
扮	2245	2059	内部+外部
雁	2247	2427	内部+外部
渴	2666	2044	内部+外部
颂	2249	2533	内部+外部
妨	3203	2045	内部+外部
滤	2250	3203	内部
驰	2251	2082	内部+外部
豫	2339	2047	内部+外部
屯	2252	2620	内部+外部
劣	2613	2048	内部+外部
燥	2253	2682	内部+外部
竭	3224	2049	内部+外部
胺	2254		内部
枕	2256	2557	内部+外部
濑	2257		内部
黛	2258		内部
攒	2259		内部
览	2261	2055	内部+外部
顽	3104	2056	内部+外部
瑶	2262		内部
咖	2265	2433	内部+外部
笋	2267	3279	内部
氯	2268	3063	内部
遮	2302	2062	内部+外部
薪	2269	2312	内部+外部
穗	2270	3209	内部
籽	2271	3314	内部
夕	2437	2065	内部+外部
琦	2273		内部
锤	2274	2700	内部+外部
屁	2567	2068	内部+外部
酿	2276	2746	内部+外部
噢	2277		内部
饶	2545	2070	内部+外部
虐	2278	2689	内部+外部
笨	2280	2239	内部+外部
狭	2693	2073	内部+外部
脾	2281	2134	内部+外部
瑜	2282		内部
梗	2283	2941	内部+外部
氮	2284	3318	内部
碱	2285	2952	内部+外部
倘	3696	2078	外部
讼	3089	2079	内部+外部
苯	2289		内部
霉	2290	2537	内部+外部
裸	2292	2282	内部+外部
璃	2601	2084	内部+外部
鄂	2293	2774	内部+外部
眠	2294	2150	内部+外部
匪	2963	2086	内部+外部
郝	2295		内部
炳	2296		内部
撩	2298	3036	内部
枣	2299	2820	内部+外部
纱	2300	2362	内部+外部
蓄	2527	2092	内部+外部
妄	3156	2093	内部+外部
聂	2304	2428	内部+外部
诞	2305	2135	内部+外部
枯	2836	2099	内部+外部
趴	2309	2662	内部+外部
喉	2395	2100	内部+外部
黏	2311		内部
冢	2312		内部
畜	3662	2102	外部
蜀	2314	2375	内部+外部
痴	2840	2104	内部+外部
媛	2315		内部
凸	2316	2804	内部+外部
誓	2968	2106	内部+外部
膀	3407	2108	外部
绑	2320	2363	内部+外部
窑	2321	2418	内部+外部
妍	2322		内部
纤	2609	2111	内部+外部
嗨	2324		内部
殷	2326	2237	内部+外部
葡	2328	2241	内部+外部
桩	2329	2412	内部+外部
棚	2330	2498	内部+外部
崩	2354	2119	内部+外部
蛙	2331	2963	内部+外部
呐	2332	2576	内部+外部
淳	2333	2871	内部+外部
腺	2334	2442	内部+外部
霖	2335		内部
崖	2568	2123	内部+外部
靖	2337	2499	内部+外部
浴	2338	2347	内部+外部
刹	2487	2126	内部+外部
扛	2340	2800	内部+外部
刃	2341	2520	内部+外部
膝	2343	2273	内部+外部
凄	4186	2130	外部
橘	2344	3306	内部
葬	2369	2131	内部+外部
尧	2345	2922	内部+外部
挽	2808	2132	内部+外部
倩	2346		内部
耸	3701	2133	外部
灿	2348	2578	内部+外部
磷	2349	2951	内部+外部
泵	2350	3405	内部
哄	2351	2438	内部+外部
腥	2352	2675	内部+外部
痘	2353	3450	内部
嫂	2976	2140	内部+外部
竖	2355	2378	内部+外部
甫	2357	2180	内部+外部
颠	2728	2143	内部+外部
椰	2358	3406	内部
尉	3163	2144	内部+外部
煌	2359	2435	内部+外部
陡	3191	2145	内部+外部
眨	3577	2146	外部
筒	2361	2207	内部+外部
渊	2362	2244	内部+外部
兜	2363	2463	内部+外部
陕	2453	2149	内部+外部
噪	2364	2848	内部+外部
邨	2365		内部
饲	3038	2151	内部+外部
闽	2367	3078	内部
恤	2368	3106	内部
驳	3242	2154	内部+外部
焕	2371	2808	内部+外部
爪	2408	2157	内部+外部
杏	2373	2672	内部+外部
拘	2932	2158	内部+外部
胀	2374	2270	内部+外部
腌	2376		内部
酬	2807	2160	内部+外部
喔	2377		内部
寇	2630	2161	内部+外部
蒲	2378	2304	内部+外部
裴	2379		内部
彤	2380	3383	内部
僵	2851	2164	内部+外部
铅	2381	2688	内部+外部
揉	2382	2653	内部+外部
盼	2463	2166	内部+外部
逝	2535	2167	内部+外部
雀	2387	2410	内部+外部
棍	2656	2170	内部+外部
廊	2391	2220	内部+外部
嗣	2393		内部
俯	3409	2176	外部
匙	2394	2635	内部+外部
陌	2754	2177	内部+外部
窃	2817	2178	内部+外部
矢	2396	2629	内部+外部
泳	2397	2738	内部+外部
梓	2399		内部
钩	2400	2218	内部+外部
骄	3220	2182	内部+外部
贱	2401	2476	内部+外部
姻	2798	2183	内部+外部
奕	2402		内部
倪	2403		内部
绣	2404	2300	内部+外部
栗	2405	2641	内部+外部
拱	2600	2187	内部+外部
猩	3716	2188	外部
佑	2407	2788	内部+外部
绵	2409	2210	内部+外部
啸	3018	2190	内部+外部
摧	3078	2191	内部+外部
龚	2411		内部
蹭	2412	3262	内部
菩	3311	2193	外部
稠	2413	3155	内部
萝	2414	2678	内部+外部
澄	2415	2695	内部+外部
氛	2857	2197	内部+外部
晖	2417		内部
芦	2418	2519	内部+外部
饥	3016	2199	内部+外部
钠	2419	3317	内部
筛	2420	3189	内部
泊	2540	2200	内部+外部
蔬	2423	2765	内部+外部
铸	2424	2461	内部+外部
咳	2544	2204	内部+外部
讶	4143	2206	外部
屎	2427	3089	内部
杠	2428	3016	内部
嘱	3710	2208	外部
埔	2429		内部
衍	2430	2484	内部+外部
簇	2431	2812	内部+外部
靓	2432		内部
挪	2682	2211	内部+外部
塌	2433	2487	内部+外部
棕	2434	2827	内部+外部
辟	2673	2213	内部+外部
钧	2435	2503	内部+外部
歧	2879	2215	内部+外部
薯	2440	3254	内部
谅	3273	2219	内部+外部
茹	2441		内部
焖	2442		内部
纬	2443	2775	内部+外部
吁	3538	2221	外部
彰	2444	2925	内部+外部
巾	2690	2222	内部+外部
喀	2445		内部
沫	2446	2621	内部+外部
帘	2447	2400	内部+外部
酮	2448		内部
氟	2449		内部
梳	2450	2631	内部+外部
豹	2451	2308	内部+外部
吏	2785	2229	内部+外部
巢	2452	2359	内部+外部
坠	2454	2243	内部+外部
冀	2455	2475	内部+外部
歉	3208	2232	内部+外部
躯	3566	2233	外部
翘	2457	2767	内部+外部
熏	2458	2906	内部+外部
痰	2459	3012	内部
陨	2460	3059	内部
炭	2462	2478	内部+外部
攀	2464	2385	内部+外部
匠	2603	2240	内部+外部
镁	2465		内部
搓	2466	2919	内部+外部
寡	3022	2242	内部+外部
搅	2467	2586	内部+外部
魅	2471	2555	内部+外部
冤	3033	2247	内部+外部
曦	2472		内部
祠	2473	3056	内部
汀	2474		内部
贬	2475	2546	内部+外部
蠢	2476	2261	内部+外部
钉	2513	2251	内部+外部
瞒	3006	2252	内部+外部
憋	2478	2794	内部+外部
岐	2479		内部
耻	3236	2254	内部+外部
谜	2481	2508	内部+外部
擅	2843	2256	内部+外部
陀	2482		内部
昔	2756	2257	内部+外部
阎	2713	2258	内部+外部
骇	4173	2259	外部
硅	2486	3221	内部
诡	3144	2260	内部+外部
渝	2488	3344	内部
磅	2492	2914	内部+外部
乖	2511	2266	内部+外部
厢	2493	2456	内部+外部
屡	2494	2417	内部+外部
媚	2762	2269	内部+外部
婉	2496	2462	内部+外部
夷	2497	2278	内部+外部
饺	2498	3334	内部
庸	2725	2271	内部+外部
茜	2499		内部
乞	3103	2272	内部+外部
衙	3993	2274	外部
逮	3097	2275	内部+外部
樊	2503		内部
宛	3017	2277	内部+外部
匿	2506	2849	内部+外部
撸	2507		内部
矩	2508	2329	内部+外部
骚	2610	2280	内部+外部
秉	2509	2729	内部+外部
荆	2734	2281	内部+外部
姨	2653	2283	内部+外部
酯	2512		内部
搏	2514	2296	内部+外部
嚷	3539	2286	外部
泼	2515	2358	内部+外部
哑	3098	2287	内部+外部
玮	2516		内部
恍	4050	2288	外部
咒	2553	2289	内部+外部
釉	2518		内部
葵	2519	3274	内部
惶	4372	2290	外部
鲤	2520	3075	内部
杖	2835	2291	内部+外部
屿	2521	2753	内部+外部
窜	2930	2292	内部+外部
芭	2522	3039	内部
瓣	2523	2935	内部+外部
喻	2524	2415	内部+外部
恕	2941	2295	内部+外部
兮	2525		内部
焰	2962	2297	内部+外部
祛	2528		内部
淫	2848	2299	内部+外部
耿	2530	2440	内部+外部
岚	2531		内部
侨	2532	2492	内部+外部
卸	2533	2489	内部+外部
丐	4060	2303	外部
禹	2536	2847	内部+外部
蔽	3366	2306	外部
鲸	2537	2667	内部+外部
凹	2538	2796	内部+外部
窦	2539		内部
碘	2541	3384	内部
咐	5091	2310	外部
蔚	2542	3064	内部
阐	3693	2311	外部
藕	2543	3379	内部
轿	2671	2313	内部+外部
蜡	2546	2616	内部+外部
冥	2995	2316	内部+外部
茄	2548	3113	内部
愧	3525	2317	外部
灶	2549	2722	内部+外部
衷	3021	2318	内部+外部
谎	3374	2319	外部
拽	2551	2932	内部+外部
缅	2552	2646	内部+外部
猿	2791	2320	内部+外部
皓	2554	2930	内部+外部
暑	2555	2801	内部+外部
栽	2878	2323	内部+外部
嘎	2556		内部
掀	2594	2324	内部+外部
菱	2557	2726	内部+外部
舔	2558	3071	内部
邑	2560	2927	内部+外部
嘲	3212	2328	内部+外部
椎	2562	2608	内部+外部
芸	2563		内部
璐	2564		内部
靴	2565	2958	内部+外部
喽	2566		内部
脊	2590	2333	内部+外部
谊	2891	2335	内部+外部
哨	3151	2336	内部+外部
斐	2571		内部
捂	2572	2758	内部+外部
慨	3505	2339	外部
迦	2573		内部
嗓	3578	2340	外部
舅	3401	2341	外部
寓	2820	2342	内部+外部
幢	2577	2589	内部+外部
戚	2625	2343	内部+外部
仑	2614	2344	内部+外部
锂	2579		内部
掘	2636	2346	内部+外部
垒	2582	2524	内部+外部
恳	3934	2348	外部
隋	2583	2666	内部+外部
倡	3042	2349	内部+外部
寅	2585	3236	内部
芋	2586	3469	内部
帧	2587		内部
桓	2588		内部
祈	2999	2355	内部+外部
哉	2591	2687	内部+外部
绒	2592	2739	内部+外部
拂	3146	2357	内部+外部
咏	2593	3238	内部
甸	2595	2714	内部+外部
喵	2596		内部
闵	2597		内部
藻	2598	2750	内部+外部
糙	2599	3122	内部
坟	2637	2366	内部+外部
俏	2604	2594	内部+外部
侄	3677	2368	外部
昕	2605		内部
匈	3561	2371	外部
躬	3776	2372	外部
胳	4503	2373	外部
拎	2611	3042	内部
焉	2841	2377	内部+外部
棘	2615	2866	内部+外部
梭	2616	2655	内部+外部
苔	2617	3082	内部
衬	2618	2505	内部+外部
阜	2619		内部
玫	2839	2381	内部+外部
蕴	2620	2559	内部+外部
萄	2813	2382	内部+外部
钛	2621		内部
僚	3929	2383	外部
渗	2622	2485	内部+外部
乍	2623	2660	内部+外部
撰	2828	2386	内部+外部
旬	2918	2387	内部+外部
镀	2627	3415	内部
嘻	3668	2389	外部
鸽	2628	2719	内部+外部
焗	2629		内部
媳	3479	2390	外部
滞	2631	2406	内部+外部
邢	2632		内部
愕	5007	2393	外部
滥	3029	2394	内部+外部
虞	2634		内部
讽	3614	2395	外部
揽	2635	2760	内部+外部
躁	2997	2396	内部+外部
厘	2847	2397	内部+外部
憾	3188	2398	内部+外部
襄	2640		内部
雍	2641		内部
澜	2642	2777	内部+外部
晰	2959	2402	内部+外部
沛	2643	2964	内部+外部
咪	2644	3157	内部
伽	2645		内部
镰	2646	3348	内部
舆	3037	2407	内部+外部
腕	2648	2455	内部+外部
芥	2649	3382	内部
挫	2874	2409	内部+外部
羹	2651	3243	内部
芹	2652	3300	内部
衔	2702	2411	内部+外部
礁	2654	2969	内部+外部
搁	2956	2413	内部+外部
呃	2655		内部
嵌	2657	2830	内部+外部
哗	3699	2416	外部
氨	2658	3073	内部
蚁	2660	2591	内部+外部
泻	2661	2730	内部+外部
雌	2662	2496	内部+外部
郊	2868	2420	内部+外部
莓	2663		内部
鸦	3079	2421	内部+外部
庵	2664	2877	内部+外部
卒	2701	2422	内部+外部
鳞	2665	2696	内部+外部
臀	2667	3043	内部
秃	3193	2425	内部+外部
屑	2668	2622	内部+外部
澡	2669	2723	内部+外部
奢	2670	2596	内部+外部
晟	2672		内部
铬	2674		内部
虏	3751	2431	外部
阀	2675	2747	内部+外部
肢	2925	2432	内部+外部
淹	2676	2573	内部+外部
腓	2677		内部
咕	3476	2434	外部
浊	2678	2953	内部+外部
焯	2679		内部
耽	3152	2436	内部+外部
抠	2680	3411	内部
肆	3158	2437	内部+外部
彪	2681	2444	内部+外部
弊	2746	2439	内部+外部
拧	2683	2921	内部+外部
舜	2685		内部
叮	2784	2441	内部+外部
牟	2686		内部
倦	3424	2443	外部
寮	2688		内部
渍	2689		内部
焚	3280	2445	内部+外部
尴	3482	2447	外部
冉	2692	2959	内部+外部
巩	3128	2448	内部+外部
圭	2694		内部
佰	2696		内部
鄙	3868	2451	外部
檀	2697	2954	内部+外部
瞄	2775	2452	内部+外部
槿	2698		内部
墩	2699	3244	内部
拢	3357	2454	外部
烯	2700		内部
蹄	2703	2581	内部+外部
怯	3718	2458	外部
炜	2704		内部
诈	2769	2459	内部+外部
驹	2705	3259	内部
沥	2706	3336	内部
呜	3411	2460	外部
卦	2707	2986	内部+外部
沁	2708	2888	内部+外部
垣	2710		内部
魄	3345	2464	外部
莞	2711		内部
诀	3043	2465	内部+外部
掐	2712	2985	内部+外部
绢	3547	2466	外部
擒	3207	2467	内部+外部
囚	3277	2468	内部+外部
梵	2715		内部
禀	3853	2469	外部
沐	2716	2818	内部+外部
肇	2717	3103	内部
峻	2718	2625	内部+外部
垄	3439	2471	外部
滇	2719	3176	内部
倚	2966	2472	内部+外部
啤	2720	2870	内部+外部
孚	2721		内部
舶	3804	2474	外部
沼	2722	2571	内部+外部
蹦	2723	2699	内部+外部
馋	2724	3370	内部
稽	3450	2479	外部
涩	2727	2867	内部+外部
汶	2729		内部
泣	3137	2481	内部+外部
庚	2730	2880	内部+外部
魁	2731	2507	内部+外部
嗲	2732		内部
镶	2733	2876	内部+外部
狡	4158	2486	外部
荤	2735	3441	内部
蔓	2737	2728	内部+外部
捅	2738	3023	内部
嘶	3833	2490	外部
棠	2741	2550	内部+外部
笛	2742	2563	内部+外部
昧	3458	2493	外部
翟	2743		内部
甄	2744		内部
棺	3249	2495	内部+外部
霾	2745		内部
祐	2747		内部
磕	2748	2665	内部+外部
酚	2749		内部
懿	2750		内部
皂	2751	3070	内部
啡	2802	2502	内部+外部
钰	2753		内部
贩	2985	2504	内部+外部
岑	2755		内部
咩	2757		内部
硝	2758	2966	内部+外部
闫	2759		内部
毙	3636	2509	外部
麽	2760		内部
茎	2761	2778	内部+外部
纺	2852	2510	内部+外部
掷	2945	2511	内部+外部
韧	2763	3109	内部
赣	2764	3133	内部
烛	3380	2513	外部
膨	3289	2514	内部+外部
袜	2767	3004	内部
谬	3922	2516	外部
锻	2790	2517	内部+外部
烙	2770	3161	内部
阪	2771		内部
坨	2773		内部
隙	3197	2521	内部+外部
谐	2774	2562	内部+外部
喇	2823	2523	内部+外部
祁	2776		内部
祀	2777	3057	内部
旱	3184	2525	内部+外部
侃	2778		内部
瑾	2779		内部
钥	2876	2527	内部+外部
祺	2780		内部
沸	2781	2607	内部+外部
譬	4192	2529	外部
铎	2782		内部
盏	2783	2551	内部+外部
傍	3122	2530	内部+外部
驼	3178	2532	内部+外部
冶	2786	2762	内部+外部
厝	2787		内部
佣	3171	2536	内部+外部
臻	2792		内部
畔	2793	2741	内部+外部
掰	2795	3420	内部
搂	3258	2541	内部+外部
茵	2797	2834	内部+外部
斧	2929	2543	内部+外部
砰	3908	2544	外部
闸	2799	3140	内部
谍	3247	2545	内部+外部
绮	2800		内部
妞	2803		内部
娄	2804	3225	内部
萱	2805		内部
鳝	2806		内部
札	2809		内部
黯	3898	2554	外部
栈	2810	3090	内部
捆	3008	2556	内部+外部
剿	3840	2558	外部
笃	2814		内部
痣	2815		内部
霆	2816		内部
骆	2825	2560	内部+外部
咧	3056	2561	内部+外部
颐	2818		内部
蛛	2819	2651	内部+外部
镍	2821		内部
榨	2822	3333	内部
挟	3670	2567	外部
绫	2824		内部
壤	3438	2568	外部
唑	2826		内部
钞	2827	2671	内部+外部
榕	2829	3449	内部
厕	2830	2913	内部+外部
孰	2832		内部
皖	2833	3117	内部
烘	2834	3150	内部
禽	3164	2579	内部+外部
菁	2837		内部
湛	2838		内部
绅	3106	2580	内部+外部
啪	3174	2582	内部+外部
蕨	2842		内部
枢	3046	2584	内部+外部
伺	4024	2585	外部
晾	2844	3377	内部
瘾	2845	3127	内部
羡	3026	2587	内部+外部
佬	2846		内部
凛	3306	2588	外部
剁	2849		内部
剖	2940	2590	内部+外部
莺	2850	2752	内部+外部
瞅	3365	2592	外部
卯	2853	3374	内部
碾	2854	3288	内部
绞	3135	2595	内部+外部
淀	2855	3151	内部
钵	2856		内部
膊	4246	2597	外部
藉	3102	2598	内部+外部
荫	2858	2718	内部+外部
瞻	2859	2926	内部+外部
瀚	2860		内部
谴	4341	2600	外部
棱	2861	2887	内部+外部
璇	2862		内部
窥	3229	2602	内部+外部
毓	2863		内部
蕊	2864	3045	内部
敞	3165	2604	内部+外部
祷	4012	2605	外部
桦	2866	3410	内部
凰	3124	2606	内部+外部
黔	2867	3365	内部
忒	2869		内部
婧	2871		内部
呛	2872	3096	内部
顷	3489	2611	外部
弧	2873	2902	内部+外部
绸	3244	2612	内部+外部
叩	3890	2614	外部
琛	2877		内部
侮	4385	2617	外部
捣	3024	2618	内部+外部
楷	2881	3278	内部
嵩	2882		内部
淇	2883		内部
瑛	2884		内部
笠	2885		内部
谣	2933	2623	内部+外部
驿	2886		内部
瑰	3323	2624	外部
懵	2887		内部
戊	2888	3156	内部
喧	3775	2626	外部
潇	2889	2817	内部+外部
垃	2890	2658	内部+外部
莽	3449	2628	外部
馍	2892	3423	内部
撇	2957	2630	内部+外部
栓	2895	2972	内部+外部
肋	2896	3025	内部
圾	2897	2773	内部+外部
辜	3394	2634	外部
粪	2898	2879	内部+外部
铂	2899		内部
迄	3735	2636	外部
