字	全码	同项序号	核定简码
岚	ljue	0	lju
岱	ddzu	0	ddzu
岳	yteu	0	yte
峡	xxuv	0	xxu
峨	eeub	0	eeu
峪	yuuj	0	yuuj
峭	qnur	0	qnu
峻	jyug	0	jyu
崇	isuq	0	isu
崎	qiun	0	qiun
崖	yaup	0	yau
崛	jtuu	0	jtu
崩	bgur	0	bgu
崭	vjuf	0	vju
嵌	qmud	0	qmu
嵩	ssuj	0	ssu
巅	dmuq	0	dmu
巍	wwun	0	wwu
巡	xyyo	0	xyy
巢	icya	0	icy
巩	gssd	0	gssd
巫	wusd	0	wus
巳	sitt	0	sitt
巷	hhit	0	hhi
巷	xlit	0	xli
巾	jbgg	0	jbg
帆	fjgd	0	fjg
帖	tpgj	0	tpg
帘	lmsg	0	lms
帜	vigv	0	vig
帧	vfgq	0	vfg
帽	mcga	0	mcg
幂	misg	0	misg
幡	fjga	0	fjga
幢	ilgw	0	ilg
幢	vlgw	0	vlg
幻	hrfz	0	hrfz
幼	yzfk	0	yzf
幽	yzuf	0	yzu
庇	bicg	0	bicg
庐	luct	0	luc
庚	ggcd	0	ggc
庞	phck	0	phc
废	fwcg	0	fwc
庵	anca	0	anc
庶	uucw	0	uucw
庸	ysce	0	ysc
廉	lmcj	0	lmc
廊	lhcy	0	lhc
廓	kocy	0	koc
廖	lnck	0	lnck
廷	tkpo	0	tkp
廿	nmii	0	nmi
弊	bivq	0	bivq
弓	gszz	0	gszz
弘	hszk	0	hsz
弥	mizf	0	miz
弦	xmzf	0	xmzf
弧	huzb	0	huz
弯	wjyz	0	wjy
弼	bizz	0	biz
彝	yidq	0	yidq
彤	tsdk	0	tsd
彦	yjhk	0	yjhk
彪	bnsk	0	bns
彬	bbak	0	bba
彰	vhek	0	vhek
役	yiyw	0	yiyw
徘	pdyx	0	pdy
御	yuyy	0	yuyy
循	xyya	0	xyya
徽	hvyg	0	hvy
忌	jitv	0	jit
忒	tvbv	0	tvb
忿	ffvv	0	ffvv
怂	ssdv	0	ssd
怔	vgvy	0	vgvy
怖	buvg	0	buvg
怜	lmvv	0	lmv
怠	ddkv	0	ddk
怡	yivk	0	yivk
怯	qpvk	0	qpv
怼	dvgv	0	dvg
恍	hlvn	0	hlv
恕	uumv	0	uum
恢	hvvw	0	hvv
恤	xuvt	0	xuv
恨	hfvw	0	hfv
恭	gsiv	0	gsiv
恰	qxvj	0	qxv
恳	kfwv	0	kfw
恺	kdvt	0	kdv
恼	ncvl	0	ncv
悍	hjvx	0	hjv
悔	hvvl	0	hvvl
悟	wuvj	0	wuv
悠	yzzv	0	yzzv
悬	xrrv	0	xrr
悼	dcvb	0	dcvb
惑	hobv	0	hob
惕	tivx	0	tivx
惟	wwvp	0	wwv
惧	juvv	0	juv
惨	cjvk	0	cjv
惩	igyv	0	igy
惭	cjvf	0	cjvf
惶	hlvt	0	hlvt
惹	reqv	0	req
愁	izcv	0	izc
愉	yuve	0	yuve
愕	eevz	0	eev
愚	yuav	0	yuav
愣	lgvl	0	lgv
愤	ffvq	0	ffvq
愧	kvvn	0	kvvn
慈	civv	0	civv
慌	hlvy	0	hlvy
慎	ufvv	0	ufvv
慕	muqv	0	muqv
慨	kdvn	0	kdvn
慰	wwtv	0	wwtv
慷	khvo	0	khv
憋	bpvv	0	bpv
憎	zgva	0	zgva
憾	hjvv	0	hjvv
懈	xpvn	0	xpv
懊	aovv	0	aov
懋	mcav	0	mca
懒	ljvq	0	ljv
懵	mgva	0	mgv
懿	yipv	0	yipv
戊	wubb	0	wub
戌	qubr	0	qub
戌	xubr	0	xub
戎	rsbb	0	rsb
戒	jpbq	0	jpb
戚	qibf	0	qibf
截	jpbp	0	jpbp
戳	ionb	0	io
扁	bmtq	0	bmtq
扁	pmtq	0	pmt
扇	ujtn	0	ujt
扒	baev	0	baev
扒	paev	0	pae
扔	rgen	0	rge
扛	ghes	0	ghe
扛	khes	0	khes
扩	koec	0	koe
扭	nqep	0	nqe
扮	bjeo	0	bjeo
扯	ieey	0	iee
扰	rcek	0	rce
扳	bjeg	0	bjeg
扼	eeet	0	eeet
抄	icek	0	ice
抑	yiey	0	yiey
抖	dzeb	0	dze
抚	fuea	0	fuea
抛	pcek	0	pce
抠	kzee	0	kzee
披	pieh	0	pieh
抹	maes	0	mae
抹	moes	0	moes
押	yaea	0	yae
拂	fuek	0	fuek
拇	muel	0	mue
拎	lbev	0	lbe
拐	gkek	0	gke
拓	taec	0	tae
拓	toec	0	toec
拘	juej	0	juej
拙	voeu	0	voe
拢	lsek	0	lse
拣	jmec	0	jme
拦	ljer	0	lje
拧	nken	0	nke
拨	boeg	0	boeg
拯	vger	0	vge
拱	gsev	0	gse
拳	qrme	0	qrme
拴	uret	0	ure
拽	vkek	0	vk
拾	ueej	0	ueej
拾	uiej	0	uiej
挟	xpev	0	xpe
挠	nceh	0	nce
挡	dhed	0	dhe
挣	vged	0	vged
挨	aies	0	aie
挪	noey	0	noe
挫	coep	0	coep
挽	wjex	0	wje
捂	wuej	0	wuej
捅	tsee	0	tse
捆	kyea	0	kye
捉	voek	0	voek
捏	npep	0	npe
捐	jrer	0	jre
捕	buel	0	bue
捞	lcek	0	lce
捡	jmep	0	jmep
捣	dcec	0	dce
捧	pgee	0	pge
捷	jped	0	jpe
掀	xmed	0	xme
掏	tceb	0	tce
掐	qxel	0	qxe
掘	jteu	0	jte
掠	ltef	0	lte
掩	yjea	0	yjea
掰	bdme	0	bdme
掷	viey	0	viey
掺	ijek	0	ije
揉	rzea	0	rze
揍	zzev	0	zze
描	mnea	0	mne
揣	ikel	0	ike
揪	jqew	0	jqe
揭	jpel	0	jpel
援	yreg	0	yre
揽	ljeq	0	ljeq
搁	geeg	0	gee
搂	lzem	0	lze
搅	jneq	0	jneq
搏	boen	0	boen
搓	coes	0	coes
携	xpen	0	xpen
摊	tjep	0	tjep
摔	ukeb	0	uke
摘	vder	0	vder
摧	cvep	0	cve
撇	ppeg	0	pp
撕	sief	0	sie
撤	ieeg	0	ieeg
撩	lnef	0	lne
撮	coeg	0	coeg
撮	zoeg	0	zoe
撰	vrev	0	vre
撸	luea	0	lue
撼	hjev	0	hje
擀	gjex	0	gje
擅	ujer	0	uje
擎	qkqe	0	qkq
擒	qbeo	0	qbe
攀	pjae	0	pja
攒	creq	0	cre
攒	zjeq	0	zje
敖	aoxg	0	aox
敛	lmpg	0	lmp
敞	ihfg	0	ihfg
敦	dykg	0	dyk
敲	qnkg	0	qnk
敷	fulg	0	ful
斋	vdql	0	vdq
斌	bbqy	0	bb
斐	fwxq	0	fwx
斑	bjtq	0	bjtq
斜	xpdb	0	xpdb
斟	vfib	0	vfi
斥	iiff	0	iif
斧	fuvf	0	fuvf
斩	vjcf	0	vjc
於	yuld	0	yuld
旨	viga	0	viga
旬	xyla	0	xyl
旭	xuha	0	xuh
旱	hjax	0	hja
旷	klac	0	kla
昂	ahay	0	ah
昆	kyag	0	kya
昊	hcav	0	hca
昏	hyna	0	hyn
昔	xiia	0	xii
昕	xbaf	0	xba
昧	mwas	0	mwas
昭	vcaj	0	vcaj
昱	yuah	0	yuah
昼	vztr	0	vzt
晃	hlan	0	hla
晌	uhaq	0	uha
晏	yjam	0	yja
晕	yyac	0	yya
晖	hvac	0	hva
晟	igaz	0	iga
晦	hval	0	hval
晰	xiaf	0	xiaf
晴	qkar	0	qka
晶	jkaa	0	jkaa
晾	llaf	0	llaf
暇	xxag	0	xxa
暑	uuaa	0	uuaa
暨	jiwr	0	jiwr
暮	muqa	0	muqa
曜	ycap	0	yca
曝	bcak	0	bca
曝	puak	0	pua
曦	xiaz	0	xiaz
曰	ytaa	0	yta
朔	uovr	0	uov
朕	vfrv	0	vfr
朦	mgry	0	mgr
札	vaaz	0	vaaz
朴	pnas	0	pna
朴	poas	0	poa
朴	puas	0	puas
朵	doda	0	doda
朽	xqaz	0	xqa
杆	gjax	0	gja
杉	uaak	0	uaa
杉	ujak	0	uja
杏	xkaj	0	xkaj
杖	vhad	0	vha
杞	qiat	0	qia
杠	ghas	0	gha
杭	hhad	0	hha
枉	what	0	what
枕	vfan	0	vfa
枢	uuae	0	uuae
枣	zcgd	0	zcg
枫	fgae	0	fga
枯	kuar	0	kua
柄	bkad	0	bka
柚	yzaa	0	yzaa
柜	gval	0	gva
柜	jual	0	jua
柠	nkan	0	nka
柬	jmgg	0	jmg
柯	kean	0	kean
柴	idya	0	idy
柿	uiag	0	uiag
栅	ujar	0	ujar
栅	vaar	0	vaar
栈	vjab	0	vja
栋	dsac	0	dsa
栏	ljar	0	lja
栓	urat	0	ura
栖	qiay	0	qiay
栗	liya	0	liy
株	vuas	0	vuas
栽	zdba	0	zdba
桂	gvap	0	gvap
桃	tcan	0	tca
框	klat	0	klat
桐	tsaj	0	tsaj
桓	hrar	0	hra
桔	jpaj	0	jpaj
桢	vfaq	0	vfaq
桦	hxab	0	hxa
桨	jlxa	0	jlxa
桩	vlap	0	vla
梓	ziah	0	zia
梗	ggae	0	gg
梢	ucar	0	uca
梧	wuaj	0	wua
梨	liea	0	liea
梭	soag	0	soa
梯	tiab	0	tiab
械	xpaq	0	xpa
梳	uuay	0	uuay
梵	fjad	0	fja
棉	mmag	0	mma
棋	qiav	0	qiav
棍	gyag	0	gya
棕	zsaq	0	zsa
棘	jigg	0	jigg
棚	pgar	0	pga
棠	thsa	0	thsa
棱	lgag	0	lga
棱	lkag	0	lka
棵	keaa	0	keaa
棺	grah	0	gra
椅	yiav	0	yiav
植	viar	0	viar
椎	vvap	0	vva
椒	jnag	0	jnag
椰	yeay	0	yea
椿	iyaa	0	iya
楠	njab	0	njab
楷	jpal	0	jpal
楷	kdal	0	kda
榄	ljaq	0	ljaq
榆	yuae	0	yuae
榕	rsaj	0	rsa
榨	vaar	0	vaar
榴	lqaa	0	lqaa
槐	hkan	0	hka
槛	jmat	0	jmat
槛	kjat	0	kja
槽	ccaa	0	cca
槿	jbax	0	jbax
樊	fjav	0	fjav
樟	vhab	0	vhab
樱	ykam	0	ykam
橘	juaj	0	juaj
橙	igar	0	igar
橡	xlab	0	xlab
檀	tjar	0	tja
檐	yjam	0	yjam
檬	mgay	0	mga
欠	qmod	0	qmod
欺	qiid	0	qiid
歇	xpad	0	xpad
歉	qmjd	0	qmj
歧	qiyg	0	qiy
歪	wdry	0	wdr
歹	ddxx	0	ddx
歼	jmxx	0	jmx
殖	uixr	0	uixr
殖	vixr	0	vix
殷	yjkw	0	yjkw
殷	ybkw	0	ybk
殿	dmtw	0	dmt
毁	hvlw	0	hvl
毅	yihw	0	yihw
毓	yudy	0	yudy
毗	piag	0	pia
毙	bigg	0	bigg
毯	tjhw	0	tjh
氛	ffuo	0	ffu
氟	fuuk	0	fuu
氢	qkus	0	qku
氧	yhub	0	yhu
氨	anum	0	anum
氮	djuw	0	dju
氯	lvuo	0	lvu
汀	tkon	0	tko
汐	xiox	0	xiox
汛	xyob	0	xyo
汝	ruom	0	ruo
汞	gsso	0	gsso
污	wuoz	0	wuo
汪	whot	0	who
汰	tdov	0	tdo
汶	wfoq	0	wfoq
汹	xsol	0	xso
汾	ffoo	0	ffo
沁	qbov	0	qbo
沐	muoa	0	muo
沛	pwog	0	pwo
沥	liok	0	lio
沦	lyog	0	lyo
沧	chot	0	cho
沪	huot	0	huot
沫	moos	0	moos
沮	juor	0	juo
沸	fwok	0	fwo
沼	vcoj	0	vcoj
沽	guor	0	guo
沾	vjoj	0	vjo
泄	xpoz	0	xpo
泊	bool	0	boo
泊	pool	0	pool
泌	biov	0	bio
泌	miov	0	mio
泓	hsok	0	hsok
泣	qioh	0	qioh
泳	yson	0	yso
泵	bgco	0	bg
泷	lsok	0	lso
泷	ulok	0	ulo
泸	luot	0	luo
泻	xpor	0	xpor
泼	poog	0	poog
泾	jkos	0	jkos
洒	saoy	0	sao
洼	waop	0	wao
洽	qxoj	0	qxo
浆	jlxo	0	jlxo
浇	jnoh	0	jno
浊	voow	0	voo
浏	lqoo	0	lqoo
浑	hyoc	0	hyo
浙	veof	0	veo
浚	jyog	0	jyo
浚	xyog	0	xyog
浴	yuoj	0	yuo
浸	jbog	0	jbog
涅	npop	0	np
涌	isoe	0	isoe
涌	ysoe	0	ysoe
涕	tiob	0	tio
涛	tcon	0	tcon
涡	good	0	goo
涡	wood	0	woo
涧	jmoa	0	jmoa
涩	seoy	0	seo
涮	uroo	0	ur
涯	yaop	0	yao
涵	hjol	0	hjol
淀	dmol	0	dmo
淇	qiov	0	qiov
淋	lboa	0	lboa
淌	thoj	0	thoj
淑	uuog	0	uuo
淘	tcob	0	tcob
淤	yuod	0	yuod
淫	ybop	0	ybo
淮	hkop	0	hko
淳	iyox	0	iyo
淹	yjoa	0	yjoa
淼	mnoo	0	mno
渊	yroy	0	yroy
渍	zioq	0	zioq
渔	yuoy	0	yuoy
渗	ufok	0	ufok
渚	vuoa	0	vuoa
渝	yuoe	0	yuoe
渠	quoa	0	quo
渡	duog	0	duo
渣	vaor	0	vao
渭	wwor	0	wwor
渴	keol	0	keo
渺	mnok	0	mnok
湘	xloa	0	xlo
湛	vjoz	0	vjoz
溃	hvoq	0	hvoq
溃	kvoq	0	kvo
溅	jmob	0	jmob
溜	lqoa	0	lqoa
溢	yiot	0	yiot
溯	suor	0	suo
溴	xqov	0	xqo
溶	rsoj	0	rso
滇	dmov	0	dmov
滋	ziof	0	ziof
滔	tcol	0	tcol
滕	tgro	0	tgro
滞	viog	0	viog
滤	lvov	0	lvo
滥	ljot	0	ljo
滨	bbov	0	bbo
滩	tjop	0	tjo
漂	pnoq	0	pno
漆	qioo	0	qioo
漏	lzol	0	lzo
漠	mooq	0	mooq
漳	vhob	0	vhob
漾	yhon	0	yhon
潇	xnov	0	xnov
潭	tjob	0	tjob
澄	igor	0	igo
澄	dgor	0	dgo
澜	ljog	0	ljog
澡	zcoa	0	zco
濑	ldoq	0	ldo
瀑	bcok	0	bco
瀑	puok	0	puok
瀚	hjon	0	hjon
灌	grop	0	gro
灶	zcwp	0	zcw
灸	jqgw	0	jqg
灼	vowd	0	vow
灾	zdsw	0	zdsw
灿	cjwu	0	cjw
炉	luwt	0	luw
炕	khwd	0	khw
炜	wwwe	0	www
炫	xrwf	0	xrw
炭	tjuw	0	tju
炮	bcwt	0	bcwt
炮	pcwt	0	pcw
炳	bkwd	0	bkw
炼	lmwc	0	lmw
烁	uowj	0	uow
烘	hswv	0	hsw
烙	lcwg	0	lcw
烙	lowg	0	low
烛	vuww	0	vuw
烨	yewb	0	yewb
烩	hvwk	0	hvw
烯	xiwg	0	xiw
烷	wjwn	0	wjw
烹	pgkw	0	pgk
焉	yjrw	0	yjr
焊	hjwx	0	hjw
焕	hrwv	0	hrw
焖	mfwv	0	mfw
焗	juwj	0	juw
焚	ffaw	0	ffa
焯	icwb	0	icwb
焰	yjwl	0	yjwl
煌	hlwt	0	hlw
煜	yuwh	0	yuw
煞	uamw	0	uam
煤	mwwa	0	mww
煲	bczw	0	bczw
煽	ujwn	0	ujw
熄	xiwv	0	xiwv
熏	xytt	0	xyt
熔	rswj	0	rsw
熙	ximw	0	ximw
熬	aoxw	0	aoxw
熵	uhwr	0	uhw
燃	rjww	0	rjw
燥	zcwa	0	zcwa
爪	vcbb	0	vcbb
爪	vxbb	0	vxb
爬	pabt	0	pab
爵	jtbn	0	jtb
爹	dpvx	0	dpv
牟	mzkn	0	mzk
牟	mukn	0	muk
牡	munp	0	mun
牢	lcsn	0	lcs
牧	mung	0	mung
牲	ugnx	0	ugn
牵	qmvn	0	qmv
牺	xiny	0	xiny
犀	xitn	0	xit
犬	qrvv	0	qrv
狄	dihw	0	dih
狐	huhb	0	huh
狠	hfhw	0	hfh
狡	jnhe	0	jnhe
狩	uzhn	0	uzh
狭	xxhv	0	xxh
狮	uihg	0	uih
狱	yuhv	0	yuh
狸	lihw	0	lihw
狼	lhhw	0	lhh
猎	lpha	0	lph
猩	xkhx	0	xkh
猴	hzhs	0	hzh
猿	yrhg	0	yrh
玄	xrbf	0	xrb
玖	jqtg	0	jqt
玥	yttr	0	ytt
玫	mwtg	0	mwtg
玮	wwte	0	wwte
玲	lktv	0	lkt
玺	xiot	0	xiot
玻	both	0	bot
珀	potl	0	pot
珂	ketn	0	ket
珊	ujtr	0	ujtr
琅	lhtw	0	lht
琉	lqty	0	lqt
琐	sotq	0	sot
琛	ifta	0	ift
琢	voty	0	vot
琢	zoty	0	zot
琦	qitn	0	qitn
琪	qitv	0	qitv
琼	qstf	0	qst
瑛	yktv	0	ykt
瑜	yute	0	yute
瑟	setv	0	set
瑰	gvtn	0	gvt
瑶	yctb	0	yct
瑾	jbtx	0	jbtx
璃	lito	0	lito
璇	xrtl	0	xrt
璋	vhtb	0	vht
璐	lutg	0	lut
璧	bitt	0	bitt
瓣	bjhb	0	bjh
瓷	cios	0	cios
甄	vfys	0	vfys
甩	ukrz	0	ukr
甫	full	0	full
甸	dmla	0	dmla
畅	ihax	0	ihax
畏	wwal	0	wwal
畔	pjae	0	pjae
畜	iuba	0	iub
畜	xuba	0	xuba
畴	izan	0	iza
疆	jlzr	0	jlzr
疏	uuzy	0	uuz
疤	bact	0	bac
疫	yicw	0	yicw
疮	ilct	0	ilct
疯	fgce	0	fgc
疲	pich	0	pic
疹	vfck	0	vfc
痒	yhcb	0	yhc
痕	hfcw	0	hfc
痘	dzcr	0	dzc
痣	vicv	0	vic
痰	tjcw	0	tjcw
痴	iicj	0	iic
瘀	yucd	0	yuc
瘤	lqca	0	lqc
瘫	tjcp	0	tjcp
瘾	ybcv	0	ybc
癌	aicu	0	aic
癣	xrcb	0	xrc
皂	zclg	0	zcl
皋	gclb	0	gcl
皓	hclj	0	hcl
皖	wjln	0	wjl
皱	vzmh	0	vzm
盅	vsjt	0	vsjt
盈	yknt	0	ykn
盏	vjbt	0	vjb
盔	kvbt	0	kvb
盗	dcot	0	dcot
盟	mgat	0	mgat
盯	dkan	0	dkan
盲	mhba	0	mhb
盼	pjao	0	pjao
盾	dyka	0	dyka
眠	mmam	0	mmam
眨	vaaf	0	vaaf
眯	miab	0	mia
眷	jrma	0	jrma
睁	vgad	0	vga
睇	diab	0	diab
睦	muap	0	muap
睹	duaa	0	duaa
睿	rvsa	0	rvs
瞄	mnaa	0	mna
瞅	izaw	0	izaw
瞎	xxaj	0	xxaj
瞒	mjad	0	mjad
瞪	dgar	0	dga
瞬	uyah	0	uya
瞳	tsaw	0	tsaw
瞻	vjam	0	vjam
瞿	quap	0	quap
矗	iubr	0	iubr
矛	mcgk	0	mcgk
矢	uiss	0	uiss
矣	yiks	0	yik
矩	jusl	0	jus
矫	jnsy	0	jnsy
矮	aism	0	ais
矶	jicd	0	jicd
矿	klcc	0	klc
砂	uack	0	uack
砌	qico	0	qic
砍	kjcd	0	kj
砖	vrck	0	vrc
砚	yjcq	0	yjcq
砰	pgcb	0	pgcb
砸	zacg	0	zac
础	iucu	0	iucu
硅	gvcp	0	gvcp
硒	xicy	0	xicy
硕	uocq	0	uoc
硝	xncr	0	xnc
硫	lqcy	0	lqcy
碌	lqco	0	lqco
碌	luco	0	luco
碍	aicn	0	aicn
碑	bwcb	0	bwc
碘	dmcv	0	dmcv
碟	dpca	0	dpc
碧	bitc	0	bitc
碱	jmcj	0	jmcj
碾	nmcl	0	nmc
磁	cicf	0	cic
磅	bhcl	0	bhc
磅	phcl	0	phcl
磊	lwcc	0	lwc
磕	kect	0	kect
磨	mocc	0	mocc
磷	lbch	0	lbc
礁	jncw	0	jncw
祀	sivt	0	siv
祁	qivy	0	qivy
祈	qivf	0	qivf
祐	yzvj	0	yzvj
祛	quvk	0	quv
祠	civj	0	civj
祭	jixq	0	jixq
祭	vdxq	0	vdx
祯	vfvq	0	vfv
祷	dcvn	0	dcvn
祸	hovd	0	hov
祺	qivv	0	qivv
禀	bkbq	0	bkb
禄	luvo	0	luv
禅	ijvs	0	ijv
禅	ujvs	0	ujv
禧	xivj	0	xivj
禹	yuko	0	yuk
禽	qbdo	0	qbd
禾	hecc	0	hec
秃	tucd	0	tuc
秉	bkdd	0	bkd
秤	igcb	0	igcb
秩	vics	0	vics
稀	xicg	0	xicg
稚	vicp	0	vicp
稠	izcj	0	izcj
稻	dccl	0	dccl
稼	jxcy	0	jxc
稽	jica	0	jica
稿	gccj	0	gcc
穗	svcv	0	svcv
穴	xtsv	0	xts
窃	qpso	0	qps
窄	vdsr	0	vdsr
窍	qnsz	0	qnsz
窑	ycsb	0	ycs
窒	vish	0	vish
窘	jssj	0	jss
窜	crsy	0	cr
窝	wosd	0	wos
窟	kusu	0	kus
窥	kvsq	0	kvs
窦	dzsv	0	dzs
竖	uuhh	0	uuh
竭	jphl	0	jphl
竿	gjmx	0	gjm
笃	dumn	0	dumn
笋	symk	0	sym
笙	ugmx	0	ugm
笛	dima	0	dima
笠	limh	0	lim
笨	bfmr	0	bfm
笼	lsmk	0	lsm
筋	jbmk	0	jbm
筐	klmt	0	klm
筑	vumd	0	vumd
筒	tsmj	0	tsm
筛	udmg	0	udm
筱	xnmg	0	xnmg
筷	kkmv	0	kkm
筹	izmn	0	izm
箭	jmmv	0	jmmv
篮	ljmt	0	ljm
篷	pgmo	0	pgm
簇	cums	0	cum
簿	bumn	0	bum
籍	jima	0	jima
籽	zibx	0	zib
粒	libh	0	libh
粘	nmbj	0	nmb
粘	vjbj	0	vjbj
粟	suyb	0	suyb
粤	ytqz	0	ytq
粪	ffbv	0	ffbv
粮	llbw	0	llb
粹	cvbb	0	cvb
糕	gcbw	0	gcb
糙	ccbo	0	ccb
糟	zcba	0	zcb
糯	nobl	0	nob
絮	xumf	0	xumf
繁	fjdf	0	fjdf
繁	podf	0	pod
纠	jqfy	0	jqf
纤	qmfx	0	qmf
纤	xmfx	0	xmfx
纬	wwfe	0	wwfe
纱	uafk	0	uaf
纲	ghfe	0	ghf
纺	fhfl	0	fhf
纽	nqfp	0	nqf
绅	uffa	0	uff
绎	yife	0	yif
绑	bhfy	0	bhf
绒	rsfb	0	rsf
绘	hvfk	0	hvfk
绞	jnfe	0	jnf
绢	jrfr	0	jrf
绣	xqfn	0	xqf
绥	svfm	0	svf
绩	jifq	0	jifq
绪	xufa	0	xufa
绫	lkfg	0	lkf
绮	qifn	0	qif
绰	icfb	0	icf
绰	iofb	0	iof
绳	ugfa	0	ugfa
绵	mmfg	0	mmf
绷	bgfr	0	bgf
绸	izfj	0	izf
综	zgfq	0	zgf
综	zsfq	0	zsfq
绽	vjfl	0	vjf
缀	vvfg	0	vvf
缅	mmfl	0	mmfl
缆	ljfq	0	ljf
缇	tifl	0	tif
缔	difg	0	dif
缕	lvfm	0	lvfm
缚	fufn	0	fuf
缝	fgfo	0	fgf
缠	ijfw	0	ijf
缤	bbfv	0	bbf
缴	jnfg	0	jnfg
缸	ghbs	0	ghb
罐	grbp	0	grb
罕	hjsx	0	hjsx
罚	fato	0	fat
罩	vctb	0	vct
羌	qlmz	0	qlm
羚	lkmv	0	lkm
羞	xqmp	0	xqm
羡	xmmd	0	xmmd
羯	jpml	0	jpml
羹	ggmv	0	ggm
羽	yunn	0	yun
翁	wgvn	0	wg
翅	iibn	0	iib
翔	xlmn	0	xlmn
翘	qnhn	0	qnh
翟	dinp	0	din
翟	vdnp	0	vdn
翠	cvnb	0	cvn
翡	fwxn	0	fwxn
翰	hjbn	0	hjbn
耀	ycfp	0	ycfp
耍	uxlm	0	uxl
耕	ggrj	0	ggr
耗	hcrh	0	hcr
耸	ssdm	0	ssdm
耻	iimy	0	iim
耽	djmn	0	djm
耿	ggmw	0	ggmw
聂	npmg	0	npm
聋	lskm	0	lskm
聘	pbmz	0	pbm
聪	csmv	0	csm
肃	sudv	0	sud
肆	sird	0	sir
肇	vctd	0	vctd
肋	lwrk	0	lwr
肘	vzrn	0	vzr
肚	durp	0	dur
肛	ghrs	0	ghr
肠	ihrx	0	ihr
肢	virg	0	virg
肤	furv	0	furv
肪	fhrl	0	fhr
肽	tdrv	0	tdrv
肿	vsry	0	vsr
胀	vhrh	0	vhr
胁	xprk	0	xpr
胚	pwrr	0	pwr
胞	bcrt	0	bcr
胤	ybkz	0	ybkz
胧	lsrk	0	lsr
胰	yirh	0	yir
胳	gerg	0	ger
胶	jnre	0	jnre
胺	anrm	0	anr
脉	mdrn	0	mdr
脉	morn	0	morn
脊	jior	0	jior
脐	qiry	0	qiry
脓	nsrg	0	nsr
脖	borx	0	bor
脾	pirb	0	pirb
腊	lara	0	lar
腌	aara	0	aar
腌	yjra	0	yjra
腐	fucd	0	fucd
腓	fwrx	0	fwrx
腔	qlrs	0	qlr
腕	wjrt	0	wjr
腥	xkrx	0	xkrx
腮	sdrv	0	sdr
腹	furg	0	furg
腺	xmro	0	xmro
膀	bhrl	0	bhrl
膀	phrl	0	phr
膊	born	0	born
膏	gckr	0	gck
膛	thrp	0	thr
膝	xiro	0	xir
膨	pgrk	0	pgrk
膳	ujrj	0	ujr
臀	tytr	0	tyt
臧	zhbm	0	zhb
臭	izlv	0	izl
臭	xqlv	0	xql
臻	vfhc	0	vfh
舅	jqlk	0	jql
舆	yukv	0	yukv
舌	uexj	0	uex
舔	tmxv	0	tmxv
舜	uybh	0	uyb
舟	vzcc	0	vzcc
舱	chct	0	chc
舵	docg	0	docg
舶	bocl	0	boc
艇	tkco	0	tkco
艘	szcg	0	szc
艮	gfww	0	gfw
艰	jmgw	0	jmgw
艳	yjxt	0	yjx
芋	yuqx	0	yuq
芒	mhqz	0	mhq
芙	fuqv	0	fuq
芝	viqf	0	viq
芥	gdqy	0	gdq
芥	jpqy	0	jpqy
芦	luqt	0	luq
芭	baqt	0	baq
芮	rvqd	0	rvq
芯	xbqv	0	xbq
芷	viqy	0	viqy
芸	yyqk	0	yyq
芹	qbqf	0	qbq
芽	yaqk	0	yaq
苍	chqt	0	chq
苑	yrqt	0	yrq
苓	lkqv	0	lkq
苔	tdqj	0	tdq
苗	mnqa	0	mnq
苛	keqn	0	keq
苟	gzqj	0	gzq
苯	bfqr	0	bfq
苷	gjqi	0	gjq
苹	pkqb	0	pkq
茂	mcqb	0	mcq
茄	jxqj	0	jxq
茄	qpqj	0	qpq
茅	mcqk	0	mcqk
茎	jkqs	0	jkqs
茗	mkqj	0	mkq
茜	qmqy	0	qmq
茜	xiqy	0	xiq
茫	mhqz	0	mhqz
茱	vuqs	0	vuqs
茵	ybqv	0	ybq
茹	ruqj	0	ruq
荀	xyqa	0	xyq
荆	jkqo	0	jkqo
荐	jmqx	0	jmqx
荒	hlqy	0	hlq
荔	liqk	0	liqk
荟	hvqk	0	hvq
荤	hyqc	0	hyq
荫	ybqr	0	ybqr
荷	heqn	0	heq
莎	uaqk	0	uaq
莎	soqk	0	soq
莓	mwql	0	mwq
莞	grqn	0	grq
莞	wjqn	0	wjq
莲	lmqo	0	lmq
莹	ykqt	0	ykqt
莺	ykqc	0	ykqc
莽	mhqq	0	mhqq
菁	jkqr	0	jkqr
菅	jmqh	0	jmqh
菇	guqr	0	guq
菊	juqb	0	juq
菩	puqj	0	puq
菱	lkqg	0	lkqg
萃	cvqb	0	cvq
萄	tcqb	0	tcq
萍	pkqb	0	pkqb
萎	wwqm	0	wwq
萝	loqx	0	loqx
萤	ykqw	0	ykqw
萧	xnqv	0	xnq
萱	xrqr	0	xrq
葛	geql	0	geq
葡	puql	0	puql
葫	huqr	0	huq
葬	zhqq	0	zhqq
葵	kvqv	0	kvq
蒜	srqq	0	srq
蒲	puql	0	puql
蒿	hcqj	0	hcq
蓄	xuqa	0	xuq
蓉	rsqj	0	rsqj
蓓	bwqj	0	bwqj
蓬	pgqo	0	pgq
蔑	mpqd	0	mpq
蔓	mjqg	0	mjq
蔓	wjqg	0	wjqg
蔚	wwqn	0	wwqn
蔚	yuqn	0	yuqn
蔬	uuqy	0	uuq
