序	字	读音	最短码	位
2050	盐	yan	yjt	1
2051	鄙	bi	bihp	2
2052	匪	fei	fww	1
2053	呈	cheng	igh	1
2054	煎	jian	jma	1
2055	耗	hao	hcn	1
2056	露	lou	lzc	1
2057	仆	pu	puf	1
2058	会	kuai	kkg	1
2059	炼	lian	lmr	1
2060	掘	jue	jtl	1
2061	鹿	lu	luk	1
2062	哲	zhe	velh	1
2063	炎	yan	yjr	1
2064	弹	tan	tjo	1
2065	苹	ping	pkxp	1
2066	谜	mi	midp	1
2067	晶	jing	jkqq	1
2068	瞄	miao	mnq	1
2069	狄	di	div	1
2070	馅	xian	xma	1
2071	赎	shu	uuzn	1
2072	捷	jie	jpl	1
2073	毙	bi	bitt	1
2074	娅	ya	yaz	1
2075	沾	zhan	vjb	1
2076	浓	nong	nsb	1
2077	降	xiang	xlp	1
2078	烫	tang	thb	1
2079	侄	zhi	vify	1
2080	覆	fu	fueq	1
2081	喽	lou	lzh	1
2082	穆	mu	muw	1
2083	跪	gui	gvz	1
2084	竭	jie	jpa	1
2085	逝	shi	uilp	1
2086	黛	dai	ddfr	1
2087	赠	zeng	zgz	1
2088	琼	qiong	qsg	1
2089	笼	long	lsr	1
2090	繁	fan	fjf	1
2091	湾	wan	wjb	1
2092	丸	wan	wjd	1
2093	翼	yi	yim	1
2094	筒	tong	tsr	1
2095	肾	shen	ufn	1
2096	伞	san	sjg	1
2097	塌	ta	tatm	1
2098	妨	fang	fhz	1
2099	铐	kao	kck	1
2100	吼	hou	hzh	1
2101	扶	fu	ful	1
2102	薯	shu	uuxa	1
2103	抖	dou	dzl	1
2104	衰	shuai	ukn	1
2105	谨	jin	jbd	1
2106	枚	mei	mwoq	1
2107	蜘	zhi	vim	1
2108	辨	bian	bmss	1
2109	荐	jian	jmx	1
2110	屈	qu	qui	1
2111	江	jiang	jlb	1
2112	臭	chou	izy	1
2113	兜	dou	dzy	1
2114	均	jun	jyt	1
2115	虐	nve	nt	1
2116	飘	piao	pne	1
2117	绅	shen	ufj	1
2118	侮	wu	wuff	1
2119	摘	zhai	vdl	1
2120	润	run	ry	1
2121	鸭	ya	yap	1
2122	矛	mao	mcs	1
2123	饱	bao	bca	1
2124	囊	nang	nh	1
2125	贷	dai	ddfz	1
2126	丛	cong	csg	1
2127	氛	fen	ffr	1
2128	妄	wang	whvz	1
2129	峰	feng	fgy	1
2130	漆	qi	qib	1
2131	膏	gao	gcu	1
2132	川	chuan	ira	1
2133	模	mu	muot	1
2134	虾	xia	xxm	1
2135	慎	shen	ufc	1
2136	筋	jin	jbr	1
2137	擎	qing	qkx	1
2138	眉	mei	mwi	1
2139	庞	pang	phs	1
2140	贪	tan	tjz	1
2141	夷	yi	yiaa	2
2142	屏	ping	pk	1
2143	橱	chu	iuoy	1
2144	悠	you	yzfc	1
2145	兆	zhao	vcb	1
2146	畏	wei	wwpk	1
2147	寂	ji	jiiq	1
2148	枕	zhen	vfo	1
2149	勋	xun	xyh	1
2150	呢	ni	nih	1
2151	疚	jiu	jqs	1
2152	紫	zi	zig	1
2153	鹅	e	eee	1
2154	缸	gang	ghz	1
2155	浅	qian	qmbr	1
2156	浆	jiang	jlnb	1
2157	契	qi	qiw	1
2158	忏	chan	ijc	1
2159	讼	song	ssdt	1
2160	遮	zhe	ves	1
2161	瞬	shun	uyq	1
2162	悄	qiao	qnc	1
2163	捣	dao	dcl	1
2164	串	chuan	irh	1
2165	兼	jian	jmh	1
2166	脂	zhi	viv	1
2167	玫	mei	mwg	1
2168	歧	qi	qigq	1
2169	赤	chi	iit	1
2170	慕	mu	mutc	1
2171	饶	rao	rca	1
2172	疤	ba	bas	1
2173	篷	peng	pgr	1
2174	猩	xing	xkvw	1
2175	谣	yao	ycd	1
2176	靴	xue	xtm	1
2177	涯	ya	yab	1
2178	罢	ba	baat	1
2179	桩	zhuang	vlo	1
2180	瑰	gui	gvg	1
2181	摊	tan	tjlg	1
2182	穴	xue	xti	1
2183	妖	yao	yczn	1
2184	率	shuai	uk	1
2185	钩	gou	gzk	1
2186	嘻	xi	xihh	1
2187	凑	cou	cz	1
2188	寿	shou	uzn	1
2189	苍	cang	chx	1
2190	碟	die	dpj	1
2191	酬	chou	ize	1
2192	舔	tian	tmwc	1
2193	垂	chui	ivw	1
2194	悦	yue	ytc	1
2195	畅	chang	ihp	1
2196	纱	sha	uaje	1
2197	循	xun	xyu	1
2198	烛	zhu	vurm	1
2199	锅	guo	gok	1
2200	促	cu	cuf	1
2201	堕	duo	dop	1
2202	棋	qi	qio	1
2203	颠	dian	dmpz	1
2204	览	lan	ljn	1
2205	垮	kua	kxt	1
2206	盲	mang	mhv	1
2207	衷	zhong	vsn	1
2208	艳	yan	yjwv	1
2209	辅	fu	fue	1
2210	肮	ang	ahv	1
2211	斑	ban	bjga	1
2212	氓	mang	mhvu	1
2213	徽	hui	hvu	1
2214	稀	xi	xiw	1
2215	藤	teng	tgx	1
2216	嚷	rang	rhh	1
2217	贡	gong	gsez	1
2218	劣	lie	lpg	1
2219	坎	kan	kjt	1
2220	汀	ting	tkb	1
2221	跨	kua	kx	1
2222	综	zong	zsj	1
2223	携	xie	xpl	1
2224	豫	yu	yusl	1
2225	痒	yang	yhs	1
2226	粒	li	lid	1
2227	跌	die	dp	1
2228	陶	tao	tcp	1
2229	嗓	sang	shh	1
2230	膜	mo	mov	1
2231	兮	xi	xia	1
2232	坟	fen	fft	1
2233	御	yu	yuu	1
2234	镑	bang	bhk	1
2235	恒	heng	hgc	1
2236	阅	yue	ytw	1
2237	贞	zhen	vfaz	1
2238	莲	lian	lmx	1
2239	镖	biao	bnk	1
2240	腕	wan	wjv	1
2241	呕	ou	ouh	1
2242	敞	chang	ihgq	1
2243	棵	ke	keoo	1
2244	匿	ni	niw	1
2245	咙	long	lsh	1
2246	寒	han	hji	1
2247	肢	zhi	vivq	1
2248	狐	hu	huv	1
2249	饥	ji	jian	1
2250	宅	zhai	vdi	1
2251	棺	guan	gro	1
2252	腺	xian	xmv	1
2253	呜	wu	wuhy	1
2254	缉	ji	jije	1
2255	刊	kan	kjw	1
2256	岗	gang	ghy	1
2257	淇	qi	qiba	2
2258	渣	zha	vab	1
2259	盼	pan	pjq	1
2260	阱	jing	jkp	1
2261	捅	tong	tsl	1
2262	贿	hui	hvz	1
2263	俊	jun	jyf	1
2264	恤	xu	xuca	1
2265	翅	chi	iip	1
2266	迅	xun	xyo	1
2267	晒	shai	ud	1
2268	廷	ting	tkt	1
2269	淹	yan	yjbp	1
2270	壳	ke	ket	1
2271	喻	yu	yuh	1
2272	榜	bang	bhos	1
2273	棉	mian	mmo	1
2274	拟	ni	nil	1
2275	橡	xiang	xlol	1
2276	椒	jiao	jno	1
2277	舅	jiu	jqy	1
2278	咨	zi	zibh	1
2279	柴	chai	idg	1
2280	歪	wai	wdn	1
2281	澳	ao	aob	1
2282	莓	mei	mwx	1
2283	躁	zao	zcz	1
2284	盆	pen	pfa	1
2285	蓄	xu	xux	1
2286	懦	nuo	noc	1
2287	泼	po	poba	1
2288	焰	yan	yjry	1
2289	薇	wei	wwx	1
2290	琪	qi	qiga	1
2291	鸽	ge	geg	1
2292	乃	nai	ndv	1
2293	坑	keng	kg	1
2294	贤	xian	xmn	1
2295	钮	niu	nqk	1
2296	熏	xun	xyr	1
2297	脊	ji	jibv	1
2298	珊	shan	ujg	1
2299	翘	qiao	qnb	1
2300	慨	kai	kdca	1
2301	洒	sa	sab	1
2302	泣	qi	qiba	1
2303	逆	ni	nia	1
2304	柠	ning	nko	1
2305	柱	zhu	vuo	1
2306	滥	lan	ljba	1
2307	罕	han	hjiw	1
2308	钞	chao	ick	1
2309	皆	jie	jpt	1
2310	臀	tun	tyi	1
2311	奎	kui	kvn	1
2312	础	chu	iuj	1
2313	翁	weng	wg	1
2314	鸣	ming	mkh	1
2315	狸	li	livm	1
2316	津	jin	jbbq	1
2317	嘱	zhu	vuh	1
2318	耽	dan	dje	1
2319	弊	bi	bia	1
2320	柏	bo	boo	1
2321	蒸	zheng	vgx	1
2322	券	quan	qris	1
2323	螺	luo	lom	1
2324	珀	po	pog	1
2325	匠	jiang	jlw	1
2326	赴	fu	fuz	1
2327	柄	bing	bko	1
2328	稽	ji	jiwq	1
2329	删	shan	ujn	1
2330	哨	shao	uch	1
2331	檬	meng	mgo	1
2332	凝	ning	nkb	1
2333	遣	qian	qmm	1
2334	棚	peng	pgo	1
2335	炫	xuan	xrr	1
2336	宪	xian	xmi	1
2337	届	jie	jpi	1
2338	睹	du	duq	1
2339	扳	ban	bjlq	1
2340	绘	hui	hvj	1
2341	蚁	yi	yimn	1
2342	碧	bi	big	1
2343	盔	kui	kvpa	1
2344	涨	zhang	vhb	1
2345	薄	bao	bcx	1
2346	顽	wan	wjnz	1
2347	侍	shi	uify	1
2348	厢	xiang	xls	1
2349	匆	cong	csj	1
2350	殖	zhi	vilt	1
2351	卦	gua	gxt	1
2352	捏	nie	np	1
2353	苗	miao	mnx	1
2354	隧	sui	svpp	1
2355	颁	ban	bjaz	1
2356	坡	po	pot	1
2357	憎	zeng	zgc	1
2358	拷	kao	kcl	1
2359	锤	chui	ivk	1
2360	戚	qi	qirg	1
2361	橙	cheng	igo	1
2362	慷	kang	khc	1
2363	芯	xin	xbx	1
2364	膛	tang	thv	1
2365	豹	bao	bce	1
2366	冈	gang	ghw	1
2367	枝	zhi	vioq	1
2368	丫	ya	yaa	1
2369	蝶	die	dpm	1
2370	氏	shi	uik	1
2371	茄	qie	qpx	1
2372	酗	xu	xuew	1
2373	叮	ding	dkh	1
2374	噪	zao	zch	1
2375	锻	duan	drk	1
2376	募	mu	mutp	1
2377	戳	chuo	io	1
2378	寡	gua	gxi	1
2379	狙	ju	juv	1
2380	辉	hui	hvg	1
2381	锯	ju	juk	1
2382	贯	guan	grp	1
2383	癫	dian	dmsz	1
2384	驴	lv	lvc	1
2385	卵	luan	lrj	1
2386	狡	jiao	jnvn	2
2387	叹	tan	tjh	1
2388	卸	xie	xpf	1
2389	唬	hu	huhn	1
2390	暑	shu	uuq	1
2391	癖	pi	piss	1
2392	凤	feng	fgn	1
2393	铲	chan	ijk	1
2394	夕	xi	xil	1
2395	梭	suo	soo	1
2396	剖	pou	pz	1
2397	寞	mo	moi	1
2398	掏	tao	tcl	1
2399	茫	mang	mhxo	1
2400	趾	zhi	viz	1
2401	陋	lou	lzp	1
2402	冥	ming	mki	1
2403	嗑	ke	keha	1
2404	纷	fen	ffj	1
2405	芒	mang	mhx	1
2406	蔽	bi	bix	1
2407	俘	fu	fufn	2
2408	轿	jiao	jnea	1
2409	煤	mei	mwr	1
2410	砖	zhuan	vrj	1
2411	浩	hao	hcb	1
2412	颤	chan	ijv	1
2413	熙	xi	xikr	1
2414	驳	bo	boc	1
2415	宵	xiao	xni	1
2416	臣	chen	ifk	1
2417	迁	qian	qmwp	1
2418	聘	pin	pbe	1
2419	袍	pao	pcu	1
2420	撼	han	hjl	1
2421	笛	di	dirp	1
2422	蝙	bian	bmmx	1
2423	姜	jiang	jli	1
2424	炬	ju	jurw	1
2425	蝠	fu	fump	1
2426	翔	xiang	xli	1
2427	旺	wang	whq	1
2428	昆	kun	kyq	1
2429	蝴	hu	hum	1
2430	裔	yi	yinh	1
2431	秃	tu	tuw	1
2432	称	chen	ifw	1
2433	蛙	wa	wam	1
2434	驻	zhu	vuc	1
2435	粪	fen	ffda	1
2436	皂	zao	zcy	1
2437	眨	zha	vaq	1
2438	龟	gui	gvs	1
2439	乞	qi	qif	1
2440	呦	you	yzh	1
2441	愁	chou	izw	1
2442	梳	shu	uuoa	2
2443	沼	zhao	vcbh	1
2444	聋	long	lsde	1
2445	畜	chu	iuv	1
2446	绵	mian	mmj	1
2447	洪	hong	hsb	1
2448	赂	lu	luzq	1
2449	辐	fu	fuep	1
2450	郊	jiao	jnnp	1
2451	鸦	ya	yauy	1
2452	哄	hong	hsh	1
2453	皱	zhou	vzy	1
2454	谐	xie	xpdy	1
2455	蹦	beng	bg	1
2456	拽	zhuai	vk	1
2457	兹	zi	zia	1
2458	窒	zhi	vii	1
2459	碳	tan	tjj	1
2460	赦	she	uet	1
2461	傅	fu	fufy	1
2462	锐	rui	rvk	1
2463	剃	ti	tia	1
2464	帆	fan	fja	1
2465	斥	chi	iiy	1
2466	橘	ju	juo	1
2467	丘	qiu	qqpp	1
2468	峡	xia	xxy	1
2469	悼	dao	dcc	1
2470	捞	lao	lcl	1
2471	驼	tuo	toc	1
2472	庇	bi	bis	1
2473	巢	chao	ica	1
2474	跤	jiao	jnzn	1
2475	叨	dao	dch	1
2476	逍	xiao	xngp	1
2477	悍	han	hjcw	1
2478	抄	chao	icl	1
2479	禽	qin	qbgb	1
2480	履	lv	lvi	1
2481	刹	sha	uans	1
2482	羽	yu	yum	1
2483	醋	cu	cue	1
2484	纤	xian	xmjw	1
2485	仑	lun	lyg	1
2486	淑	shu	uub	1
2487	肋	lei	lwv	1
2488	蕉	jiao	jnx	1
2489	阔	kuo	kow	1
2490	凳	deng	dgln	1
2491	棘	ji	jipp	2
2492	浸	jin	jbb	1
2493	焕	huan	hrr	1
2494	砰	peng	pgjp	1
2495	卓	zhuo	voa	1
2496	藏	zang	zh	1
2497	衔	xian	xmk	1
2498	孟	meng	mgn	1
2499	熄	xi	xirc	1
2500	刘	liu	lq	1
2501	斜	xie	xpg	1
2502	谦	qian	qmd	1
2503	什	shi	uifp	1
2504	厦	sha	uas	1
2505	吓	he	heha	1
2506	悟	wu	wuch	1
2507	杖	zhang	vho	1
2508	绒	rong	rsj	1
2509	浦	pu	pub	1
2510	醇	chun	iye	1
2511	寺	si	sit	1
2512	屉	ti	tii	1
2513	茱	zhu	vuxy	1
2514	霜	shuang	ulc	1
2515	县	xian	xmt	1
2516	恳	ken	kfcc	1
2517	泛	fan	fjb	1
2518	逸	yi	yir	1
2519	咕	gu	guh	1
2520	殴	ou	ouwt	1
2521	猾	hua	hxv	1
2522	葱	cong	csx	1
2523	钝	dun	dyk	1
2524	铜	tong	tsk	1
2525	韵	yun	yyd	1
2526	饵	er	erae	1
2527	锦	jin	jbk	1
2528	奢	she	uen	1
2529	挫	cuo	colt	1
2530	撇	pie	pp	1
2531	逢	feng	fgq	1
2532	蝇	ying	ykm	1
2533	茄	jia	jxx	1
2534	剥	bo	boq	1
2535	掐	qia	qxl	1
2536	贸	mao	mcl	1
2537	兑	dui	dva	1
2538	绷	beng	bgjv	1
2539	蟹	xie	xpw	1
2540	帘	lian	lmi	1
2541	搁	ge	gel	1
2542	涌	yong	ysb	1
2543	窥	kui	kvi	1
2544	挚	zhi	vill	1
2545	祟	sui	svyy	1
2546	鳄	e	eey	1
2547	坛	tan	tjtt	1
2548	窍	qiao	qni	1
2549	腥	xing	xkv	1
2550	卜	bo	boa	1
2551	巷	xiang	xlm	1
2552	梁	liang	llb	1
2553	竹	zhu	vur	1
2554	斤	jin	jbyy	1
2555	坪	ping	pkt	1
2556	祥	xiang	xluk	1
2557	翠	cui	cvm	1
2558	叙	xu	xug	1
2559	庸	yong	yss	1
2560	溺	ni	nibb	1
2561	绞	jiao	jnj	1
2562	昧	mei	mwq	1
2563	鲸	jing	jky	1
2564	拇	mu	mul	1
2565	旨	zhi	vitq	1
2566	蔬	shu	uux	1
2567	绊	ban	bjj	1
2568	浇	jiao	jnb	1
2569	籍	ji	jir	1
2570	潘	pan	pjb	1
2571	逞	cheng	ighp	1
2572	弦	xian	xmo	1
2573	疹	zhen	vfs	1
2574	框	kuang	klo	1
2575	晰	xi	xiqy	1
2576	秩	zhi	viw	1
2577	咐	fu	fuhg	1
2578	鱿	you	yzyd	1
2579	叠	die	dpq	1
2580	弓	gong	gso	1
2581	碑	bei	bwj	1
2582	嫩	nen	nf	1
2583	酿	niang	nle	1
2584	哩	li	lih	1
2585	蓬	peng	pgx	1
2586	唠	lao	lch	1
2587	崽	zai	zdy	1
2588	勺	shao	ucwa	1
2589	亦	yi	yip	1
2590	墅	shu	uum	1
2591	伐	fa	faf	1
2592	悯	min	mbc	1
2593	惕	ti	tic	1
2594	婪	lan	ljoz	2
2595	榈	lv	lvo	1
2596	稚	zhi	viwg	1
2597	壶	hu	hut	1
2598	樱	ying	yko	1
2599	豚	tun	tyv	1
2600	嗅	xiu	xqh	1
2601	戮	lu	lum	1
2602	雀	que	qtg	1
2603	呗	bei	bwh	1
2604	渔	yu	yub	1
2605	瓷	ci	cibl	1
2606	佛	fu	fuft	1
2607	屑	xie	xpiv	1
2608	捆	kun	kyl	1
2609	踝	huai	hkz	1
2610	驰	chi	iic	1
2611	斧	fu	fuay	1
2612	塞	se	sei	1
2613	槽	cao	cco	1
2614	亵	xie	xpn	1
2615	嬉	xi	xizh	1
2616	哑	ya	yahw	1
2617	躯	qu	qua	1
2618	传	zhuan	vrf	1
2619	烘	hong	hsr	1
2620	栽	zai	zdpo	1
2621	驯	xun	xyc	1
2622	冤	yuan	yri	1
2623	铭	ming	mkk	1
2624	弘	hong	hso	1
2625	虹	hong	hsm	1
2626	绎	yi	yij	1
2627	舟	zhou	vzee	1
2628	婶	shen	ufz	1
2629	肆	si	sin	1
2630	粮	liang	lld	1
2631	溅	jian	jmbr	1
2632	簿	bu	bur	1
2633	胀	zhang	vhv	1
2634	锡	xi	xik	1
2635	吩	fen	ffh	1
2636	杨	yang	yho	1
2637	溪	xi	xibn	1
2638	髓	sui	svu	1
2639	剔	ti	tiqs	1
2640	竖	shu	uun	1
2641	绰	chuo	ioj	1
2642	茎	jing	jkxe	1
2643	轴	zhou	vze	1
2644	鞭	bian	bmm	1
2645	凰	huang	hln	1
2646	枯	ku	kuo	1
2647	椎	zhui	vvo	1
2648	勉	mian	mmrp	1
2649	嗜	shi	uihq	1
2650	宋	song	ssi	1
2651	挠	nao	ncl	1
2652	燕	yan	yjm	1
2653	缚	fu	fujy	1
2654	嗷	ao	aoh	1
2655	崖	ya	yay	1
2656	瘫	tan	tjsg	1
2657	飙	biao	bnn	1
2658	俯	fu	fufg	1
2659	沫	mo	moby	1
2660	蒜	suan	srx	1
2661	亭	ting	tku	1
2662	焚	fen	ffo	1
2663	烹	peng	pgu	1
2664	磕	ke	kej	1
2665	骸	hai	hdu	1
2666	庙	miao	mns	1
2667	哮	xiao	xnhn	1
2668	颇	po	poe	1
2669	抹	mo	mol	1
2670	曝	bao	bcqs	1
2671	羡	xian	xmig	1
2672	赃	zang	zhz	1
2673	髦	mao	mcn	1
2674	渎	du	dubn	1
2675	腻	ni	niv	1
2676	寇	kou	kzi	1
2677	渗	shen	ufbe	1
2678	肪	fang	fhv	1
2679	喋	die	dph	1
2680	栗	li	lie	1
2681	椰	ye	yeo	1
2682	蹭	ceng	cgz	1
2683	僚	liao	lnf	1
2684	勿	wu	wuj	1
2685	抉	jue	jtln	1
2686	撬	qiao	qnl	1
2687	攀	pan	pjo	1
2688	芳	fang	fhx	1
2689	歹	dai	ddll	1
2690	蚂	ma	mam	1
2691	叭	ba	baha	1
2692	憋	bie	bpa	1
2693	燥	zao	zcr	1
2694	颅	lu	luaz	1
2695	喇	la	lahs	1
2696	埋	man	mjt	1
2697	溢	yi	yib	1
2698	缴	jiao	jnjq	1
2699	吟	yin	ybh	1
2700	溶	rong	rsb	1
2701	娇	jiao	jnz	1
2702	螂	lang	lhm	1
2703	邓	deng	dgq	1
2704	莽	mang	mhxx	1
2705	嘎	ga	ga	1
2706	孽	nie	npx	1
2707	曹	cao	ccn	1
2708	滤	lv	lvb	1
2709	吴	wu	wuh	1
2710	岔	cha	iaa	1
2711	崭	zhan	vjy	1
2712	柳	liu	lqo	1
2713	榴	liu	lqop	1
2714	睾	gao	gce	1
2715	缆	lan	ljj	1
2716	蚀	shi	uiam	1
2717	践	jian	jmzr	1
2718	诀	jue	jtd	1
2719	昔	xi	ximq	1
2720	馨	xin	xbt	1
2721	掺	chan	ijl	1
2722	苔	tai	tdx	1
2723	梨	li	liro	1
2724	苛	ke	kex	1
2725	陨	yun	yyp	1
2726	凿	zao	zcw	1
2727	捧	peng	pgl	1
2728	掷	zhi	vilp	1
2729	虔	qian	qma	1
2730	郑	zheng	vga	1
2731	飓	ju	jun	1
2732	馈	kui	kva	1
2733	儒	ru	ruf	1
2734	削	xue	xtg	1
2735	栓	shuan	uro	1
2736	刃	ren	rfsa	1
2737	咸	xian	xmr	1
2738	帖	tie	tpa	1
2739	铅	qian	qmkh	1
2740	熔	rong	rsrh	1
2741	瑜	yu	yugl	1
2742	瘟	wen	wfs	1
2743	崎	qi	qiy	1
2744	菇	gu	gux	1
2745	晴	qing	qkq	1
2746	於	yu	yusa	2
2747	硕	shuo	uoj	1
2748	侏	zhu	vufy	1
2749	茉	mo	mox	1
2750	译	yi	yidl	1
2751	谴	qian	qmdp	1
2752	辖	xia	xxe	1
2753	省	xing	xkgq	1
2754	汪	wang	whb	1
2755	唾	tuo	toh	1
2756	耿	geng	gge	1
2757	陀	tuo	top	1
2758	颂	song	ssa	1
2759	狩	shou	uzv	1
2760	祭	ji	jily	1
2761	吾	wu	wuuh	1
2762	嘟	du	duh	1
2763	痪	huan	hrsn	1
2764	靶	ba	bam	1
2765	敷	fu	fuq	1
2766	渺	miao	mnbe	1
2767	骆	luo	loc	1
2768	斐	fei	fwn	1
2769	碌	lu	luj	1
2770	僻	pi	pif	1
2771	恺	kai	kdc	1
2772	朝	zhao	vcp	1
2773	榨	zha	vaon	1
2774	聆	ling	lke	1
2775	伎	ji	jif	1
2776	嗒	da	dahh	1
2777	嗡	weng	wgh	1
2778	琐	suo	sog	1
2779	蘑	mo	moxj	1
2780	痫	xian	xms	1
2781	宏	hong	hsi	1
2782	拌	ban	bjll	1
2783	涅	nie	npb	1
2784	炭	tan	tjy	1
2785	裕	yu	yuuh	1
2786	褐	he	heu	1
2787	狭	xia	xxv	1
2788	瞪	deng	dgqn	1
2789	芽	ya	yax	1
2790	涕	ti	tib	1
2791	醺	xun	xye	1
2792	拙	zhuo	voly	1
2793	桂	gui	gvo	1
2794	炖	dun	dyr	1
2795	钳	qian	qmkm	1
2796	氯	lv	lvr	1
2797	沦	lun	lyb	1
2798	躬	gong	gsa	1
2799	饪	ren	rfa	1
2800	扉	fei	fwi	1
2801	瘸	que	qts	1
2802	蟑	zhang	vhm	1
2803	酥	su	sue	1
2804	锈	xiu	xqk	1
2805	咳	ke	keh	1
2806	掀	xian	xml	1
2807	窟	ku	kui	1
2808	羔	gao	gci	1
2809	菊	ju	jux	1
2810	朽	xiu	xqo	1
2811	渠	qu	qub	1
2812	澄	deng	dgb	1
2813	灿	can	cjr	1
2814	缅	mian	mmjc	1
2815	谭	tan	tjd	1
2816	拧	ning	nkl	1
2817	妍	yan	yjz	1
2818	琢	zhuo	vog	1
2819	辙	zhe	vee	1
2820	惫	bei	bwqc	1
2821	帜	zhi	viaa	1
2822	昌	chang	ihq	1
2823	雌	ci	cig	1
2824	拣	jian	jmle	1
2825	橇	qiao	qnom	1
2826	氢	qing	qkr	1
2827	茸	rong	rsxe	1
2828	爪	zhua	vxm	1
2829	坤	kun	kyt	1
2830	乙	yi	yil	1
2831	劈	pi	pii	1
2832	斩	zhan	vje	1
2833	亥	hai	hdv	1
2834	吨	dun	dyh	1
2835	妃	fei	fwz	1
2836	杏	xing	xko	1
2837	坊	fang	fht	1
2838	虏	lu	luap	1
2839	厘	li	lism	1
2840	叽	ji	jih	1
2841	葵	kui	kvx	1
2842	跷	qiao	qnz	1
2843	冕	mian	mmw	1
2844	掠	lve	ltl	1
2845	岳	yue	ytp	1
2846	稻	dao	dcw	1
2847	蜥	xi	ximy	1
2848	函	han	hjo	1
2849	滞	zhi	viba	1
2850	滨	bin	bbb	1
2851	盎	ang	ahw	1
2852	螃	pang	phm	1
2853	茅	mao	mcxs	1
2854	蹄	ti	tiza	1
2855	姥	lao	lcz	1
2856	渊	yuan	yrba	1
2857	蔑	mie	mpx	1
2858	媚	mei	mwzq	1
2859	懈	xie	xpc	1
2860	氪	ke	ker	1
2861	秽	hui	hvwl	1
2862	菠	bo	boxe	1
2863	镯	zhuo	vok	1
2864	讪	shan	ujd	1
2865	侯	hou	hzfr	1
2866	唧	ji	jihp	1
2867	沸	fei	fwb	1
2868	淤	yu	yuba	1
2869	盈	ying	ykv	1
2870	趋	qu	quzy	1
2871	辫	bian	bmsj	1
2872	黏	nian	nmw	1
2873	丙	bing	bkn	1
2874	乓	pang	php	1
2875	呛	qiang	qlh	1
2876	孝	xiao	xnp	1
2877	悚	song	ssc	1
2878	柬	jian	jmp	1
2879	贬	bian	bmz	1
2880	骷	ku	kuup	1
2881	髅	lou	lzu	1
2882	嗽	sou	szhg	1
2883	痊	quan	qrs	1
2884	鞠	ju	jum	1
2885	壤	rang	rht	1
2886	杠	gang	gho	1
2887	渍	zi	zibz	2
2888	酋	qiu	qqa	1
2889	塘	tang	tht	1
2890	煞	sha	uay	1
2891	窜	cuan	cr	1
2892	钦	qin	qbk	1
2893	颊	jia	jxnz	1
2894	栅	zha	vaon	2
2895	蚊	wen	wfm	1
2896	郝	hao	hct	1
2897	咻	xiu	xqho	1
2898	寐	mei	mwiy	1
2899	骤	zhou	vzc	1
2900	煽	shan	ujr	1
2901	玄	xuan	xrv	1
2902	瘀	yu	yusa	1
2903	礁	jiao	jnjr	1
2904	哒	da	dah	1
2905	拓	tuo	tolj	1
2906	遂	sui	sva	1
2907	闸	zha	vaw	1
2908	俏	qiao	qnfv	1
2909	啃	ken	kfh	1
2910	洙	zhu	vuby	1
2911	猿	yuan	yrv	1
2912	玲	ling	lkg	1
2913	颖	ying	ykt	1
2914	厮	si	sis	1
2915	拴	shuan	url	1
2916	洽	qia	qxb	1
2917	瑕	xia	xxg	1
2918	芥	jie	jpxa	1
2919	锚	mao	mck	1
2920	霹	pi	pic	1
2921	咽	yan	yjh	1
2922	哔	bi	bihp	1
2923	坝	ba	bat	1
2924	揪	jiu	jql	1
2925	肘	zhou	vzv	1
2926	血	xie	xpa	1
2927	咎	jiu	jqqh	1
2928	雳	li	licp	1
2929	煌	huang	hlr	1
2930	绸	chou	izj	1
2931	蜴	yi	yimj	1
2932	怯	qie	qpc	1
2933	挟	xie	xpln	1
2934	甥	sheng	ugep	1
2935	虱	shi	uiom	1
2936	衅	xin	xba	1
2937	阀	fa	faw	1
2938	侈	chi	iif	1
2939	壳	qiao	qnt	1
2940	谤	bang	bhd	1
2941	迄	qi	qifp	1
2942	喀	ka	kahq	1
2943	噬	shi	uihg	1
2944	惭	can	cjcy	1
2945	苟	gou	gzx	1
2946	啪	pa	pah	1
2947	媛	yuan	yrz	1
2948	溯	su	sub	1
2949	碾	nian	nmj	1
2950	觅	mi	mim	1
2951	蹩	bie	bpaz	1
2952	殡	bin	bbl	1
2953	糙	cao	ccd	1
2954	绣	xiu	xqj	1
2955	遛	liu	lqlp	1
2956	铸	zhu	vuk	1
2957	魄	po	poyp	1
2958	圈	juan	jre	1
2959	犀	xi	xii	1
2960	秘	bi	biwc	1
2961	咧	lie	lph	1
2962	嗝	ge	gehn	1
2963	坨	tuo	tot	1
2964	堤	di	dit	1
2965	窄	zhai	vdin	1
2966	芮	rui	rvxg	1
2967	酮	tong	tse	1
2968	墟	xu	xut	1
2969	惶	huang	hlcg	1
2970	扼	e	eel	1
2971	甸	dian	dmwp	1
2972	眩	xuan	xrq	1
2973	睫	jie	jpq	1
2974	蔓	man	mjx	1
2975	焊	han	hjr	1
2976	硝	xiao	xnj	1
2977	窖	jiao	jnih	1
2978	嘘	xu	xuh	1
2979	寝	qin	qbiq	1
2980	拭	shi	uile	1
2981	濒	bin	bbbz	1
2982	胰	yi	yiva	1
2983	脐	qi	qiva	1
2984	岂	qi	qiyv	1
2985	旷	kuang	klq	1
2986	碱	jian	jmj	1
2987	伶	ling	lkf	1
