aaba=1,阿爸
nhvs=2,囊中
nhvu=1,怒火中烧
nhvw=1,呐喊助威
nhwd=1,囊外
nhwj=1,难乎为继
nhwv=1,怒火万丈
nhwx=1,拈花微笑
nhxq=1,浓厚兴趣
nhys=1,你好意思
nhyu=1,那还用说
nhyx=1,拈花一笑
niai=1,溺爱
niao=1,尼奥
niba=1,泥巴
niba=2,你爸
nibc=1,你报
nibi=1,溺毙
nibj=1,拟办
nicd=1,你猜
nicd=2,你才
nicd=3,尼采
nich=1,匿藏
nide=1,你的
nidh=1,酿成大祸
nidi=1,泥地
nidk=1,拟定
nidk=2,拟订
nidn=1,泥雕
nidp=1,你爹
nids=1,你懂
nier=1,逆耳
nier=2,尼尔
nifg=1,逆风
nifh=1,你方
nifj=1,逆反
nifj=2,腻烦
nigc=1,拟稿
nige=1,你哥
nigj=1,你敢
nigl=1,逆光
nigs=1,泥工
nigu=1,尼姑
nigz=1,泥垢
nihc=1,你好
nihd=1,腻害
nihe=1,拟合
nihs=1,霓虹
nihv=1,泥灰
niia=1,逆差
niig=1,昵称
niih=1,你唱
niij=1,逆产
niir=1,你穿
niis=1,腻虫
niji=1,匿迹
nijk=1,逆境
nijl=1,泥浆
nijm=1,拟建
nijm=2,你见
nijp=1,你姐
nijq=1,拟就
nijq=2,你就
nijx=1,你家
nijx=2,逆价
nikd=1,你开
nike=1,尼克
nike=2,妮可
nikf=1,你肯
nikg=1,泥坑
nikh=1,尼康
nikj=1,你看
niku=1,你哭
nilb=1,逆鳞
nild=1,你来
nilq=1,逆流
nilq=2,泥流
nils=1,尼龙
nilu=1,泥路
nilv=1,逆旅
nilx=1,你俩
nima=1,尼玛
nima=2,你妈
nimf=1,你们
nimk=1,匿名
nimo=1,尼莫
nimw=1,你妹
nimw=2,泥煤
nimw=3,你没
ninc=1,泥淖
nine=1,你呢
ning=1,你能
nini=1,妮妮
nink=1,泥泞
ninl=1,你娘
ninl=2,年产能力
ninq=1,你牛
nins=1,你弄
nipk=1,倪萍
niqk=1,拟请
niql=1,泥墙
niqq=1,泥鳅
niqu=1,你去
niqy=1,南昌起义
nirf=1,泥人
nirf=2,拟人
nirf=3,腻人
nish=1,尼桑
nisi=1,溺死
nisi=2,尼斯
nisu=1,泥塑
nitd=1,拟态
nite=1,尼特
nith=1,泥塘
niti=1,拟题
nitj=1,泥潭
nitj=2,泥炭
nitm=1,逆天
nitu=1,泥土
niua=1,泥沙
niua=2,你傻
niug=1,拟声
niuh=1,霓裳
niui=1,逆势
niui=2,你是
niuo=1,你说
niuv=1,溺水
niuv=2,泥水
niuv=3,逆水
nivc=1,泥沼
nivi=1,拟制
nivj=1,逆战
nivr=1,逆转
nivu=1,你住
niwa=1,泥瓦
niwd=1,腻歪
niwj=1,泥丸
niwo=1,你我
niwu=1,泥污
niww=1,腻味
nixi=1,逆袭
nixk=1,逆行
nixl=1,逆向
nixl=2,你想
nixm=1,你先
nixn=1,你笑
nixn=2,匿笑
nixu=1,逆序
niya=1,你呀
niyb=1,拟音
niyc=1,你要
niyi=1,拟议
niyk=1,溺婴
niyu=1,拟于
niyy=1,霓裳羽衣
nizi=1,妮子
nizi=2,逆子
nizo=1,拟作
nizw=1,逆贼
nizz=1,你走
njan=1,南岸
njan=2,南安
njan=3,难安
njao=1,难熬
njao=2,南澳
njbb=1,男宾
njbc=1,难保
njbc=2,男宝
njbd=1,南白
njbj=1,难办
njbj=2,男伴
njbj=3,男版
njbm=1,南边
njbm=2,难辨
njbu=1,南部
njbu=2,难卜
njbv=1,南橘北枳
njbw=1,南北
njce=1,南侧
njce=2,难测
njce=3,男厕
njda=1,难打
njda=2,难答
njda=3,南大
njdc=1,难道
njdc=2,难倒
njde=1,难得
njde=2,男的
njdh=1,难当
njdj=1,男单
njdk=1,男丁
njdm=1,难点
njdq=1,南京地区
njdr=1,南端
njdr=2,南段
njds=1,难懂
njdu=1,难度
njdv=1,男队
njdx=1,南京大学
njdx=2,牛津大学
njdz=1,南斗
njer=1,男儿
njer=2,男二
njff=1,难分
njff=2,男粉
njfg=1,南风
njfg=2,南丰
njfh=1,南方
njfh=2,男方
njfu=1,南孚
njfw=1,南非
njfw=2,南飞
njgc=1,难搞
njgc=2,鸟尽弓藏
njgf=1,男根
njgh=1,南岗
njgh=2,南港
njgk=1,难怪
njgo=1,难过
njgo=2,南国
njgr=1,难关
njgs=1,南宫
njgs=2,男工
njgv=1,南归
njgx=1,南瓜
njgx=2,年近古稀
njhc=1,男号
njhd=1,男孩
njhd=2,南海
njhe=1,南和
njhe=2,难喝
njhh=1,南航
njhj=1,南韩
njho=1,南货
njho=2,难活
njhr=1,南环
njhu=1,南湖
njhv=1,南汇
njhx=1,南华
njic=1,南朝
njig=1,南城
njih=1,南昌
njii=1,难吃
njij=1,难产
njij=2,难缠
njir=1,南川
njis=1,南充
njis=2,男宠
njiu=1,难处
njiu=2,难除
njiv=1,弄假成真
njiz=1,难酬
njji=1,南极
njji=2,男妓
njjk=1,南京
njjl=1,南疆
njjl=2,难讲
njjm=1,南涧
njjn=1,南郊
njjp=1,南街
njjp=2,难解
njjt=1,男爵
njkc=1,难考
njkd=1,南开
njke=1,男科
njke=2,男客
njkh=1,南康
njkj=1,难看
njkj=2,难堪
njkr=1,男款
njku=1,男裤
njlg=1,尼加拉瓜
njli=1,南里
njlj=1,男篮
njlk=1,南岭
njlk=2,南陵
njlm=1,难练
njln=1,难料
njlu=1,南麓
njlu=2,南路
njlz=1,南楼
njmb=1,难民
njmd=1,难买
njmf=1,南门
njmi=1,难觅
njmj=1,南蛮
njmm=1,难免
njmm=2,南面
njmo=1,男模
njmu=1,楠木
njmw=1,南美
njnd=1,难耐
njnf=1,难解难分
njng=1,难能
njni=1,能进能出
njnj=1,喃喃
njnj=2,囡囡
njnk=1,南宁
njnm=1,难念
njns=1,难弄
njnv=1,男女
njou=1,南欧
njpd=1,男排
njpd=2,南派
njpk=1,南平
njpk=3,南坪
njpk=4,难平
njpk=5,男乒
njpn=1,男票
njpu=1,男仆
njqb=1,男寝
njqi=1,南汽
njqi=2,南齐
njql=1,南墙
njqm=1,南迁
njqn=1,南桥
njqp=1,能近取譬
njqq=1,难求
njqq=2,年纪轻轻
njqr=1,男权
njqr=2,南拳
njqt=1,难却
njqu=1,南区
njqu=2,南曲
njqy=1,捻军起义
njrf=1,男人
njrf=2,难忍
njrj=1,赧然
njrs=1,难容
njru=1,难如
njse=1,难色
njse=2,男色
njss=1,南宋
njtc=1,难逃
njte=1,南特
njth=1,南唐
njti=1,难题
njtk=1,难听
njtm=1,南天
njtr=1,男团
njts=1,男童
njts=2,南通
njtz=1,南头
njua=1,南沙
njue=1,难舍
njuf=1,男神
njug=1,男生
njug=2,男声
njui=1,男士
njui=2,男式
njui=3,难事
njuj=1,南山
njul=1,男双
njuo=1,难说
njuu=1,难属
njux=1,年久失修
njuz=1,难受
njvc=1,难找
njvg=1,南征
njvh=1,南漳
njvj=1,南站
njvl=1,男装
njvm=1,难解之谜
njvu=1,男主
njvu=2,难住
njvy=1,宁静致远
njwa=1,男娃
njwf=1,难闻
njwh=1,难忘
njwj=1,南湾
njws=1,内紧外松
njwu=1,男巫
njwu=2,南无
njww=1,难为
njww=2,南纬
njxk=1,男性
njxk=3,男星
njxl=1,南向
njxm=1,南县
njxn=1,难消
njxp=1,男鞋
njxp=2,难写
njxs=1,南雄
njxt=1,难学
njxx=1,南下
njxy=1,南巡
njxy=2,难寻
njya=1,南亚
njyb=1,南音
njyh=1,南阳
njyh=2,南洋
njyi=1,难以
njyi=2,难易
njyj=1,难言
njyk=1,男婴
njyr=1,南苑
njyr=2,南园
njys=1,男用
njyt=1,南岳
njyt=2,南越
njyt=3,南粤
njyu=1,难于
njyz=1,男友
njyz=2,男优
njyz=3,难友
njzd=1,男仔
njzi=1,男子
njzo=1,难做
njzu=1,男足
nkba=1,拧巴
nkbi=1,凝碧
nkbo=1,宁波
nkde=1,宁德
nkds=1,凝冻
nkdx=1,南开大学
nkdz=1,宁都
nkgo=1,宁国
nkgu=1,凝固
nkhd=1,宁海
nkhe=1,凝合
nkhe=2,宁河
nkhj=1,凝寒
nkhx=1,凝华
nkhx=2,宁化
nkif=1,佞臣
nkig=1,凝成
nkjb=1,拧紧
nkji=1,凝集
nkjk=1,宁静
nkjn=1,凝胶
nkjp=1,凝结
nkju=1,凝聚
nkkd=1,拧开
nkke=1,宁可
nkkf=1,宁肯
nklh=1,宁蒗
nklk=1,宁陵
nklm=1,凝练
nklz=1,凝露
nkmg=1,柠檬
nkmu=1,凝目
nkmz=1,凝眸
nknj=1,宁南
nkrx=1,囊空如洗
nksi=1,凝思
nksi=2,宁死
nkso=1,凝缩
nkuf=1,凝神
nkui=1,凝视
nkul=1,凝霜
nkvi=1,凝脂
nkvi=2,凝滞
nkvs=1,凝重
nkvu=1,凝注
nkvx=1,南开中学
nkwh=1,凝望
nkww=1,宁为
nkwy=1,扭亏为盈
nkxl=1,宁乡
nkxn=1,狞笑
nkxp=1,凝血
nkxx=1,宁夏
nkyc=1,宁要
nkye=1,凝噎
nkyh=1,宁阳
nkym=1,南柯一梦
nkyr=1,宁愿
nkzy=1,扭亏增盈
nlbw=1,南来北往
nler=1,娘儿
nleu=1,逆流而上
nlfd=1,努力奋斗
nlig=1,酿成
nliu=1,酿出
nljq=1,酿酒
nljq=2,娘舅
nljx=1,娘家
nlld=1,脑力劳动
nllu=1,年老力衰
nllx=1,娘俩
nlmf=1,娘们
nlmi=1,酿蜜
nlnl=1,娘娘
nlpc=1,娘炮
nlqb=1,娘亲
nlrr=1,纳兰容若
nlsu=1,年老色衰
nltd=1,娘胎
nltg=1,努力提高
nltr=1,年老体弱
nltu=1,年老体衰
nluh=1,奴隶社会
nluu=1,逆来顺受
nlvd=1,奴隶制度
nlvi=1,酿制
nlvn=1,牛郎织女
nlvy=1,拿来主义
nlww=1,你来我往
nlxx=1,努力学习
nlzc=1,酿造
nlzi=1,娘子
nmbc=1,年报
nmbd=1,念白
nmbj=1,年版
nmbn=1,年表
nmbr=1,牛马不如
nmbw=1,年辈
nmby=1,纳米比亚
nmcd=1,年菜
nmcl=1,纳米材料
nmdc=1,念叨
nmdd=1,年代
nmdi=1,年底
nmdu=1,年度
nmdu=2,黏度
nmdy=1,浓眉大眼
nmeu=1,怒目而视
nmff=1,年份
nmfj=1,年饭
nmfo=1,念佛
nmfu=1,黏附
nmfw=1,年费
nmgc=1,年糕
nmgc=2,念稿
nmgf=1,年根
nmgl=1,年光
nmgo=1,念过
nmgr=1,年关
nmgw=1,念给
nmhc=1,年号
nmhe=1,黏合
nmhm=1,怒目横眉
nmho=1,年货
nmhu=1,黏糊
nmhu=2,那么回事
nmhv=1,年会
nmhx=1,年华
nmhx=2,年画
nmhz=1,年后
nmif=1,脑满肠肥
nmig=1,年成
nmih=1,年长
nmih=2,碾场
nmii=1,年齿
nmij=1,年产
nmiu=1,年初
nmiz=1,黏稠
nmjb=1,年金
nmjb=2,年仅
nmji=1,年纪
nmji=2,年级
nmjj=1,农民阶级
nmjk=1,念经
nmjk=3,年景
nmjm=1,年间
nmjm=2,年检
nmjm=3,年鉴
nmjn=1,黏胶
nmjp=1,年节
nmjq=1,念旧
nmjq=2,年久
nmju=1,纳米技术
nmjx=1,年假
nmjy=1,年均
nmka=1,年卡
nmkj=1,年刊
nmlc=1,年老
nmld=1,年来
nmli=1,年里
nmli=2,念力
nmli=3,年历
nmli=4,年礼
nmlk=1,年龄
nmlv=1,年率
nmly=1,年轮
nmmc=1,年貌
nmmd=1,年迈
nmmi=1,黏米
nmmi=2,碾米
nmmj=1,年满
nmmo=1,年末
nmmo=2,黏膜
nmnm=1,年年
nmnm=2,念念
nmnw=1,年内
nmpk=1,碾平
nmpu=1,年谱
nmqi=1,年期
nmqk=1,年轻
nmqk=2,年青
nmqm=1,年前
nmru=1,年入
nmss=1,念诵
nmsv=1,年岁
nmsv=2,碾碎
nmtr=1,年迈体弱
nmtu=1,黏土
nmtz=1,念头
nmtz=2,年头
nmuc=1,年少
nmuf=1,年审
nmug=1,年生
nmui=1,念诗
nmui=2,农贸市场
nmuj=1,驽马十驾
nmuu=1,念书
nmuu=2,年数
nmuz=1,年寿
nmuz=2,年兽
nmvc=1,浓墨重彩
nmve=1,念着
nmvi=1,年制
nmvs=1,年终
nmvs=2,年中
nmvu=1,念珠
nmvv=1,农民战争
nmvy=1,难眠之夜
nmvz=1,念咒
nmwu=1,廿五
nmww=1,年尾
nmww=2,年味
nmxb=1,年薪
nmxd=1,怒目相对
nmxi=1,年息
nmxk=1,粘性
nmxk=2,黏性
nmxl=1,念想
nmxm=1,年限
nmxq=1,年休
nmxx=1,年下
nmxy=1,牛毛细雨
nmya=1,碾压
nmyd=1,农民运动
nmye=1,黏液
nmye=2,年夜
nmyt=1,年月
nmyt=2,年约
nmyv=1,怒目圆睁
nmyy=1,农牧渔业
nmyz=1,年幼
nmzg=1,年增
nmzi=1,碾子
nmzi=2,年资
nmzu=1,年租
nmzy=1,年尊
nmzz=1,撵走
nnbf=1,男女不分
nnbu=1,尿布
nnbu=2,念念不舍
nnbw=1,念念不忘
nndc=1,尿道
nndj=1,鸟蛋
nner=1,鸟儿
nnff=1,鸟粪
nngr=1,尿管
nnhd=1,鸟害
nnhh=1,黏黏糊糊
nnhl=1,尿黄
nnhu=1,尿壶
nnhz=1,南南合作
nnic=1,鸟巢
nnil=1,尿床
nnji=1,尿急
nnjm=1,尿检
nnjn=1,鸟叫
nnkg=1,难能可贵
nnkh=1,尿炕
nnkj=1,鸟瞰
nnku=1,尿裤
nnlb=1,鸟林
nnll=1,尿量
nnls=1,鸟笼
nnlu=1,尿路
nnlu=2,男女老少
nnlw=1,鸟类
nnly=1,男女老幼
nnmc=1,鸟毛
nnmk=1,鸟鸣
nnna=1,袅娜
nnnh=1,尿囊
nnnn=1,袅袅
nnnn=2,尿尿
nnnn=3,男男女女
nnnn=4,扭扭捏捏
nnnn=5,袅袅娜娜
nnpb=1,尿频
nnpc=1,尿泡
nnpc=2,尿脬
nnpd=1,男女平等
nnpf=1,尿盆
nnpm=1,尿片
nnqi=1,鸟气
nnql=1,鸟枪
nnqt=1,鸟雀
nnqy=1,鸟群
nnrf=1,鸟人
nnrh=1,泥牛入海
nnsr=1,尿酸
nnss=1,年年岁岁
nnsu=1,尿素
nnth=1,尿糖
nnti=1,鸟啼
nnts=1,尿桶
nnts=2,尿痛
nntt=1,袅袅婷婷
nntz=1,鸟头
nnuf=1,男女双方
nnug=1,鸟声
nnui=1,鸟事
nnui=2,尿湿
nnui=3,鸟市
nnuz=1,鸟兽
nnwo=1,鸟窝
nnww=1,腻腻歪歪
nnxp=1,尿血
nnxy=1,呢喃细语
nnxy=3,喃喃细语
nnyb=1,男女有别
nnyc=1,念念有词
nnye=1,尿液
nnyh=1,尿样
nnyh=2,鸟样
nnyi=1,尿意
nnyi=2,鸟翼
nnyu=1,鸟语
nnyu=2,鸟羽
nnyy=1,年年月月
nnyy=3,年年有余
nnzt=1,忸怩作态
nnzv=1,鸟嘴
nnzy=1,喃喃自语
nods=1,挪动
nody=1,诺顿
nofu=1,懦夫
nojl=1,诺奖
nojp=1,挪借
nokd=1,挪开
nomi=1,糯米
nomj=1,诺曼
noro=1,懦弱
nowa=1,诺娃
nowo=1,挪窝
noww=1,挪威
noya=1,诺亚
noyi=1,挪移
noyj=1,诺言
noys=1,挪用
nozo=1,挪作
npbc=1,捏爆
npdq=1,南浦大桥
nper=1,聂耳
npgf=1,孽根
npgu=1,颞骨
nphe=1,啮合
nphe=2,捏合
npii=1,啮齿
npjb=1,捏紧
npji=1,捏积
npjn=1,捏脚
npkl=1,镍矿
npnp=1,捏捏
npns=1,捏弄
nppj=1,涅槃
npqk=1,孽情
npqk=2,镍氢
npru=1,嗫嚅
npsi=1,捏死
npsv=1,捏碎
npvd=1,孽债
npvd=2,牛皮纸袋
npvh=1,孽障
npvs=1,孽种
npvu=1,捏住
npxb=1,内皮细胞
npxu=1,孽畜
npyr=1,孽缘
npzc=1,捏造
npzi=1,镊子
npzi=2,孽子
npzu=1,蹑足
nqba=1,牛扒
nqbd=1,扭摆
nqbd=2,南腔北调
nqbi=1,牛逼
nqbi=2,牛鼻
nqbm=1,牛鞭
nqbt=1,南拳北腿
nqbw=1,牛背
nqda=1,扭打
nqdc=1,牛刀
nqdd=1,纽带
nqdi=1,镍氢电池
nqdj=1,牛蛋
nqdr=1,扭断
nqds=1,扭动
nqdu=1,牛犊
nqdu=2,牛肚
nqdv=1,弄权渎职
nqdy=1,牛顿
nqdz=1,牛痘
nqer=1,牛耳
nqer=2,妞儿
nqff=1,牛粪
nqfv=1,弄巧反拙
nqgo=1,扭过
nqgu=1,牛骨
nqhl=1,牛黄
nqhp=1,鸟枪换炮
nqhs=1,能掐会算
nqia=1,牛叉
nqie=1,牛车
nqih=1,牛场
nqii=1,怒气冲冲
nqit=1,怒气冲天
nqit=2,牛气冲天
nqiv=1,弄巧成拙
nqjb=1,牛津
nqjb=2,牛筋
nqjb=3,拗劲
nqjn=1,牛角
nqjp=1,扭结
nqju=1,扭矩
nqkv=1,扭亏
nqkz=1,纽扣
nqkz=2,拗口
nqkz=3,钮扣
nqlh=1,牛郎
nqli=1,扭力
nqlj=1,牛栏
nqlq=1,牛柳
nqlv=1,年轻力壮
nqlv=2,年青力壮
nqma=1,牛马
nqmc=1,牛毛
nqmg=1,牛虻
nqmm=1,年轻貌美
nqmo=1,牛魔
nqmy=1,浓情蜜意
nqnd=1,牛奶
nqni=1,忸怩
nqnj=1,牛腩
nqnm=1,牛年
nqnp=1,扭捏
nqnq=1,妞妞
nqnt=1,拿腔拿调
nqnu=1,能屈能伸
nqpd=1,牛排
nqpg=1,牛棚
nqpi=1,牛皮
nqpi=2,牛批
nqpv=1,拈轻怕重
nqqi=1,牛气
nqqr=1,牛圈
nqqu=1,扭曲
nqqu=2,年轻气盛
nqqy=1,牛群
nqrf=1,牛人
nqru=1,牛乳
nqrz=1,牛肉
nqss=1,扭送
nqti=1,牛蹄
nqtv=1,牛腿
nqtz=1,扭头
nqtz=2,牛头
nque=1,牛舌
nquf=1,扭身
nquh=1,扭伤
nqui=1,牛市
nqui=2,牛屎
nquu=1,逆取顺守
nqvr=1,扭转
nqvy=1,女权主义
nqwa=1,牛蛙
nqwj=1,牛丸
nqwl=1,宁缺毋滥
nqww=1,牛尾
nqxk=1,牛性
nqxp=1,牛血
nqyb=1,牛饮
nqyc=1,扭腰
nqyd=1,年轻一代
nqyh=1,牛羊
nqyj=1,牛眼
nqyk=1,牛蝇
nqyt=1,纽约
nqyw=1,年轻有为
nqyz=1,牛油
nqza=1,牛杂
nqzd=1,牛仔
nqzu=1,拿腔作势
nrby=1,疑人不用
nrds=1,暖冬
nrdt=1,难如登天
nrfg=1,暖风
nrfh=1,暖房
nrge=1,暖阁
nrgo=1,暖锅
nrhe=1,暖和
nrhu=1,暖壶
nrih=1,暖场
nril=1,暖床
nriy=1,暖春
nrji=1,内燃机车
nrjj=1,耐人咀嚼
nrjj=2,内容简介
nrjn=1,暖脚
nrkh=1,暖炕
nrlq=1,暖流
nrlu=1,暖炉
nrly=1,尼日利亚
nrnj=1,暖男
nrnr=1,暖暖
nrpg=1,暖棚
nrpk=1,暖瓶
nrqi=1,暖气
nrre=1,暖热
nrse=1,暖色
nrts=1,暖通
nrty=1,内容提要
nrui=1,暖湿
nrus=1,耐人深思
nruv=1,暖水
nruz=1,暖手
nrww=1,暖胃
nrwy=1,疑人勿用
nrxw=1,耐人寻味
nryh=1,暖阳
nryi=1,暖意
nryr=1,年如一日
nsan=1,农安
nsbc=1,脓包
nsbj=1,农办
nsbq=1,宁死不屈
nsco=1,弄错
nscy=1,农村
nsda=1,农大
nsdc=1,弄到
nsdd=1,农贷
nsde=1,弄得
nsdi=1,农地
nsdj=1,浓淡
nsdk=1,纳斯达克
nsdm=1,弄点
nsdn=1,弄掉
nsdq=1,弄丢
nsdr=1,弄断
nsds=1,弄懂
nsdu=1,浓度
nsfu=1,农夫
nsfu=2,农副
nsfu=3,农妇
nsgg=1,农耕
nsgs=1,农工
nsgv=1,弄鬼
nshc=1,弄好
nshe=1,农合
nshk=1,弄坏
nsho=1,农活
nshu=1,农户
nshv=1,农会
nshv=2,弄回
nshx=1,农化
nshx=2,农话
nshz=1,浓厚
nsia=1,浓茶
nsic=1,弄潮
nsic=2,拈酸吃醋
nsif=1,弄臣
nsih=1,农场
nsij=1,农产
nsil=1,脓疮
nsiu=1,弄出
nsiz=1,浓稠
nsji=1,农机
nsji=2,农技
nsjk=1,农经
nsjl=1,弄僵
nsju=1,农具
nsjx=1,农家
nske=1,农科
nskf=1,农垦
nslb=1,农林
nslf=1,南斯拉夫
nsli=1,农历
nslp=1,浓烈
nslr=1,弄乱
nslv=1,浓绿
nsmb=1,农民
nsmc=1,农贸
nsmd=1,泥塑木雕
nsmh=1,农忙
nsmi=1,浓密
nsmo=1,农膜
nsmu=1,农牧
nsmw=1,浓眉
nsns=1,浓浓
nsnu=1,农奴
nspo=1,弄破
nsqk=1,弄清
nsqk=2,浓情
nsqr=1,弄权
nsqu=1,农区
nsrf=1,弄人
nssh=1,农桑
nssi=1,弄死
nsso=1,浓缩
nssv=1,弄碎
nsth=1,弄堂
nsth=2,浓汤
nstj=1,浓痰
nstm=1,农田
nsue=1,农舍
nsuh=1,农商
nsuh=2,弄伤
nsui=1,农事
nsui=2,弄湿
nsui=3,农时
nsul=1,浓霜
nsuv=1,脓水
nsvl=1,浓妆
nsvl=2,农庄
nsvs=1,浓重
nsvs=2,脓肿
nsvz=1,弄皱
nswh=1,你死我活
nswu=1,浓雾
nswu=2,农务
nsww=1,农委
nswz=1,内圣外王
nsxb=1,农信
nsxk=1,农行
nsxk=2,弄醒
nsxl=1,浓香
nsxm=1,农闲
nsxn=1,农校
nsxp=1,脓血
nsxt=1,农学
nsxu=1,农畜
nsyb=1,浓荫
nsyc=1,农药
nsye=1,农业
nsye=2,脓液
nsyi=1,农艺
nsyj=1,浓烟
nsyj=2,农谚
nsyj=3,浓艳
nsyj=4,年深月久
nsys=1,农用
nsyu=1,浓郁
nsyy=1,农运
nsyz=1,农友
nszc=1,弄糟
nszh=1,弄脏
nszi=1,农资
nszo=1,农作
ntcd=1,虐菜
ntda=1,虐打
ntdd=1,虐待
ntdg=1,脑体倒挂
ntdn=1,蔫头耷脑
ntgz=1,虐狗
ntji=1,疟疾
ntlm=1,虐恋
ntmc=1,虐猫
ntmm=1,牛头马面
ntpy=1,南太平洋
ntqq=1,虐囚
ntrf=1,虐人
ntts=1,虐童
ntua=1,虐杀
ntul=1,农田水利
ntvg=1,虐政
ntwf=1,虐文
ntxb=1,虐心
ntxl=1,男同性恋
ntxl=2,女同性恋
ntyv=1,南天一柱
ntzc=1,拿糖作醋
ntzi=1,疟子
nubd=1,南水北调
nubi=1,奴婢
nucd=1,奴才
nudc=1,怒道
nudy=1,驽钝
nufa=1,怒发
nufh=1,怒放
nugs=1,弩弓
nuhc=1,怒号
nuhd=1,怒海
nuhd=2,能说会道
nuhe=1,怒喝
nuho=1,怒火
nuhx=1,奴化
nuhx=2,拿手好戏
nuhz=1,怒吼
nuic=1,怒潮
nuii=1,怒斥
nuii=2,怒叱
nujl=1,怒江
nujm=1,弩箭
nujn=1,难上加难
nujq=1,凝神静气
nujx=1,奴家
nujx=2,泥沙俱下
nuli=1,努力
nuli=2,奴隶
numa=1,怒骂
numa=2,驽马
numu=1,怒目
nunf=1,难舍难分
nunj=1,蹑手蹑脚
nunj=2,捏手捏脚
nunq=1,奶声奶气
nunx=1,能上能下
nupu=1,奴仆
nuqd=1,南沙群岛
nuqi=1,怒气
nuqk=1,年少轻狂
nuql=1,暖湿气流
nuqu=1,年少气盛
nurj=1,年深日久
nurs=1,怒容
nuse=1,怒色
nutc=1,怒涛
nuui=1,怒视
nuwv=1,年少无知
nuxk=1,奴性
nuxv=1,逆水行舟
nuyg=1,年事已高
nuyh=1,农商银行
nuyi=1,奴役
nuyi=2,怒意
nuyj=1,怒焰
nuzu=1,怒族
nuzv=1,努嘴
nvbb=1,女宾
nvbc=1,女包
nvbj=1,女伴
nvbj=2,女版
nvbk=1,女兵
nvbn=1,女表
nvbt=1,南征北讨
nvbv=1,南征北战
nvbw=1,宁折不弯
nvce=1,女厕
nvde=1,女的
nvdi=1,女帝
nvdj=1,女单
nvdl=1,能者多劳
nvdm=1,浓妆淡抹
nvdv=1,女队
nver=1,女儿
nvfh=1,女方
nvfj=1,女犯
nvgr=1,女官
nvgs=1,女工
nvgv=1,女鬼
nvgv=2,能征惯战
nvhc=1,女号
nvhd=1,女孩
nvhj=1,女中豪杰
nvhl=1,女皇
nvhs=1,女红
nvjk=1,女警
nvjl=1,女将
nvjn=1,女角
nvjp=1,女杰
nvjr=1,女眷
nvjx=1,女家
nvke=1,女客
nvkr=1,女款
nvle=1,女乐
nvlh=1,女郎
nvlj=1,女篮
nvlk=1,女伶
nvlq=1,女流
nvmo=1,女模
nvnu=1,女奴
nvpd=1,女排
nvpk=1,女乒
nvpn=1,女票
nvpu=1,女仆
nvqb=1,女寝
nvqk=1,扭转乾坤
nvqq=1,女囚
nvqr=1,女权
nvqw=1,囊中取物
nvqy=1,女裙
nvrf=1,女人
nvrg=1,女主人公
nvse=1,女色
nvti=1,女体
nvtr=1,女团
nvts=1,女童
nvts=2,女同
nvuf=1,女神
nvug=1,女生
nvug=2,女声
nvui=1,女士
nvui=2,女尸
nvui=3,女式
nvul=1,女双
nvuu=1,女书
nvvf=1,女真
nvvf=2,女贞
nvvl=1,女装
nvvs=1,女中
nvvu=1,女主
nvvw=1,囊中之物
nvwa=1,女娃
nvwa=2,女娲
nvwd=1,你争我夺
nvwg=1,你追我赶
nvwh=1,女王
nvwq=1,你争我抢
nvwu=1,女巫
nvwu=2,能者为师
nvxk=1,女性
nvxk=2,女星
nvxl=1,女相
nvxn=1,女校
nvxp=1,女鞋
nvxs=1,囊中羞涩
nvxu=1,女婿
nvxx=1,女侠
nvyc=1,女妖
nvyk=1,女婴
nvym=1,浓妆艳抹
nvys=1,女佣
nvys=2,女用
nvyw=1,你中有我
nvyz=1,女友
nvyz=2,女优
nvzd=1,女仔
nvzi=1,女子
nvzj=1,年终总结
nvzu=1,女足
nvzw=1,女贼
nwbb=1,内宾
nwbi=1,内壁
nwbm=1,内边
nwbn=1,内标
nwbt=1,女娲补天
nwbu=1,内部
nwce=1,内侧
nwce=2,内测
nwcg=1,内层
nwcj=1,内参
nwcy=1,内存
nwdc=1,内道
nwdi=1,内地
nwdi=2,内弟
nwdj=1,内胆
nwdj=2,内丹
nwdk=1,内定
nwdz=1,内斗
nwer=1,内耳
nwfh=1,内防
nwfh=2,内放
nwfj=1,内翻
nwfu=1,内服
nwfu=2,内府
nwge=1,内阁
nwgj=1,内外勾结
nwgs=1,内功
nwgs=2,内宫
nwgv=1,内鬼
nwhc=1,内耗
nwhd=1,内海
nwhe=1,内核
nwhe=2,内河
nwhh=1,内行
nwhj=1,内涵
nwhj=2,内含
nwho=1,内火
nwhr=1,内环
nwhr=2,内患
nwhs=1,内讧
nwhu=1,内湖
nwhx=1,内化
nwif=1,内臣
nwig=1,内城
nwih=1,内场
nwjg=1,内外夹攻
nwji=1,内急
nwjk=1,内径
nwjk=2,内景
nwjk=3,内经
nwjk=4,内外交困
nwjl=1,内江
nwjm=1,内奸
nwjn=1,内角
nwjq=1,内疚
nwjr=1,内卷
nwju=1,内聚
nwjx=1,内家
nwjx=2,内外兼修
nwke=1,内科
nwks=1,内控
nwku=1,内裤
nwlc=1,内涝
nwli=1,内力
nwli=2,内里
nwlm=1,内敛
nwlm=2,内联
nwlr=1,内乱
nwlu=1,内陆
