来源	词	原码	去飞键	原因
鲸凉鹤1.1手心挂接.txt	颇为	psww	psww	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	破位	psww	psww	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	婆媳	psxi	psxi	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	颇行	psxk	psxk	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	破相	psxl	psxl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	颇像	psxl	psxl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	破线	psxm	psxm	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	颇显	psxm	psxm	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	破晓	psxn	psxn	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	破鞋	psxp	psxp	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	坡下	psxx	psxx	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	泼下	psxx	psxx	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	破音	psyb	psyb	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	破隐	psyb	psyb	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	破颜	psyf	psyf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	迫于	psyg	psyg	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	鄱阳	psyh	psyh	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	破译	psyi	psyi	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	破亿	psyi	psyi	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	婆姨	psyi	psyi	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	破衣	psyi	psyi	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	破颜	psyj	psyj	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	破影	psyk	psyk	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	破月	psyt	psyt	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	破约	psyt	psyt	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	迫于	psyu	psyu	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	破云	psyy	psyy	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	颇有	psyz	psyz	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	婆子	pszi	pszi	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	破字	pszi	pszi	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	坡子	pszi	pszi	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	破嘴	pszv	pszv	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	仆从	pucl	pucl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	扑倒	pudl	pudl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	铺到	pudl	pudl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	扑打	pudw	pudw	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	铺轨	pugi	pugi	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	铺管	pugp	pugp	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	浦建	pujz	pujz	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	铺满	pumr	pumr	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	扑母	pumx	pumx	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	普男	punz	punz	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	浦南	punz	punz	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	铺平	pupx	pupx	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	蒲扇	puus	puus	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	扑闪	puus	puus	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	普正	puvk	puvk	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	扑向	puxj	puxj	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	普修	puxo	puxo	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	仆射	puye	puye	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	浦沿	puyf	puyf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	璞玉	puyg	puyg	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	葡语	puyg	puyg	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	陪从	pwcl	pwcl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	佩刀	pwdl	pwdl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	配到	pwdl	pwdl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	配柜	pwgi	pwgi	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	配管	pwgp	pwgp	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	配件	pwjz	pwjz	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	佩剑	pwjz	pwjz	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	配列	pwlf	pwlf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	培南	pwnz	pwnz	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	配皮	pwpe	pwpe	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	配平	pwpx	pwpx	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	毰毸	pwsd	pwsd	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	培推	pwtl	pwtl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	焙烧	pwuc	pwuc	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	配膳	pwus	pwus	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	培正	pwvk	pwvk	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	培修	pwxo	pwxo	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	培育	pwyg	pwyg	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	佩玉	pwyg	pwyg	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平爱	pxai	pxai	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平安	pxan	pxan	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平坝	pxba	pxba	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	屏保	pxbc	pxbc	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平白	pxbd	pxbd	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	屏蔽	pxbi	pxbi	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	评比	pxbi	pxbi	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平板	pxbj	pxbj	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	屏边	pxbm	pxbm	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	评标	pxbn	pxbn	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平博	pxbo	pxbo	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平布	pxbu	pxbu	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平辈	pxbw	pxbw	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	㵗㶔	pxbw	pxbw	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平槽	pxcc	pxcc	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	评测	pxce	pxce	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平层	pxcg	pxcg	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平仓	pxch	pxch	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	凭此	pxci	pxci	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平次	pxci	pxci	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	评残	pxcj	pxcj	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平措	pxco	pxco	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	坪村	pxcy	pxcy	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	屏大	pxda	pxda	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平道	pxdc	pxdc	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平带	pxdd	pxdd	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平等	pxdg	pxdg	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平地	pxdi	pxdi	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平底	pxdi	pxdi	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	瓶底	pxdi	pxdi	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平淡	pxdj	pxdj	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	凭单	pxdj	pxdj	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	瓶胆	pxdj	pxdj	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	评定	pxdk	pxdk	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平定	pxdk	pxdk	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平顶	pxdk	pxdk	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平道	pxdl	pxdl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	评点	pxdm	pxdm	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	凭吊	pxdn	pxdn	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	评断	pxdr	pxdr	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	屏东	pxds	pxds	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平度	pxdu	pxdu	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	萍儿	pxer	pxer	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平法	pxfa	pxfa	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	评分	pxff	pxff	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平分	pxff	pxff	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	屏风	pxfg	pxfg	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平方	pxfh	pxfh	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平房	pxfh	pxfh	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平放	pxfh	pxfh	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平凡	pxfj	pxfj	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平反	pxfj	pxfj	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平复	pxfu	pxfu	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平伏	pxfu	pxfu	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平抚	pxfu	pxfu	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平飞	pxfw	pxfw	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平高	pxgc	pxgc	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	瓶盖	pxgd	pxgd	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	评改	pxgd	pxgd	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平跟	pxgf	pxgf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平柜	pxgi	pxgi	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平肝	pxgj	pxgj	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平光	pxgl	pxgl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	苹果	pxgo	pxgo	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	瓶罐	pxgp	pxgp	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	瓶罐	pxgr	pxgr	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	评功	pxgs	pxgs	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	评估	pxgu	pxgu	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平柜	pxgv	pxgv	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平海	pxhd	pxhd	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平和	pxhe	pxhe	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平衡	pxhg	pxhg	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平航	pxhh	pxhh	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平焊	pxhj	pxhj	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平活	pxho	pxho	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平缓	pxhr	pxhr	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平湖	pxhu	pxhu	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平会	pxhv	pxhv	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平滑	pxhx	pxhx	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	评查	pxia	pxia	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平潮	pxic	pxic	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平车	pxie	pxie	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平成	pxig	pxig	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平常	pxih	pxih	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	评唱	pxih	pxih	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平尺	pxii	pxii	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平产	pxij	pxij	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平川	pxir	pxir	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	评出	pxiu	pxiu	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平畴	pxiz	pxiz	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平津	pxjb	pxjb	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	评级	pxji	pxji	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平级	pxji	pxji	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	凭籍	pxji	pxji	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平静	pxjk	pxjk	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	瓶颈	pxjk	pxjk	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	评奖	pxjl	pxjl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	评鉴	pxjm	pxjm	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平键	pxjm	pxjm	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平角	pxjn	pxjn	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	评教	pxjn	pxjn	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平交	pxjn	pxjn	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	凭借	pxjp	pxjp	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	瓶酒	pxjq	pxjq	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	评卷	pxjr	pxjr	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	萍爵	pxjt	pxjt	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平局	pxju	pxju	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	凭据	pxju	pxju	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	评剧	pxju	pxju	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	评价	pxjx	pxjx	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平价	pxjx	pxjx	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平均	pxjy	pxjy	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	评鉴	pxjz	pxjz	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平键	pxjz	pxjz	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	凭靠	pxkc	pxkc	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平开	pxkd	pxkd	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	评课	pxke	pxke	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平康	pxkh	pxkh	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平砍	pxkj	pxkj	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平旷	pxkl	pxkl	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平阔	pxko	pxko	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	凭空	pxks	pxks	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平库	pxku	pxku	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	瓶口	pxkz	pxkz	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平林	pxlb	pxlb	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平乐	pxle	pxle	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平列	pxlf	pxlf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平冷	pxlg	pxlg	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	评理	pxli	pxli	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	瓶里	pxli	pxli	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	凭栏	pxlj	pxlj	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	凭阑	pxlj	pxlj	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平陵	pxlk	pxlk	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平凉	pxll	pxll	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	乒联	pxlm	pxlm	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平罗	pxlo	pxlo	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平列	pxlp	pxlp	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平流	pxlq	pxlq	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平乱	pxlr	pxlr	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平路	pxlu	pxlu	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	评论	pxly	pxly	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平码	pxma	pxma	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平民	pxmb	pxmb	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平门	pxmf	pxmf	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	帡幪	pxmg	pxmg	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平米	pxmi	pxmi	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平明	pxmk	pxmk	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平面	pxmm	pxmm	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平魔	pxmo	pxmo	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	屏幕	pxmu	pxmu	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平煤	pxmw	pxmw	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	屏幕	pxmx	pxmx	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	凭你	pxni	pxni	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平南	pxnj	pxnj	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平年	pxnm	pxnm	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	瓶内	pxnw	pxnw	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平南	pxnz	pxnz	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	评聘	pxpb	pxpb	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平抛	pxpc	pxpc	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平拍	pxpd	pxpd	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	瓶坯	pxpe	pxpe	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	乒乓	pxph	pxph	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	瓶坯	pxpi	pxpi	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	评判	pxpj	pxpj	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平叛	pxpj	pxpj	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平盘	pxpj	pxpj	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平片	pxpm	pxpm	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	凭票	pxpn	pxpn	未知飞键、非音码或读音集合未覆盖；不猜测
鲸凉鹤1.1手心挂接.txt	平坡	pxpo	pxpo	未知飞键、非音码或读音集合未覆盖；不猜测
