汉字	拼音	已分配频率	其中历史单字裁决	该字待分配频率	该字原始总频	状态
篥	li	0	0	0	0	未观测到分配证据；不等于实际零频
篦	bi	5	0	0	5	有已分配证据；仍须结合待分配量
篪	chi	0	0	0	0	未观测到分配证据；不等于实际零频
篮	lan	1825	0	0	1825	有已分配证据；仍须结合待分配量
篯	jian	0	0	0	0	未观测到分配证据；不等于实际零频
篱	li	138	0	0	138	有已分配证据；仍须结合待分配量
篷	peng	687	0	0	687	有已分配证据；仍须结合待分配量
篼	dou	0	0	0	0	未观测到分配证据；不等于实际零频
篾	mie	37	0	0	37	有已分配证据；仍须结合待分配量
簃	yi	0	0	0	0	未观测到分配证据；不等于实际零频
簇	cu	35	0	0	35	有已分配证据；仍须结合待分配量
簉	zao	0	0	0	0	未观测到分配证据；不等于实际零频
簋	gui	0	0	0	0	未观测到分配证据；不等于实际零频
簌	su	0	0	0	0	未观测到分配证据；不等于实际零频
簏	lu	0	0	0	0	未观测到分配证据；不等于实际零频
簕	le	0	0	0	0	未观测到分配证据；不等于实际零频
簖	duan	0	0	0	0	未观测到分配证据；不等于实际零频
簝	liao	0	0	0	0	未观测到分配证据；不等于实际零频
簟	dian	0	0	0	0	未观测到分配证据；不等于实际零频
簠	fu	0	0	0	0	未观测到分配证据；不等于实际零频
簧	huang	161	0	10	171	有已分配证据；仍须结合待分配量
簪	zan	15	0	0	15	有已分配证据；仍须结合待分配量
簰	pai	0	0	0	0	未观测到分配证据；不等于实际零频
簸	bo	85	0	0	85	有已分配证据；仍须结合待分配量
簿	bu	317	0	4	321	有已分配证据；仍须结合待分配量
籀	zhou	0	0	0	0	未观测到分配证据；不等于实际零频
籁	lai	42	0	0	42	有已分配证据；仍须结合待分配量
籍	ji	357	0	0	357	有已分配证据；仍须结合待分配量
籥	yue	0	0	0	0	未观测到分配证据；不等于实际零频
米	mi	11128	0	2032	13160	有已分配证据；仍须结合待分配量
籴	di	0	0	0	0	未观测到分配证据；不等于实际零频
类	lei	11321	0	5	11326	有已分配证据；仍须结合待分配量
籼	xian	0	0	0	0	未观测到分配证据；不等于实际零频
籽	zi	49	0	1	50	有已分配证据；仍须结合待分配量
粉	fen	3625	0	9	3634	有已分配证据；仍须结合待分配量
粑	ba	4	0	0	4	有已分配证据；仍须结合待分配量
粒	li	636	0	0	636	有已分配证据；仍须结合待分配量
粕	po	17	0	0	17	有已分配证据；仍须结合待分配量
粗	cu	1706	0	3	1709	有已分配证据；仍须结合待分配量
粘	nian	119	0	826	957	有已分配证据；仍须结合待分配量
粘	zhan	12	0	826	957	有已分配证据；仍须结合待分配量
粜	tiao	0	0	0	0	未观测到分配证据；不等于实际零频
粝	li	0	0	0	0	未观测到分配证据；不等于实际零频
粞	xi	0	0	0	0	未观测到分配证据；不等于实际零频
粟	su	50	0	0	50	有已分配证据；仍须结合待分配量
粢	zi	0	0	0	0	未观测到分配证据；不等于实际零频
粤	yue	11	0	0	11	有已分配证据；仍须结合待分配量
粥	zhou	152	142	19	171	有已分配证据；仍须结合待分配量
粪	fen	440	0	8	448	有已分配证据；仍须结合待分配量
粮	liang	318	0	0	318	有已分配证据；仍须结合待分配量
粱	liang	9	0	0	9	有已分配证据；仍须结合待分配量
粲	can	0	0	0	0	未观测到分配证据；不等于实际零频
粳	jing	0	0	0	0	未观测到分配证据；不等于实际零频
粹	cui	854	0	0	854	有已分配证据；仍须结合待分配量
粼	lin	4	0	0	4	有已分配证据；仍须结合待分配量
粽	zong	10	0	0	10	有已分配证据；仍须结合待分配量
精	jing	13840	0	8	13848	有已分配证据；仍须结合待分配量
粿	guo	0	0	0	0	未观测到分配证据；不等于实际零频
糁	san	0	0	1	1	未观测到分配证据；不等于实际零频
糁	shen	0	0	1	1	未观测到分配证据；不等于实际零频
糅	rou	16	0	0	16	有已分配证据；仍须结合待分配量
糇	hou	0	0	0	0	未观测到分配证据；不等于实际零频
糈	xu	0	0	0	0	未观测到分配证据；不等于实际零频
糊	hu	1984	0	56	2040	有已分配证据；仍须结合待分配量
糌	zan	0	0	0	0	未观测到分配证据；不等于实际零频
糍	ci	1	0	0	1	有已分配证据；仍须结合待分配量
糒	bei	0	0	0	0	未观测到分配证据；不等于实际零频
糕	gao	7583	0	0	7583	有已分配证据；仍须结合待分配量
糖	tang	3931	0	135	4066	有已分配证据；仍须结合待分配量
糗	qiu	143	0	0	143	有已分配证据；仍须结合待分配量
糙	cao	176	0	0	176	有已分配证据；仍须结合待分配量
糜	mei	0	0	19	34	未观测到分配证据；不等于实际零频
糜	mi	15	0	19	34	有已分配证据；仍须结合待分配量
糟	zao	12328	0	0	12328	有已分配证据；仍须结合待分配量
糠	kang	11	0	0	11	有已分配证据；仍须结合待分配量
糨	jiang	6	0	0	6	有已分配证据；仍须结合待分配量
糯	nuo	9	0	0	9	有已分配证据；仍须结合待分配量
糵	nie	0	0	0	0	未观测到分配证据；不等于实际零频
系	ji	11	11	131	29335	有已分配证据；仍须结合待分配量
系	xi	29193	999	131	29335	有已分配证据；仍须结合待分配量
紊	wen	139	0	0	139	有已分配证据；仍须结合待分配量
素	su	3684	0	31	3715	有已分配证据；仍须结合待分配量
索	suo	8213	0	419	8632	有已分配证据；仍须结合待分配量
紧	jin	14317	0	56	14373	有已分配证据；仍须结合待分配量
紫	zi	710	0	31	741	有已分配证据；仍须结合待分配量
累	lei	3206	0	2	3208	有已分配证据；仍须结合待分配量
絜	jie	0	0	0	0	未观测到分配证据；不等于实际零频
絜	xie	0	0	0	0	未观测到分配证据；不等于实际零频
絮	xu	115	0	0	115	有已分配证据；仍须结合待分配量
絷	zhi	0	0	0	0	未观测到分配证据；不等于实际零频
綦	qi	0	0	0	0	未观测到分配证据；不等于实际零频
綮	qing	0	0	0	0	未观测到分配证据；不等于实际零频
縠	hu	0	0	0	0	未观测到分配证据；不等于实际零频
縢	teng	0	0	0	0	未观测到分配证据；不等于实际零频
縻	mi	0	0	0	0	未观测到分配证据；不等于实际零频
繁	fan	775	14	4	779	有已分配证据；仍须结合待分配量
繁	po	0	0	4	779	未观测到分配证据；不等于实际零频
繄	yi	0	0	0	0	未观测到分配证据；不等于实际零频
繇	you	0	0	0	0	未观测到分配证据；不等于实际零频
纂	zuan	7	0	0	7	有已分配证据；仍须结合待分配量
纛	dao	0	0	0	0	未观测到分配证据；不等于实际零频
纠	jiu	918	0	0	918	有已分配证据；仍须结合待分配量
纡	yu	3	0	0	3	有已分配证据；仍须结合待分配量
红	hong	7165	2932	323	7488	有已分配证据；仍须结合待分配量
纣	zhou	5	0	0	5	有已分配证据；仍须结合待分配量
纤	qian	7	0	53	467	有已分配证据；仍须结合待分配量
纤	xian	407	0	53	467	有已分配证据；仍须结合待分配量
纥	he	0	0	0	0	未观测到分配证据；不等于实际零频
约	yao	0	0	1374	22767	未观测到分配证据；不等于实际零频
约	yue	21393	2897	1374	22767	有已分配证据；仍须结合待分配量
级	ji	9879	0	14	9893	有已分配证据；仍须结合待分配量
纨	wan	25	0	0	25	有已分配证据；仍须结合待分配量
纩	kuang	0	0	0	0	未观测到分配证据；不等于实际零频
纪	ji	6896	0	20	6916	有已分配证据；仍须结合待分配量
纫	ren	73	0	0	73	有已分配证据；仍须结合待分配量
纬	wei	130	0	0	130	有已分配证据；仍须结合待分配量
纭	yun	6	0	0	6	有已分配证据；仍须结合待分配量
纮	hong	0	0	0	0	未观测到分配证据；不等于实际零频
纯	chun	2223	0	1	2224	有已分配证据；仍须结合待分配量
纰	pi	29	0	0	29	有已分配证据；仍须结合待分配量
纱	sha	668	0	0	668	有已分配证据；仍须结合待分配量
纲	gang	112	0	0	112	有已分配证据；仍须结合待分配量
纳	na	6022	0	2129	8151	有已分配证据；仍须结合待分配量
纴	ren	0	0	0	0	未观测到分配证据；不等于实际零频
纵	zong	1393	0	0	1393	有已分配证据；仍须结合待分配量
纶	guan	0	0	1	9	未观测到分配证据；不等于实际零频
纶	lun	8	0	1	9	有已分配证据；仍须结合待分配量
纷	fen	466	0	0	466	有已分配证据；仍须结合待分配量
纸	zhi	5213	0	8	5221	有已分配证据；仍须结合待分配量
纹	wen	3451	0	4	3455	有已分配证据；仍须结合待分配量
纺	fang	81	0	0	81	有已分配证据；仍须结合待分配量
纻	zhu	0	0	0	0	未观测到分配证据；不等于实际零频
纼	zhen	0	0	0	0	未观测到分配证据；不等于实际零频
纽	niu	5466	0	26	5492	有已分配证据；仍须结合待分配量
纾	shu	8	0	0	8	有已分配证据；仍须结合待分配量
线	xian	15156	0	14	15170	有已分配证据；仍须结合待分配量
绀	gan	4	0	0	4	有已分配证据；仍须结合待分配量
绁	xie	0	0	0	0	未观测到分配证据；不等于实际零频
绂	fu	0	0	0	0	未观测到分配证据；不等于实际零频
练	lian	9124	0	18	9142	有已分配证据；仍须结合待分配量
组	zu	11386	0	100	11486	有已分配证据；仍须结合待分配量
绅	shen	754	0	0	754	有已分配证据；仍须结合待分配量
细	xi	6159	0	37	6196	有已分配证据；仍须结合待分配量
织	zhi	4014	0	8	4022	有已分配证据；仍须结合待分配量
终	zhong	11114	0	0	11114	有已分配证据；仍须结合待分配量
绉	zhou	11	0	0	11	有已分配证据；仍须结合待分配量
绊	ban	358	0	0	358	有已分配证据；仍须结合待分配量
绋	fu	0	0	0	0	未观测到分配证据；不等于实际零频
绌	chu	12	0	0	12	有已分配证据；仍须结合待分配量
绍	shao	2807	0	4	2811	有已分配证据；仍须结合待分配量
绎	yi	320	0	1	321	有已分配证据；仍须结合待分配量
经	jing	80181	0	27	80208	有已分配证据；仍须结合待分配量
绐	dai	1	0	0	1	有已分配证据；仍须结合待分配量
绑	bang	3810	0	5	3815	有已分配证据；仍须结合待分配量
绒	rong	397	0	3	400	有已分配证据；仍须结合待分配量
结	jie	32919	0	60	32979	有已分配证据；仍须结合待分配量
绔	ku	22	0	0	22	有已分配证据；仍须结合待分配量
绕	rao	1754	0	0	1754	有已分配证据；仍须结合待分配量
绖	die	0	0	0	0	未观测到分配证据；不等于实际零频
绗	hang	0	0	0	0	未观测到分配证据；不等于实际零频
绘	hui	520	0	0	520	有已分配证据；仍须结合待分配量
给	gei	119619	114028	321	123901	有已分配证据；仍须结合待分配量
给	ji	3961	3190	321	123901	有已分配证据；仍须结合待分配量
绚	xuan	42	0	0	42	有已分配证据；仍须结合待分配量
绛	jiang	4	0	0	4	有已分配证据；仍须结合待分配量
络	lao	0	0	148	2287	未观测到分配证据；不等于实际零频
络	luo	2139	0	148	2287	有已分配证据；仍须结合待分配量
绝	jue	15974	0	30	16004	有已分配证据；仍须结合待分配量
绞	jiao	364	69	26	390	有已分配证据；仍须结合待分配量
统	tong	13317	0	38	13355	有已分配证据；仍须结合待分配量
绠	geng	0	0	0	0	未观测到分配证据；不等于实际零频
绡	xiao	0	0	0	0	未观测到分配证据；不等于实际零频
绢	juan	78	0	0	78	有已分配证据；仍须结合待分配量
绣	xiu	176	0	0	176	有已分配证据；仍须结合待分配量
绤	xi	0	0	0	0	未观测到分配证据；不等于实际零频
绥	sui	2	0	1	3	有已分配证据；仍须结合待分配量
绦	tao	15	0	0	15	有已分配证据；仍须结合待分配量
继	ji	14777	0	3	14780	有已分配证据；仍须结合待分配量
绨	ti	1	1	0	1	有已分配证据；仍须结合待分配量
绩	ji	1128	0	0	1128	有已分配证据；仍须结合待分配量
绪	xu	2527	0	31	2558	有已分配证据；仍须结合待分配量
绫	ling	26	0	4	30	有已分配证据；仍须结合待分配量
续	xu	15615	0	1	15616	有已分配证据；仍须结合待分配量
绮	qi	15	0	8	23	有已分配证据；仍须结合待分配量
绯	fei	158	0	0	158	有已分配证据；仍须结合待分配量
绰	chao	0	0	12	324	未观测到分配证据；不等于实际零频
绰	chuo	312	0	12	324	有已分配证据；仍须结合待分配量
绱	shang	21	0	0	21	有已分配证据；仍须结合待分配量
绲	gun	0	0	0	0	未观测到分配证据；不等于实际零频
绳	sheng	1679	0	0	1679	有已分配证据；仍须结合待分配量
维	wei	10483	0	2262	12745	有已分配证据；仍须结合待分配量
绵	mian	432	0	4	436	有已分配证据；仍须结合待分配量
绶	shou	51	0	0	51	有已分配证据；仍须结合待分配量
绷	beng	380	0	0	380	有已分配证据；仍须结合待分配量
绸	chou	183	0	4	187	有已分配证据；仍须结合待分配量
绹	tao	0	0	0	0	未观测到分配证据；不等于实际零频
绺	liu	9	0	0	9	有已分配证据；仍须结合待分配量
绻	quan	2	0	0	2	有已分配证据；仍须结合待分配量
综	zeng	0	0	7	647	未观测到分配证据；不等于实际零频
综	zong	640	0	7	647	有已分配证据；仍须结合待分配量
绽	zhan	138	0	0	138	有已分配证据；仍须结合待分配量
绾	wan	0	0	0	0	未观测到分配证据；不等于实际零频
绿	lu	16	0	47	2312	有已分配证据；仍须结合待分配量
绿	lv	2249	749	47	2312	有已分配证据；仍须结合待分配量
缀	zhui	83	0	0	83	有已分配证据；仍须结合待分配量
缁	zi	0	0	0	0	未观测到分配证据；不等于实际零频
缂	ke	0	0	0	0	未观测到分配证据；不等于实际零频
缃	xiang	0	0	0	0	未观测到分配证据；不等于实际零频
缄	jian	76	0	0	76	有已分配证据；仍须结合待分配量
缅	mian	229	0	0	229	有已分配证据；仍须结合待分配量
缆	lan	277	0	0	277	有已分配证据；仍须结合待分配量
缇	ti	91	0	7	98	有已分配证据；仍须结合待分配量
缈	miao	18	0	0	18	有已分配证据；仍须结合待分配量
缉	ji	606	0	68	674	有已分配证据；仍须结合待分配量
缉	qi	0	0	68	674	未观测到分配证据；不等于实际零频
缊	yun	0	0	0	0	未观测到分配证据；不等于实际零频
缌	si	0	0	0	0	未观测到分配证据；不等于实际零频
缎	duan	64	0	0	64	有已分配证据；仍须结合待分配量
缐	xian	0	0	0	0	未观测到分配证据；不等于实际零频
缑	gou	0	0	0	0	未观测到分配证据；不等于实际零频
缒	zhui	0	0	0	0	未观测到分配证据；不等于实际零频
缓	huan	1147	0	3	1150	有已分配证据；仍须结合待分配量
缔	di	66	0	0	66	有已分配证据；仍须结合待分配量
缕	lv	75	0	0	75	有已分配证据；仍须结合待分配量
编	bian	4830	0	3	4833	有已分配证据；仍须结合待分配量
缗	min	0	0	0	0	未观测到分配证据；不等于实际零频
缘	yuan	1650	0	0	1650	有已分配证据；仍须结合待分配量
缙	jin	0	0	0	0	未观测到分配证据；不等于实际零频
缚	fu	307	0	0	307	有已分配证据；仍须结合待分配量
缛	ru	22	0	0	22	有已分配证据；仍须结合待分配量
缜	zhen	14	0	0	14	有已分配证据；仍须结合待分配量
缝	feng	1773	0	0	1773	有已分配证据；仍须结合待分配量
缞	cui	0	0	0	0	未观测到分配证据；不等于实际零频
缟	gao	0	0	1	1	未观测到分配证据；不等于实际零频
缠	chan	1425	0	0	1425	有已分配证据；仍须结合待分配量
缡	li	1	0	0	1	有已分配证据；仍须结合待分配量
缢	yi	2	0	0	2	有已分配证据；仍须结合待分配量
缣	jian	0	0	0	0	未观测到分配证据；不等于实际零频
缤	bin	18	0	0	18	有已分配证据；仍须结合待分配量
缥	piao	19	0	0	19	有已分配证据；仍须结合待分配量
缦	man	0	0	0	0	未观测到分配证据；不等于实际零频
缧	lei	0	0	0	0	未观测到分配证据；不等于实际零频
缨	ying	10	0	0	10	有已分配证据；仍须结合待分配量
缩	su	0	0	17	1737	未观测到分配证据；不等于实际零频
缩	suo	1720	231	17	1737	有已分配证据；仍须结合待分配量
缪	miao	0	0	187	217	未观测到分配证据；不等于实际零频
缪	miu	5	0	187	217	有已分配证据；仍须结合待分配量
缪	mou	25	0	187	217	有已分配证据；仍须结合待分配量
缫	sao	0	0	0	0	未观测到分配证据；不等于实际零频
缬	xie	5	0	0	5	有已分配证据；仍须结合待分配量
缭	liao	44	0	0	44	有已分配证据；仍须结合待分配量
缮	shan	42	0	0	42	有已分配证据；仍须结合待分配量
缯	zeng	1	0	0	1	有已分配证据；仍须结合待分配量
缰	jiang	43	0	0	43	有已分配证据；仍须结合待分配量
缱	qian	3	0	0	3	有已分配证据；仍须结合待分配量
缲	qiao	0	0	0	0	未观测到分配证据；不等于实际零频
缳	huan	2	0	0	2	有已分配证据；仍须结合待分配量
缴	jiao	284	77	0	284	有已分配证据；仍须结合待分配量
缵	zuan	0	0	0	0	未观测到分配证据；不等于实际零频
缶	fou	1	0	0	1	有已分配证据；仍须结合待分配量
缸	gang	709	0	0	709	有已分配证据；仍须结合待分配量
缺	que	3186	0	0	3186	有已分配证据；仍须结合待分配量
罂	ying	36	0	1	37	有已分配证据；仍须结合待分配量
罄	qing	13	0	0	13	有已分配证据；仍须结合待分配量
罅	xia	6	0	0	6	有已分配证据；仍须结合待分配量
罍	lei	0	0	0	0	未观测到分配证据；不等于实际零频
罐	guan	1583	0	6	1589	有已分配证据；仍须结合待分配量
网	wang	5913	0	36	5949	有已分配证据；仍须结合待分配量
罔	wang	27	0	0	27	有已分配证据；仍须结合待分配量
罕	han	550	0	77	627	有已分配证据；仍须结合待分配量
罗	luo	15223	0	3230	18453	有已分配证据；仍须结合待分配量
罘	fu	0	0	0	0	未观测到分配证据；不等于实际零频
罚	fa	2516	0	7	2523	有已分配证据；仍须结合待分配量
罟	gu	0	0	0	0	未观测到分配证据；不等于实际零频
罡	gang	0	0	0	0	未观测到分配证据；不等于实际零频
罢	ba	683	0	1375	2058	有已分配证据；仍须结合待分配量
罨	yan	0	0	0	0	未观测到分配证据；不等于实际零频
罩	zhao	1260	0	0	1260	有已分配证据；仍须结合待分配量
罪	zui	14239	0	3	14242	有已分配证据；仍须结合待分配量
置	zhi	9009	0	0	9009	有已分配证据；仍须结合待分配量
罱	lan	0	0	0	0	未观测到分配证据；不等于实际零频
署	shu	1226	0	1	1227	有已分配证据；仍须结合待分配量
罴	pi	0	0	0	0	未观测到分配证据；不等于实际零频
罶	liu	0	0	0	0	未观测到分配证据；不等于实际零频
罹	li	14	0	0	14	有已分配证据；仍须结合待分配量
罽	ji	0	0	0	0	未观测到分配证据；不等于实际零频
罾	zeng	0	0	0	0	未观测到分配证据；不等于实际零频
羁	ji	164	0	1	165	有已分配证据；仍须结合待分配量
羊	yang	2273	0	12	2285	有已分配证据；仍须结合待分配量
羌	qiang	0	0	0	0	未观测到分配证据；不等于实际零频
美	mei	45066	0	495	45561	有已分配证据；仍须结合待分配量
羑	you	0	0	0	0	未观测到分配证据；不等于实际零频
羓	ba	0	0	0	0	未观测到分配证据；不等于实际零频
羔	gao	230	0	0	230	有已分配证据；仍须结合待分配量
羕	yang	0	0	0	0	未观测到分配证据；不等于实际零频
羖	gu	0	0	0	0	未观测到分配证据；不等于实际零频
羚	ling	87	0	1	88	有已分配证据；仍须结合待分配量
羝	di	0	0	0	0	未观测到分配证据；不等于实际零频
羞	xiu	2136	0	0	2136	有已分配证据；仍须结合待分配量
羟	qiang	46	0	0	46	有已分配证据；仍须结合待分配量
羡	xian	296	0	1	297	有已分配证据；仍须结合待分配量
群	qun	4854	0	26	4880	有已分配证据；仍须结合待分配量
羧	suo	0	0	0	0	未观测到分配证据；不等于实际零频
羯	jie	50	0	0	50	有已分配证据；仍须结合待分配量
羰	tang	0	0	0	0	未观测到分配证据；不等于实际零频
羱	yuan	0	0	0	0	未观测到分配证据；不等于实际零频
羲	xi	0	0	0	0	未观测到分配证据；不等于实际零频
羸	lei	6	0	0	6	有已分配证据；仍须结合待分配量
羹	geng	111	0	0	111	有已分配证据；仍须结合待分配量
羼	chan	0	0	0	0	未观测到分配证据；不等于实际零频
羽	yu	408	0	0	408	有已分配证据；仍须结合待分配量
羿	yi	0	0	0	0	未观测到分配证据；不等于实际零频
翀	chong	0	0	0	0	未观测到分配证据；不等于实际零频
翁	weng	548	0	10	558	有已分配证据；仍须结合待分配量
翂	fen	0	0	0	0	未观测到分配证据；不等于实际零频
翃	hong	0	0	0	0	未观测到分配证据；不等于实际零频
翅	chi	597	0	0	597	有已分配证据；仍须结合待分配量
翈	xia	0	0	0	0	未观测到分配证据；不等于实际零频
翊	yi	0	0	1	1	未观测到分配证据；不等于实际零频
翌	yi	22	0	0	22	有已分配证据；仍须结合待分配量
翎	ling	2	0	0	2	有已分配证据；仍须结合待分配量
翔	xiang	448	0	2	450	有已分配证据；仍须结合待分配量
翕	xi	0	0	0	0	未观测到分配证据；不等于实际零频
翘	qiao	558	0	2	560	有已分配证据；仍须结合待分配量
翙	hui	0	0	0	0	未观测到分配证据；不等于实际零频
翚	hui	0	0	0	0	未观测到分配证据；不等于实际零频
翛	xiao	0	0	0	0	未观测到分配证据；不等于实际零频
翟	di	0	0	4	4	未观测到分配证据；不等于实际零频
翟	zhai	0	0	4	4	未观测到分配证据；不等于实际零频
翠	cui	367	0	78	445	有已分配证据；仍须结合待分配量
翡	fei	59	0	0	59	有已分配证据；仍须结合待分配量
翥	zhu	0	0	0	0	未观测到分配证据；不等于实际零频
翦	jian	0	0	0	0	未观测到分配证据；不等于实际零频
翩	pian	168	0	0	168	有已分配证据；仍须结合待分配量
翮	he	0	0	0	0	未观测到分配证据；不等于实际零频
翯	he	0	0	0	0	未观测到分配证据；不等于实际零频
翰	han	2449	0	966	3415	有已分配证据；仍须结合待分配量
翱	ao	58	0	0	58	有已分配证据；仍须结合待分配量
翳	yi	3	0	0	3	有已分配证据；仍须结合待分配量
翷	lin	0	0	0	0	未观测到分配证据；不等于实际零频
翻	fan	3378	0	4	3382	有已分配证据；仍须结合待分配量
翼	yi	770	0	4	774	有已分配证据；仍须结合待分配量
翾	xuan	0	0	0	0	未观测到分配证据；不等于实际零频
耀	yao	1384	0	1	1385	有已分配证据；仍须结合待分配量
老	lao	52146	0	542	52688	有已分配证据；仍须结合待分配量
考	kao	11425	0	188	11613	有已分配证据；仍须结合待分配量
耄	mao	0	0	0	0	未观测到分配证据；不等于实际零频
者	zhe	42148	0	97	42245	有已分配证据；仍须结合待分配量
耆	qi	5	0	0	5	有已分配证据；仍须结合待分配量
耇	gou	0	0	0	0	未观测到分配证据；不等于实际零频
耋	die	0	0	0	0	未观测到分配证据；不等于实际零频
而	er	72450	0	12	72462	有已分配证据；仍须结合待分配量
耍	shua	2390	0	3	2393	有已分配证据；仍须结合待分配量
耏	er	0	0	0	0	未观测到分配证据；不等于实际零频
耏	nai	0	0	0	0	未观测到分配证据；不等于实际零频
耐	nai	1926	0	39	1965	有已分配证据；仍须结合待分配量
耑	duan	0	0	0	0	未观测到分配证据；不等于实际零频
耒	lei	0	0	0	0	未观测到分配证据；不等于实际零频
耔	zi	0	0	0	0	未观测到分配证据；不等于实际零频
耕	geng	115	0	0	115	有已分配证据；仍须结合待分配量
耖	chao	0	0	0	0	未观测到分配证据；不等于实际零频
耗	hao	816	0	1	817	有已分配证据；仍须结合待分配量
耘	yun	20	0	0	20	有已分配证据；仍须结合待分配量
耙	ba	0	0	13	35	未观测到分配证据；不等于实际零频
耙	pa	22	0	13	35	有已分配证据；仍须结合待分配量
耜	si	0	0	0	0	未观测到分配证据；不等于实际零频
耠	huo	0	0	0	0	未观测到分配证据；不等于实际零频
耢	lao	0	0	0	0	未观测到分配证据；不等于实际零频
耤	ji	0	0	0	0	未观测到分配证据；不等于实际零频
耥	tang	0	0	0	0	未观测到分配证据；不等于实际零频
耦	ou	10	0	0	10	有已分配证据；仍须结合待分配量
耧	lou	0	0	0	0	未观测到分配证据；不等于实际零频
耨	nou	1	0	0	1	有已分配证据；仍须结合待分配量
耩	jiang	0	0	0	0	未观测到分配证据；不等于实际零频
耪	pang	0	0	0	0	未观测到分配证据；不等于实际零频
耰	you	0	0	0	0	未观测到分配证据；不等于实际零频
耱	mo	0	0	0	0	未观测到分配证据；不等于实际零频
耳	er	3929	0	35	3964	有已分配证据；仍须结合待分配量
耵	ding	0	0	0	0	未观测到分配证据；不等于实际零频
耶	ye	6814	0	153	6967	有已分配证据；仍须结合待分配量
耷	da	13	0	0	13	有已分配证据；仍须结合待分配量
耸	song	140	0	0	140	有已分配证据；仍须结合待分配量
耻	chi	1383	0	1	1384	有已分配证据；仍须结合待分配量
耽	dan	545	0	0	545	有已分配证据；仍须结合待分配量
耿	geng	251	0	0	251	有已分配证据；仍须结合待分配量
聂	nie	31	0	4	35	有已分配证据；仍须结合待分配量
聃	dan	0	0	0	0	未观测到分配证据；不等于实际零频
聆	ling	243	0	0	243	有已分配证据；仍须结合待分配量
聊	liao	7323	0	0	7323	有已分配证据；仍须结合待分配量
聋	long	433	0	2	435	有已分配证据；仍须结合待分配量
职	zhi	7997	0	31	8028	有已分配证据；仍须结合待分配量
聍	ning	0	0	0	0	未观测到分配证据；不等于实际零频
聒	guo	18	0	0	18	有已分配证据；仍须结合待分配量
联	lian	14072	0	45	14117	有已分配证据；仍须结合待分配量
聘	pin	455	0	0	455	有已分配证据；仍须结合待分配量
聚	ju	4526	0	59	4585	有已分配证据；仍须结合待分配量
聩	kui	5	0	0	5	有已分配证据；仍须结合待分配量
聪	cong	5071	0	4	5075	有已分配证据；仍须结合待分配量
聱	ao	0	0	0	0	未观测到分配证据；不等于实际零频
聿	yu	0	0	0	0	未观测到分配证据；不等于实际零频
肃	su	938	0	0	938	有已分配证据；仍须结合待分配量
肄	yi	5	0	0	5	有已分配证据；仍须结合待分配量
肆	si	319	0	0	319	有已分配证据；仍须结合待分配量
肇	zhao	143	0	0	143	有已分配证据；仍须结合待分配量
肉	rou	6974	0	22	6996	有已分配证据；仍须结合待分配量
肋	lei	404	120	1	405	有已分配证据；仍须结合待分配量
肌	ji	1322	0	0	1322	有已分配证据；仍须结合待分配量
肓	huang	33	0	0	33	有已分配证据；仍须结合待分配量
肖	xiao	984	0	153	1137	有已分配证据；仍须结合待分配量
肘	zhou	185	0	38	223	有已分配证据；仍须结合待分配量
肚	du	1684	0	0	1684	有已分配证据；仍须结合待分配量
肛	gang	165	0	0	165	有已分配证据；仍须结合待分配量
肝	gan	833	0	0	833	有已分配证据；仍须结合待分配量
肟	wo	3	0	0	3	有已分配证据；仍须结合待分配量
肠	chang	1562	0	4	1566	有已分配证据；仍须结合待分配量
股	gu	5721	0	3	5724	有已分配证据；仍须结合待分配量
肢	zhi	615	0	0	615	有已分配证据；仍须结合待分配量
肤	fu	1874	0	0	1874	有已分配证据；仍须结合待分配量
肥	fei	2283	0	9	2292	有已分配证据；仍须结合待分配量
肩	jian	1649	0	4	1653	有已分配证据；仍须结合待分配量
肪	fang	291	0	0	291	有已分配证据；仍须结合待分配量
肫	zhun	1	0	0	1	有已分配证据；仍须结合待分配量
肭	na	0	0	0	0	未观测到分配证据；不等于实际零频
肮	ang	658	0	1	659	有已分配证据；仍须结合待分配量
肯	ken	22289	0	421	22710	有已分配证据；仍须结合待分配量
肱	gong	18	0	0	18	有已分配证据；仍须结合待分配量
育	yu	3175	120	57	3232	有已分配证据；仍须结合待分配量
肴	yao	45	0	0	45	有已分配证据；仍须结合待分配量
肷	qian	0	0	0	0	未观测到分配证据；不等于实际零频
肸	xi	0	0	0	0	未观测到分配证据；不等于实际零频
肺	fei	1135	0	22	1157	有已分配证据；仍须结合待分配量
肼	jing	13	0	0	13	有已分配证据；仍须结合待分配量
肽	tai	32	0	0	32	有已分配证据；仍须结合待分配量
肾	shen	769	0	25	794	有已分配证据；仍须结合待分配量
肿	zhong	1176	0	0	1176	有已分配证据；仍须结合待分配量
胀	zhang	317	0	3	320	有已分配证据；仍须结合待分配量
胁	xie	3269	0	2	3271	有已分配证据；仍须结合待分配量
胂	shen	0	0	0	0	未观测到分配证据；不等于实际零频
胃	wei	1448	0	0	1448	有已分配证据；仍须结合待分配量
胄	zhou	5	0	0	5	有已分配证据；仍须结合待分配量
胆	dan	2484	0	3	2487	有已分配证据；仍须结合待分配量
胈	ba	0	0	0	0	未观测到分配证据；不等于实际零频
背	bei	7883	0	47	7930	有已分配证据；仍须结合待分配量
胍	gua	1	0	0	1	有已分配证据；仍须结合待分配量
