aaaa	啊啊啊啊
njuv	南水
njuw	那就是因为
njux	难刷
njux	年久失修
njuy	南顺
njuy	难顺
njuz	难受
njuz	难守
njuz	难收
njva	南闸
njvb	那就这样吧
njvc	难找
njvc	难招
njvc	南朝
njvd	南寨
njvd	你就知道
njve	难着
njve	难者
njvf	南镇
njvf	南针
njvg	南征
njvg	难整
njvg	难挣
njvh	南漳
njvh	难张
njvi	难治
njvi	南至
njvj	南站
njvl	男装
njvm	难解之谜
njvn	那就只能
njvr	难赚
njvr	年级主任
njvs	南中
njvs	男中
njvt	你就这么一听
njvu	男主
njvu	难住
njvv	难追
njvx	难抓
njvy	宁静致远
njvy	那就这样
njvz	南州
njvz	南周
njwa	男娃
njwa	男袜
njwd	南外
njwf	难闻
njwf	难文
njwh	难忘
njwi	你敬我一尺
njwj	难玩
njwj	南湾
njwl	那就完了
njwo	南卧
njws	内紧外松
njwu	男巫
njwu	南无
njwv	你敬我一尺，我敬你一丈
njww	难为
njww	南纬
njww	难违
njww	男卫
njwy	难及万一
njxb	南信
njxf	年纪相仿
njxi	南溪
njxk	男性
njxk	男星
njxk	难行
njxl	南向
njxl	男相
njxl	那就行了
njxm	男仙
njxn	难消
njxp	男鞋
njxp	难写
njxq	难修
njxq	难休
njxr	难选
njxs	南雄
njxt	难学
njxt	男靴
njxu	南徐
njxu	匿迹销声
njxw	南极仙翁
njxx	南下
njxx	男下
njxx	年纪小小
njxy	难寻
njxy	南巡
njxy	农家小院
njya	南亚
njya	难呀
njyb	男银
njyb	南音
njyc	男妖
njyd	那叫一个地道
njye	南野
njye	年交易额
njyg	那叫一个
njyh	南阳
njyh	南洋
njyh	难养
njyi	男一
njyi	难以
njyi	难易
njyi	男衣
njyi	难移
njyj	难言
njyj	难掩
njyj	赧颜
njyk	男婴
njyk	难赢
njyk	那就要看
njyr	南院
njyr	南苑
njyr	南园
njys	难用
njys	男用
njys	男佣
njyt	南岳
njyt	南越
njyu	难于
njyu	难遇
njyv	脑筋一转
njyy	南云
njyy	宁静以致远
njyz	男友
njyz	难有
njyz	男优
njzd	难在
njzd	男仔
njzg	那就足够
njzi	男子
njzi	难字
njzo	难做
njzo	难作
njzu	男足
njzz	难走
nkan	宁安
nkba	拧巴
nkbb	宁滨
nkbc	宁宝
nkbg	凝泵
nkbi	凝碧
nkbi	那可不成
nkbk	凝冰
nkbm	宁边
nkbo	宁波
nkbu	那可不是
nkbx	那可不行
nkby	宁可不要
nkci	宁次
nkcq	宁可错杀一千
nkcv	凝萃
nkcy	宁村
nkda	宁大
nkdd	能看得到
nkde	宁德
nkdk	凝定
nkds	拧动
nkds	凝冻
nkdx	南开大学
nkdz	宁都
nkee	狞恶
nker	宁儿
nkfg	宁峰
nkfj	宁凡
nkfo	佞佛
nkfq	宁可放弃
nkfw	宁妃
nkgd	拧盖
nkge	宁哥
nkgj	拧干
nkgl	凝光
nkgo	宁国
nkgr	宁官
nkgs	宁工
nkgu	凝固
nkhc	宁浩
nkhd	宁海
nkhe	宁河
nkhe	凝合
nkhh	宁杭
nkhj	凝寒
nkhr	狞獾
nkhs	宁红
nkhv	宁辉
nkhx	宁化
nkhx	凝华
nkic	宁超
nkif	佞臣
nkig	拧成
nkig	凝成
nkil	能看出来
nkir	宁川
nkiz	凝愁
nkjb	拧紧
nkji	凝集
nkjk	宁静
nkjl	宁江
nkjm	宁建
nkjn	凝胶
nkjp	凝结
nkjt	凝绝
nkju	凝聚
nkjx	宁家
nkjy	宁军
nkkd	拧开
nkke	宁可
nkkf	宁肯
nkkh	宁康
nkkk	凝块
nkkn	你看看你
nkkz	佞口
nklb	你可拉倒吧
nkle	拧了
nklh	宁蒗
nkli	凝立
nkli	宁里
nklk	宁陵
nklm	凝练
nklm	凝炼
nkln	南卡罗来纳
nkls	狞龙
nklu	凝露
nkmc	狞猫
nkmg	柠檬
nkmk	宁明
nkmu	凝目
nkmw	宁煤
nkmz	凝眸
nknj	宁南
nknk	宁宁
nkns	那可能是
nknu	那可能是
nkou	宁鸥
nkpg	宁鹏
nkpk	宁平
nkqb	你可千万别
nkqi	拧起
nkqi	凝气
nkqk	宁清
nkql	宁强
nkqt	宁缺
nkqw	你可千万
nkrf	佞人
nkri	宁日
nkrj	凝然
nkru	凝乳
nkru	宁可忍受
nkrx	囊空如洗
nksh	囊括四海
nksi	宁死
nksi	凝思
nksl	难看死了
nkso	凝缩
nkss	拧松
nkss	奈克瑟斯
nkss	诺克萨斯
nktc	宁涛
nktd	宁泰
nktk	凝听
nktm	宁天
nktn	柠条
nktp	宁帖
nkts	宁通
nktu	凝土
nkua	凝砂
nkuf	凝神
nkuf	宁神
nkug	那可是个
nkuh	拧上
nkuh	那可是会
nkui	凝视
nkui	凝实
nkuj	宁陕
nkul	凝霜
nkuv	凝水
nkuy	那可是要
nkuy	讷口少言
nkvb	你看着办
nkve	拧着
nkvi	凝滞
nkvi	凝脂
nkvi	宁芝
nkvq	宁可直中取，不可曲中求
nkvr	内科主任
nkvs	凝重
nkvu	凝珠
nkvu	凝住
nkvu	凝注
nkvx	南开中学
nkvz	宁州
nkvz	你可知罪
nkwd	宁外
nkwh	凝望
nkwr	宁可我负天下人
nkwu	宁武
nkww	宁为
nkwy	扭亏为盈
nkxb	宁心
nkxi	凝析
nkxi	宁西
nkxk	宁兴
nkxl	宁乡
nkxm	宁县
nkxn	狞笑
nkxn	佞笑
nkxt	凝血
nkxu	宁可牺牲
nkxw	宁可信其有，不可信其无
nkxw	宁可信其有不可信其无
nkxx	宁夏
nkxy	宁可信其有
nkyc	凝药
nkye	凝噎
nkye	宁冶
nkyh	宁阳
nkyi	宁一
nkyj	凝烟
nkyj	你看又急
nkym	南柯一梦
nkyq	你可以去
nkyr	宁愿
nkyu	宁宇
nkyu	内科医生
nkzi	宁子
nkzy	扭亏增盈
nkzy	你看怎么样
nlaa	娘啊
nlbg	能力不够
nlbh	哪里不好
nlbh	捏了把汗
nlbi	娘比
nlbi	努力保持
nlbj	能连不交
nlbk	娘病
nlbl	哪里不会点哪里
nlbm	努力避免
nlbn	拿来吧你
nlbr	能力薄弱
nlbr	年龄不饶人
nlbt	南粮北调
nlbt	闹了半天
nlbw	南来北往
nlbx	年龄不小
nlbz	能力不足
nlcu	能力测试
nldc	娘道
nldp	努力打拼
nldq	内陆地区
nldr	努力的人
nldr	那里的人
nldu	哪里都是
nldv	闹里打转
nldx	能量代谢
nldx	哪来的自信
nldy	哪里都一样
nler	娘儿
nleu	逆流而上
nlfd	努力奋斗
nlfh	能力发挥
nlfi	能力范畴
nlfi	努力付出
nlfv	能力发展
nlfw	能力范围
nlfx	努力方向
nlfx	能力分析
nlgb	努力改变
nlgr	尿路感染
nlgs	娘宫
nlgu	努力改善
nlgz	努力工作
nlhd	那路或多
nlhh	你脸红个泡泡茶壶
nlhi	能力很差
nlhl	你脸红啦
nlho	酿祸
nlhx	娘化
nlig	酿成
nlih	逆流成河
nlis	能力出色
nliu	酿出
nlji	努力坚持
nljj	拿了鸡毛当令箭
nljq	酿酒
nljq	娘舅
nljx	娘家
nlkb	努力开辟
nlkh	能力考核
nlki	努力开创
nlkq	哪凉快哪呆着去
nlkt	努力开拓
nlkz	娘口
nlld	脑力劳动
nlle	娘了
nllu	年老力衰
nllx	娘俩
nllx	努力练习
nlme	娘么
nlmf	娘们
nlmi	酿蜜
nlml	纳了闷了
nlmu	娘母
nlmw	酿酶
nlmy	农林牧副渔
nlnl	娘娘
nlnl	孃孃
nlnl	哪里哪里
nlnq	闹来闹去
nlnq	弄来弄去
nlnt	挠了挠头
nlnw	男来女往
nlnw	能里能外
nlpb	努力拼搏
nlpc	娘炮
nlpg	能力评估
nlpi	酿皮
nlpj	能力评价
nlpx	能力培训
nlpy	能力培养
nlqb	娘亲
nlqi	娘妻
nlql	哪里去了
nlre	娘惹
nlrj	您老人家
nlrj	你老人家
nlrk	年龄人口
nlrr	纳兰容若
nlrx	难凉热血
nlsj	能力所及
nlsu	年老色衰
nlsx	能力所限
nltd	娘胎
nltg	努力提高
nlti	能力突出
nltj	努力推进
nltk	努力拓宽
nltr	年老体弱
nltu	年老体衰
nluh	奴隶社会
nluh	能量守恒
nluh	内力深厚
nluo	娘说
nlup	能力水平
nluu	逆来顺受
nluy	努力适应
nlvb	女流之辈
nlvd	哪里知道
nlvd	奴隶制度
nlvd	你来真的
nlvi	酿制
nlvn	牛郎织女
nlvq	努力争取
nlvq	努力赚钱
nlvx	努力之下
nlvy	拿来主义
nlwh	娘王
nlwh	努力无悔
nlwi	努力完成
nlwq	你来我去
nlww	你来我往
nlwx	努力微笑
nlxb	娘心
nlxb	年龄性别
nlxf	年龄相仿
nlxh	能量消耗
nlxl	能力训练
nlxx	努力学习
nlyb	能力一般
nlyd	能力越大，责任越大
nlyd	能力越大责任越大
nlyh	捏了一把汗
nlyi	娘姨
nlym	哪里有卖
nlyr	纳兰嫣然
nlyx	能力有限
nlyx	能力越小，责任越小
nlzc	酿造
nlzd	努力做到
nlzi	娘子
nlzu	那里总是
nmaa	年啊
nman	念安
nmba	蔫巴
nmba	廿八
nmbb	农民伯伯
nmbc	年报
nmbc	念报
nmbd	念白
nmbd	你妈逼的
nmbh	年榜
nmbh	你们不会
nmbj	年半
nmbj	年版
nmbn	年表
nmbn	你妈逼你
nmbr	牛马不如
nmbu	你们不是
nmbw	年辈
nmby	纳米比亚
nmby	那么便宜
nmcd	年菜
nmce	年册
nmcg	粘层
nmch	纳木措湖
nmci	念慈
nmci	念词
nmci	年次
nmcl	纳米材料
nmcl	耐磨材料
nmco	念错
nmcs	年从
nmcu	你们才是
nmda	年达
nmdc	念叨
nmdc	念道
nmdc	念到
nmdd	年代
nmdi	年底
nmdj	粘单
nmdl	诺曼底登陆
nmdn	那么多年
nmdo	年多
nmdr	那么多人
nmdr	年段
nmds	念动
nmds	年冬
nmdt	那么多天
nmdu	年度
nmdu	粘度
nmdu	黏度
nmdu	捻度
nmdv	年对
nmdy	浓眉大眼
nmef	南无阿弥陀佛
nmer	廿二
nmeu	怒目而视
nmfa	念法
nmff	年份
nmff	年分
nmfg	年丰
nmfg	年俸
nmfh	年方
nmfi	脑满肥肠
nmfj	年饭
nmfj	年番
nmfo	念佛
nmfu	黏附
nmfu	粘附
nmfu	年付
nmfw	年费
nmgb	你妈个逼
nmgc	年糕
nmgc	年高
nmgc	念稿
nmgf	年根
nmgg	年更
nmgg	年庚
nmgl	年光
nmgl	你们够了
nmgm	农民革命
nmgo	念过
nmgo	碾过
nmgo	年过
nmgq	内蒙古自治区
nmgr	年关
nmgr	辇官
nmgr	年冠
nmgs	念功
nmgs	年供
nmgs	年工
nmgw	念给
nmgy	纳米工艺
nmgz	粘钩
nmhc	年号
nmhc	念好
nmhd	那么好的
nmhe	黏合
nmhe	粘合
nmhk	蔫坏
nmhl	念皇
nmhm	怒目横眉
nmho	年货
nmhu	黏糊
nmhu	那么回事
nmhu	粘糊
nmhv	年会
nmhx	年华
nmhx	年画
nmhx	拈花
nmhz	年后
nmib	你妈臭逼
nmib	你妈臭比
nmib	牛魔酬宾
nmie	辇车
nmif	脑满肠肥
nmif	粘衬
nmig	念成
nmig	碾成
nmig	年成
nmih	碾场
nmih	年长
nmii	年齿
nmij	年产
nmir	年穿
nmis	黏虫
nmiu	年初
nmiu	念出
nmiy	年春
nmiz	粘稠
nmiz	黏稠
nmjb	年近
nmjb	年金
nmjb	年馑
nmjd	你们觉得
nmjd	那么简单
nmjf	念道：“
nmjg	那么几个
nmjh	那么就会
nmji	年纪
nmji	年级
nmji	念及
nmjj	农民阶级
nmjj	娘们唧唧
nmjk	念经
nmjk	年景
nmjk	黏精
nmjl	那么久了
nmjm	年检
nmjm	年鉴
nmjm	年间
nmjn	黏胶
nmjp	年节
nmjp	粘结
nmjq	念旧
nmjq	年久
nmjq	廿九
nmjq	拈阄
nmjt	农民家庭
nmjt	那么几天
nmju	纳米技术
nmju	那么就是
nmjx	年假
nmjy	年均
nmjy	捻军
nmjy	黏菌
nmjy	内幕交易
nmka	年卡
nmkd	你们看到
nmkj	年刊
nmkl	年框
nmkr	年款
nmkx	那美克星
nmkz	粘扣
nmlb	你妈了个逼
nmlb	你妈了个臭逼
nmlc	年老
nmld	年来
nmld	拈来
nmle	蔫了
nmle	念了
nmlg	你们两个
nmlh	念郎
nmlh	那么厉害
nmli	年里
nmli	念力
nmli	年历
nmli	年利
nmlk	年龄
nmll	拈量
nmlm	粘连
nmlm	黏连
nmlq	廿六
nmlu	辇路
nmlv	驽马恋栈
nmlv	年率
nmly	年轮
nmmc	年貌
nmmd	年迈
nmmi	碾米
nmmi	粘米
nmmi	黏米
nmmj	年满
nmmk	年命
nmmo	年末
nmmo	粘膜
nmmo	黏膜
nmmo	碾磨
nmmp	你妈卖批
nmnd	你忙你的
nmni	粘腻
nmni	黏腻
nmnl	男默女泪
nmnm	年年
nmnm	黏黏
nmns	拈弄
nmnw	年内
nmpc	撵跑
nmpc	年抛
nmpj	碾盘
nmpk	碾平
nmpn	年票
nmpo	念破
nmpu	年谱
nmqi	拈起
nmqi	年期
nmqi	廿七
nmqk	年轻
nmqk	年青
nmqm	年前
nmqq	粘球
nmqv	农民群众
nmqy	农民起义
nmrf	粘人
nmrf	黏人
nmrg	诺莫瑞根
nmrq	南蛮入侵
nmrt	你没让他
nmrt	你们让他
nmru	年入
nmrw	你没让我
nmrw	你们让我
nmry	那么容易
nmsi	碾死
nmsi	廿四
nmsj	廿三
nmsl	你妈死了
nmss	念诵
nmsu	年俗
nmsv	碾碎
nmsv	年岁
nmtc	年套
nmtc	你没听错
nmtj	粘痰
nmto	碾砣
nmtp	黏贴
nmtr	年迈体弱
nmtu	黏土
nmtz	念头
nmtz	年头
nmua	念啥
nmub	你没事吧
nmub	你没事吧？
nmuc	年少
nmuf	年审
nmug	年生
nmug	你们说过
nmuh	黏上
nmuh	撵上
nmuh	粘上
nmuh	年上
nmui	农贸市场
nmui	念诗
nmuj	驽马十驾
nmul	那没事了
nmur	农民收入
nmuu	念书
nmuu	年数
nmuz	年兽
nmuz	黏手
nmuz	年寿
nmvb	浓墨重彩的一笔
nmvc	浓墨重彩
nmvd	你们知道
nmve	念着
nmve	粘着
nmvg	那么这个
nmvh	年长
nmvi	粘滞
nmvi	年制
nmvj	黏粘
nmvj	年展
nmvj	粘粘
nmvj	年占
nmvl	碾庄
nmvl	你妈炸了
nmvr	年赚
nmvs	年中
nmvs	年终
nmvu	念珠
nmvu	黏住
nmvu	年猪
nmvv	农民战争
nmvy	那么这样
nmvy	难眠之夜
nmvz	念咒
nmwj	念完
nmwl	那么问题来了
nmwm	那么我们
nmwt	农民问题
nmwu	念物
nmwu	廿五
nmww	年尾
nmww	年味
nmxb	年薪
nmxd	怒目相对
nmxh	那么喜欢
nmxi	年息
nmxk	粘性
nmxk	黏性
nmxl	念想
nmxm	年限
nmxn	年销
nmxn	年宵
nmxq	年休
nmxs	年兄
nmxu	捻须
nmxx	年下
nmxx	内幕消息
nmxx	匿名消息
nmxy	牛毛细雨
nmya	碾压
nmya	碾轧
nmya	粘牙
nmyb	年因
nmyc	那么一次
nmyd	农民运动
nmyd	那么一点
nmye	粘液
nmye	黏液
nmyg	那么一个
nmyi	廿一
nmyi	年谊
nmyt	年月
nmyt	年约
nmyu	鲶鱼
nmyu	鲇鱼
nmyv	怒目圆睁
nmyv	那么一种
nmyx	那么一些
nmyy	农牧渔业
nmyz	年幼
nmyz	年有
nmzd	黏在
nmzd	念在
nmzg	年增
nmzi	年资
nmzi	碾子
nmzj	你们自己
nmzo	念作
nmzo	念做
nmzr	年钻
nmzu	年租
nmzu	哪门子事
nmzv	黏嘴
nmzy	年尊
nmzz	撵走
nnba	忸怩不安
nnbc	尿包
nnbc	尿胞
nnbf	男女不分
nnbg	尿崩
nnbh	鸟棒
nnbi	尿闭
nnbu	尿布
nnbu	念念不舍
nnbw	念念不忘
nnbx	男女不限
nnbx	哪能不湿鞋
nnbx	念念不忘，必有回响
nndc	尿道
nndc	喃喃道
nndd	尿袋
nndd	念念叨叨
nndd	黏黏搭搭
nnde	鸟的
nndi	男女对唱
nndj	鸟蛋
nndj	难念的经
nndl	男女对立
nndm	尿点
nndm	尿垫
nndo	尿多
nndp	男女搭配
nnds	鸟洞
nndu	尿毒
nndu	喃喃地说
nndv	嗯对
nndy	尿遁
nner	鸟儿
nnff	鸟粪
nnfi	尿尿分叉
nnfw	尿肥
nngd	尿钙
nnge	鸟哥
nngk	鸟怪
nngr	尿管
nngt	奶奶个腿
nngx	奶奶个熊
nngz	鸟狗
nnha	鸟蛤
nnhd	鸟害
nnhd	男女混合双打
nnhh	暖暖和和
nnhh	黏黏糊糊
nnhl	尿黄
nnhu	尿壶
nnhv	鸟喙
nnhz	南南合作
nnic	鸟巢
nnie	鸟车
nnii	鸟翅
nnil	尿床
nnis	鸟铳
nniy	袅袅炊烟
nnjf	喃喃道：“
nnji	尿急
nnji	脲基
nnjj	哝哝唧唧
nnjm	尿检
nnjm	尿碱
nnjn	鸟叫
nnjp	鸟姐
nnjq	那你就去
nnjr	那年今日
nnju	鸟居
nnju	鸟狙
nnkg	难能可贵
nnkh	尿炕
nnkj	鸟瞰
nnkl	鸟框
nnku	尿裤
nnlb	鸟林
nnle	尿了
nnll	尿量
nnll	鸟粮
nnls	鸟笼
nnlu	男女老少
nnlu	诺诺连声
nnlw	鸟类
nnly	男女老幼
nnmc	鸟毛
nnmk	鸟鸣
nnmm	内牛满面
nnmw	脲酶
nnnh	尿囊
nnnh	你能奈我何
nnnn	尿尿
nnnn	袅袅
nnnn	男男女女
nnnn	扭扭捏捏
nnno	袅娜
nnnv	鸟女
nnny	哪年哪月
nnpb	尿频
nnpc	尿泡
nnpc	尿脬
nnpd	男女平等
nnpf	尿盆
nnph	尿膀
nnpi	鸟皮
nnpm	尿片
nnpp	袅袅娉娉
nnpy	男女朋友
nnqb	鸟禽
nnqi	鸟气
nnqi	鸟栖
nnql	鸟枪
nnqn	鸟悄
nnqr	脲醛
nnqt	鸟雀
nnqy	鸟群
nnrc	袅绕
nnrc	年年如此
nnrf	鸟人
nnrh	泥牛入海
nnrr	嗫嗫嚅嚅
nnrz	鸟肉
nnsc	尿骚
nnse	尿色
nnsi	溺死
nnsl	你娘死了
nnsr	尿酸
nnss	年年岁岁花相似
nnss	年年岁岁
nnsu	尿素
nnsv	尿尿
nnth	尿糖
nnti	鸟啼
nnti	男女通吃
nnts	尿桶
nnts	尿痛
nntt	袅袅婷婷
nntz	鸟头
nnuc	鸟哨
nnud	男女双打
nnuf	男女双方
nnug	鸟声
nnui	鸟事
nnui	鸟食
nnui	尿湿
nnui	鸟屎
nnuj	鸟山
nnul	那年十八，站着如喽啰
nnuq	男女授受不亲
nnuu	鸟叔
nnuv	尿水
nnuz	鸟兽
nnvb	男女之别
nnve	捻捻转儿
nnvf	鸟阵
nnvf	男女之分
nnvj	男女之间
nnvr	鸟啭
nnvu	男女之事
nnwf	鸟文
nnwh	能奈我何
nnwh	鸟网
nnwh	鸟王
nnwj	尿完
nnwn	你侬我侬
nnwo	鸟窝
nnwu	鸟屋
nnww	尿味
nnww	那你问我
nnww	腻腻歪歪
nnxk	尿性
nnxp	尿血
nnxt	尿血
nnxy	喃喃细语
nnyb	男女有别
nnyc	念念有词
nnye	尿液
nnyh	鸟样
nnyh	尿样
nnyi	尿意
nnyi	鸟翼
nnyj	鸟眼
nnyr	年年有今日
nnys	鸟用
nnyu	鸟语
nnyu	鸟羽
nnyv	年年有今日，岁岁有今朝
nnyy	年年有余
nnyy	年年月月
nnzh	鸟葬
nnzi	尿渍
nnzt	忸怩作态
nnzv	鸟嘴
nnzy	喃喃自语
noaa	诺阿
noan	诺安
noba	诺巴
nobc	诺宝
nobh	诺邦
nobi	诺比
nobk	糯冰
nobo	诺博
nobu	挪步
nobw	诺贝
nocg	挪蹭
noda	诺大
nodc	挪到
nodc	糯稻
nodg	诺邓
nodk	诺丁
nodm	挪点
nods	挪动
nody	诺顿
noen	诺恩
noer	诺儿
nofg	诺风
nofj	诺梵
nofu	懦夫
nofw	诺菲
noge	挪个
nogr	诺冠
nogw	挪给
nohe	诺和
nohg	诺恒
nohx	诺华
nohz	挪后
noic	挪超
noie	挪车
noig	诺诚
noiu	挪出
nojb	诺金
noji	诺记
nojl	诺奖
nojp	挪借
nojx	诺嘉
noka	诺卡
nokd	挪开
noke	诺克
nokh	糯康
nokr	挪款
nola	诺拉
nolb	诺林
nole	挪了
noli	诺力
nolj	诺兰
noma	诺玛
nomb	诺敏
nomg	诺盟
nomi	糯米
nomj	诺曼
nomw	诺美
nono	诺诺
nono	喏喏
nono	糯糯
nono	挪挪
noqi	诺奇
noqp	懦怯
noqu	挪去
noqu	挪取
noro	懦弱
noru	诺如
norv	诺瑞
nosf	诺森
nosi	诺斯
nosz	诺搜
notd	诺泰
notm	诺天
noto	诺托
nots	诺通
nouf	傩神
noui	诺诗
nouu	诺书
nouv	诺水
nouz	诺手
novi	挪至
novi	挪支
novj	搦战
novj	挪占
novs	糯种
nowa	诺娃
nowj	诺万
nowo	挪窝
nowu	傩舞
noww	挪威
noxb	诺心
noxi	傩戏
noxl	糯香
noxx	诺夏
noya	诺亚
noyh	诺扬
noyi	挪移
noyj	诺言
noyr	挪远
noys	挪用
nozi	诺子
nozo	挪作
nozu	糯租
nozz	挪走
npbb	聂斌
npbc	捏爆
npbc	孽报
npbi	镍币
npbj	镍板
npbk	聂冰
npbu	颞部
npcs	聂聪
npcy	聂村
npdc	捏到
npdd	镍带
npdj	捏蛋
npdq	南浦大桥
npdr	捏断
npdu	镍都
nper	聂耳
npff	镍粉
npfg	聂风
npfu	涅夫
npfw	聂飞
npgc	捏告
npge	捏个
npge	镍铬
npge	镍镉
npgf	孽根
npgh	镍钢
npgk	捏怪
npgo	捏过
npgs	聂工
npgu	颞骨
npgu	捏咕
npgv	孽鬼
nphd	孽海
nphe	啮合
nphe	捏合
nphr	聂欢
nphs	捏红
nphv	聂辉
npic	聂超
npig	捏成
npii	啮齿
npiu	孽畜
npiu	涅槃重生
npjb	捏紧
npji	捏脊
npji	捏积
npji	颞肌
npji	镍基
npjk	聂晶
npjl	女怕嫁错郎
npjm	捏肩
npjn	捏脚
npjn	蹑脚
npjp	聂姐
npjx	镍价
npkl	镍矿
npks	聂空
npku	聂库
nplb	聂琳
nple	捏了
npli	聂丽
nplm	捏脸
nplm	捏连
nplt	那片蓝天
nplw	聂磊
npma	捏麻
npma	捏马
npmb	聂敏
npme	捏么
npmi	涅米
npni	捏泥
npnj	尿频尿急
npnk	聂宁
npnp	捏捏
npnp	嗫嗫
npns	捏弄
nppg	聂鹏
nppj	涅槃
nppm	镍片
nppo	捏婆
nppu	涅普
npqi	捏起
npqk	镍氢
npqk	孽情
npql	聂强
nprf	捏人
nprh	男怕入错行
npru	嗫嚅
npru	颞颥
npse	镍色
npsh	泥菩萨过河
npsi	捏死
npsj	泥菩萨过江
npsm	你凭什么
npsm	你怕什么
npsu	捏塑
npsu	南派三叔
npsv	捏碎
nptc	聂涛
nptd	镍钛
nptk	聂婷
nptk	那片天空
nptm	捏天
nptp	镍铁
nptu	孽徒
npvd	孽债
npvd	牛皮纸袋
npve	捏着
npvg	聂政
npvh	孽障
npvl	聂庄
npvs	孽种
npvu	捏住
npwo	捏握
npwu	臬兀
npww	聂伟
npxb	聂鑫
npxb	内皮细胞
npxi	孽蜥
npxu	嗫嚅
npxu	孽畜
npye	颞叶
npyk	聂颖
npyr	孽缘
npys	聂勇
npyu	孽欲
npyy	聂云
npzc	捏造
npzd	捏在
npzi	镊子
npzi	孽子
npzs	蹑踪
npzu	蹑足
nqaa	牛啊
nqai	纽埃
nqba	牛吧
nqbb	牛斌
nqbc	牛宝
nqbd	牛掰
nqbd	扭摆
nqbd	南腔北调
nqbf	牛犇
nqbh	牛蒡
nqbi	牛逼
nqbi	牛币
nqbi	牛鼻
nqbj	牛班
nqbl	宁缺不滥
nqbm	牛鞭
nqbo	牛博
nqbp	牛瘪
nqbt	南拳北腿
nqbu	那岂不是
nqbu	拿钱办事
nqbv	怒其不争
nqbw	牛背
nqbw	纽北
nqbw	牛杯
nqcd	牛彩
nqcj	牛灿
nqcy	牛村
nqda	扭打
nqda	牛大
nqdc	扭到
nqdc	牛刀
nqdd	纽带
nqde	牛的
nqdi	镍氢电池
nqdj	扭蛋
nqdj	牛蛋
nqdm	牛点
nqdn	牛屌
nqdr	扭断
nqdr	拗断
nqds	扭动
nqds	牛丼
nqdu	牛犊
nqdu	牛肚
nqdv	弄权渎职
nqdy	牛顿
nqdz	牛痘
nqer	妞儿
nqer	牛耳
nqer	牛儿
nqff	牛粪
nqff	年轻夫妇
nqfg	牛峰
nqfh	牛芳
nqfo	牛佛
nqfu	牛福
nqfv	弄巧反拙
nqfw	牛飞
nqgd	你去干掉
nqge	牛哥
nqgg	牛耕
nqgh	牛刚
nqgj	牛肝
nqgj	扭杆
nqgo	扭过
nqgr	牛倌
nqgs	牛工
nqgu	牛骨
nqgu	牛股
nqgv	牛鬼
nqhc	牛号
nqhd	纽海
nqhg	牛恒
nqhh	牛气哄哄
nqhj	牛汉
nqhl	牛黄
nqhp	鸟枪换炮
nqhr	牛欢
nqhs	能掐会算
nqhu	牛湖
nqhz	牛后
nqia	牛叉
nqic	牛超
nqie	牛车
nqif	牛晨
nqig	扭秤
nqih	牛场
nqii	怒气冲冲
nqij	扭缠
nqil	弄清楚了
nqit	怒气冲天
nqit	牛气冲天
nqiu	牛厨
nqiv	弄巧成拙
nqjb	牛筋
nqjb	牛津
nqjb	扭紧
nqjb	牛劲
nqjk	牛静
nqjm	牛腱
nqjn	牛角
nqjn	扭脚
nqjp	牛街
nqjp	扭结
nqjp	牛姐
nqjr	牛圈
nqju	扭矩
nqjx	牛家
nqjy	牛军
nqka	牛卡
nqkd	扭开
nqke	牛客
nqke	纽克
nqkj	牛侃
nqks	钮孔
nqkv	扭亏
nqkz	纽扣
nqkz	钮扣
nqla	纽拉
nqlb	牛霖
nqlh	牛郎
nqli	扭力
nqli	牛力
nqlj	牛栏
nqlk	牛铃
nqll	牛亮
nqlm	扭脸
nqlq	牛柳
nqls	牛龙
nqlu	牛鹿
nqlu	年轻老师
nqlv	年轻力壮
nqlv	年青力壮
nqlw	牛磊
nqma	牛马
nqma	牛码
nqmb	牛敏
nqmc	牛毛
nqmd	纽麦
nqme	牛么
nqmf	妞们
nqmg	牛虻
nqmh	牛虻
nqmj	纽曼
nqmk	牛鸣
nqmm	年轻貌美
nqmm	南拳妈妈
nqmo	牛魔
nqmy	浓情蜜意
nqna	牛娜
nqnc	牛脑
nqnd	牛奶
nqne	牛呢
nqni	忸怩
nqni	牛泥
nqnj	牛腩
nqnl	你去哪里
nqnm	牛年
nqnn	年轻男女
nqnp	扭捏
nqnq	妞妞
nqnq	牛牛
nqnq	扭扭
nqnt	拿腔拿调
nqnu	能屈能伸
nqnz	年轻女子
nqnz	年轻男子
nqpa	牛扒
nqpd	牛排
nqpg	牛棚
nqph	牛旁
nqpi	牛皮
nqpi	牛批
nqpj	纽襻
nqpn	牛票
nqpv	拈轻怕重
nqqi	牛气
nqqk	牛青
nqql	牛强
nqqm	牛前
nqqn	牛桥
nqqr	牛泉
nqqr	牛圈
nqqu	扭曲
nqqu	年轻气盛
nqqy	牛群
nqrf	牛人
nqri	牛日
nqrs	牛绒
nqru	牛乳
nqrv	牛瑞
nqrz	牛肉
nqsc	牛嫂
nqsi	纽斯
nqsj	牛散
nqso	扭锁
nqss	扭送
nqtc	牛涛
nqte	纽特
nqth	牛塘
nqti	牛蹄
nqtk	牛婷
nqtm	牛田
nqto	牛驼
nqts	牛童
nqtu	牛图
nqtv	牛腿
nqty	牛屯
nqtz	扭头
